skolverket_kommunnamn,skolverket_skolnamn,huvudman,skolverket_huvudman_namn,school_unit,skolverket_antal_elever_tcv139,skolverket_andel_natt_malen_alla_amnen_tcv139,skolverket_and_beh_yrk_tcv139,skolverket_gnm_meritvarde_tcv139,year
Sollentuna,Vittra Sollentuna,Enskild,Vittraskolorna AB,58102266,46,"78,3","87,0","238,3",2018
Solna,"Ingridskolan, grundskola",Enskild,Ingridskolan AB,53259263,18,"83,3",~100,"230,1",2018
Solna,Magelungens grundskola Solna,Enskild,Magelungen Utveckling AB,48791751,..,.,..,..,2018
Solna,Alfaskolan,Enskild,Pysslingen Förskolor och Skolor AB,27323097,56,"98,2","100,0","293,7",2018
Solna,Bergshamraskolan,Kommunal,Solna,43133926,38,"68,4","73,7","225,9",2018
Solna,Råsundaskolan,Kommunal,Solna,12768012,107,"77,6","86,9","234,2",2018
Solna,Skytteholmsskolan,Kommunal,Solna,75017455,55,"60,0","76,4","210,0",2018
Solna,Tallbackaskolan,Kommunal,Solna,73581523,44,"75,0",~100,"231,4",2018
Solna,Ulriksdalsskolan,Kommunal,Solna,46706680,51,"78,4","86,3","245,9",2018
Solna,Ängkärrskolan i Solna,Enskild,Stiftelsen Nya Ängkärrsskolan,98515782,33,"51,5","72,7","185,2",2018
Solna,Svedenskolan Bergshamra,Enskild,Utvecklingspedagogik Sverige Aktiebolag,89893224,..,..,..,..,2018
Solna,Vittra Frösunda,Enskild,Vittraskolorna AB,48760074,33,"97,0",~100,"274,2",2018
Sorsele,Vindelälvsskolan 7-9,Kommunal,Sorsele,94589976,17,..,..,"183,1",2018
Sotenäs,Sotenässkolan,Kommunal,Sotenäs,78294346,76,"71,1","81,6","214,7",2018
Staffanstorp,Baldersskolan,Kommunal,Staffanstorp,86546038,69,"60,9","75,4","197,0",2018
Staffanstorp,Hagalidskolan,Kommunal,Staffanstorp,28784410,143,"74,8","80,4","223,7",2018
Staffanstorp,Hjärupslundsskolan,Kommunal,Staffanstorp,46191968,97,"87,6","93,8","253,7",2018
Stenungsund,Kristinedalskolan 7-9,Kommunal,Stenungsund,18275028,75,"78,7","88,0","229,1",2018
Stenungsund,Stenungskolan,Kommunal,Stenungsund,30707344,102,"70,6","80,4","208,0",2018
Stenungsund,Stora Högaskolan 7-9,Kommunal,Stenungsund,21617136,131,"82,4","87,8","230,1",2018
Stenungsund,Stenungsunds Montessoriskola,Enskild,Stenungsunds Montessori Ekonomiska Förening,38786895,18,"88,9","100,0","251,3",2018
Stockholm,Europaskolan Södermalm,Enskild,AB Parts & Paomees,79969356,46,"91,3",~100,"285,1",2018
Stockholm,Vasa International School of Stockholm,Enskild,AB Parts & Paomees,52965560,19,"94,7","100,0","301,7",2018
Stockholm,Vasa International School of Stockholm/International section,Enskild,AB Parts & Paomees,33733966,15,.,.,.,2018
Stockholm,Al-Azharskolan,Enskild,Al-Azhar Stiftelsen,90711097,67,"83,6",~100,"252,4",2018
Stockholm,Kista International School,Enskild,Al-Kowneyn Utbildning Centrum,37556682,36,"63,9","86,1","229,2",2018
Stockholm,Cordoba International School,Enskild,ALM Education AB,43134105,17,"70,6",~100,"244,6",2018
Stockholm,Almaskolan,Enskild,Almaskolan AB,14945659,52,"84,6",~100,"259,1",2018
Stockholm,Alzahraa Akademi,Enskild,Al-Zahraa Akademi AB,77656740,17,..,"70,6","197,2",2018
Stockholm,Aspdammskolan,Enskild,Aspdammskolan AB,93301103,12,..,..,"179,8",2018
Stockholm,Beta School,Enskild,Betaschool Handelsbolag,16061350,12,"100,0","100,0","247,7",2018
Stockholm,Campus Manilla,Enskild,Campus Manilla Utbildning AB,29371242,53,"100,0","100,0","295,5",2018
Stockholm,Distra IRS,Enskild,Distans Strateg Sweden AB,35784391,10,..,..,..,2018
Stockholm,Djurgårdens Waldorfskola,Enskild,Djurgårdens Waldorfskoleförening,84585645,25,"92,0",~100,"263,5",2018
Stockholm,Elma School,Enskild,Elma School AB,11532790,11,..,~100,"234,1",2018
Stockholm,Engelska Skolan Norr,Enskild,Engelska Skolan Norr AB,29725531,51,"90,2","100,0","292,1",2018
Stockholm,"Enskilda gymnasiet, gr",Enskild,Enskilda Gymnasiet,92750123,90,"96,7","100,0","303,7",2018
Stockholm,Estniska Skolan i Stockholm,Enskild,Estniska Skolan i Stockholm,34540901,20,"85,0","100,0","275,8",2018
Stockholm,Filosofiska i Skarpnäck,Enskild,Filosofiska i Sverige AB (svb),60308449,10,..,..,"236,3",2018
Stockholm,Akademiska Skolan i Kista,Enskild,Frihab AB,17526606,11,..,..,"210,0",2018
Stockholm,Futuraskolan International School of Stockholm,Enskild,Futuraskolan AB,40978257,24,.,.,.,2018
Stockholm,Futuraskolan International Stockholm,Enskild,Futuraskolan AB,65487837,20,"100,0","100,0","285,0",2018
Stockholm,Studemaskolan,Enskild,Föreningen Aktiva Studier /Fas/,91352227,14,"85,7","100,0","271,6",2018
Stockholm,Carlssons skola,Enskild,Föreningen För Carlssons Skola,35547286,65,"98,5","100,0","302,1",2018
Stockholm,Stefanskolan,Enskild,Föreningen Stefanskolan,53147557,..,..,..,..,2018
Stockholm,Alla Nationers Fria Skola,Enskild,Ideella Föreningen För Alla Nationers Fria Skola,82838118,14,..,..,"136,4",2018
Stockholm,Sthlms Int. Montessoriskola,Enskild,International Montessori School Sweden AB,45553352,53,"96,2",~100,"305,0",2018
Stockholm,Internationella Engelska Skolan Bromma,Enskild,Internationella Engelska Skolan i Sverige AB,90732940,153,"98,0","100,0","302,7",2018
Stockholm,Internationella Engelska Skolan Enskede,Enskild,Internationella Engelska Skolan i Sverige AB,38935587,151,"94,0",~100,"279,3",2018
Stockholm,Internationella Engelska skolan Hässelby,Enskild,Internationella Engelska Skolan i Sverige AB,74482611,89,"95,5",~100,"280,9",2018
Stockholm,Internationella Engelska Skolan Kista,Enskild,Internationella Engelska Skolan i Sverige AB,82982309,110,"82,7","90,9","270,8",2018
Stockholm,Internationella Engelska Skolan Liljeholmen,Enskild,Internationella Engelska Skolan i Sverige AB,72624886,154,"85,7","96,1","270,4",2018
Stockholm,Internationella Engelska Skolan Skärholmen,Enskild,Internationella Engelska Skolan i Sverige AB,72066571,98,"87,8","100,0","266,0",2018
Stockholm,JENSEN grundskola Långholmen,Enskild,Jensen Education College AB,57317316,64,"73,4","85,9","233,6",2018
Stockholm,Pops Academy,Enskild,Johan Sjölin Education AB,11018018,28,"92,9","100,0","308,8",2018
Stockholm,Järvaskolan,Enskild,Järvaskolan AB,13582062,55,"60,0","74,5","206,8",2018
Stockholm,Kulturskolan Raketen,Enskild,Kulturskolan Raketen AB,24172067,25,"96,0","100,0","290,8",2018
Stockholm,Kunskapsskolan Enskede,Enskild,Kunskapsskolan i Sverige Aktiebolag,16426165,124,"92,7","96,0","253,5",2018
Stockholm,Kunskapsskolan Fruängen,Enskild,Kunskapsskolan i Sverige Aktiebolag,63954028,101,"98,0","100,0","280,0",2018
Stockholm,Kunskapsskolan Spånga,Enskild,Kunskapsskolan i Sverige Aktiebolag,46796995,100,"95,0",~100,"261,2",2018
Stockholm,Kunskapsskolan Tyresö,Enskild,Kunskapsskolan i Sverige Aktiebolag,81266343,123,"96,7",~100,"277,5",2018
Stockholm,Kunskapsskolans Resursskola,Enskild,Kunskapsskolan i Sverige Aktiebolag,24671487,12,..,..,"129,6",2018
Stockholm,"Lycée Francais Saint Louis, gr",Enskild,Lycée Francais Saint-Louis,40610606,55,.,.,.,2018
Stockholm,Magelungens grundskola Södermalm,Enskild,Magelungen Utveckling AB,57034070,12,.,..,"95,5",2018
Stockholm,Magelungens grundskola Älvsjö,Enskild,Magelungen Utveckling AB,38096510,12,.,..,"60,0",2018
Stockholm,Kulturama gr. Hammarby Sjöstad,Enskild,Medborgarskolan Stockholmsregionen,23066257,116,"87,9","94,8","259,8",2018
Stockholm,Grundskolan Metapontum,Enskild,Metapontum AB,90850620,38,"92,1","100,0","280,4",2018
Stockholm,Stockholm International Academy Hägersten,Enskild,Mubarak Utbildning AB,11442396,26,"65,4","76,9","215,0",2018
Stockholm,Musikskolan Lilla Akademien,Enskild,Musikskolan Lilla Akademien AB,36066067,32,"90,6",~100,"301,1",2018
Stockholm,Tasava skola,Enskild,Nytida Tasava AB,82448624,..,..,..,..,2018
Stockholm,Snitz Grundskola Odenplan,Enskild,PPS Power Planning System Aktiebolag,57510246,35,"42,9","62,9","169,5",2018
Stockholm,Primaskolan Farsta,Enskild,Primaskolan i Sverige AB,26568390,26,"65,4","80,8","225,3",2018
Stockholm,Profilskolan,Enskild,Profilskolan AB,10360193,22,"68,2","77,3","229,3",2018
Stockholm,Skolgrunden,Enskild,Skolgrunden Aktiebolag,23414344,25,..,"64,0","154,1",2018
Stockholm,Sofiaängens skola,Enskild,Sofiaängen AB,86086213,14,..,..,"116,1",2018
Stockholm,Gullvivaskolan,Enskild,STEG för framtiden Aktiebolag,43367445,..,..,..,..,2018
Stockholm,Fredrikshovs slotts skola,Enskild,Stiftelsen Carpe Diem,64065082,30,"100,0","100,0","303,8",2018
Stockholm,Ellen Key skolan,Enskild,Stiftelsen Ellen Key Skolan,16394249,28,"82,1",~100,"237,8",2018
Stockholm,Franska Skolan/Ecole francaise,Enskild,Stiftelsen Franska Skolan,42328518,89,"94,4","100,0","292,5",2018
Stockholm,Fryshuset Grundskola Västra,Enskild,Stiftelsen Fryshuset,69004747,20,..,"65,0","168,0",2018
Stockholm,"Fryshusets grundskola, Sthlm",Enskild,Stiftelsen Fryshuset,19657993,78,"60,3","88,5","224,8",2018
Stockholm,Framstegsskolan i Stockholm,Enskild,Stiftelsen Islamiska Skolan,72684556,15,"80,0",~100,"275,2",2018
Stockholm,"Kristofferskolan, gr",Enskild,Stiftelsen Kristofferskolan,98760751,57,"89,5",~100,"274,7",2018
Stockholm,Maria Elementarskola,Enskild,Stiftelsen Maria Elementarskola,73893187,29,"86,2","100,0","272,2",2018
Stockholm,Martinskolan Söders waldorfsk,Enskild,Stiftelsen Martinskolan Söders Waldorfskola,82854505,27,"85,2",~100,"255,6",2018
Stockholm,S:t Eriks Katolska Skola,Enskild,Stiftelsen s:t Eriks Katolska Skola,94943347,25,"72,0",~100,"250,7",2018
Stockholm,Stift. Sthlm Intern. School gr,Enskild,Stiftelsen Stockholm International School,85670099,60,.,.,.,2018
Stockholm,Viktor Rydbergs skola Vasastan,Enskild,Stiftelsen Viktor Rydbergs Skola,86758230,141,"97,2","100,0","267,0",2018
Stockholm,Abrahamsbergsskolan,Kommunal,Stockholm,44673074,114,"96,5",~100,"276,5",2018
Stockholm,Adolf Fredriks musikklasser,Kommunal,Stockholm,99648792,181,"98,9",~100,"300,5",2018
Stockholm,Akalla grundskola F-9,Kommunal,Stockholm,37796564,42,"69,0","83,3","219,8",2018
Stockholm,Alviksskolan,Kommunal,Stockholm,72627865,102,"91,2","92,2","250,3",2018
Stockholm,Aspuddens skola,Kommunal,Stockholm,72672270,131,"78,6","87,0","228,7",2018
Stockholm,Bagarmossens skola,Kommunal,Stockholm,13679897,75,"73,3","81,3","234,9",2018
Stockholm,Björkhagens skola,Kommunal,Stockholm,43088454,81,"77,8","88,9","243,2",2018
Stockholm,Blommensbergsskolan,Kommunal,Stockholm,82140090,123,"84,6","87,8","246,4",2018
Stockholm,Bredängsskolan,Kommunal,Stockholm,14121892,45,"62,2","80,0","216,2",2018
Stockholm,Bäckahagens skola,Kommunal,Stockholm,20683111,85,"71,8","80,0","239,1",2018
Stockholm,Enbacksskolan,Kommunal,Stockholm,43632318,35,"65,7",~100,"243,5",2018
Stockholm,Engelbrektsskolan,Kommunal,Stockholm,87521048,143,"88,8","94,4","263,4",2018
Stockholm,Enskede skola,Kommunal,Stockholm,72248694,123,"86,2","93,5","253,9",2018
Stockholm,Eriksdalsskolan,Kommunal,Stockholm,59249600,174,"78,2","85,6","227,9",2018
Stockholm,Farsta grundskola,Kommunal,Stockholm,38758770,64,"57,8","73,4","210,3",2018
Stockholm,Fruängens skola,Kommunal,Stockholm,19353396,32,"59,4","62,5","198,2",2018
Stockholm,Grimstaskolan,Kommunal,Stockholm,51341279,48,"70,8","81,3","215,5",2018
Stockholm,Gubbängsskolan,Kommunal,Stockholm,93412255,57,"50,9","64,9","193,9",2018
Stockholm,Gärdesskolan,Kommunal,Stockholm,41176931,107,"81,3","87,9","250,8",2018
Stockholm,Hagsätraskolan,Kommunal,Stockholm,82110758,62,"64,5","75,8","209,7",2018
Stockholm,Hammarbyskolan,Kommunal,Stockholm,64167206,48,"58,3","77,1","204,5",2018
Stockholm,Hjulsta grundskola F-9,Kommunal,Stockholm,69266159,58,"29,3","58,6","165,9",2018
Stockholm,Husbygårdsskolan F-9,Kommunal,Stockholm,42149666,49,"44,9","63,3","180,6",2018
Stockholm,Hägerstensåsens skola,Kommunal,Stockholm,70329261,..,..,..,..,2018
Stockholm,Hässelby Villastads skola,Kommunal,Stockholm,86597125,120,"88,3","90,8","259,6",2018
Stockholm,Hässelbygårdsskolan,Kommunal,Stockholm,87838841,104,"51,9","67,3","206,6",2018
Stockholm,Högalidsskolan,Kommunal,Stockholm,24716970,120,"78,3","89,2","254,4",2018
Stockholm,Höglandsskolan,Kommunal,Stockholm,36281817,70,"87,1","88,6","300,2",2018
Stockholm,Hökarängsskolan,Kommunal,Stockholm,57184925,79,"64,6","78,5","218,4",2018
Stockholm,International School of the Stockholm Region,Kommunal,Stockholm,26172429,53,.,.,.,2018
Stockholm,Johan Skytteskolan,Kommunal,Stockholm,97683561,169,"86,4","95,9","264,1",2018
Stockholm,Katarina Norra skola,Kommunal,Stockholm,23617768,74,"87,8",~100,"249,7",2018
Stockholm,Kista grundskola,Kommunal,Stockholm,22513261,94,"60,6","86,2","215,8",2018
Stockholm,Kungliga Svenska Balettskolan,Kommunal,Stockholm,63321041,14,"78,6","100,0","280,2",2018
Stockholm,Kungsholmens grundskola,Kommunal,Stockholm,29410344,111,"84,7","91,9","251,3",2018
Stockholm,Lillholmsskolan,Kommunal,Stockholm,46581319,66,"66,7","81,8","214,3",2018
Stockholm,Mariaskolan,Kommunal,Stockholm,69895255,94,"89,4","92,6","254,8",2018
Stockholm,Matteusskolan,Kommunal,Stockholm,16348406,51,"92,2",~100,"268,0",2018
Stockholm,Mälarhöjdens skola,Kommunal,Stockholm,46165232,126,"93,7","96,0","263,0",2018
Stockholm,Nya Elementar,Kommunal,Stockholm,83828066,157,"88,5","91,1","258,4",2018
Stockholm,Rinkebyskolan,Kommunal,Stockholm,37416253,80,"40,0","57,5","177,9",2018
Stockholm,Rålambshovsskolan,Kommunal,Stockholm,61686233,153,"89,5","91,5","256,0",2018
Stockholm,Rödabergsskolan,Kommunal,Stockholm,97686250,77,"75,3","79,2","251,5",2018
Stockholm,Sjöstadsskolan,Kommunal,Stockholm,15331669,105,"86,7","93,3","248,3",2018
Stockholm,Sjöängsskolan,Kommunal,Stockholm,13124830,89,"66,3","79,8","223,5",2018
Stockholm,Skarpatorpsskolan,Kommunal,Stockholm,82075850,35,"45,7","57,1","214,5",2018
Stockholm,Skarpnäcks skola,Kommunal,Stockholm,53075005,68,"86,8","91,2","251,9",2018
Stockholm,Slättgårdsskolan,Kommunal,Stockholm,59468219,44,"68,2",~100,"251,8",2018
Stockholm,Smedshagsskolan,Kommunal,Stockholm,50060022,33,"33,3","60,6","191,8",2018
Stockholm,Sofia skola,Kommunal,Stockholm,45436515,86,"82,6","84,9","258,3",2018
Stockholm,Spånga grundskola,Kommunal,Stockholm,17640364,157,"86,0","94,3","264,8",2018
Stockholm,Sturebyskolan,Kommunal,Stockholm,91816093,118,"87,3","93,2","257,1",2018
Stockholm,Sundbyskolan,Kommunal,Stockholm,44046131,91,"71,4","79,1","230,5",2018
Stockholm,Sätraskolan,Kommunal,Stockholm,21724208,50,"74,0","78,0","222,3",2018
Stockholm,Södermalmsskolan,Kommunal,Stockholm,75614609,83,"80,7","91,6","254,0",2018
Stockholm,Södra Ängby skola,Kommunal,Stockholm,88795871,121,"88,4","92,6","263,8",2018
Stockholm,Trollbodaskolan,Kommunal,Stockholm,89605548,100,"69,0","76,0","211,3",2018
Stockholm,Vasa Real,Kommunal,Stockholm,52863414,174,"93,7","97,1","272,1",2018
Stockholm,Vinsta grundskola västra,Kommunal,Stockholm,97400863,90,"77,8","84,4","241,6",2018
Stockholm,Vällingbyskolan,Kommunal,Stockholm,36031993,86,"60,5","66,3","205,8",2018
Stockholm,Årstaskolan,Kommunal,Stockholm,48328583,78,"73,1","80,8","226,0",2018
Stockholm,Åsö grundskola,Kommunal,Stockholm,94864296,170,"88,2","93,5","253,6",2018
Stockholm,Äppelviksskolan,Kommunal,Stockholm,15594566,174,"95,4","96,0","292,9",2018
Stockholm,Örbyskolan,Kommunal,Stockholm,39171821,43,"79,1","81,4","244,0",2018
Stockholm,Norrbyskolan,Enskild,Stockholm Lära Aktiebolag,92127007,..,..,..,..,2018
Stockholm,Sverigefinska skolan Sthlm,Enskild,Sverigefinska skolan i Stockholm AB,78508835,27,"81,5",~100,"266,9",2018
Stockholm,Södermalmskyrkans Kristna sk.,Enskild,Södermalmskyrkan,14472068,31,"80,6",~100,"248,8",2018
Stockholm,Thea Privata Grundskola Bromma,Enskild,Theducation AB,87999453,21,"85,7","100,0","262,6",2018
Stockholm,Thea Privata Grundskola Södermalm,Enskild,Theducation AB,53398338,23,"82,6","100,0","243,9",2018
Stockholm,Tornadoskolan AB,Enskild,Tornadoskolan AB,29796042,11,..,~100,"235,5",2018
Stockholm,Tyska skolan,Enskild,Tyska Skolföreningen,53175499,50,.,.,.,2018
Stockholm,Lunaskolan Bromma,Enskild,Utvecklingspedagogik Sverige Aktiebolag,72509254,25,..,"40,0","151,4",2018
Stockholm,Lunaskolan Södra,Enskild,Utvecklingspedagogik Sverige Aktiebolag,67731691,23,..,"52,2","170,1",2018
Stockholm,Vasastans Montessoriskola,Enskild,Vasastans Montessoriförskola,75656508,12,"100,0","100,0","262,9",2018
Stockholm,Vintertullsskolan i Stockholm,Enskild,Vintertullsskolan i Stockholm Aktiebolag,28138418,11,..,..,"163,2",2018
Stockholm,Vittra Sjöstaden,Enskild,Vittraskolorna AB,28778917,24,"83,3",~100,"249,5",2018
Stockholm,Vittra Södermalm,Enskild,Vittraskolorna AB,59900714,33,"81,8",~100,"241,4",2018
Stockholm,Vittra Telefonplan,Enskild,Vittraskolorna AB,67662754,25,"68,0","76,0","212,8",2018
Stockholm,Västbergaskolan,Enskild,Västbergaskolan AB,64736967,66,"86,4",~100,"255,4",2018
Stockholm,Västerholms friskola,Enskild,Västerholms Friskola AB,35890890,97,"58,8","74,2","220,2",2018
Storfors,Lundsbergs grundskola,Enskild,Stiftelsen Lundsbergs Skola,26377128,21,"100,0","100,0","274,2",2018
Storfors,Vargbroskolan,Kommunal,Storfors,24306424,50,"94,0",~100,"232,3",2018
Storuman,Röbroskolan,Kommunal,Storuman,87510386,40,"80,0","87,5","223,6",2018
Storuman,Skytteanska skolan,Kommunal,Storuman,52561988,12,"91,7",~100,"244,4",2018
Strängnäs,Europaskolan Rogge,Enskild,Europaskolan Grundskola AB,31980822,66,"75,8","83,3","235,2",2018
Strängnäs,Friskolan Asken,Enskild,Friskolan Asken Aktiebolag,63423770,57,"84,2",~100,"246,3",2018
Strängnäs,Gripsholmsskolan,Enskild,Gripsholmsskolan AB,65507647,24,"91,7",~100,"254,7",2018
Strängnäs,Karinslundsskolan,Kommunal,Strängnäs,14184478,31,"61,3","77,4","208,2",2018
Strängnäs,Mariefreds skola,Kommunal,Strängnäs,64620570,57,"82,5","89,5","226,8",2018
Strängnäs,Paulinska skolan,Kommunal,Strängnäs,21086074,73,"56,2","72,6","203,7",2018
Strängnäs,Stallarholmsskolan,Kommunal,Strängnäs,42957784,46,"63,0","76,1","190,7",2018
Strängnäs,Åkerskolan,Kommunal,Strängnäs,74265915,40,"62,5","77,5","198,8",2018
Strängnäs,Strängnäs Montessoriskola,Enskild,Strängnäs Montessoriskola Ekonomisk Förening,30181143,38,"89,5",~100,"251,2",2018
Strömstad,Strömstiernaskolan,Kommunal,Strömstad,47464666,131,"72,5","80,2","220,6",2018
Strömsund,Centralskolan Hoting,Kommunal,Strömsund,20930818,..,..,..,..,2018
Strömsund,Fjällsjöskolan,Kommunal,Strömsund,82584417,16,..,..,"162,7",2018
Strömsund,Frostviksskolan,Kommunal,Strömsund,76970830,10,..,..,"232,0",2018
Strömsund,Grevåkerskolan Hammerdal,Kommunal,Strömsund,54719506,26,"80,8","80,8","213,4",2018
Strömsund,Vattudalsskolan,Kommunal,Strömsund,71396086,57,"75,4","80,7","196,0",2018
Sundbyberg,Kulturama Grundsk. Sundbyberg,Enskild,Medborgarskolan Stockholmsregionen,37112288,64,"79,7","92,2","256,0",2018
Sundbyberg,Älvkvarnsskolan,Enskild,Pysslingen Förskolor och Skolor AB,67788311,55,"63,6","83,6","237,3",2018
Sundbyberg,Grönkullaskolan,Kommunal,Sundbyberg,93968806,74,"33,8","58,1","178,0",2018
Sundbyberg,Ängskolan 7-9,Kommunal,Sundbyberg,65775192,150,"78,7","84,7","235,6",2018
Sundbyberg,Vittra Brotorp,Enskild,Vittraskolorna AB,43138370,25,"80,0",~100,"266,4",2018
Sundsvall,Mimerskolan,Enskild,Föreningen Mimers Brunn,10023937,60,"95,0",~100,"257,6",2018
Sundsvall,Heliås Lärcentrum AB,Enskild,Heliås Lärcentrum AB,21250086,50,"100,0","100,0","271,4",2018
Sundsvall,Internationella Engelska Skolan Sundsvall,Enskild,Internationella Engelska Skolan i Sverige AB,54802332,127,"94,5",~100,"272,0",2018
Sundsvall,Kristna skolan Oasen,Enskild,Kristna Skolan Oasen Ideella Förening,38897013,13,..,~100,"224,8",2018
Sundsvall,Njurunda Friskola,Enskild,Njurunda friskola AB,65125762,18,"100,0","100,0","258,1",2018
Sundsvall,Bergsåkers skola,Kommunal,Sundsvall,90847895,140,"67,1","75,7","211,6",2018
Sundsvall,Hagaskolan,Kommunal,Sundsvall,55343483,102,"55,9","72,5","189,0",2018
Sundsvall,Höglundaskolan,Kommunal,Sundsvall,51877656,150,"56,0","76,0","202,9",2018
Sundsvall,Lidens skola,Kommunal,Sundsvall,64029211,26,"73,1",~100,"215,3",2018
Sundsvall,Ljustadalens skola,Kommunal,Sundsvall,20027707,..,..,..,..,2018
Sundsvall,Matfors skola,Kommunal,Sundsvall,37299127,92,"67,4","85,9","211,0",2018
Sundsvall,Nivrenaskolan,Kommunal,Sundsvall,55740795,138,"50,0","56,5","179,9",2018
Sundsvall,Stöde skola,Kommunal,Sundsvall,11181258,30,"86,7",~100,"236,3",2018
Sundsvall,Sundsvalls Montessoriskola,Kommunal,Sundsvall,78495763,27,"88,9","100,0","232,6",2018
Sundsvall,Vibackeskolan,Kommunal,Sundsvall,10170655,111,"64,0","78,4","202,9",2018
Sundsvall,"Prolympia, Sundsvall",Enskild,Ulno AB,18952472,47,"97,9","100,0","234,4",2018
Sundsvall,Kunskapsakademin,Enskild,Utbildningsföretaget Scandiacus AB,57722644,43,"93,0",~100,"229,7",2018
Sunne,Fryxellska skolan,Kommunal,Sunne,25636648,116,"71,6","81,0","215,9",2018
Surahammar,Hammarskolan,Kommunal,Surahammar,74582871,103,"77,7",~100,"231,5",2018
Svalöv,"Blichers friskola, Norrvidinge",Enskild,Nytida Blichergruppen AB,81535814,12,..,..,"162,8",2018
Svalöv,Linåkerskolan,Kommunal,Svalöv,44263951,135,"59,3","78,5","199,0",2018
Svalöv,Svalövs Montessoriskola,Enskild,Svalövs Montessori Ekonomisk förening,58981647,16,"75,0",~100,"248,6",2018
Svedala,Klågerupskolan 6-9,Kommunal,Svedala,51392146,52,"84,6",~100,"244,0",2018
Svedala,Naverlönnskolan 1-2,Kommunal,Svedala,65569784,127,"89,0","96,1","242,8",2018
Svedala,Naverlönnskolan 3-5,Kommunal,Svedala,40067679,47,"85,1",~100,"236,6",2018
Svedala,Spångholmsskolan,Kommunal,Svedala,83516023,45,"68,9","80,0","224,7",2018
Svenljunga,"Mogaskolan, 7-9",Kommunal,Svenljunga,35242545,127,"61,4","81,9","190,4",2018
Säffle,Tegnérskolan,Kommunal,Säffle,40517936,197,"66,5","80,2","209,6",2018
Säter,Klockarskolan,Kommunal,Säter,60111640,86,"68,6","82,6","215,9",2018
Sävsjö,Sävsjö kristna skola,Enskild,Stiftelsen Guds Kraft,28504550,19,"89,5",~100,"248,2",2018
Sävsjö,Hofgårdsskolan,Kommunal,Sävsjö,59983229,109,"64,2","76,1","207,1",2018
Sävsjö,Rörviks skola,Kommunal,Sävsjö,74170440,37,"83,8","83,8","244,7",2018
Söderhamn,HamnaSkolan,Enskild,Ellithan AB,99882962,10,..,..,"187,8",2018
Söderhamn,Bergvikskolan,Kommunal,Söderhamn,32721673,61,"75,4","83,6","228,3",2018
Söderhamn,Norrtullskolan C,Kommunal,Söderhamn,35139330,123,"69,1","78,0","215,0",2018
Söderhamn,Stenbergaskolan,Kommunal,Söderhamn,26147333,44,"86,4",~100,"234,1",2018
Söderhamn,Vågbroskolan B,Kommunal,Söderhamn,42162288,44,"65,9","88,6","230,2",2018
Söderköping,Söderköpings Waldorfskola,Enskild,Stiftelsen Söderköpings Waldorfskola,70789823,16,"75,0",~100,"224,5",2018
Söderköping,Ramunderskolan,Kommunal,Söderköping,99361107,171,"80,7","89,5","236,8",2018
Södertälje,Mariaskolan,Enskild,Föreningen Maria Magdalena,31528772,14,"85,7","100,0","267,5",2018
Södertälje,Mikaelgården Läkeped. Institut,Enskild,Föreningen Mikaelgårdens Läkepedagogiska Inst,73075913,..,..,..,..,2018
Södertälje,Örjanskolan grund,Enskild,Föreningen Örjanskolan,10661388,26,"92,3",~100,"251,1",2018
Södertälje,Järna friskola,Enskild,Järna Friskola Aktiebolag,41584790,25,"96,0",~100,"258,2",2018
Södertälje,Kringlaskolan,Enskild,Kringlaskolan AB,74489639,52,"88,5",~100,"220,4",2018
Södertälje,Magelungens grundskola Södertälje,Enskild,Magelungen Utveckling AB,14872951,..,.,..,..,2018
Södertälje,Nyckelskolan,Enskild,Nyckelknippan Förskole Aktiebolag,16068461,26,"92,3","100,0","262,7",2018
Södertälje,Solvikskolan,Enskild,Stödföreningen För Solvikskolan,45994471,..,..,..,..,2018
Södertälje,Blombackaskolan,Kommunal,Södertälje,34148887,90,"62,2","84,4","219,2",2018
Södertälje,Brunnsängskolan,Kommunal,Södertälje,60570294,75,"78,7","90,7","232,3",2018
Södertälje,Eneskolan,Kommunal,Södertälje,97655739,97,"79,4","91,8","213,1",2018
Södertälje,Hovsjöskolan,Kommunal,Södertälje,82137009,49,"59,2","79,6","208,7",2018
Södertälje,Hölöskolan,Kommunal,Södertälje,79466321,46,"80,4",~100,"232,0",2018
Södertälje,Igelsta grundskola,Kommunal,Södertälje,75505688,42,"61,9","76,2","194,0",2018
Södertälje,Lina grundskola,Kommunal,Södertälje,62288230,29,"58,6","72,4","205,0",2018
Södertälje,Oxbacksskolan,Kommunal,Södertälje,99842607,51,"76,5","88,2","221,7",2018
Södertälje,Pershagenskolan,Kommunal,Södertälje,38653015,49,"91,8",~100,"254,2",2018
Södertälje,Ronnaskolan,Kommunal,Södertälje,51210001,46,"47,8","78,3","193,7",2018
Södertälje,Rosenborgskolan,Kommunal,Södertälje,11914814,123,"80,5","91,1","231,8",2018
Södertälje,Soldalaskolan,Kommunal,Södertälje,40175889,59,"78,0","84,7","221,3",2018
Södertälje,Wasaskolan,Kommunal,Södertälje,56568612,68,"67,6","77,9","230,7",2018
Södertälje,Södertälje friskola,Enskild,Södertälje Friskola Aktiebolag,38394561,35,"85,7","85,7","233,9",2018
Södertälje,Vittra Östertälje,Enskild,Vittraskolorna AB,12757193,51,"98,0","100,0","267,4",2018
