skolverket_skolnamn,school_unit,skolverket_kommunnamn,skolverket_kommun,huvudman,skolverket_huvudman_namn,skolverket_huvudman_kod,skolverket_helttj_larare_o_adm_tcv17,skolverket_helttj_adm_tcv17,skolverket_helttj_larare_tcv17,skolverket_helttj_andel_kvi_tcv17,skolverket_helttj_andel_ped_tcv17,skolverket_helttj_andel_specped_tcv17,skolverket_elever_per_helttj_tcv17,skolverket_helttj_syv_tcv17,skolverket_elever_per_syvhelttj_tcv17,skolverket_helttj_andel_tillsv_tcv17,year
Polhemsskolan,90551279,Gävle,2180,2120002338,Gävle,Kommunal,"119,0","1,0","118,0","55,4","79,1","0,6","11,6","5,0","273,2","83,1",2016
Praktiska Gävle,93062368,Gävle,2180,5562575786,Praktiska Sverige AB,Enskild,"11,1","1,0","10,1","26,4","29,9","10,0","10,1",.,.,"54,2",2016
Realgymnasiet Gävle,69686851,Gävle,2180,5565715892,Lärande i Sverige AB,Enskild,"30,3","1,0","29,3","62,7","53,3","3,4","14,1","0,5","822,0","71,6",2016
Thoren Business School Gävle,49616977,Gävle,2180,5566139290,Thorengruppen AB,Enskild,"13,5","1,0","12,5","64,0","60,8",.,"18,5","0,2","1 160,0","74,4",2016
Vasaskolan,54965510,Gävle,2180,2120002338,Gävle,Kommunal,"77,4","1,0","76,4","52,7","86,7","2,6","13,4","2,0","511,5","91,1",2016
Yrkesgymnasiet Gävle,90267145,Gävle,2180,5566139290,Thorengruppen AB,Enskild,"13,4","1,0","12,4","32,2","43,2",.,"12,3",.,.,"67,4",2016
Angeredsgymnasiet 1,72998905,Göteborg,1480,2120001355,Göteborg,Kommunal,"17,3",.,"17,3","58,0","74,5",.,"12,2",.,.,"97,7",2016
Angeredsgymnasiet 2,84835666,Göteborg,1480,2120001355,Göteborg,Kommunal,"15,7",.,"15,7","52,9","94,3",.,"18,5",.,.,"93,6",2016
Angeredsgymnasiet 3,24685151,Göteborg,1480,2120001355,Göteborg,Kommunal,"28,8","1,0","27,8","64,0","79,1",.,"18,2",.,.,"82,0",2016
Angeredsgymnasiet 4,25872338,Göteborg,1480,2120001355,Göteborg,Kommunal,"12,1","1,0","11,1","66,5","77,4","9,0","2,6",.,.,"96,8",2016
Angeredsgymnasiet 5,54164490,Göteborg,1480,2120001355,Göteborg,Kommunal,"6,9","1,0","5,9","66,1","100,0","5,1","11,4",.,.,"100,0",2016
Aniaragymnasiet,69481650,Göteborg,1480,5566666789,AF Affärseffekt Framtidsskola AB,Enskild,"12,6","0,6","12,0","64,2","71,7","15,0","16,0","0,2","960,0","82,5",2016
Aspero Idrottsgymn. Göteborg,20319353,Göteborg,1480,5566363973,Aspero Friskolor AB,Enskild,"13,5","1,0","12,5","46,4","76,0","8,0","18,2","0,1","2 280,0","65,6",2016
Bernadottegymnasiet,92194545,Göteborg,1480,2120001355,Göteborg,Kommunal,"8,9","1,0","7,9","31,8","100,0","2,5","23,8","0,2","935,0","100,0",2016
Bräckegymnasiet 1,88153340,Göteborg,1480,2120001355,Göteborg,Kommunal,"17,8",.,"17,8","21,3","83,1","11,2","12,5",.,.,"88,8",2016
Bräckegymnasiet 2,94353434,Göteborg,1480,2120001355,Göteborg,Kommunal,"26,1",.,"26,1","21,5","77,0","7,7","6,9",.,.,"92,3",2016
Bräckegymnasiet 4,84978846,Göteborg,1480,2120001355,Göteborg,Kommunal,"27,0","1,0","26,0","50,0","92,3","15,4","9,0","0,8","312,0","92,3",2016
Burgården Utbildningscentrum 1,59396229,Göteborg,1480,2120001355,Göteborg,Kommunal,"19,8","1,0","18,8","84,0","100,0","3,2","16,4",.,.,"94,7",2016
Burgården Utbildningscentrum 2,95165649,Göteborg,1480,2120001355,Göteborg,Kommunal,"16,2","0,9","15,3","75,0","88,9","6,5","15,3",.,.,"95,4",2016
Burgården Utbildningscentrum 3,64740897,Göteborg,1480,2120001355,Göteborg,Kommunal,"27,9","1,0","26,9","63,1","87,7","13,9","7,1",.,.,"93,3",2016
Burgården Utbildningscentrum 4,78979604,Göteborg,1480,2120001355,Göteborg,Kommunal,"16,5",.,"16,5","73,3","93,9","12,1","10,2",.,.,"100,0",2016
Burgården Utbildningscentrum 5,69626109,Göteborg,1480,2120001355,Göteborg,Kommunal,"18,0","1,0","17,0","63,3","99,1","5,9","16,4",.,.,"86,8",2016
Center för språkintroduktion Lindholmen 1,53432700,Göteborg,1480,2120001355,Göteborg,Kommunal,"16,8","1,0","15,8","87,3","100,0","12,7","14,2",.,.,"87,3",2016
Center för Språkintroduktion Lindholmen 2,22601648,Göteborg,1480,2120001355,Göteborg,Kommunal,"15,9",.,"15,9","74,8","100,0","18,2","7,9",.,.,"100,0",2016
Center för Språkintroduktion Lundby,82974174,Göteborg,1480,2120001355,Göteborg,Kommunal,"8,7",.,"8,7","69,4","100,0",.,"9,9",.,.,"88,4",2016
Center för Språkintroduktion Stora Holm 2,12539646,Göteborg,1480,2120001355,Göteborg,Kommunal,"1,0",.,"1,0",.,"100,0","100,0","122,0",.,.,"100,0",2016
Cybergymnasiet Göteborg,85068812,Göteborg,1480,5565693297,Cybergymnasiet Göteborg AB,Enskild,"15,6","0,0","15,6","41,8","83,8",.,"16,1",.,.,"73,0",2016
Donnergymnasiet,78397312,Göteborg,1480,5565408381,Donnergymnasiet AB,Enskild,"37,7","1,0","36,7","51,0","86,5","2,7","16,2","0,1","5 940,0","83,5",2016
Drottning Blankas Gymn. Göteborg,36444853,Göteborg,1480,5565668794,Drottning Blankas Gymnasieskola AB,Enskild,"22,7","0,8","21,9","55,3","67,9",.,"16,0",.,.,"74,8",2016
Ester Mosessons gymnasium 1,15414001,Göteborg,1480,2120001355,Göteborg,Kommunal,"12,8",.,"12,8","86,3","80,4",.,"20,6",.,.,"94,1",2016
Ester Mosessons gymnasium 2,38311488,Göteborg,1480,2120001355,Göteborg,Kommunal,"13,1","1,0","12,1","43,8","83,5",.,"13,0",.,.,"91,7",2016
Ester Mosessons gymnasium 3,34848695,Göteborg,1480,2120001355,Göteborg,Kommunal,"24,1","1,0","23,1","60,1","93,5","4,3","4,9","0,5","224,0","89,2",2016
Framtidsgymnasiet i Göteborg,16819383,Göteborg,1480,5564781606,Framtidsgymnasiet i Göteborg Aktiebolag,Enskild,"23,6","1,0","22,6","43,8","42,5",.,"15,4",.,.,"84,5",2016
GTI:s gymnasieskola,89837629,Göteborg,1480,5562358993,Göteborgs Tekniska Institut Aktiebolag,Enskild,"25,7","0,8","24,9","50,8","75,1",.,"15,8","0,2","1 970,0","65,1",2016
Gymnasieakademin,12994441,Göteborg,1480,5567265979,IEAB International Education AB,Enskild,"10,5","0,5","10,0","52,0","60,0",.,"20,7",.,.,"82,0",2016
Göteborgregionens tekniska gy,53660780,Göteborg,1480,5565706768,Göteborgs Tekniska College Aktiebolag,Enskild,"36,3","0,4","35,9","33,7","58,9",.,"11,4","0,1","4 080,0","87,9",2016
Göteborgs Högre Samskola gy.,88774402,Göteborg,1480,8572059197,Stiftelsen Göteborgs Högre Samskola,Enskild,"34,9","0,5","34,4","45,7","96,9","0,8","16,1","0,4","1 585,7","97,2",2016
Hermods Gymnasium Göteborg,75141151,Göteborg,1480,5565286696,Hermods Gymnasium AB,Enskild,"20,0","1,0","19,0","46,7","81,8",.,"16,1","0,3","1 020,0","86,5",2016
Hvitfeldtska gymnasiet 1,61701709,Göteborg,1480,2120001355,Göteborg,Kommunal,"26,3","1,0","25,3","44,8","92,9","4,0","17,8",.,.,"86,6",2016
Hvitfeldtska gymnasiet 2,61469192,Göteborg,1480,2120001355,Göteborg,Kommunal,"28,6","1,0","27,6","46,2","96,4","10,9","8,7",.,.,"96,4",2016
Hvitfeldtska gymnasiet 3,84306392,Göteborg,1480,2120001355,Göteborg,Kommunal,"29,7","1,0","28,7","58,2","100,0",.,"18,2",.,.,"96,5",2016
Hvitfeldtska gymnasiet 4,28627819,Göteborg,1480,2120001355,Göteborg,Kommunal,"28,0",.,"28,0","51,3","100,0",.,"15,8",.,.,"96,4",2016
Hvitfeldtska gymnasiet 5,30086854,Göteborg,1480,2120001355,Göteborg,Kommunal,"28,3","0,9","27,4","59,8","72,4",.,"13,9","0,1","7 620,0","89,6",2016
IHGR-gymnasiet,26627862,Göteborg,1480,2120001355,Göteborg,Kommunal,"27,5","1,0","26,5","70,5","61,4","3,8","14,1","0,4","932,5","77,4",2016
Ingrid Segerstedts gymnasium,48847282,Göteborg,1480,8572088824,Stiftelsen Ingrid Segerstedts Gymnasium,Enskild,"17,3","1,0","16,3","57,1","100,0",.,"17,4",.,.,"96,9",2016
International IT College of Sweden Gothenburg,72517762,Göteborg,1480,5563114445,Edinit AB,Enskild,"14,3","1,0","13,3","68,4","94,0",.,"13,3",.,.,"100,0",2016
IT-Gymnasiet Göteborg,79094701,Göteborg,1480,5565970471,IT Gymnasiet Sverige AB,Enskild,"26,3","1,0","25,3","31,7","70,1",.,"18,5","0,4","1 170,0","78,0",2016
JENSEN Gymnasium Göteborg,38684438,Göteborg,1480,5566358759,Jensen Education College AB,Enskild,"21,4","1,0","20,4","61,3","85,3",.,"22,5","0,4","1 147,5","76,2",2016
Katrinelundsgymnasiet 1,31251822,Göteborg,1480,2120001355,Göteborg,Kommunal,"21,5","1,0","20,5","52,6","100,0","3,4","17,4","0,2","1 780,0","96,0",2016
Katrinelundsgymnasiet 2,90099336,Göteborg,1480,2120001355,Göteborg,Kommunal,"6,6","1,0","5,6","17,4","85,8","5,3","1,4","0,2","53,3","100,0",2016
Katrinelundsgymnasiet 3,96590873,Göteborg,1480,2120001355,Göteborg,Kommunal,"26,4","1,0","25,4","70,5","92,1","7,9","14,8","0,2","1 875,0","94,1",2016
Katrinelundsgymnasiet 4,35647481,Göteborg,1480,2120001355,Göteborg,Kommunal,"16,3","1,0","15,3","52,7","95,7","8,2","14,6","0,3","896,0","100,0",2016
Katrinelundsgymnasiet 5,39549479,Göteborg,1480,2120001355,Göteborg,Kommunal,"15,4","1,0","14,4","57,9","93,7","3,1","20,6","0,3","1 184,0","100,0",2016
Kitas Ekonomi,73147554,Göteborg,1480,5567097117,Kitas utbildning AB,Enskild,"14,5","0,5","14,0","40,7","83,2",.,"19,1","0,1","5 340,0","80,4",2016
Kitas Frisörgymnasium,65752105,Göteborg,1480,5567385330,Kimuo frisörutbildning AB,Enskild,"2,9","0,1","2,8","59,4","71,5",.,"14,2","0,0","1 333,3","71,5",2016
Kitas Gymnasium,69983740,Göteborg,1480,5567097117,Kitas utbildning AB,Enskild,"16,0","0,3","15,7","40,9","93,8",.,"17,6","0,1","5 540,0","93,1",2016
Kitas Natur,66491596,Göteborg,1480,5567097117,Kitas utbildning AB,Enskild,"12,8","0,3","12,5","24,9","94,0",.,"19,4","0,1","4 840,0","93,2",2016
Kunskapsgymnasiet Göteborg,12052268,Göteborg,1480,5565661815,Kunskapsskolan i Sverige Aktiebolag,Enskild,"21,2","1,0","20,2","46,5","84,2",.,"16,6","0,2","1 680,0","74,8",2016
L M Engströms gymnasium,71597051,Göteborg,1480,8572003666,Peter Isaac Béens Utbildningsstiftelse,Enskild,"30,2","0,7","29,6","50,5","89,5","1,4","19,1",.,.,"96,0",2016
LBS Ljud & Bildskolan Göteborg,53231578,Göteborg,1480,5564851649,Ljud & Bildskolan Lbs AB,Enskild,"15,3","1,0","14,3","43,4","64,3",.,"21,8","2,0","156,0","71,3",2016
Lindholmens tekn gymnasium 1,11274830,Göteborg,1480,2120001355,Göteborg,Kommunal,"20,9","1,0","19,9","12,6","79,9","5,0","13,5","0,3","896,7","84,9",2016
Lindholmens tekn gymnasium 2,51321260,Göteborg,1480,2120001355,Göteborg,Kommunal,"26,4","1,0","25,4","23,6","72,6","5,7","9,0","0,3","763,3","75,8",2016
Lindholmens tekn gymnasium 3,96279444,Göteborg,1480,2120001355,Göteborg,Kommunal,"22,6","1,0","21,6","28,8","96,8","8,4","13,9","0,3","996,7","96,8",2016
"Mikael Elias Gymnasium, Göteborg",40690520,Göteborg,1480,5565583282,Mikael Elias Gymnasium AB,Enskild,"26,1","1,0","25,1","53,1","96,0",.,"21,2",.,.,"96,0",2016
Motorbranschens Tekniska gymn.,61880907,Göteborg,1480,2120001355,Göteborg,Kommunal,"27,6","1,0","26,6","26,3","78,2",.,"11,1","0,4","735,0","82,7",2016
Munkebäcksgymnasiet,91011325,Göteborg,1480,2120001355,Göteborg,Kommunal,"21,8","1,0","20,8","57,2","80,3",.,"12,1",.,.,"81,5",2016
NTI Mediegymnasiet,97382366,Göteborg,1480,5561203679,Nordens Teknikerinstitut Aktiebolag (Nti),Enskild,"21,9","1,0","20,9","44,4","73,6","4,8","17,1",.,.,"85,6",2016
Peabskolan Göteborg,88886610,Göteborg,1480,5564427432,Peabskolan AB,Enskild,"14,8","1,0","13,8","56,5","78,3",.,"13,8","0,3","636,7","92,8",2016
Plusgymnasiet i Göteborg,10638939,Göteborg,1480,5565789129,Plusgymnasiet AB,Enskild,"25,9","2,0","23,9","50,0","84,1","4,2","11,5","0,2","1 380,0","83,1",2016
Polhemsgymnasiet 1,21505555,Göteborg,1480,2120001355,Göteborg,Kommunal,"19,3","1,0","18,3","47,0","95,6",.,"22,2",.,.,"95,6",2016
Polhemsgymnasiet 2,34336190,Göteborg,1480,2120001355,Göteborg,Kommunal,"16,4","1,0","15,4","77,4","100,0",.,"19,5",.,.,"81,1",2016
Polhemsgymnasiet 3,21052710,Göteborg,1480,2120001355,Göteborg,Kommunal,"17,7","1,0","16,7","49,2","88,0","3,3","22,0",.,.,"77,2",2016
Praktiska Göteborg,88556189,Göteborg,1480,5562575786,Praktiska Sverige AB,Enskild,"21,9","1,0","20,9","24,7","55,6","1,9","11,0","0,1","2 290,0","60,4",2016
Realgymnasiet Göteborg,35236491,Göteborg,1480,5565715892,Lärande i Sverige AB,Enskild,"17,0","1,5","15,5","54,8","59,4",.,"12,6","2,8","70,0","93,5",2016
Rytmus Göteborg,69739484,Göteborg,1480,5564648979,Rytmus AB,Enskild,"25,9","1,6","24,3","48,1","90,4","3,3","10,4","0,2","1 265,0","78,1",2016
Schillerska gymnasiet 1,92887917,Göteborg,1480,2120001355,Göteborg,Kommunal,"25,9",.,"25,9","52,0","96,1","3,9","14,3",.,.,"96,1",2016
Schillerska gymnasiet 2,88834120,Göteborg,1480,2120001355,Göteborg,Kommunal,"26,8",.,"26,8","58,9","100,0",.,"18,6",.,.,"97,8",2016
Schillerska gymnasiet 3,36748805,Göteborg,1480,2120001355,Göteborg,Kommunal,"12,8","0,8","12,0","75,0","91,7","16,7","15,1",.,.,"100,0",2016
Sigrid Rudebecks gymnasium,19207279,Göteborg,1480,5563571248,Aktiebolaget Sigrid Rudebecks Skola,Enskild,"27,0","1,0","26,0","50,8","96,2",.,"17,9",.,.,"92,3",2016
Sjölins Gymnasium Göteborg,53640774,Göteborg,1480,5563758399,Sjölins Gymnasium AB,Enskild,"26,8","1,0","25,8","51,6","84,5","5,4","15,7",.,.,"93,8",2016
SKF Tekniska Gymnasium,58502307,Göteborg,1480,5562408301,Skf Sverige Aktiebolag,Enskild,"10,7","0,7","10,0","35,0","57,0",.,"9,0","0,0","9 000,0","91,0",2016
Thoren Innovation School Göteborg,97177328,Göteborg,1480,5568902653,Thoren Innovation School AB,Enskild,"15,3",.,"15,3","43,3","89,2",.,"17,1","0,5","522,0","87,2",2016
Yrkesgymnasiet Göteborg,63511898,Göteborg,1480,5566139290,Thorengruppen AB,Enskild,"7,7","1,0","6,7","82,1","70,1",.,"14,5","0,2","485,0","70,1",2016
Älvstrandsgymnasiet,72127035,Hagfors,1783,2120001884,Hagfors,Kommunal,"40,0","1,0","39,0","44,7","59,4","2,6","11,4","1,0","445,0","63,5",2016
Alléskolan 1,70969714,Hallsberg,1861,2220001180,Hallsberg,Kommunal,"31,9","1,0","30,9","32,8","85,9","1,3","8,7","0,7","385,7","92,6",2016
Alléskolan 2,85003442,Hallsberg,1861,2220001180,Hallsberg,Kommunal,"11,9","0,5","11,4","78,4","68,3","4,4","10,4","0,3","393,3","64,8",2016
Alléskolan 3,22752398,Hallsberg,1861,2220001180,Hallsberg,Kommunal,"46,4","1,0","45,4","17,1","55,8","2,2","7,9","0,8","447,5","69,8",2016
Alléskolan 4,68734112,Hallsberg,1861,2220001180,Hallsberg,Kommunal,"28,7","1,0","27,7","50,0","95,3","1,4","7,1","0,5","396,0","95,6",2016
Alléskolan 5,71922787,Hallsberg,1861,2220001180,Hallsberg,Kommunal,"18,6","1,0","17,6","49,1","75,1","1,1","7,1","0,4","315,0","85,5",2016
Alléskolan 6,31843016,Hallsberg,1861,2220001180,Hallsberg,Kommunal,"20,7","1,0","19,7","44,6","90,1","5,1","10,6","1,0","209,0","93,9",2016
Alléskolan 8,24357034,Hallsberg,1861,2220001180,Hallsberg,Kommunal,"1,4","1,0","0,4",.,"100,0","100,0","835,0","2,0","167,0",.,2016
Ridsportsgymnasiet,50696507,Hallstahammar,1961,5566940408,Ridskolan Strömsholm RS AB,Enskild,"8,1","0,8","7,3","61,4","67,0",.,"12,4","0,1","910,0","77,6",2016
Aspero Idrottsgymn. Halmstad,92507006,Halmstad,1380,5566363973,Aspero Friskolor AB,Enskild,"18,1","1,0","17,1","46,8","85,1","5,3","15,7","0,1","2 680,0","81,0",2016
Drottning Blankas Gymn. Halmstad,44653962,Halmstad,1380,5565668794,Drottning Blankas Gymnasieskola AB,Enskild,"15,2","1,0","14,2","74,2","45,2",.,"13,5","0,1","1 910,0","83,7",2016
Kattegattgymnasiet 1,20100577,Halmstad,1380,2120001215,Halmstad,Kommunal,"21,7","1,0","20,7","73,9","90,3","14,5","12,6","2,6","100,4","81,6",2016
Kattegattgymnasiet 2,81993306,Halmstad,1380,2120001215,Halmstad,Kommunal,"23,8","1,0","22,8","45,5","85,5",.,"13,9",.,.,"94,7",2016
Kattegattgymnasiet 3,19051089,Halmstad,1380,2120001215,Halmstad,Kommunal,"26,1","1,0","25,1","57,4","100,0",.,"15,2",.,.,"72,5",2016
Kattegattgymnasiet 4,29097621,Halmstad,1380,2120001215,Halmstad,Kommunal,"37,8","1,0","36,8","10,3","81,0",.,"8,6",.,.,"83,7",2016
LBS Ljud & Bildskolan Halmstad,47264019,Halmstad,1380,5564851649,Ljud & Bildskolan Lbs AB,Enskild,"13,3","1,0","12,3","35,8","73,2","3,3","17,2","0,1","2 120,0","70,7",2016
Praktiska Halmstad,87764775,Halmstad,1380,5562575786,Praktiska Sverige AB,Enskild,"13,9","1,0","12,9","65,1","56,6",.,"13,8","0,2","890,0","48,8",2016
Sannarpsgymnasiet 1,35670336,Halmstad,1380,2120001215,Halmstad,Kommunal,"9,0","1,0","8,0","47,3","86,3",.,"15,9","2,4","54,0","98,1",2016
Sannarpsgymnasiet 2,50198492,Halmstad,1380,2120001215,Halmstad,Kommunal,"27,4","1,0","26,4","54,6","90,9","7,6","12,1",.,.,"87,3",2016
Sannarpsgymnasiet 3,48438396,Halmstad,1380,2120001215,Halmstad,Kommunal,"8,7","0,5","8,2","90,2","83,4",.,"15,5",.,.,"87,1",2016
Sannarpsgymnasiet 4,98052678,Halmstad,1380,2120001215,Halmstad,Kommunal,"23,5","1,0","22,5","50,8","97,0",.,"13,8",.,.,"89,5",2016
Sannarpsgymnasiet 5,95993832,Halmstad,1380,2120001215,Halmstad,Kommunal,"7,0","0,5","6,5","88,8","96,2",.,"14,6",.,.,"96,2",2016
Sturegymnasiet 1,20099064,Halmstad,1380,2120001215,Halmstad,Kommunal,"29,2","1,0","28,2","67,5","93,4",.,"9,8",.,.,"91,7",2016
Sturegymnasiet 2,44341171,Halmstad,1380,2120001215,Halmstad,Kommunal,"34,8","1,0","33,8","63,3","88,7","14,8","8,6",.,.,"74,8",2016
Sturegymnasiet 3,77130356,Halmstad,1380,2120001215,Halmstad,Kommunal,"12,7","1,0","11,7","35,6","87,1",.,"10,5",.,.,"85,8",2016
Sturegymnasiet 4,32671805,Halmstad,1380,2120001215,Halmstad,Kommunal,"6,3","0,2","6,1","67,2","96,6",.,"11,6","1,3","54,6","100,0",2016
Fredrika Bremergymnasiet,16313848,Haninge,0136,2120000084,Haninge,Kommunal,"145,4","1,0","144,4","44,7","78,9","1,4","14,4","3,9","533,1","82,8",2016
Riksäpplet,79606767,Haninge,0136,2120000084,Haninge,Kommunal,"39,2","0,8","38,4","59,0","84,8",.,"13,2","1,5","337,3","96,7",2016
Tornedalsskolan,11294673,Haparanda,2583,2120002775,Haparanda,Kommunal,"29,9","0,9","29,0","50,1","77,6","6,2","10,6","1,0","307,0","94,8",2016
CLL/Gymnasieutbildningen,86212202,Heby,0331,2120002049,Heby,Kommunal,"8,2","0,7","7,5","86,7","100,0","13,3","8,8","0,2","330,0","60,0",2016
Martin Koch-gymnasiet,86327236,Hedemora,2083,2120002254,Hedemora,Kommunal,"26,5","1,0","25,5","41,4","74,6","3,9","14,0","0,9","396,7","85,7",2016
Campeon Frigymnasium,41745951,Helsingborg,1283,5566264056,Campeon Frigymnasium AB,Enskild,"8,7","0,7","8,0","61,0","82,4",.,"26,2","0,1","2 080,0","92,5",2016
Cultura Gymnasium,83137205,Helsingborg,1283,5567127237,Cultura Utbildning AB,Enskild,"11,6","1,0","10,6","50,9","98,1",.,"14,8","0,4","392,5","96,2",2016
Design & Construction College Helsingborg,28398531,Helsingborg,1283,5569828451,Hermods Design & Construction College AB,Enskild,"19,4","1,0","18,4","54,3","63,6","5,4","14,6",.,.,"87,0",2016
Filbornaskolan,54172830,Helsingborg,1283,2120001157,Helsingborg,Kommunal,"49,6","1,0","48,6","54,0","82,3","2,1","12,1",.,.,"95,7",2016
G.O. Kompetens Transportgymnasium,86310217,Helsingborg,1283,5566412549,G.O. Kompetens Transportgymnasium AB,Enskild,"12,9","0,9","12,0","14,6","31,0",.,"8,8","0,4","262,5","100,0",2016
Helsingborgs Ridgymnasium,83085136,Helsingborg,1283,5565974671,Humeq Education AB,Enskild,"13,8","1,0","12,8","47,8","42,7",.,"12,1","0,2","770,0","100,0",2016
Helsingborgs Sportgymnasium,75458014,Helsingborg,1283,6111063951,"Krisping, Stefan",Enskild,"7,7","1,3","6,4","53,9","67,2",.,"13,8","0,2","440,0","44,5",2016
Impius gymnasium,65136104,Helsingborg,1283,5565523858,Impius Utvecklings AB,Enskild,"21,8","0,0","21,8","50,5","68,8",.,"4,5","0,3","396,0","95,4",2016
International school of Hbg/Gy,61826221,Helsingborg,1283,2120001157,Helsingborg,Kommunal,"15,9","1,0","14,9","63,3","39,4",.,"8,9","0,5","264,0","96,0",2016
IT-Gymnasiet Helsingborg,79033948,Helsingborg,1283,5565970471,IT Gymnasiet Sverige AB,Enskild,"18,6","0,9","17,7","32,3","68,5","1,4","16,2",.,.,"89,7",2016
JENSEN Gymnasium Helsingborg,56330385,Helsingborg,1283,5566358759,Jensen Education College AB,Enskild,"14,1","1,0","13,1","53,5","65,6",.,"15,4","0,2","1 005,0","64,2",2016
Johannes Hedberggymnasiet,20228162,Helsingborg,1283,8450003481,Folkuniversitetet Stiftelsen Kurs- Verksamheten Vid Lunds Universitet,Enskild,"21,7","1,0","20,7","67,3","92,3",.,"15,7","0,4","810,0","90,3",2016
LBS Ljud & Bildskolan Helsingborg,68240485,Helsingborg,1283,5564851649,Ljud & Bildskolan Lbs AB,Enskild,"16,3","1,0","15,3","36,5","89,2",.,"22,7","0,6","576,7","63,0",2016
Mega Musik gymnasium,95046058,Helsingborg,1283,5565956553,Mega Musik Gymnasieskola AB,Enskild,"12,9","1,0","11,9","31,6","66,2",.,"9,5",.,.,"88,2",2016
Nicolaiskolan,44392995,Helsingborg,1283,2120001157,Helsingborg,Kommunal,"48,1","1,0","47,1","65,4","89,0","1,0","12,0","1,8","321,7","92,9",2016
Olympiaskolan,53462953,Helsingborg,1283,2120001157,Helsingborg,Kommunal,"45,0","1,0","44,0","73,8","94,2","2,0","15,5","1,6","426,9","91,6",2016
Praktiska Helsingborg,69241230,Helsingborg,1283,5562575786,Praktiska Sverige AB,Enskild,"13,6","1,0","12,6","35,1","54,2",.,"10,0",.,.,"87,3",2016
"ProCivitas Privata Gymnasium, Helsingborg",60730660,Helsingborg,1283,5566157102,ProCivitas Privata Gymnasium AB,Enskild,"21,0","1,0","20,0","29,5","80,0",.,"26,0","0,3","2 080,0","75,7",2016
Realgymnasiet Helsingborg,85544331,Helsingborg,1283,5565715892,Lärande i Sverige AB,Enskild,"6,9","1,0","5,9","69,0","79,6","3,4","11,6","0,0","1 700,0","56,6",2016
Rönnowska skolan,80327946,Helsingborg,1283,2120001157,Helsingborg,Kommunal,"100,9","1,0","99,9","43,5","71,6","7,5","8,7","3,0","289,3","79,3",2016
Thoren Business School Helsingborg,82592568,Helsingborg,1283,5566139290,Thorengruppen AB,Enskild,"18,7","1,0","17,7","51,5","74,5","2,3","20,8","1,0","368,0","77,9",2016
Tycho Braheskolan,78875918,Helsingborg,1283,2120001157,Helsingborg,Kommunal,"44,6","1,0","43,6","65,2","86,7",.,"11,5","1,0","501,0","93,9",2016
Victum Gymnasium,78023197,Helsingborg,1283,5564889482,Victum Gymnasium Aktiebolag,Enskild,"12,6","0,8","11,8","51,9","68,5",.,"14,5",.,.,"84,7",2016
Kunskapskällan,86385479,Herrljunga,1466,2120001520,Herrljunga,Kommunal,"25,7","1,0","24,7","44,6","86,1","3,0","9,9","0,5","488,0","92,2",2016
Individuella programmet,53494028,Hjo,1497,2120001728,Hjo,Kommunal,"5,9","0,3","5,7","56,2","64,9",.,"9,1",.,.,"56,1",2016
"Björkhagsskolan, gymnasium",40991561,Hofors,2104,2120002296,Hofors,Kommunal,"15,8","0,7","15,1","44,5","73,5","6,6","9,1","0,3","548,0","79,4",2016
Huddingegymnasiet,49862313,Huddinge,0126,2120000068,Huddinge,Kommunal,"37,6","1,0","36,6","59,7","88,1","2,7","13,5","1,0","495,0","88,1",2016
IT-Gymnasiet Södertörn,99838438,Huddinge,0126,5565970471,IT Gymnasiet Sverige AB,Enskild,"19,3","1,0","18,3","26,8","60,0","3,3","15,6","0,2","1 420,0","83,0",2016
Sjödalsgymnasiet,42859669,Huddinge,0126,2120000068,Huddinge,Kommunal,"73,6","1,0","72,6","49,9","85,7",.,"14,0","2,0","507,0","79,3",2016
Sågbäcksgymnasiet,70923626,Huddinge,0126,2120000068,Huddinge,Kommunal,"60,5","1,0","59,5","49,6","86,9","5,0","9,9","3,0","199,3","89,1",2016
Yrkesgymnasiet Huddinge,92905347,Huddinge,0126,5566139290,Thorengruppen AB,Enskild,"15,7","1,5","14,2","40,3","31,4",.,"14,2","0,3","609,1","24,4",2016
Östra gymnasiet,99592025,Huddinge,0126,2120000068,Huddinge,Kommunal,"59,6","1,0","58,6","48,5","77,3",.,"14,4","0,4","1 955,8","71,1",2016
Bromangymnasiet 1,34247736,Hudiksvall,2184,2120002379,Hudiksvall,Kommunal,"42,1","1,5","40,6","77,7","85,8","0,4","13,5","1,0","547,0","84,0",2016
Bromangymnasiet 2,47550455,Hudiksvall,2184,2120002379,Hudiksvall,Kommunal,"50,9","1,0","49,9","38,7","70,3","1,0","11,4",.,.,"74,5",2016
Bromangymnasiet 3,30329172,Hudiksvall,2184,2120002379,Hudiksvall,Kommunal,"20,3","0,5","19,8","9,9","81,3","2,5","9,0",.,.,"87,1",2016
