skolverket_lageskommun_tcv136,skolverket_skolnamn,school_unit,huvudman,skolverket_huvudman_namn,skolverket_tot_elever_tcv136,skolverket_ar1_tcv136,skolverket_ar2_tcv136,skolverket_ar3_tcv136,skolverket_andel_kvi_tcv136,skolverket_andel_utl_tcv136,skolverket_andel_forald_eftergymn_utb_tcv136,year
Stockholm,ESS-gymnasiet 59581397,59581397,Kommunal,Stockholm,177,94,39,44,46,20,61,2018
Stockholm,ESS-gymnasiet 84286715,84286715,Kommunal,Stockholm,109,109,.,.,52,48,39,2018
Stockholm,Globala gymnasiet 29423248,29423248,Kommunal,Stockholm,391,154,121,116,69,18,75,2018
Stockholm,Globala gymnasiet 76054399,76054399,Kommunal,Stockholm,272,153,64,55,54,49,60,2018
Stockholm,International School of the Stockholm Region 25525759,25525759,Kommunal,Stockholm,258,87,75,96,45,66,72,2018
Stockholm,Kungl. Svenska Balettskolan gy 38683336,38683336,Kommunal,Stockholm,47,12,22,13,77,38,57,2018
Stockholm,Kungsh gy/Sthlms Musikgy 36288955,36288955,Kommunal,Stockholm,429,127,155,147,66,42,87,2018
Stockholm,Kungsh gy/Sthlms Musikgy 74812809,74812809,Kommunal,Stockholm,315,116,97,102,58,22,85,2018
Stockholm,Kungsh gy/Sthlms Musikgy 88839172,88839172,Kommunal,Stockholm,514,163,191,160,70,21,85,2018
Stockholm,Kungsholmens västra gymnasium,69053034,Kommunal,Stockholm,240,91,78,71,60,73,57,2018
Stockholm,Kungsholmens Västra Gymnasium 48412612,48412612,Kommunal,Stockholm,439,215,143,81,67,63,44,2018
Stockholm,Kungsholmens Västra Gymnasium 95618280,95618280,Kommunal,Stockholm,257,113,72,72,80,75,29,2018
Stockholm,Kärrtorps gymnasium 37839488,37839488,Kommunal,Stockholm,385,228,74,83,42,81,33,2018
Stockholm,Liljeholmens gymnasium 59409052,59409052,Kommunal,Stockholm,121,121,.,.,36,99,..,2018
Stockholm,Midsommarkransens gy 17675502,17675502,Kommunal,Stockholm,410,184,118,108,50,42,41,2018
Stockholm,Midsommarkransens gy 75600007,75600007,Kommunal,Stockholm,187,59,77,51,32,50,59,2018
Stockholm,Norra Real 82964090,82964090,Kommunal,Stockholm,580,195,201,184,55,20,92,2018
Stockholm,Norra Real 88955893,88955893,Kommunal,Stockholm,425,129,162,134,79,15,84,2018
Stockholm,P A Fogelströms gymnasium 24650116,24650116,Kommunal,Stockholm,343,224,119,.,35,14,76,2018
Stockholm,"RGRH Stockholm, Riksgymnasium  för rörelsehindrade elever 89963319",89963319,Kommunal,Stockholm,22,8,7,7,..,..,50,2018
Stockholm,Skolslussen 65458415,65458415,Kommunal,Stockholm,32,16,11,5,72,31,56,2018
Stockholm,Skärholmens gymnasium 91478173,91478173,Kommunal,Stockholm,175,172,.,3,21,100,6,2018
Stockholm,Spånga Gymnasium 52333875,52333875,Kommunal,Stockholm,498,155,192,151,54,60,39,2018
Stockholm,S:t Eriks gymnasium 65666808,65666808,Kommunal,Stockholm,1 037,406,355,276,51,43,51,2018
Stockholm,Sthlm hotell & restaurangsk 24397215,24397215,Kommunal,Stockholm,237,89,75,73,32,19,47,2018
Stockholm,Sthlm hotell & restaurangsk 30677562,30677562,Kommunal,Stockholm,305,135,85,85,64,40,33,2018
Stockholm,Sthlm Transp&Fordon 85054102,85054102,Kommunal,Stockholm,148,61,49,38,..,57,33,2018
Stockholm,Sthlm Transp&Fordon 87274273,87274273,Kommunal,Stockholm,64,22,22,20,33,..,23,2018
Stockholm,"Stockholm Science & Innovation School 78433202, SSIS",78433202,Kommunal,Stockholm,330,136,125,69,13,30,78,2018
Stockholm,Stockholms byggtekniska gymnasium 41631104,41631104,Kommunal,Stockholm,151,75,34,42,..,52,28,2018
Stockholm,Södra Latins gymnasium 42775003,42775003,Kommunal,Stockholm,441,160,127,154,83,11,85,2018
Stockholm,Södra Latins gymnasium 56670842,56670842,Kommunal,Stockholm,284,126,93,65,61,43,75,2018
Stockholm,Södra Latins gymnasium 89370947,89370947,Kommunal,Stockholm,388,131,127,130,68,8,89,2018
Stockholm,Tensta gymnasium 42985608,42985608,Kommunal,Stockholm,112,109,3,.,26,99,.,2018
Stockholm,Thorildsplans gymnasium 30312720,30312720,Kommunal,Stockholm,402,126,155,121,26,34,75,2018
Stockholm,Thorildsplans gymnasium 32116280,32116280,Kommunal,Stockholm,288,94,99,95,30,34,69,2018
Stockholm,Thorildsplans gymnasium 57143976,57143976,Kommunal,Stockholm,426,129,153,144,58,27,71,2018
Stockholm,Thorildsplans gymnasium 93367005,93367005,Kommunal,Stockholm,373,162,111,100,5,36,53,2018
Stockholm,Östra Reals gymnasium 22116645,22116645,Kommunal,Stockholm,608,225,177,206,60,23,83,2018
Stockholm,Östra Reals gymnasium 99755443,99755443,Kommunal,Stockholm,547,217,153,177,59,22,74,2018
Stockholm,Elektrikergymnasiet,21312503,Enskild,Stockholms El-utbildning AB,161,55,54,52,..,17,47,2018
Stockholm,Stockholms Estetiska Gymnasium,35366805,Enskild,Stockholms Estetiska Gymnasium Ek. För.,227,72,76,79,81,13,66,2018
Stockholm,Carlgrenska Waldorfgymnasiet,33233228,Enskild,Stockholms Fria Waldorfgymnasium,40,10,13,17,65,25,75,2018
Stockholm,Stockholms Idrottsgymnasium,31315191,Enskild,Stockholms Idrottsgymnasium AB,358,125,117,116,39,11,75,2018
Haninge,Berga naturbruksgymnasium,38448056,Landsting,Stockholms Läns Landsting,144,67,52,25,83,10,43,2018
Storfors,Gymnasieutbildn. i Storfors,19005839,Kommunal,Storfors,21,21,.,.,..,76,..,2018
Storuman,Luspengymnasiet,50104466,Kommunal,Storuman,110,44,37,29,39,47,15,2018
Storuman,Tärnaby Alpina Gymnasium,28004794,Kommunal,Storuman,25,6,5,14,40,..,84,2018
Strängnäs,Thomasgymnasiet,79845033,Kommunal,Strängnäs,540,263,150,127,37,30,39,2018
Mark,Strömma Naturbrukscentrum,93486713,Enskild,Strömma Naturbrukscentrum AB,103,65,38,.,80,..,49,2018
Strömstad,Strömstad Gymnasium,41099519,Kommunal,Strömstad,411,126,137,148,44,43,35,2018
Strömsund,Hjalmar Strömerskolan,59386837,Kommunal,Strömsund,281,103,80,98,39,36,30,2018
Norrköping,Film & Musikgymnasiet,47537928,Enskild,Studiefrämjandet i Östergötland,141,43,47,51,56,12,57,2018
Sundbyberg,S:t Martins gymnasium,73217812,Kommunal,Sundbyberg,395,146,124,125,49,61,23,2018
Sundsvall,Sundsvalls Gymn. Hedbergska 2,55825382,Kommunal,Sundsvall,369,120,116,133,53,9,62,2018
Sundsvall,Sundsvalls Gymn. Hedbergska 3,19306558,Kommunal,Sundsvall,133,65,51,17,62,26,35,2018
Sundsvall,Sundsvalls Gymn. Västermalm 1,24993048,Kommunal,Sundsvall,202,77,64,61,45,15,61,2018
Sundsvall,Sundsvalls Gymn. Västermalm 2,70132092,Kommunal,Sundsvall,250,95,81,74,4,8,44,2018
Sundsvall,Sundsvalls Gymn. Västermalm 3,36290964,Kommunal,Sundsvall,262,262,.,.,26,100,5,2018
Sundsvall,Sundsvalls Gymn. Västermalm 4,65034473,Kommunal,Sundsvall,176,101,48,27,63,20,26,2018
Sundsvall,Sundsvalls Gymn. Västermalm 5,13084253,Kommunal,Sundsvall,399,140,126,133,23,9,66,2018
Sundsvall,Sundsvalls Gymn. Västermalm 6,32321364,Kommunal,Sundsvall,69,30,20,19,86,52,32,2018
Sundsvall,"Sundsvalls gymnasium, Hedbergska 1",89793044,Kommunal,Sundsvall,343,128,119,96,58,15,57,2018
Sunne,Sunne Gymnasieskola / Broby,66273269,Kommunal,Sunne,277,75,114,88,29,43,33,2018
Sunne,Sunne Gymnasieskola / Södra Viken,82888663,Kommunal,Sunne,183,66,57,60,24,..,33,2018
Svalöv,Svalöfs gymnasium,11275959,Kommunal,Svalöv,502,187,164,151,35,25,30,2018
Svedala,Nils Fredriksson Utbildning,58518163,Kommunal,Svedala,220,98,73,49,47,27,45,2018
Svenljunga,Gymnasieutbildn. i Svenljunga,11681103,Kommunal,Svenljunga,64,20,44,.,23,86,..,2018
Klippan,Segragymnasiet Klippan,75344502,Enskild,Sveriges Naturbruksgymnasium AB,116,48,36,32,70,..,34,2018
Kungsbacka,Sveriges Ridgymnasium Kungsbacka,27597104,Enskild,Sveriges Ridgymnasium AB,77,22,32,23,100,..,43,2018
Lund,Sveriges Ridgymnasium Flyinge,56211717,Enskild,Sveriges Ridgymnasium AB,75,23,30,22,95,15,47,2018
Sigtuna,Sveriges Ridgymnasium Sigtuna,97104132,Enskild,Sveriges Ridgymnasium AB,50,21,14,15,100,..,62,2018
Svedala,Sveriges Ridgymnasium Svedala,50615280,Enskild,Sveriges Ridgymnasium AB,84,32,28,24,96,..,45,2018
Varberg,Sveriges Ridgymnasium Varberg,23517683,Enskild,Sveriges Ridgymnasium AB,87,42,23,22,98,..,49,2018
Kalmar,SYAB Transportgymnasium,46241804,Enskild,SYAB Transportgymnasium AB,107,38,36,33,16,..,31,2018
Hallsberg,Alléskolan 1,70969714,Kommunal,Sydnärkes Utbildningsförbund,241,79,68,94,24,16,45,2018
Hallsberg,Alléskolan 2,85003442,Kommunal,Sydnärkes Utbildningsförbund,134,64,40,30,70,41,23,2018
Hallsberg,Alléskolan 3,22752398,Kommunal,Sydnärkes Utbildningsförbund,281,111,78,92,10,19,23,2018
Hallsberg,Alléskolan 4,68734112,Kommunal,Sydnärkes Utbildningsförbund,141,53,38,50,65,18,52,2018
Hallsberg,Alléskolan 5,71922787,Kommunal,Sydnärkes Utbildningsförbund,183,71,49,63,51,23,37,2018
Hallsberg,Alléskolan 6,31843016,Kommunal,Sydnärkes Utbildningsförbund,200,90,63,47,25,24,24,2018
Hallsberg,Alléskolan 7,74148070,Kommunal,Sydnärkes Utbildningsförbund,148,48,48,52,65,30,51,2018
Hallsberg,Alléskolan 8,24357034,Kommunal,Sydnärkes Utbildningsförbund,138,31,31,76,28,100,12,2018
Säffle,Herrgårdsgymnasiet A,27993549,Kommunal,Säffle,437,223,101,113,29,33,27,2018
Säter,Dahlander kunskapscentrum,69985412,Kommunal,Säter,48,24,11,13,33,79,..,2018
Sävsjö,Aleholm,37912396,Kommunal,Sävsjö,354,188,78,88,42,43,40,2018
Söderköping,Nyströmska skolan 1,10226870,Kommunal,Söderköping,187,66,54,67,42,59,41,2018
Söderköping,Nyströmska skolan 2,19839859,Kommunal,Söderköping,112,58,35,19,29,33,21,2018
Nyköping,Öknaskolan,34990065,Landsting,Södermanlands Läns Landsting,235,76,84,75,62,6,47,2018
Vingåker,Dammsdal gymnasieskola,12807435,Landsting,Södermanlands Läns Landsting,17,8,3,6,..,..,65,2018
Södertälje,Morabergs studiecentrum,97651849,Kommunal,Södertälje,257,247,10,.,37,95,18,2018
Södertälje,Torekällgymnasiet,43601850,Kommunal,Södertälje,194,74,65,55,14,55,21,2018
Södertälje,Täljegymnasiet,30615080,Kommunal,Södertälje,536,231,138,167,50,76,43,2018
Södertälje,Wendela Hebbe gymnasiet,25178582,Kommunal,Södertälje,257,82,95,80,51,37,49,2018
Bromölla,Furubygg,29324709,Kommunal,Sölvesborgs-Bromöllas Kommunalförbund,49,18,16,15,.,..,41,2018
Sölvesborg,Furulundsskolan 1,23476801,Kommunal,Sölvesborgs-Bromöllas Kommunalförbund,200,85,46,69,28,25,52,2018
Sölvesborg,Furulundsskolan 2,86351879,Kommunal,Sölvesborgs-Bromöllas Kommunalförbund,447,215,104,128,53,30,40,2018
Tanum,Tanums Gymnasium,14586562,Kommunal,Tanum,34,17,15,2,..,94,..,2018
Malmö,TAU Hantverksskola Gymnasium,79994304,Enskild,TAU Learning Aktiebolag,142,108,18,16,30,83,13,2018
Göteborg,Thoren Innovation School Göteborg,97177328,Enskild,Thoren Innovation School AB,294,100,79,115,13,34,53,2018
Helsingborg,Thoren Innovation School Helsingborg,30359269,Enskild,Thoren Innovation School AB,66,66,.,.,38,41,65,2018
Lund,Thoren Innovation School Lund,66824652,Enskild,Thoren Innovation School AB,253,109,76,68,15,47,61,2018
Malmö,Thoren Innovation School Malmö 2,45355980,Enskild,Thoren Innovation School AB,49,49,.,.,31,49,45,2018
Stockholm,Thoren Innovation School Stockholm,31313926,Enskild,Thoren Innovation School AB,100,11,12,77,10,39,57,2018
Uddevalla,Thoren Innovation School Uddevalla,82931004,Enskild,Thoren Innovation School AB,124,57,29,38,12,23,45,2018
Gävle,Thoren Business School Gävle,49616977,Enskild,Thorengruppen AB,246,91,70,85,61,26,44,2018
Gävle,Yrkesgymnasiet Gävle,90267145,Enskild,Thorengruppen AB,165,66,54,45,24,19,30,2018
Göteborg,Yrkesgymnasiet Göteborg,63511898,Enskild,Thorengruppen AB,320,163,104,53,38,54,20,2018
Helsingborg,Thoren Business School Helsingborg,82592568,Enskild,Thorengruppen AB,476,154,169,153,55,27,65,2018
Huddinge,Yrkesgymnasiet Huddinge,92905347,Enskild,Thorengruppen AB,239,97,71,71,30,49,28,2018
Karlstad,Thoren Business School Karlstad,87207941,Enskild,Thorengruppen AB,319,87,111,121,54,19,61,2018
Linköping,Thoren Business School Linköping,37550979,Enskild,Thorengruppen AB,187,51,53,83,59,66,35,2018
Linköping,Yrkesgymnasiet Linköping,76195214,Enskild,Thorengruppen AB,280,122,86,72,45,23,32,2018
Malmö,Thoren Business School Malmö,10481541,Enskild,Thorengruppen AB,417,129,144,144,53,75,37,2018
Malmö,Yrkesgymnasiet Malmö,86762103,Enskild,Thorengruppen AB,208,116,47,45,23,56,27,2018
Skellefteå,Yrkesgymnasiet Skellefteå,97835550,Enskild,Thorengruppen AB,130,42,50,38,15,44,21,2018
Sollentuna,Yrkesgymnasiet Sollentuna,81997762,Enskild,Thorengruppen AB,241,97,75,69,43,50,26,2018
Stockholm,Thoren Business School Stockholm,48555205,Enskild,Thorengruppen AB,776,269,278,229,59,36,58,2018
Stockholm,Yrkesgymnasiet Stockholm,16501673,Enskild,Thorengruppen AB,223,94,75,54,34,58,29,2018
Sundsvall,Thoren Business School Sundsvall,59942080,Enskild,Thorengruppen AB,205,93,53,59,50,37,36,2018
Umeå,Thoren Business School Umeå,69040241,Enskild,Thorengruppen AB,114,49,40,25,60,40,39,2018
Umeå,Yrkesgymnasiet Umeå,91905819,Enskild,Thorengruppen AB,130,54,42,34,31,33,35,2018
Uppsala,Thoren Business School Uppsala,90509211,Enskild,Thorengruppen AB,286,81,95,110,58,36,45,2018
Uppsala,Yrkesgymnasiet Uppsala,49872493,Enskild,Thorengruppen AB,158,79,51,28,34,29,19,2018
Västerås,Thoren Business School Västerås,18042101,Enskild,Thorengruppen AB,337,104,114,119,57,57,44,2018
Västerås,Yrkesgymnasiet Västerås,90685868,Enskild,Thorengruppen AB,220,86,78,56,44,34,29,2018
Örebro,Thoren Business School Örebro,72071234,Enskild,Thorengruppen AB,547,199,162,186,57,38,55,2018
Örebro,Yrkesgymnasiet Örebro,47692481,Enskild,Thorengruppen AB,196,78,66,52,38,58,21,2018
Täby,Tibble Fristående Gymnasium,31486865,Enskild,Tibble Fristående Gymnasium TFG AB,1 436,549,489,398,53,11,79,2018
Tibro,"Fågelvik, gymnasieskola",74322969,Kommunal,Tibro,73,30,26,17,29,86,..,2018
Tidaholm,Rudbecksgymnasiet 1,90260899,Kommunal,Tidaholm,199,71,78,50,37,16,44,2018
Tidaholm,Rudbecksgymnasiet 2,69302313,Kommunal,Tidaholm,78,40,12,26,76,24,19,2018
Tidaholm,Rudbecksgymnasiet 3,88770449,Kommunal,Tidaholm,50,7,8,35,20,100,..,2018
Tierp,Högbergsskolan,31057219,Kommunal,Tierp,569,295,149,125,35,40,28,2018
Timrå,Timrå Gymnasium,27079521,Kommunal,Timrå,432,216,112,104,32,31,35,2018
Tingsryd,Wasaskolan,64579522,Kommunal,Tingsryd,264,153,48,63,29,48,28,2018
Torsby,Stjerneskolan,34381901,Kommunal,Torsby,506,152,168,186,46,21,41,2018
Torsås,Torsås korrespondensgymnasium 1,55150847,Kommunal,Torsås,330,74,100,156,66,16,67,2018
Torsås,Torsås Korrespondensgymnasium 2,90076461,Kommunal,Torsås,337,77,99,161,81,13,63,2018
Tranemo,Tranemo gymnasieskola 1,96414537,Kommunal,Tranemo,181,66,60,55,34,53,17,2018
Tranemo,Tranemo gymnasieskola 2,53069733,Kommunal,Tranemo,223,83,70,70,47,25,44,2018
Tranås,Holavedsgymnasiet ASB,99394620,Kommunal,Tranås,191,73,63,55,20,18,64,2018
Tranås,Holavedsgymnasiet CAX,95368476,Kommunal,Tranås,280,101,103,76,46,18,49,2018
Tranås,Holavedsgymnasiet SCD,76342612,Kommunal,Tranås,146,144,2,.,27,96,7,2018
Tranås,Holavedsgymnasiet TYM,14853321,Kommunal,Tranås,226,80,70,76,59,33,30,2018
Trelleborg,Söderslättsgymnasiet Ro 1,76448076,Kommunal,Trelleborg,338,114,113,111,22,18,46,2018
Trelleborg,Söderslättsgymnasiet Ro 2,31537066,Kommunal,Trelleborg,152,48,57,47,37,24,53,2018
Trelleborg,Söderslättsgymnasiet Ro 3,86488203,Kommunal,Trelleborg,641,228,226,187,48,34,39,2018
Trosa,Trosa Gymnasium,20862637,Kommunal,Trosa,4,1,2,1,.,.,..,2018
Ljusdal,Träutbildningar i Hälsingland,57350392,Enskild,Träutbildningar i Hälsingland AB,67,25,16,26,..,16,30,2018
Tyresö,Tyresö Gymnasium 1,91048178,Kommunal,Tyresö,491,209,181,101,29,44,27,2018
Stockholm,Tyska skolan,53175499,Enskild,Tyska Skolföreningen,120,44,37,39,50,62,84,2018
Täby,Täby språkintroduktion,86923395,Kommunal,Täby,80,20,60,.,26,100,..,2018
Täby,Åva gymnasium,61720981,Kommunal,Täby,1 160,416,388,356,32,22,65,2018
Täby,Täby Enskilda gymnasium,97265732,Enskild,Täby Enskilda Gymnasium AB,847,297,289,261,65,10,82,2018
Töreboda,Gymn.utb. Töreboda Kanalskolan,57446690,Kommunal,Töreboda,41,41,.,.,51,68,..,2018
Uddevalla,"Uddevalla gymnasieskola, Agneberg BF",83584125,Kommunal,Uddevalla,77,27,25,25,71,25,35,2018
Uddevalla,"Uddevalla gymnasieskola, Agneberg EK",95024660,Kommunal,Uddevalla,301,108,95,98,53,16,61,2018
Uddevalla,"Uddevalla gymnasieskola, Agneberg EKSPINT",32263814,Kommunal,Uddevalla,72,26,21,25,54,24,69,2018
Uddevalla,"Uddevalla gymnasieskola, Agneberg GLU",16496466,Kommunal,Uddevalla,40,11,11,18,80,..,35,2018
Uddevalla,"Uddevalla gymnasieskola, Agneberg HA",12075195,Kommunal,Uddevalla,71,23,26,22,48,23,45,2018
Uddevalla,"Uddevalla gymnasieskola, Agneberg RL",62300682,Kommunal,Uddevalla,54,25,13,16,72,..,35,2018
Uddevalla,"Uddevalla gymnasieskola, Agneberg SA",47393891,Kommunal,Uddevalla,237,91,80,66,63,23,59,2018
Uddevalla,"Uddevalla gymnasieskola, Agneberg SASPINT",48414975,Kommunal,Uddevalla,64,16,20,28,64,17,73,2018
Uddevalla,"Uddevalla gymnasieskola, Margaretegärde GLU",65265211,Kommunal,Uddevalla,135,48,39,48,51,27,29,2018
Uddevalla,"Uddevalla gymnasieskola, Margaretegärde IM",67785826,Kommunal,Uddevalla,305,94,86,125,33,72,18,2018
Uddevalla,"Uddevalla gymnasieskola, Sinclair ES",11533776,Kommunal,Uddevalla,251,99,64,88,71,16,57,2018
Uddevalla,"Uddevalla gymnasieskola, Östabo 1 VO",97191332,Kommunal,Uddevalla,213,80,65,68,79,50,30,2018
Uddevalla,"Uddevalla gymnasieskola, Östrabo 1 IN",71938440,Kommunal,Uddevalla,53,30,15,8,..,45,23,2018
Uddevalla,"Uddevalla gymnasieskola, Östrabo 1 TE",28829503,Kommunal,Uddevalla,247,92,79,76,21,16,70,2018
Uddevalla,"Uddevalla gymnasieskola, Östrabo Y BA",22811839,Kommunal,Uddevalla,235,85,73,77,16,10,32,2018
Uddevalla,"Uddevalla gymnasieskola, Östrabo Y EE",33205596,Kommunal,Uddevalla,68,19,30,19,..,22,38,2018
Uddevalla,"Uddevalla gymnasieskola, Östrabo Y ES",99622695,Kommunal,Uddevalla,19,.,8,11,95,..,..,2018
Uddevalla,"Uddevalla gymnasieskola, Östrabo Y FT",19930101,Kommunal,Uddevalla,237,88,75,74,19,13,27,2018
Uddevalla,"Uddevalla Gymnasieskola, Östrabo Y GLU",60727136,Kommunal,Uddevalla,39,18,5,16,44,..,33,2018
Uddevalla,"Uddevalla gymnasieskola, Östrabo Y HV",45132264,Kommunal,Uddevalla,88,37,33,18,88,19,32,2018
Uddevalla,"Uddevalla gymnasieskola, Östrabo Y VF",61647360,Kommunal,Uddevalla,49,18,13,18,.,..,39,2018
Uddevalla,"Uddevalla gymnasieskola,Östrabo 1 NA",98651664,Kommunal,Uddevalla,247,77,87,83,68,36,68,2018
Ulricehamn,Tingsholmsgymnasiets introduktionsprogram gymnasiesärskola,69504751,Kommunal,Ulricehamn,97,96,1,.,25,75,..,2018
Ulricehamn,Tingsholmsgymnasiets nationella program,33657492,Kommunal,Ulricehamn,468,190,139,139,45,25,49,2018
Umeå,Dragonskolan BA,61622991,Kommunal,Umeå,189,63,63,63,14,..,47,2018
Umeå,Dragonskolan BF,66644568,Kommunal,Umeå,158,63,53,42,64,15,46,2018
Umeå,Dragonskolan EE,93659517,Kommunal,Umeå,170,59,53,58,8,9,54,2018
Umeå,Dragonskolan EK,79309485,Kommunal,Umeå,372,126,126,120,60,6,72,2018
Umeå,Dragonskolan GL,61175914,Kommunal,Umeå,144,71,47,26,57,21,47,2018
Umeå,Dragonskolan HV,73316818,Kommunal,Umeå,96,32,32,32,99,..,69,2018
Umeå,Dragonskolan IM,80027750,Kommunal,Umeå,62,.,16,46,26,100,..,2018
Umeå,Dragonskolan IN,27859889,Kommunal,Umeå,54,22,21,11,..,35,30,2018
Umeå,Dragonskolan NA,16130958,Kommunal,Umeå,254,96,86,72,50,26,67,2018
Umeå,Dragonskolan RH,29161632,Kommunal,Umeå,9,2,2,5,..,..,..,2018
Umeå,Dragonskolan SA,82195565,Kommunal,Umeå,282,97,97,88,65,14,71,2018
Umeå,Dragonskolan TE,33596572,Kommunal,Umeå,264,94,90,80,18,9,81,2018
Umeå,Dragonskolan VF,45541222,Kommunal,Umeå,37,12,13,12,..,..,70,2018
Umeå,Dragonskolans Elitidrottsgymnasium,77713695,Kommunal,Umeå,331,123,100,108,42,4,76,2018
Umeå,Forslundagymnasiet GY,63451147,Kommunal,Umeå,147,72,44,31,52,10,44,2018
Umeå,Midgårdsskolan ESBIL,51131594,Kommunal,Umeå,66,27,23,16,80,..,71,2018
Umeå,Midgårdsskolan ESDAN,89680395,Kommunal,Umeå,43,17,12,14,98,..,79,2018
Umeå,Midgårdsskolan ESEST,53696633,Kommunal,Umeå,61,23,17,21,70,..,72,2018
Umeå,Midgårdsskolan ESMUS,27440210,Kommunal,Umeå,160,55,51,54,63,6,81,2018
Umeå,Midgårdsskolan ESTEA,62758285,Kommunal,Umeå,41,6,16,19,88,..,76,2018
Umeå,Midgårdsskolan IM,37471443,Kommunal,Umeå,230,122,58,50,35,72,17,2018
Umeå,Midgårdsskolan NA,16218090,Kommunal,Umeå,85,25,29,31,45,22,73,2018
Umeå,Midgårdsskolan RL,61197669,Kommunal,Umeå,12,.,.,12,..,..,..,2018
Umeå,Midgårdsskolan SA,64667996,Kommunal,Umeå,122,46,44,32,65,11,72,2018
Umeå,Midgårdsskolan VO,17812651,Kommunal,Umeå,59,22,22,15,68,47,32,2018
Upplands Väsby,Väsby Nya Gymnasium,20855811,Kommunal,Upplands Väsby,671,229,222,220,41,70,35,2018
Upplands-Bro,Upplands-Brogymnasiet,53923398,Kommunal,Upplands-Bro,994,425,314,255,35,40,42,2018
Täby,Sparre Gymnasium,12399380,Enskild,Upplevelse Utbildning i Täby AB,111,40,41,30,36,37,52,2018
Uppsala,Celsiusskolan,47844862,Kommunal,Uppsala,1 071,343,373,355,42,20,62,2018
Uppsala,Fyrisskolan,72984079,Kommunal,Uppsala,635,268,174,193,28,49,51,2018
Uppsala,Katedralskolan,32550660,Kommunal,Uppsala,1 204,391,389,424,62,26,77,2018
Uppsala,Linnégymnasiet,45600034,Kommunal,Uppsala,134,51,40,43,57,26,54,2018
Uppsala,Lundellska skolan,59599256,Kommunal,Uppsala,1 160,417,401,342,50,27,65,2018
Uppsala,Rosendalsgymnasiet,26957025,Kommunal,Uppsala,922,285,296,341,53,25,82,2018
Uppsala,Sprintgymnasiet,82849173,Kommunal,Uppsala,258,55,54,149,26,100,5,2018
Uppsala,Uppsala estetiska gymnasium,43277545,Kommunal,Uppsala,227,99,69,59,57,13,61,2018
Uppsala,Uppsala yrkesgymnasium Ekeby,37316242,Kommunal,Uppsala,417,161,125,131,41,28,32,2018
Uppsala,Uppsala yrkesgymnasium Jälla,20173336,Kommunal,Uppsala,449,199,141,109,28,26,27,2018
Uppsala,Uven gymnasiet,34672151,Kommunal,Uppsala,139,90,32,17,41,55,31,2018
Uppvidinge,Uppvidinge gymnasieskola,11953769,Kommunal,Uppvidinge,126,55,52,19,37,66,17,2018
Täby,Täby Yrkesgymnasium,10373112,Enskild,Utbildningscentret för yrkestrafik i Sverige AB,110,47,36,27,13,40,27,2018
Lidingö,Lunagymnasiet,57777751,Enskild,Utvecklingspedagogik Sverige Aktiebolag,51,18,16,17,47,..,76,2018
Sollentuna,Häggviks Gymnasium,43623146,Enskild,Utvecklingspedagogik Sverige Aktiebolag,25,13,7,5,48,..,56,2018
Södertälje,Vackstanäsgymnasiet,89630851,Enskild,Vackstanäsgymnasiet,214,78,61,75,57,13,47,2018
Vaggeryd,Fenix kunskapscentrum/gymn,50393060,Kommunal,Vaggeryd,223,81,72,70,43,30,50,2018
Vaggeryd,Fenix kunskapscentrum/IM,50146546,Kommunal,Vaggeryd,121,43,64,14,25,79,14,2018
Vallentuna,Vallentuna gymnasium,85788659,Kommunal,Vallentuna,352,122,129,101,27,43,28,2018
Vara,Lagmansgymnasiet,59521477,Kommunal,Vara,392,172,145,75,34,21,32,2018
Varberg,Peder Skrivares skola Enhet 1,54599691,Kommunal,Varberg,534,202,167,165,59,14,57,2018
Varberg,Peder Skrivares skola Enhet 2,54004368,Kommunal,Varberg,525,199,169,157,45,14,74,2018
Varberg,Peder Skrivares skola Enhet 3,54467211,Kommunal,Varberg,385,139,132,114,17,9,38,2018
Varberg,Peder Skrivares skola Enhet 4,54361562,Kommunal,Varberg,143,53,48,42,29,67,12,2018
Stockholm,Dansgymnasiet Stockholm,70404319,Enskild,Vasiliou Education AB,56,56,.,.,75,63,46,2018
Vellinge,Sundsgymnasiet,31975673,Kommunal,Vellinge,826,328,251,247,45,15,72,2018
Vetlanda,Njudungsgymnasiet 1,61119556,Kommunal,Vetlanda,166,51,67,48,33,80,10,2018
Vetlanda,Njudungsgymnasiet 2,82251333,Kommunal,Vetlanda,237,86,74,77,32,22,42,2018
Vetlanda,Njudungsgymnasiet 3,99864908,Kommunal,Vetlanda,210,85,64,61,75,25,45,2018
Vetlanda,Njudungsgymnasiet 4,27106031,Kommunal,Vetlanda,231,89,83,59,57,14,47,2018
Vetlanda,Njudungsgymnasiet 5,59463950,Kommunal,Vetlanda,217,73,74,70,11,27,56,2018
Växjö,Växjö Fria Fordongymnasium,29209307,Enskild,VFG Utbildning AB,221,119,52,50,10,48,19,2018
Helsingborg,Victum Gymnasium,78023197,Enskild,Victum Gymnasium Aktiebolag,193,80,56,57,80,38,29,2018
Uppsala,CULTUS Gymnasieskola,22239675,Enskild,Victum Utveckling AB,73,27,23,23,56,36,34,2018
Vilhelmina,Malgomajskolan,63931325,Kommunal,Vilhelmina,359,127,111,121,44,27,32,2018
