skolverket_skolnamn,school_unit,skolverket_kommunnamn,skolverket_kommun,huvudman,skolverket_huvudman_namn,skolverket_huvudman_kod,skolverket_helttj_larare_o_adm_tcv17,skolverket_helttj_adm_tcv17,skolverket_helttj_larare_tcv17,skolverket_helttj_andel_kvi_tcv17,skolverket_helttj_andel_ped_tcv17,skolverket_helttj_andel_specped_tcv17,skolverket_elever_per_helttj_tcv17,skolverket_helttj_syv_tcv17,skolverket_elever_per_syvhelttj_tcv17,skolverket_helttj_andel_tillsv_tcv17,year
NTI-gymnasiet Södertälje,37517404,Södertälje,0181,5561203679,Nordens Teknikerinstitut Aktiebolag (Nti),Enskild,"10,4","1,0","9,4","39,9","62,8",.,"10,5",.,.,"86,2",2017
Praktiska Södertälje,29159460,Södertälje,0181,5562575786,Praktiska Sverige AB,Enskild,"21,2","1,0","20,2","53,6","37,8",.,"12,3",.,.,"41,7",2017
S:ta Ragnhildgymnasiet,32057701,Södertälje,0181,5564065687,S:ta Ragnhildgymnasiet AB,Enskild,"13,6","1,0","12,6","39,0","86,5",.,"16,9","0,5","424,0","98,4",2017
Torekällgymnasiet,43601850,Södertälje,0181,2120000159,Södertälje,Kommunal,"19,9","0,4","19,5","38,5","69,2","5,1","9,2","0,3","716,0","89,7",2017
Täljegymnasiet,30615080,Södertälje,0181,2120000159,Södertälje,Kommunal,"35,4","1,0","34,4","55,0","87,2","0,3","14,6","1,0","501,0","86,3",2017
Vackstanäsgymnasiet,89630851,Södertälje,0181,8156000690,Vackstanäsgymnasiet,Enskild,"17,8","0,9","17,0","65,2","86,0","2,9","11,3","0,4","480,0","89,7",2017
Wendela Hebbe gymnasiet,25178582,Södertälje,0181,2120000159,Södertälje,Kommunal,"43,1","0,9","42,2","65,6","85,4","4,7","10,1","1,6","266,9","86,6",2017
Örjanskolan gym*,70543431,Södertälje,0181,8156005103,Föreningen Örjanskolan,Enskild,"7,3","0,3","7,1","53,0",.,.,"7,9",.,.,"96,6",2017
Furulundsskolan 2,86351879,Sölvesborg,1083,2220001222,Sölvesborg,Kommunal,"36,0","0,9","35,1","45,8","77,7",.,"10,3","1,0","362,0","100,0",2017
Furulundsskolan 3,56041144,Sölvesborg,1083,2220001222,Sölvesborg,Kommunal,"26,3","1,0","25,4","52,2","87,6",.,"10,1","0,9","302,4","98,0",2017
Tanums Gymnasium,14586562,Tanum,1435,2120001348,Tanum,Kommunal,"11,0",.,"11,0","68,0","64,9",.,"7,4",.,.,"92,7",2017
"Fågelvik, gymnasieskola",74322969,Tibro,1472,2120001660,Tibro,Kommunal,"21,3","0,4","20,9","46,7","45,7","7,2","8,5","1,0","178,0","59,3",2017
Rudbecksgymnasiet 1,90260899,Tidaholm,1498,2120001736,Tidaholm,Kommunal,"24,4","0,9","23,5","44,5","81,3","6,4","8,8","0,3","824,0","85,5",2017
Rudbecksgymnasiet 2,69302313,Tidaholm,1498,2120001736,Tidaholm,Kommunal,"21,7","0,5","21,2","70,7","82,5","2,4","8,2","0,7","267,7","87,3",2017
Högbergsskolan,31057219,Tierp,0360,2120000266,Tierp,Kommunal,"54,0","0,6","53,4","36,8","67,4","1,9","11,3","2,0","301,0","87,5",2017
Timrå Gymnasium,27079521,Timrå,2262,2120002395,Timrå,Kommunal,"46,1","1,0","45,1","46,9","69,7","6,7","10,4","1,0","469,0","84,8",2017
AMB Education,33572033,Tingsryd,0763,5568792997,Academy of Music and Business Education Tingsryd AB,Enskild,"18,1","0,5","17,6","42,0","61,9","2,3","9,3","0,2","820,0","89,2",2017
Wasaskolan,64579522,Tingsryd,0763,2120000621,Tingsryd,Kommunal,"28,3","1,0","27,3","46,1","85,2","1,8","10,4","0,7","404,3","89,4",2017
Bollerups lantbruksinstitut,65234368,Tomelilla,1270,8388001177,Bollerups Lantbruksinstitut,Enskild,"37,3","1,0","36,3","60,8","46,3","6,8","6,3","0,7","324,3","93,1",2017
Stjerneskolan,34381901,Torsby,1737,2120001777,Torsby,Kommunal,"54,9","0,7","54,2","40,3","54,0","4,2","9,1","1,4","366,7","82,8",2017
Torsås korrespondensgymnasium 1,55150847,Torsås,0834,2120000696,Torsås,Kommunal,"19,7","1,0","18,7","81,3","73,3",.,"17,4","1,0","325,0","97,3",2017
Torsås Korrespondensgymnasium 2,90076461,Torsås,0834,2120000696,Torsås,Kommunal,"21,6","1,0","20,6","86,4","85,4",.,"15,6","1,0","322,0","85,4",2017
Tranemo gymnasieskola 1,96414537,Tranemo,1452,2120001462,Tranemo,Kommunal,"17,2","1,2","16,1","51,0","74,7","3,1","12,8",.,.,"86,6",2017
Tranemo gymnasieskola 2,53069733,Tranemo,1452,2120001462,Tranemo,Kommunal,"20,0",.,"20,0","37,7","89,1","2,5","9,8","0,6","326,7","87,1",2017
Holavedsgymnasiet ASB,99394620,Tranås,0687,2120000597,Tranås,Kommunal,"14,5","0,9","13,6","39,4","78,4",.,"12,3","0,5","334,0","94,5",2017
Holavedsgymnasiet CAX,95368476,Tranås,0687,2120000597,Tranås,Kommunal,"30,2","1,0","29,2","38,1","73,8","3,4","9,6","0,9","330,6","94,6",2017
Holavedsgymnasiet SCD,76342612,Tranås,0687,2120000597,Tranås,Kommunal,"18,5","1,0","17,5","65,7","68,7","5,7","13,7",.,.,"81,8",2017
Holavedsgymnasiet TYM,14853321,Tranås,0687,2120000597,Tranås,Kommunal,"22,9","1,0","21,9","57,8","92,7","4,6","9,5","0,7","320,0","96,2",2017
Söderslättsgymnasiet Ro 1,76448076,Trelleborg,1287,2120001199,Trelleborg,Kommunal,"25,1","0,9","24,2","32,8","63,7",.,"13,7","1,2","275,8","92,0",2017
Söderslättsgymnasiet Ro 2,31537066,Trelleborg,1287,2120001199,Trelleborg,Kommunal,"10,8","0,4","10,4","39,3","42,9",.,"14,5","0,4","377,5","91,4",2017
Söderslättsgymnasiet Ro 3,86488203,Trelleborg,1287,2120001199,Trelleborg,Kommunal,"31,2",.,"31,2","76,1","91,2",.,"15,6","1,0","486,0","93,7",2017
Söderslättsgymnasiet Ro 4,97509989,Trelleborg,1287,2120001199,Trelleborg,Kommunal,"27,6",.,"27,6","63,7","89,4","13,1","6,9","1,8","108,6","85,8",2017
Drottning Blankas Gymnasieskola Trollhättan,25156286,Trollhättan,1488,5565668794,Drottning Blankas Gymnasieskola AB,Enskild,"16,2","1,0","15,2","76,9","59,3",.,"12,5",.,.,"55,1",2017
Folkuniversitetets gymnasium i Trollhättan,28081446,Trollhättan,1488,8572006313,Folkuniversitetet Stiftelsen Kursver Ksamheten Vid Göteborgs Universitet,Enskild,"21,2","2,0","19,2","62,4","92,2",.,"13,9","0,2","1 330,0","88,3",2017
LBS Ljud & Bildskolan Trollhättan,21400668,Trollhättan,1488,5564851649,Ljud & Bildskolan Lbs AB,Enskild,"13,3","1,0","12,3","38,2","60,6",.,"13,3","0,1","1 630,0","60,6",2017
Magnus Åbergsgymnasiet 1,92949043,Trollhättan,1488,2220002998,Trollhättan,Kommunal,"31,4","1,0","30,4","67,7","85,0","3,3","7,5",.,.,"86,7",2017
Magnus Åbergsgymnasiet 2,92818240,Trollhättan,1488,2220002998,Trollhättan,Kommunal,"31,6","1,0","30,6","25,5","87,6","2,6","12,3","1,0","377,0","84,3",2017
Magnus Åbergsgymnasiet 4,92608619,Trollhättan,1488,2220002998,Trollhättan,Kommunal,"21,1","1,0","20,1","78,1","87,5","8,2","9,2","1,0","184,0","67,6",2017
Nils Ericsonsgymnasiet 1,84329061,Trollhättan,1488,2220002998,Trollhättan,Kommunal,"46,7","1,0","45,7","43,5","85,1",.,"16,8","1,4","549,3","92,8",2017
Nils Ericsonsgymnasiet 2,84225089,Trollhättan,1488,2220002998,Trollhättan,Kommunal,"22,7","0,7","22,0","65,0","78,9",.,"8,5","2,0","93,5","90,9",2017
Praktiska Trollhättan,71969230,Trollhättan,1488,5562575786,Praktiska Sverige AB,Enskild,"11,0","1,0","10,0","36,0","60,0",.,"14,2",.,.,"54,0",2017
Trosa Gymnasium,20862637,Trosa,0488,2120002957,Trosa,Kommunal,"0,1","0,1",.,.,.,.,.,"0,1","40,0",.,2017
Tyresö Gymnasium 1,91048178,Tyresö,0138,2120000092,Tyresö,Kommunal,"49,2","0,9","48,3","47,0","65,8",.,"10,9","1,3","419,2","96,0",2017
Mimers Gymnasium Täby,82718660,Täby,0160,5567797831,Adinova AB,Enskild,"20,0","1,0","19,0","51,6","80,0","5,3","4,0","0,1","1 520,0","72,6",2017
Praktiska Täby,76942525,Täby,0160,5562575786,Praktiska Sverige AB,Enskild,"9,8","1,0","8,8","78,4","86,4",.,"14,5",.,.,"86,4",2017
Sparre Gymnasium,12399380,Täby,0160,5567875413,Upplevelse Utbildning i Täby AB,Enskild,"4,4","0,5","3,9","25,9","100,0",.,"21,0",.,.,"94,8",2017
Tibble Fristående Gymnasium,31486865,Täby,0160,5566978556,Tibble Fristående Gymnasium TFG AB,Enskild,"64,8","1,0","63,8","55,8","87,1",.,"19,5",.,.,"94,7",2017
Täby Enskilda gymnasium,97265732,Täby,0160,5565680112,Täby Enskilda Gymnasium AB,Enskild,"51,7","1,0","50,7","64,2","91,8",.,"16,0","0,5","1 628,0","93,6",2017
Täby språkintroduktion,86923395,Täby,0160,2120000118,Täby,Kommunal,"3,7",.,"3,7","57,8","65,0",.,"27,0","0,7","155,4","65,0",2017
Täby Yrkesgymnasium,10373112,Täby,0160,5562629179,Utbildningscentret för yrkestrafik i Sverige AB,Enskild,"11,5","0,4","11,1","46,9","51,3","3,6","9,0",.,.,"83,8",2017
Åva gymnasium,61720981,Täby,0160,2120000118,Täby,Kommunal,"76,7","1,0","75,7","44,7","85,0","1,3","14,8","4,7","240,4","90,4",2017
Gymn.utb. Töreboda Kanalskolan,57446690,Töreboda,1473,2120001678,Töreboda,Kommunal,"6,3","0,1","6,2","52,3","45,8",.,"6,8","0,2","210,0","94,1",2017
Plusgymnasiet i Uddevalla,50424828,Uddevalla,1485,5565789129,Plusgymnasiet AB,Enskild,"22,1","1,0","21,1","50,0","57,6",.,"13,9",.,.,"72,7",2017
Thoren Innovation School Uddevalla,82931004,Uddevalla,1485,5568902653,Thoren Innovation School AB,Enskild,"10,2","1,0","9,2","56,5","21,7",.,"11,4","0,2","525,0","23,9",2017
"Uddevalla gymnasieskola, Agneberg BF",83584125,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"7,3","0,3","7,0","76,3","96,7",.,"10,6","0,1","925,0","94,3",2017
"Uddevalla gymnasieskola, Agneberg EK",95024660,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"21,4","0,3","21,1","71,2","94,5","2,8","13,0","0,2","1 309,5","91,8",2017
"Uddevalla gymnasieskola, Agneberg EKSPINT",32263814,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"3,6","0,2","3,4","50,1","100,0","5,0","19,9","0,1","971,4","95,9",2017
"Uddevalla gymnasieskola, Agneberg HA",12075195,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"6,4","0,3","6,1","79,1","100,0","0,7","11,7","0,1","591,7","96,1",2017
"Uddevalla gymnasieskola, Agneberg HT",35557948,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"5,2","0,3","4,9","83,0","100,0","0,2","8,9","0,4","125,7","83,8",2017
"Uddevalla gymnasieskola, Agneberg RL",62300682,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"7,3","0,4","6,9","85,8","85,5",.,"8,0","0,2","275,0","81,4",2017
"Uddevalla gymnasieskola, Agneberg SA",47393891,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"16,8","0,6","16,3","77,0","90,3",.,"14,8","0,2","1 205,0","96,8",2017
"Uddevalla gymnasieskola, Agneberg SASPINT",48414975,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"8,0","0,3","7,7","69,0","100,0","10,7","8,3","0,2","400,0","91,6",2017
"Uddevalla gymnasieskola, Margaretegärde GLU",65265211,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"13,5","0,8","12,7","42,5","92,9",.,"9,8","0,4","281,8","95,2",2017
"Uddevalla gymnasieskola, Margaretegärde IM",67785826,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"49,2","1,0","48,2","50,8","78,2","1,0","9,3","0,8","598,7","77,7",2017
"Uddevalla gymnasieskola, Sinclair ES",11533776,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"31,6","0,8","30,8","41,6","95,5","2,6","8,1","0,6","432,8","94,0",2017
"Uddevalla gymnasieskola, Sinclair SAAK",47108751,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"1,2","0,3","0,9","5,6","100,0","5,6","13,5","0,1","100,0","96,6",2017
"Uddevalla gymnasieskola, Östabo 1 VO",97191332,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"16,5","0,4","16,1","73,7","82,7","1,1","11,3","0,2","957,9","82,0",2017
"Uddevalla gymnasieskola, Östrabo 1 IN",71938440,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"4,3","0,1","4,2","34,1","100,0","1,9","8,6","0,1","450,0","100,0",2017
"Uddevalla gymnasieskola, Östrabo 1 TE",28829503,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"22,9","0,9","22,0","37,3","85,0","1,9","11,8",.,.,"91,0",2017
"Uddevalla gymnasieskola, Östrabo Y BA",22811839,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"23,0","0,8","22,2","18,4","82,0",.,"9,9","0,3","684,4","93,2",2017
"Uddevalla gymnasieskola, Östrabo Y EE",33205596,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"7,2","0,4","6,8","32,0","82,1",.,"10,3","0,1","700,0","82,1",2017
"Uddevalla gymnasieskola, Östrabo Y ES",99622695,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"2,4","0,0","2,4","71,5","79,9",.,"12,6","0,0","3 000,0","51,9",2017
"Uddevalla gymnasieskola, Östrabo Y FT",19930101,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"26,1","1,0","25,1","19,0","88,0",.,"8,8","0,3","733,3","95,8",2017
"Uddevalla Gymnasieskola, Östrabo Y GLU",60727136,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"5,4",.,"5,4","59,4","72,4",.,"6,8",.,.,"69,9",2017
"Uddevalla gymnasieskola, Östrabo Y HV",45132264,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"5,4","0,6","4,8","87,4","95,9",.,"16,1","0,2","433,3","77,3",2017
"Uddevalla gymnasieskola, Östrabo Y VF",61647360,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"4,3","0,2","4,1","23,7","29,1",.,"9,9","0,1","444,4","90,6",2017
"Uddevalla gymnasieskola,Östrabo 1 NA",98651664,Uddevalla,1485,2120001397,Uddevalla,Kommunal,"19,0","0,6","18,4","53,5","99,4","1,8","14,5","0,3","806,1","99,8",2017
Tingsholmsgymnasiets introduktionsprogram gymnasiesärskola,69504751,Ulricehamn,1491,2120001579,Ulricehamn,Kommunal,"11,0",.,"11,0","60,4","89,0","2,3","12,0","0,5","262,0","92,1",2017
Tingsholmsgymnasiets nationella program,33657492,Ulricehamn,1491,2120001579,Ulricehamn,Kommunal,"48,4","1,0","47,4","48,3","74,7","3,7","9,2","1,5","290,7","81,3",2017
Dragonskolan BA,61622991,Umeå,2480,2120002627,Umeå,Kommunal,"20,2","0,8","19,5","23,9","75,2","4,2","11,5","0,4","557,5","96,4",2017
Dragonskolan BF,66644568,Umeå,2480,2120002627,Umeå,Kommunal,"18,5","0,5","18,0","81,4","93,5","9,9","7,8","0,5","282,0","84,4",2017
Dragonskolan EE,93659517,Umeå,2480,2120002627,Umeå,Kommunal,"16,2","0,5","15,7","22,2","74,7","2,5","11,1","0,4","435,0","93,2",2017
Dragonskolan EK,79309485,Umeå,2480,2120002627,Umeå,Kommunal,"20,6","0,5","20,1","61,5","96,2","3,6","16,6","0,4","835,0","88,9",2017
Dragonskolan GL,61175914,Umeå,2480,2120002627,Umeå,Kommunal,"13,3","0,4","12,9","46,5","62,4","11,6","8,6","2,0","55,5","93,8",2017
Dragonskolan HV,73316818,Umeå,2480,2120002627,Umeå,Kommunal,"8,7","0,4","8,3","93,9","100,0","4,8","11,5","0,4","274,3","91,6",2017
Dragonskolan IC,37078868,Umeå,2480,2120002627,Umeå,Kommunal,"1,1","0,1","1,0","55,6","99,0","1,0","14,1","0,1","140,0","89,9",2017
Dragonskolan IN,27859889,Umeå,2480,2120002627,Umeå,Kommunal,"5,2","0,2","5,0","10,8","27,3","2,0","9,2","0,2","230,0","79,9",2017
Dragonskolan NA,16130958,Umeå,2480,2120002627,Umeå,Kommunal,"18,3","0,5","17,8","72,5","95,7","3,1","13,5","0,6","436,4","94,8",2017
Dragonskolan RH,29161632,Umeå,2480,2120002627,Umeå,Kommunal,"4,7","0,5","4,2","90,4","100,0","38,0","2,4","0,5","20,0","85,6",2017
Dragonskolan SA,82195565,Umeå,2480,2120002627,Umeå,Kommunal,"19,5","1,0","18,5","82,0","99,0","4,2","14,7","0,5","544,0","93,3",2017
Dragonskolan TE,33596572,Umeå,2480,2120002627,Umeå,Kommunal,"19,6","1,0","18,6","33,7","92,9","7,5","13,4","0,4","622,5","97,2",2017
Dragonskolan VF,45541222,Umeå,2480,2120002627,Umeå,Kommunal,"4,2","0,3","3,9","16,2","55,1","5,1","9,2","0,1","360,0","97,7",2017
Dragonskolans Elitidrottsgymnasium,77713695,Umeå,2480,2120002627,Umeå,Kommunal,"33,9","1,0","32,9","38,1","71,0","1,5","9,8","0,6","536,7","92,8",2017
Forslundagymnasiet GY,63451147,Umeå,2480,2120002627,Umeå,Kommunal,"16,7","1,0","15,7","49,9","82,1","6,4","4,7","0,5","148,0","89,1",2017
Midgårdsskolan ESBIL,51131594,Umeå,2480,2120002627,Umeå,Kommunal,"6,0","0,2","5,8","69,6","100,0","2,6","10,9","0,2","420,0","100,0",2017
Midgårdsskolan ESDAN,89680395,Umeå,2480,2120002627,Umeå,Kommunal,"3,4","0,2","3,2","91,5","100,0","4,7","13,5","0,2","286,7","100,0",2017
Midgårdsskolan ESEST,53696633,Umeå,2480,2120002627,Umeå,Kommunal,"5,1","0,2","4,9","71,3","100,0","3,1","12,1","0,2","393,3","95,9",2017
Midgårdsskolan ESMUS,27440210,Umeå,2480,2120002627,Umeå,Kommunal,"20,0","1,0","19,0","33,1","93,5","1,6","8,5","0,2","1 073,3","92,6",2017
Midgårdsskolan ESTEA,62758285,Umeå,2480,2120002627,Umeå,Kommunal,"3,9","0,2","3,7","91,6","100,0","4,1","16,5","0,2","406,7","100,0",2017
Midgårdsskolan NA,16218090,Umeå,2480,2120002627,Umeå,Kommunal,"7,4","0,5","6,9","75,1","100,0","3,6","13,3","0,3","368,0","97,8",2017
Midgårdsskolan RL,61197669,Umeå,2480,2120002627,Umeå,Kommunal,"4,7","0,3","4,4","46,1","77,2","10,3","4,1","0,2","90,0","70,3",2017
Midgårdsskolan SA,64667996,Umeå,2480,2120002627,Umeå,Kommunal,"9,7","0,5","9,2","54,1","100,0","2,7","13,1","0,3","400,0","90,7",2017
Midgårdsskolan VO,17812651,Umeå,2480,2120002627,Umeå,Kommunal,"6,1","0,3","5,8","92,6","99,1","4,3","10,7","0,2","310,0","90,5",2017
Minervagymnasium,23544320,Umeå,2480,5565735049,Minervaskolan i Umeå AB,Enskild,"33,8","1,0","32,8","29,7","91,6",.,"16,4","0,2","2 695,0","83,5",2017
NTI-gymnasiet Umeå,57668673,Umeå,2480,5561203679,Nordens Teknikerinstitut Aktiebolag (Nti),Enskild,"15,8","1,0","14,8","47,2","68,5",.,"13,1","0,4","485,0","72,1",2017
Thoren Business School Umeå,69040241,Umeå,2480,5566139290,Thorengruppen AB,Enskild,"7,4","1,0","6,4","49,8","63,4","3,4","13,9","0,2","445,0","61,8",2017
Umeå gymnasieskola SI,46122886,Umeå,2480,2120002627,Umeå,Kommunal,"41,2","2,2","39,1","75,1","88,7","4,6","8,0","2,0","157,0","79,9",2017
Umeå Internationella Gymnasium,63993414,Umeå,2480,5566199260,Folkuniversitetet Uppdrag Norr Aktiebolag,Enskild,"9,7","1,0","8,7","55,0","75,8","4,5","6,9",.,.,"92,2",2017
"Umeå Waldorfskola, gy*",49136871,Umeå,2480,8940012076,Stiftelsen Umeå Waldorfskola R Karlsson Mfl,Enskild,"7,1","0,4","6,7","49,9",.,.,"3,1","0,2","105,0","76,8",2017
Västra gymnasiet IM,93669532,Umeå,2480,2120002627,Umeå,Kommunal,"10,2","0,4","9,9","54,5","89,8",.,"8,8","1,0","87,0","100,0",2017
Yrkesgymnasiet Umeå,91905819,Umeå,2480,5566139290,Thorengruppen AB,Enskild,"8,5","0,3","8,2","14,7","40,0","2,1","15,4","0,2","630,0","30,2",2017
Väsby Nya Gymnasium,20855811,Upplands Väsby,0114,2120000019,Upplands Väsby,Kommunal,"49,3","1,0","48,3","57,6","91,7","4,1","14,2","2,5","274,4","96,9",2017
Väsby Yrkesgymnasium,82372485,Upplands Väsby,0114,5568089246,Energy Maintenance Sweden AB,Enskild,"3,0","0,4","2,6","46,2","100,0",.,"29,6",.,.,"100,0",2017
Väsby Yrkesgymnasium (f.d. Peabskolan),54882637,Upplands Väsby,0114,5568089246,Energy Maintenance Sweden AB,Enskild,"11,5","0,4","11,1","12,7","27,6","3,6","4,0",.,.,"42,1",2017
Upplands-Brogymnasiet,53923398,Upplands-Bro,0139,2120000100,Upplands-Bro,Kommunal,"74,2","1,0","73,2","51,3","79,9",.,"13,0","3,0","317,7","82,7",2017
Ansgargymnasiet,74560191,Uppsala,0380,5565835146,LOKS AB,Enskild,"11,2","1,0","10,2","55,8","90,2",.,"8,8","0,1","1 800,0","96,1",2017
Celsiusskolan,47844862,Uppsala,0380,2120003005,Uppsala,Kommunal,"72,3","0,7","71,6","55,6","83,3","3,9","14,7","2,0","526,5","84,9",2017
CULTUS Gymnasieskola,22239675,Uppsala,0380,5566793492,Victum Utveckling AB,Enskild,"6,8","1,0","5,8","70,7","74,1",.,"13,8",.,.,"72,4",2017
Fyrisskolan,72984079,Uppsala,0380,2120003005,Uppsala,Kommunal,"43,5","0,7","42,8","51,8","81,8",.,"13,0","1,0","558,0","90,7",2017
Grillska Gymnasiet Uppsala,36480690,Uppsala,0380,8020170794,Stadsmissionens Skolstiftelse,Enskild,"25,9","1,0","24,9","44,9","80,6",.,"13,5","1,0","335,0","78,4",2017
Hagströmska gymnasiet Uppsala,24787883,Uppsala,0380,5567550461,Hagströmska Gymnasiet AB,Enskild,"7,9","1,0","6,9","71,0","59,4",.,"11,9","0,2","410,0","58,0",2017
Internationella Gymnasiet,32995170,Uppsala,0380,8176007055,Folkuniversitetet Stiftelsen Kursverksamheten Vid Uppsala Universitet,Enskild,"12,5","1,0","11,5","58,5","84,0",.,"14,5","0,2","830,0","68,0",2017
IT-Gymnasiet Uppsala,52048443,Uppsala,0380,5565970471,IT Gymnasiet Sverige AB,Enskild,"21,5","1,0","20,5","30,0","71,2",.,"16,6","0,5","680,0","71,0",2017
JENSEN Gymnasium Uppsala,61674097,Uppsala,0380,5566358759,Jensen Education College AB,Enskild,"16,7","0,9","15,9","48,6","87,4",.,"19,6","0,6","516,7","80,1",2017
Katedralskolan,32550660,Uppsala,0380,2120003005,Uppsala,Kommunal,"68,5","1,0","67,5","59,2","92,7","1,5","17,5","2,0","591,0","85,1",2017
Kunskapsgymnasiet Uppsala,93488613,Uppsala,0380,5565661815,Kunskapsskolan i Sverige Aktiebolag,Enskild,"14,7","0,4","14,3","63,2","77,2","1,9","13,5","0,2","960,0","80,0",2017
Linnégymnasiet,45600034,Uppsala,0380,2120003005,Uppsala,Kommunal,"9,9","0,1","9,8","65,6","87,2",.,"12,5","1,0","122,0","89,2",2017
Lundellska skolan,59599256,Uppsala,0380,2120003005,Uppsala,Kommunal,"79,0","1,0","78,0","67,0","91,6","1,3","14,4","1,9","592,1","82,3",2017
Magelungens Gymnasium Uppsala,45466628,Uppsala,0380,5564891447,Magelungen Utveckling AB,Enskild,"4,6","0,7","3,9","100,0","100,0",.,"6,0","0,2","115,0","100,0",2017
Praktiska Uppsala,69865450,Uppsala,0380,5562575786,Praktiska Sverige AB,Enskild,"17,4","1,0","16,4","52,4","50,6","4,9","12,7","0,2","1 045,0","68,9",2017
Realgymnasiet Uppsala,31112935,Uppsala,0380,5565715892,Lärande i Sverige AB,Enskild,"13,6","1,0","12,6","83,7","62,9",.,"12,0","0,1","1 510,0","80,9",2017
Rosendalsgymnasiet,26957025,Uppsala,0380,2120003005,Uppsala,Kommunal,"52,2","1,0","51,2","52,7","99,6","1,4","18,0","1,8","526,3","94,9",2017
Sprintgymnasiet,82849173,Uppsala,0380,2120003005,Uppsala,Kommunal,"36,5","1,0","35,5","74,3","100,0","8,4","11,7","2,0","208,0","96,6",2017
Thoren Business School Uppsala,90509211,Uppsala,0380,5566139290,Thorengruppen AB,Enskild,"16,2","1,0","15,2","47,5","85,3","6,6","22,5","1,0","343,0","73,1",2017
Uppsala estetiska gymnasium,43277545,Uppsala,0380,2120003005,Uppsala,Kommunal,"25,9","0,3","25,6","47,7","87,7","3,9","8,4","0,5","428,0","93,2",2017
Uppsala yrkesgymnasium Ekeby,37316242,Uppsala,0380,2120003005,Uppsala,Kommunal,"31,5","0,5","31,0","61,0","86,5","2,6","13,1","1,0","407,0","92,1",2017
Uppsala yrkesgymnasium Jälla,20173336,Uppsala,0380,2120003005,Uppsala,Kommunal,"38,8","0,5","38,3","49,1","70,0",.,"10,8","2,0","207,5","79,0",2017
Uven gymnasiet,34672151,Uppsala,0380,2120003005,Uppsala,Kommunal,"14,7","0,2","14,5","64,9","93,1",.,"9,1","2,5","52,8","70,0",2017
Yrkesgymnasiet Uppsala,49872493,Uppsala,0380,5566139290,Thorengruppen AB,Enskild,"10,2","1,0","9,2","47,5","61,2","10,9","14,6","0,3","536,0","61,7",2017
Yrkesplugget Uppsala,39147056,Uppsala,0380,5566753736,Yrkesplugget i Sverige AB,Enskild,"17,8","1,0","16,8","26,2","46,4",.,"13,0","0,5","436,0","85,7",2017
Uppvidinge gymnasieskola,11953769,Uppvidinge,0760,2120000605,Uppvidinge,Kommunal,"13,5","0,6","12,9","59,8","44,0",.,"9,8","0,7","181,4","62,0",2017
Vadstenagymnasiet,28646435,Vadstena,0584,2120002817,Vadstena,Kommunal,"13,5","1,0","12,5","58,6","67,2",.,"8,6","0,2","540,0","85,0",2017
Fenix kunskapscentrum/gymn,50393060,Vaggeryd,0665,2120000522,Vaggeryd,Kommunal,"24,0","1,0","23,0","56,3","87,8","2,2","10,1","0,6","386,7","93,9",2017
Fenix kunskapscentrum/IM,50146546,Vaggeryd,0665,2120000522,Vaggeryd,Kommunal,"10,4","0,5","9,9","55,2","82,9","5,0","13,2","0,1","1 310,0","84,4",2017
Vallentuna gymnasium,85788659,Vallentuna,0115,2120000027,Vallentuna,Kommunal,"32,0","1,0","31,0","50,1","86,4",.,"10,0",.,.,"92,1",2017
Vansbro utbildningscenter gy.,95340745,Vansbro,2021,2220003145,Vansbro,Kommunal,"19,4","1,0","18,4","56,2","66,2",.,"10,4","1,0","191,0","62,1",2017
Lagmansgymnasiet,59521477,Vara,1470,2120002924,Vara,Kommunal,"37,3","1,0","36,3","30,8","77,5","2,8","10,2",.,.,"80,0",2017
Drottning Blankas Gymn. Varberg,92442684,Varberg,1383,5565668794,Drottning Blankas Gymnasieskola AB,Enskild,"19,0","1,0","18,0","63,1","81,3",.,"12,7",.,.,"91,3",2017
LBS Ljud & Bildskolan Varberg,66095163,Varberg,1383,5564851649,Ljud & Bildskolan Lbs AB,Enskild,"10,9","1,0","9,9","26,3","59,6","4,0","15,6","0,1","3 080,0","69,7",2017
