skolverket_kommunnamn,skolverket_skolnamn,school_unit,huvudman,skolverket_huvudman_namn,skolverket_helttj_larare_tcv105,skolverket_helttj_larare_leg_tcv105,skolverket_and_helttj_larare_leg_tcv105,skolverket_helttj_forstelarare_tcv105,skolverket_ant_larare_tcv105,skolverket_ant_larare_pedex_tcv105,skolverket_and_larare_pedex_tcv105,skolverket_ant_behoriga_tcv105,skolverket_and_behoriga_tcv105,skolverket_ant_forstelarare_tcv105,year
Luleå,"Luleå gymnasieskola, skolenhet E",94468610,Kommunal,Luleå,"11,6","11,6","100,0","1,6",17,16,"94,1",17,"100,0",2,2018
Luleå,"Luleå gymnasieskola, skolenhet F",94090461,Kommunal,Luleå,"25,2","25,0","99,2","2,8",43,42,"97,7",41,"95,3",3,2018
Luleå,"Luleå gymnasieskola, skolenhet G",12954099,Kommunal,Luleå,"15,7","13,0","83,0","3,0",25,25,"100,0",21,"84,0",3,2018
Luleå,"Luleå gymnasieskola, skolenhet H",80931789,Kommunal,Luleå,"22,1","21,9","98,7","4,5",28,27,"96,4",26,"92,9",5,2018
Luleå,"Luleå Gymnasieskola, skolenhet J",84098842,Kommunal,Luleå,"4,5","4,1","91,3","1,0",12,12,"100,0",10,"83,3",1,2018
Luleå,NTI Gymnasiet Luleå,90473340,Enskild,Nordens Teknikerinstitut Aktiebolag (Nti),"7,4","7,2","97,3","1,9",10,10,"100,0",10,"100,0",2,2018
Luleå,Praktiska Luleå,26167236,Enskild,Praktiska Sverige AB,"6,7","3,8","57,1","1,0",9,7,"77,8",5,"55,6",1,2018
Lund,Consensum Gymnasium Lund,69807202,Enskild,Consensum Lund AB,"12,1","10,2","84,7","3,0",17,13,"76,5",14,"82,4",3,2018
Lund,Drottning Blankas Gymnasieskola Lund,64648904,Enskild,Drottning Blankas Gymnasieskola AB,"10,0","8,2","82,0","1,9",15,12,"80,0",13,"86,7",2,2018
Lund,Gymnasieskolan Spyken,75939593,Kommunal,Lund,"69,1","63,6","92,2","11,3",87,80,"92,0",81,"93,1",12,2018
Lund,Gymnasieskolan Vipan,63035915,Kommunal,Lund,"35,1","31,0","88,3","6,8",52,44,"84,6",41,"78,8",8,2018
Lund,Hedda Anderssongymnasiet,20763964,Kommunal,Lund,"8,9","8,2","92,1",.,11,11,"100,0",10,"90,9",.,2018
Lund,JENSEN Gymnasium Lund,26324896,Enskild,Jensen Education College AB,"11,1","8,8","79,5",.,15,10,"66,7",11,"73,3",.,2018
Lund,Katedralskolan,56639389,Kommunal,Lund,"87,7","84,6","96,5","15,2",102,98,"96,1",98,"96,1",16,2018
Lund,Lars-Erik Larssongymnasiet,95700485,Enskild,Lars-Erik Larsson Gymnasiet,"13,9","12,6","90,4","0,9",26,19,"73,1",21,"80,8",1,2018
Lund,LBS Ljud & Bildskolan Lund,51449748,Enskild,Ljud & Bildskolan Lbs AB,"17,7","11,6","65,5",.,21,13,"61,9",13,"61,9",.,2018
Lund,Lunds Dans- o Musikalgymnasium,28267726,Enskild,Dans o Musikal i Lund AB,"9,4","8,9","94,7","2,0",13,12,"92,3",12,"92,3",2,2018
Lund,Lunds Fordonstekniska Gymn.,28848709,Enskild,Lunds Fordonstekniska Gymnasium AB,"1,4","0,6","40,6",.,5,3,"60,0",2,"40,0",.,2018
Lund,NTI Gymnasiet Lund,12613085,Enskild,Nordens Teknikerinstitut Aktiebolag (Nti),"5,1","3,2","63,2","1,5",9,4,"44,4",5,"55,6",2,2018
Lund,Polhemskolan,53896162,Kommunal,Lund,"134,4","126,5","94,1","21,4",167,151,"90,4",148,"88,6",23,2018
Lund,ProCivitas Privata Gymnasium Lund,17779637,Enskild,ProCivitas Privata Gymnasium AB,"12,5","12,0","96,4","2,8",18,18,"100,0",18,"100,0",3,2018
Lund,Realgymnasiet i Lund,11185244,Enskild,Lärande i Sverige AB,"6,4","5,5","85,9","2,0",11,9,"81,8",10,"90,9",2,2018
Lund,Sveriges Ridgymnasium Flyinge,56211717,Enskild,Sveriges Ridgymnasium AB,"3,3","2,9","86,2","0,9",8,7,"87,5",8,"100,0",1,2018
Lund,Thoren Innovation School Lund,66824652,Enskild,Thoren Innovation School AB,"9,3","4,4","47,5","1,8",15,9,"60,0",9,"60,0",2,2018
Lycksele,Tannbergsskolan 2,32042066,Kommunal,Lycksele,"4,3","3,5","83,1","1,9",22,19,"86,4",18,"81,8",6,2018
Lycksele,Tannbergsskolan 3,50821167,Kommunal,Lycksele,"8,4","4,8","56,6","1,1",34,26,"76,5",25,"73,5",5,2018
Lycksele,Tannbergsskolan 4,71929526,Kommunal,Lycksele,"10,6","8,0","74,8","1,6",32,26,"81,3",23,"71,9",5,2018
Lycksele,Tannbergsskolan 6,54461375,Kommunal,Lycksele,"2,5","2,2","87,4","0,6",19,16,"84,2",15,"78,9",4,2018
Lysekil,Gullmarsgymnasiet 1,92814975,Kommunal,Lysekil,"6,4","4,5","70,3","1,9",20,14,"70,0",13,"65,0",3,2018
Lysekil,Gullmarsgymnasiet 2,60873719,Kommunal,Lysekil,"29,1","23,8","81,6","5,2",43,34,"79,1",31,"72,1",6,2018
Malmö,4ans Gymnasium,28085125,Enskild,4ans Gymnasium AB,"5,5","3,6","66,4",.,10,6,"60,0",5,"50,0",.,2018
Malmö,Agnesfrids gymnasium,28770304,Kommunal,Malmö,"4,1","2,5","59,8","1,0",7,4,"57,1",4,"57,1",1,2018
Malmö,Bellevue gymnasium,86483208,Kommunal,Malmö,"1,0","0,0","0,0",.,1,0,"0,0",0,"0,0",.,2018
Malmö,Bladins gymnasium,21938183,Enskild,"Bladins Skola, Stiftelsen","14,1","9,4","66,9","3,0",18,13,"72,2",13,"72,2",3,2018
Malmö,Bryggeriets Gymnasium,71472793,Enskild,Bryggeriets Bildnings Byrå (Bbb),"9,6","6,2","64,1",.,11,8,"72,7",8,"72,7",.,2018
Malmö,Cybergymnasiet Malmö,69063711,Enskild,Cybergymnasiet Malmö AB,"14,7","11,3","76,8","3,0",20,18,"90,0",16,"80,0",3,2018
Malmö,Drottning Blankas Gymnasieskola Malmö Slussen,77609073,Enskild,Hermods Design & Construction College AB,"2,9","0,9","31,6",.,5,2,"40,0",2,"40,0",.,2018
Malmö,Drottning Blankas Gymnasieskola Malmö Söderport,35894996,Enskild,Drottning Blankas Gymnasieskola AB,"5,0","5,0","100,0","3,0",7,7,"100,0",7,"100,0",3,2018
Malmö,Einar Hansengymnasiet,12926770,Enskild,Folkuniversitetet Stiftelsen Kurs- Verksamheten Vid Lunds Universitet,"13,9","9,1","65,5","1,1",21,15,"71,4",15,"71,4",2,2018
Malmö,Framtidsgymnasiet Malmö,17119840,Enskild,Framtidsgymnasiet i Sverige AB,"7,0","4,8","67,9","1,0",7,5,"71,4",5,"71,4",1,2018
Malmö,Fria Läroverken Malmö,68748767,Enskild,Fria Läroverken i Sverige AB,"11,4","7,9","69,2","3,0",14,10,"71,4",10,"71,4",3,2018
Malmö,JENSEN Gymnasium Malmö,48593439,Enskild,Jensen Education College AB,"9,4","6,8","72,5","2,9",15,12,"80,0",11,"73,3",3,2018
Malmö,KLARA Teoretiska Gymnasium Malmö,23548714,Enskild,Hermods Gymnasium AB,"12,6","10,0","79,6","4,0",18,15,"83,3",15,"83,3",4,2018
Malmö,Kunskapsgymnasiet Malmö,91773491,Enskild,Kunskapsskolan i Sverige Aktiebolag,"16,7","12,7","76,2","3,8",22,18,"81,8",17,"77,3",4,2018
Malmö,Lärlingscenter Norra Sorgenfri gymnasium,20984584,Kommunal,Malmö,"6,0","4,0","66,7",.,6,6,"100,0",4,"66,7",.,2018
Malmö,Malmö Borgarskola Ro 1,30361243,Kommunal,Malmö,"73,2","58,4","79,8","7,0",85,76,"89,4",65,"76,5",7,2018
Malmö,Malmö Idrottsgymnasium Ro1,25596917,Kommunal,Malmö,"19,0","17,2","90,8","1,0",25,23,"92,0",23,"92,0",1,2018
Malmö,Malmö Latinskola Ro 1,65722876,Kommunal,Malmö,"66,5","62,4","93,8","3,0",90,76,"84,4",80,"88,9",3,2018
Malmö,NTI Gymnasiet Malmö,52129378,Enskild,Nordens Teknikerinstitut Aktiebolag (Nti),"9,1","7,3","79,9","2,0",10,9,"90,0",9,"90,0",2,2018
Malmö,Pauliskolan,65381163,Kommunal,Malmö,"44,0","36,9","83,8","2,8",57,49,"86,0",46,"80,7",3,2018
Malmö,Peabskolan Malmö,98541468,Enskild,Peabskolan AB,"3,8","1,8","47,4","1,0",5,2,"40,0",2,"40,0",1,2018
Malmö,Plusgymnasiet Malmö,31155312,Enskild,Plusgymnasiet AB,"3,2","1,8","56,3","1,0",5,3,"60,0",3,"60,0",1,2018
Malmö,Praktiska Malmö City,25648215,Enskild,Praktiska Sverige AB,"7,3","2,6","35,9",.,8,5,"62,5",3,"37,5",.,2018
Malmö,Praktiska Malmö Limhamn,61823258,Enskild,Praktiska Sverige AB,"5,5","4,3","78,9","1,0",7,6,"85,7",6,"85,7",1,2018
Malmö,ProCivitas Privata Gymnasium Malmö,84424083,Enskild,ProCivitas Privata Gymnasium AB,"25,5","24,8","97,1","7,0",30,29,"96,7",30,"100,0",7,2018
Malmö,Realgymnasiet Malmö,39178171,Enskild,Lärande i Sverige AB,"4,1","2,9","69,9","0,5",9,7,"77,8",7,"77,8",1,2018
Malmö,Rytmus Malmö,49231191,Enskild,Rytmus AB,"13,4","13,4","100,0","2,0",20,19,"95,0",20,"100,0",2,2018
Malmö,S:t Petri skola,78231062,Kommunal,Malmö,"39,4","36,4","92,6","3,0",43,41,"95,3",42,"97,7",3,2018
Malmö,TAU Hantverksskola Gymnasium,79994304,Enskild,TAU Learning Aktiebolag,"5,0","0,3","6,0",.,7,2,"28,6",2,"28,6",.,2018
Malmö,Thoren Business School Malmö,10481541,Enskild,Thorengruppen AB,"18,6","12,0","64,4","2,0",22,16,"72,7",16,"72,7",2,2018
Malmö,Thoren Innovation School Malmö 2,45355980,Enskild,Thoren Innovation School AB,"3,0","2,1","72,4",.,5,3,"60,0",3,"60,0",.,2018
Malmö,Universitetsholmens gymnasium,68006362,Kommunal,Malmö,"14,5","12,2","84,1","7,0",16,15,"93,8",14,"87,5",7,2018
Malmö,Värnhemsskolan,11608031,Kommunal,Malmö,"4,5","3,7","82,3","2,2",16,12,"75,0",13,"81,3",4,2018
Malmö,Yrkesgymnasiet Malmö,86762103,Enskild,Thorengruppen AB,"6,0","4,3","70,8","1,0",6,5,"83,3",5,"83,3",1,2018
Mariestad,Vadsbogymnasiet,13006857,Kommunal,Mariestad,"28,9","25,8","89,4","6,2",41,37,"90,2",38,"92,7",7,2018
Mariestad,Vänergymnasiet,76007769,Enskild,Vänergymnasiet AB,"4,4","3,3","73,9","1,0",6,5,"83,3",4,"66,7",1,2018
Mark,Marks Gymnasieskola,16956086,Kommunal,Mark,"46,4","36,4","78,4","8,3",64,54,"84,4",52,"81,3",9,2018
Mark,Strömma Naturbrukscentrum,93486713,Enskild,Strömma Naturbrukscentrum AB,"5,1","3,4","67,5",.,7,6,"85,7",6,"85,7",.,2018
Markaryd,Gymnasieskolan,58187973,Kommunal,Markaryd,"19,8","17,0","86,1","3,8",32,30,"93,8",27,"84,4",4,2018
Mellerud,Dahlstiernska gymnasiet,88894245,Kommunal,Mellerud,"6,0","3,3","55,1",.,14,9,"64,3",9,"64,3",.,2018
Mjölby,Mjölby gymnasium 1,31870541,Kommunal,Mjölby,"16,4","15,5","94,5",.,23,22,"95,7",21,"91,3",.,2018
Mjölby,Mjölby gymnasium 2,71160225,Kommunal,Mjölby,"10,3","7,1","69,2","2,0",17,15,"88,2",14,"82,4",2,2018
Mjölby,Mjölby gymnasium 4,67752682,Kommunal,Mjölby,"4,4","3,1","70,3","2,7",10,8,"80,0",7,"70,0",3,2018
Mjölby,Mjölby gymnasium 5,47884009,Kommunal,Mjölby,"3,3","2,5","76,8","2,1",9,7,"77,8",7,"77,8",3,2018
Mora,"Mora gymnasium, ro 1",44672598,Kommunal,Mora,"36,3","28,8","79,5","6,8",58,52,"89,7",49,"84,5",9,2018
Mora,"Mora gymnasium, ro 2",75340089,Kommunal,Mora,"9,6","8,0","82,8","1,8",38,36,"94,7",32,"84,2",5,2018
Motala,Carlsund utbildningscentrum 1,36670439,Kommunal,Motala,"7,6","6,5","86,2","0,9",16,14,"87,5",15,"93,8",3,2018
Motala,Carlsund utbildningscentrum 2,22220001,Kommunal,Motala,"8,3","8,3","100,0","2,1",16,15,"93,8",16,"100,0",3,2018
Motala,Platengymnasiet 1,31822012,Kommunal,Motala,"18,9","17,8","94,2","2,6",25,25,"100,0",24,"96,0",3,2018
Motala,Platengymnasiet 2,83161201,Kommunal,Motala,"25,7","18,2","70,6","1,0",33,26,"78,8",22,"66,7",1,2018
Munkedal,Dinglegymnasiet,97090958,Enskild,Dinglegymnasiet AB,"1,9","1,9","95,9",.,5,5,"100,0",4,"80,0",.,2018
Munkedal,Lärlingsgymnasiet i Håby,15100079,Enskild,Lärlingsgymnasiet i Sverige AB,"1,4","0,0","0,0","1,0",3,0,"0,0",0,"0,0",1,2018
Munkedal,Processtekniska Gymnasiet,55421481,Kommunal,Munkedal,"2,0","1,4","66,8","0,6",5,4,"80,0",3,"60,0",1,2018
Mölndal,Krokslättsgymnasiet Skolenhet 2,99356671,Kommunal,Mölndal,"6,3","4,2","67,3","1,3",14,14,"100,0",12,"85,7",2,2018
Mönsterås,Mönsteråsgymnasiet,16702464,Kommunal,Mönsterås,"9,2","8,7","93,8","3,7",17,15,"88,2",15,"88,2",5,2018
Nacka,Magelungens Gymnasium Danvikstull,71353314,Enskild,Magelungen Utveckling AB,"6,3","5,8","91,0","0,9",11,11,"100,0",10,"90,9",1,2018
Nacka,MediaGymnasiet i Nacka Strand,29449669,Enskild,MediaGymnasiet Nacka Strand AB,"13,5","9,5","70,7","4,9",18,11,"61,1",13,"72,2",5,2018
Nacka,Nacka Enskilda Gymnasium,62855448,Enskild,Nacka Enskilda Gymnasium AB,"5,7","2,7","48,0","1,0",8,5,"62,5",4,"50,0",1,2018
Nacka,"Nacka gymnasium, Natur & Teknik",36252055,Kommunal,Nacka,"43,3","41,0","94,6","11,0",49,43,"87,8",46,"93,9",11,2018
Nacka,"Nacka gymnasium, Samhälle",91812793,Kommunal,Nacka,"42,5","40,8","96,0","12,2",54,52,"96,3",53,"98,1",13,2018
Nacka,Nya DesignGymnasiet,14355031,Enskild,Nya Designgymnasiet i Nacka AB,"7,5","5,8","77,2","2,0",11,7,"63,6",8,"72,7",2,2018
Nacka,Praktiska Nacka,72891848,Enskild,Praktiska Sverige AB,"8,6","6,1","71,7",.,11,8,"72,7",8,"72,7",.,2018
Nacka,Rytmus Stockholm,46611859,Enskild,Rytmus AB,"46,0","42,5","92,4","5,8",60,52,"86,7",55,"91,7",6,2018
Nacka,Sjölins gymnasium Nacka,58907711,Enskild,Sjölins Gymnasium AB,"15,7","13,5","85,9","3,4",22,20,"90,9",18,"81,8",4,2018
Nacka,"YBC, Young Business Creatives",68285560,Kommunal,Nacka,"18,3","16,5","89,9","6,8",22,21,"95,5",20,"90,9",7,2018
Norra västmanlands utbildningsförbund,"NVU, Brinellskolan 1",32420077,Kommunal,Norra västmanlands utbildningsförbund,"14,3","12,0","83,9","2,4",18,16,"88,9",15,"83,3",3,2018
Norra västmanlands utbildningsförbund,"NVU, Brinellskolan 2",48434184,Kommunal,Norra västmanlands utbildningsförbund,"9,0","5,9","65,3",.,11,11,"100,0",8,"72,7",.,2018
Norrköping,De Geergymnasiet 1,58544422,Kommunal,Norrköping,"26,9","22,5","83,6","4,5",35,34,"97,1",30,"85,7",5,2018
Norrköping,De Geergymnasiet 3,65150019,Kommunal,Norrköping,"18,7","17,3","92,5","1,0",20,20,"100,0",19,"95,0",1,2018
Norrköping,De Geergymnasiet 4,31796890,Kommunal,Norrköping,"0,8","0,0","0,0",.,1,1,"100,0",0,"0,0",.,2018
Norrköping,Drottning Blankas Gymnasieskola Norrköping,28023078,Enskild,Plusgymnasiet AB,"8,1","6,2","76,9","3,0",12,9,"75,0",9,"75,0",3,2018
Norrköping,Ebersteinska gymnasiet 1,83805032,Kommunal,Norrköping,"2,0","1,0","50,7",.,4,3,"75,0",3,"75,0",.,2018
Norrköping,Ebersteinska gymnasiet 2,48862305,Kommunal,Norrköping,"6,5","3,9","59,2","1,0",13,10,"76,9",8,"61,5",1,2018
Norrköping,Ebersteinska gymnasiet 3,32887559,Kommunal,Norrköping,"4,6","4,4","96,1",.,7,6,"85,7",6,"85,7",.,2018
Norrköping,Ebersteinska gymnasiet 5,71541108,Kommunal,Norrköping,"7,1","6,9","97,2","3,0",14,13,"92,9",13,"92,9",5,2018
Norrköping,Eberstienska gymnasiet 4,53832505,Kommunal,Norrköping,"12,1","8,8","72,3","3,4",17,11,"64,7",12,"70,6",4,2018
Norrköping,Film & Musikgymnasiet,47537928,Enskild,Studiefrämjandet i Östergötland,"10,4","7,3","70,5","1,0",12,10,"83,3",9,"75,0",1,2018
Norrköping,Fria Läroverken Norrköping,69471748,Enskild,Fria Läroverken i Sverige AB,"13,4","11,1","82,7","1,0",16,14,"87,5",14,"87,5",1,2018
Norrköping,Hagagymnasiet skolenhet Blå,49750031,Kommunal,Norrköping,"23,5","21,5","91,3","7,5",24,23,"95,8",24,"100,0",8,2018
Norrköping,Hagagymnasiet skolenhet grön,76485705,Kommunal,Norrköping,"10,6","10,1","95,3","3,8",13,11,"84,6",12,"92,3",4,2018
Norrköping,Hagagymnasiet skolenhet röd,93239262,Kommunal,Norrköping,"3,6","3,6","100,0","0,6",6,6,"100,0",6,"100,0",1,2018
Norrköping,Himmelstalunds Utbildningscentrum,25745773,Landsting,Östergötlands Läns Landsting,"6,1","5,8","95,0","1,1",7,7,"100,0",6,"85,7",2,2018
Norrköping,Kungsgårdsgymnasiet 1,99976753,Kommunal,Norrköping,"16,5","14,6","88,3","3,0",21,18,"85,7",18,"85,7",3,2018
Norrköping,Kungsgårdsgymnasiet 3,14278480,Kommunal,Norrköping,"1,0","1,0","100,0","0,8",1,1,"100,0",1,"100,0",1,2018
Norrköping,Kunskapsgymnasiet Norrköping,75575321,Enskild,Kunskapsskolan i Sverige Aktiebolag,"25,3","19,4","76,7","4,1",30,26,"86,7",23,"76,7",5,2018
Norrköping,Norrköpings Lärlingsgymnasium,17204216,Kommunal,Norrköping,"6,0","2,0","33,3",.,6,2,"33,3",2,"33,3",.,2018
Norrköping,Realgymnasiet Norrköping,43284031,Enskild,Lärande i Sverige AB,"8,2","4,7","57,6","2,0",12,10,"83,3",9,"75,0",2,2018
Norrtälje,Carl Wahren Gymnasium,13963517,Enskild,Roslagen Education AB,"5,2","2,4","46,2","2,0",8,5,"62,5",4,"50,0",2,2018
Norrtälje,"Ekebyholmsskolan, gy",24194577,Enskild,Ekebyholmsskolan Aktiebolag,"4,6","2,3","50,4",.,14,7,"50,0",6,"42,9",.,2018
Norrtälje,Norrtelje Teknik- och Naturbruksgymnasium,26267406,Enskild,Norrtelje teknikgymnasium AB,"8,7","4,2","47,7","1,0",11,10,"90,9",7,"63,6",1,2018
Norrtälje,Rodengymnasiet,42258644,Kommunal,Norrtälje,"49,4","39,6","80,2","8,8",59,55,"93,2",50,"84,7",9,2018
Norsjö,Norsjö gymnasium,25985417,Kommunal,Norsjö,"0,7","0,4","62,1","0,3",2,2,"100,0",1,"50,0",1,2018
Nybro,Åkrahällskolan Akra01,35035671,Kommunal,Nybro,"1,3","1,1","84,4","1,0",5,4,"80,0",4,"80,0",1,2018
Nybro,Åkrahällskolan Akra02,12130801,Kommunal,Nybro,"10,5","9,3","88,7","2,0",15,13,"86,7",13,"86,7",2,2018
Nybro,Åkrahällskolan Akra03,51736304,Kommunal,Nybro,"10,4","9,8","94,2",.,15,14,"93,3",14,"93,3",.,2018
Nykvarn,Praktiska Nykvarn,53180719,Enskild,Praktiska Sverige AB,"6,1","1,8","29,2","1,0",8,3,"37,5",3,"37,5",1,2018
Nyköping,Elteknikbranschens gymnasium,27489137,Enskild,Elteknikbranschens Gymnasium i Nyköping AB,"2,6","0,8","29,7",.,4,2,"50,0",1,"25,0",.,2018
Nyköping,Framtidsgymnasiet Nyköping,15609112,Enskild,Framtidsgymnasiet Öst AB,"1,6","0,7","40,1","0,5",5,2,"40,0",2,"40,0",1,2018
Nyköping,LBS Ljud & Bildskolan Nyköping,44285075,Enskild,Ljud & Bildskolan Lbs AB,"5,0","2,3","45,5","1,0",6,4,"66,7",3,"50,0",1,2018
Nyköping,Nyköping Strand Utbildn.center,60424371,Enskild,Nyköping Strand Utbildningscentrum AB,"5,2","2,6","50,0","2,0",7,4,"57,1",3,"42,9",2,2018
Nyköping,Nyköpings Enskilda Gymnasium,95785055,Enskild,Erastos AB,"24,6","20,6","83,6","2,8",29,25,"86,2",26,"89,7",3,2018
Nyköping,Nyköpings gymnasium Gripen,68655578,Kommunal,Nyköping,"38,3","31,9","83,2","7,3",61,55,"90,2",52,"85,2",12,2018
Nyköping,Nyköpings gymnasium Nico,68741484,Kommunal,Nyköping,"13,2","10,8","81,8","4,6",22,22,"100,0",18,"81,8",7,2018
Nyköping,Nyköpings gymnasium Skavsta,17062663,Kommunal,Nyköping,"5,2","3,9","75,1","0,2",11,10,"90,9",10,"90,9",1,2018
Nyköping,Realgymnasiet Nyköping,56267421,Enskild,Lärande i Sverige AB,"2,2","1,1","49,5",.,4,2,"50,0",2,"50,0",.,2018
Nyköping,Öknaskolan,34990065,Landsting,Södermanlands Läns Landsting,"8,6","3,3","37,6","3,0",16,12,"75,0",6,"37,5",3,2018
Nynäshamn,Nynäshamns gymnasium,37054246,Kommunal,Nynäshamn,"21,9","16,2","73,9","6,0",27,23,"85,2",22,"81,5",6,2018
Nässjö,Brinellgymnasiet 1,96383883,Kommunal,Nässjö,"0,2","0,0","0,0",.,1,1,"100,0",0,"0,0",.,2018
Nässjö,Brinellgymnasiet 2,39199869,Kommunal,Nässjö,"18,2","15,2","83,2","2,8",54,50,"92,6",41,"75,9",5,2018
Nässjö,Brinellgymnasiet 3,62216381,Kommunal,Nässjö,"7,7","6,1","79,5","0,5",33,29,"87,9",24,"72,7",2,2018
Nässjö,Brinellgymnasiet 4,31179045,Kommunal,Nässjö,"14,1","12,4","87,9","0,5",53,48,"90,6",42,"79,2",3,2018
Nässjö,Brinellgymnasiet 5,72421673,Kommunal,Nässjö,"17,2","12,9","74,9","2,0",51,46,"90,2",39,"76,5",4,2018
Olofström,Nordenbergsskolan 1,59655752,Kommunal,Olofström,"7,5","5,8","77,4","1,1",35,28,"80,0",24,"68,6",6,2018
Olofström,Nordenbergsskolan 2,88750078,Kommunal,Olofström,"9,1","7,1","77,5","1,0",36,29,"80,6",24,"66,7",4,2018
Olofström,Nordenbergsskolan 3,50108759,Kommunal,Olofström,"6,4","4,7","73,8","1,2",32,25,"78,1",21,"65,6",4,2018
Orust,Gymnasiet,41878314,Kommunal,Orust,"1,5","1,0","70,7","0,2",5,5,"100,0",4,"80,0",1,2018
Osby,Ekbackeskolan gymnasium,41555549,Kommunal,Osby,"21,5","16,5","76,4","4,0",33,23,"69,7",24,"72,7",4,2018
Osby,Naturbruksgymnasiet Osby,32003298,Kommunal,Osby,"0,8","0,5","55,0",.,1,1,"100,0",1,"100,0",.,2018
Oskarshamn,Elajo Technical Edu. Center,22383788,Enskild,Elajo Technical Education Center AB,"2,2","0,2","9,1",.,5,2,"40,0",1,"20,0",.,2018
Oskarshamn,Oscarsgymnasiet A,85459854,Kommunal,Oskarshamn,"14,9","13,6","91,6","2,1",35,32,"91,4",30,"85,7",5,2018
Oskarshamn,Oscarsgymnasiet B,81876614,Kommunal,Oskarshamn,"16,3","11,3","69,3","2,6",35,29,"82,9",26,"74,3",5,2018
Oskarshamn,Oscarsgymnasiet D,18711877,Kommunal,Oskarshamn,"13,8","12,4","89,8","1,9",29,27,"93,1",25,"86,2",5,2018
Ovanåker,Voxnadalens gymnasium,67071618,Kommunal,Ovanåker,"21,4","12,9","60,2","2,8",30,27,"90,0",22,"73,3",3,2018
Partille,Partille Gymnasium/Nat. Prg.,61229217,Kommunal,Partille,"14,6","11,9","81,7","3,1",25,20,"80,0",20,"80,0",4,2018
Perstorp,Perstorp Gymnasium,58929357,Enskild,Perstorp Aktiebolag,"5,3","3,7","70,9","2,0",8,8,"100,0",7,"87,5",2,2018
Piteå,Grans naturbruksgymnasium,42517257,Kommunal,Piteå,"8,5","6,4","74,8","1,6",12,12,"100,0",10,"83,3",2,2018
Piteå,Strömbacka Frigg,70376604,Kommunal,Piteå,"12,3","11,0","89,1","1,8",23,21,"91,3",21,"91,3",2,2018
Piteå,Strömbacka Hugin,59575030,Kommunal,Piteå,"15,4","12,9","83,7","4,8",27,22,"81,5",21,"77,8",6,2018
Piteå,Strömbacka Magne,93503103,Kommunal,Piteå,"5,7","4,1","71,0","1,1",13,12,"92,3",11,"84,6",2,2018
Piteå,Strömbacka Mimer,18617410,Kommunal,Piteå,"12,0","11,5","95,9","2,8",24,23,"95,8",23,"95,8",4,2018
Piteå,Strömbacka Mjölner,41697930,Kommunal,Piteå,"8,5","7,8","92,1","2,3",16,15,"93,8",16,"100,0",4,2018
Piteå,Strömbacka Munin,28025244,Kommunal,Piteå,"8,5","7,8","91,9","1,8",16,15,"93,8",15,"93,8",2,2018
Ronneby,Gymnasieskolan Knut Hahn 1,40338843,Kommunal,Ronneby,"18,8","17,7","94,4","1,6",25,24,"96,0",24,"96,0",2,2018
Ronneby,Gymnasieskolan Knut Hahn 2,77440824,Kommunal,Ronneby,"12,9","10,6","81,9","3,5",17,16,"94,1",15,"88,2",4,2018
Ronneby,Gymnasieskolan Knut Hahn 3,13883567,Kommunal,Ronneby,"3,3","1,0","30,8",.,4,2,"50,0",1,"25,0",.,2018
Ronneby,Gymnasieskolan Knut Hahn 4,71069359,Kommunal,Ronneby,"0,7","0,7","100,0","0,7",1,1,"100,0",1,"100,0",1,2018
Ronneby,Naturbruksgymnasiet i Blekinge,86896907,Kommunal,Ronneby,"5,9","4,2","70,9","1,0",7,6,"85,7",5,"71,4",1,2018
Rättvik,Stiernhööksgymnasiet,14292382,Kommunal,Rättvik,"25,3","18,4","72,6","4,8",34,33,"97,1",25,"73,5",6,2018
Sala,Kungsängsgymnasiet,87859089,Kommunal,Sala,"21,3","17,9","84,2","2,5",25,24,"96,0",23,"92,0",3,2018
Sala,Västmanland naturbruksgy. Ösby,54764253,Kommunal,Sala,"5,0","3,4","67,9","2,4",11,9,"81,8",7,"63,6",3,2018
Salem,Rönninge gymnasium,98908403,Kommunal,Salem,"27,6","25,8","93,6","4,4",35,33,"94,3",33,"94,3",5,2018
Sandviken,Bessemerskolan,16493131,Kommunal,Sandviken,"48,1","32,4","67,3","7,0",62,47,"75,8",44,"71,0",8,2018
Sandviken,Göranssonska skolan,41119610,Enskild,Sandvik Utbildningsaktiebolag,"8,6","4,8","55,7","1,0",11,7,"63,6",7,"63,6",1,2018
Sigtuna,Arlandagymnasiet 1,83272868,Kommunal,Sigtuna,"23,0","21,0","91,3","5,2",32,29,"90,6",29,"90,6",7,2018
Sigtuna,Arlandagymnasiet 3,48304166,Kommunal,Sigtuna,"9,1","8,3","91,7","2,6",16,14,"87,5",15,"93,8",4,2018
Sigtuna,Praktiska Märsta,24982097,Enskild,Praktiska Sverige AB,"4,3","2,0","45,3",.,6,3,"50,0",3,"50,0",.,2018
Sigtuna,"Sigtunaskolan hum. läroverket, gy",45552626,Enskild,Sigtuna Skolstiftelse,"24,0","17,3","72,1","4,6",33,27,"81,8",25,"75,8",5,2018
Sigtuna,Sveriges Ridgymnasium Sigtuna,97104132,Enskild,Sveriges Ridgymnasium AB,"3,8","2,6","69,6",.,6,6,"100,0",5,"83,3",.,2018
