skolverket_lageskommun_tcv136,skolverket_skolnamn,school_unit,huvudman,skolverket_huvudman_namn,skolverket_tot_elever_tcv136,skolverket_ar1_tcv136,skolverket_ar2_tcv136,skolverket_ar3_tcv136,skolverket_andel_kvi_tcv136,skolverket_andel_utl_tcv136,skolverket_andel_forald_eftergymn_utb_tcv136,year
Stockholm,Blackebergs gymnasium 52791537,52791537,Kommunal,Stockholm,330,96,108,126,68,14,78,2014
Stockholm,Blackebergs gymnasium 85152591,85152591,Kommunal,Stockholm,426,190,122,114,54,29,67,2014
Stockholm,Blackebergs gymnasium 85819857,85819857,Kommunal,Stockholm,394,128,131,135,52,25,84,2014
Stockholm,Bromma gymnasium 40600798,40600798,Kommunal,Stockholm,380,129,125,126,42,16,74,2014
Stockholm,Bromma gymnasium 52942981,52942981,Kommunal,Stockholm,324,136,95,93,56,24,63,2014
Stockholm,Bromma gymnasium 54117171,54117171,Kommunal,Stockholm,344,127,106,111,26,26,76,2014
Stockholm,Enskede Gårds gymnasium 35541921,35541921,Kommunal,Stockholm,423,191,129,103,37,69,19,2014
Stockholm,ESS-gymnasiet 59581397,59581397,Kommunal,Stockholm,182,81,65,36,52,32,41,2014
Stockholm,ESS-gymnasiet 84286715,84286715,Kommunal,Stockholm,128,71,44,13,56,50,29,2014
Stockholm,Globala gymnasiet 29423248,29423248,Kommunal,Stockholm,625,254,183,188,70,19,77,2014
Stockholm,International School of the Stockholm Region 25525759,25525759,Kommunal,Stockholm,197,69,56,72,47,57,56,2014
Stockholm,Kista gymnasium 41631104,41631104,Kommunal,Stockholm,138,58,47,33,..,61,25,2014
Stockholm,Kungl. Svenska Balettskolan gy 38683336,38683336,Kommunal,Stockholm,38,17,11,10,71,..,74,2014
Stockholm,Kungsh gy/Sthlms Musikgy 36288955,36288955,Kommunal,Stockholm,504,161,171,172,63,37,80,2014
Stockholm,Kungsh gy/Sthlms Musikgy 74812809,74812809,Kommunal,Stockholm,282,97,86,99,62,17,90,2014
Stockholm,Kungsh gy/Sthlms Musikgy 88839172,88839172,Kommunal,Stockholm,419,162,129,128,70,21,85,2014
Stockholm,Kungsholmens Västra Gymnasium 95618280,95618280,Kommunal,Stockholm,417,193,91,133,78,48,45,2014
Stockholm,Kärrtorps gymnasium 12745593,12745593,Kommunal,Stockholm,238,99,55,84,47,37,48,2014
Stockholm,Kärrtorps gymnasium 22084183,22084183,Kommunal,Stockholm,436,155,127,154,42,55,64,2014
Stockholm,Kärrtorps gymnasium 37839488,37839488,Kommunal,Stockholm,430,154,150,126,46,38,62,2014
Stockholm,Midsommarkransens gy 17675502,17675502,Kommunal,Stockholm,584,205,163,216,47,50,45,2014
Stockholm,Norra Real 82964090,82964090,Kommunal,Stockholm,584,193,214,177,54,21,85,2014
Stockholm,Norra Real 88955893,88955893,Kommunal,Stockholm,449,161,126,162,70,13,81,2014
Stockholm,"RGRH Stockholm, Riksgymnasium  för rörelsehindrade elever 89963319",89963319,Kommunal,Stockholm,30,16,.,14,40,37,60,2014
Stockholm,Ross Tensta gymnasium 42985608,42985608,Kommunal,Stockholm,305,161,90,54,61,92,13,2014
Stockholm,Ross Tensta gymnasium 51684798,51684798,Kommunal,Stockholm,388,119,127,142,62,94,31,2014
Stockholm,Scengymnasiet 92847964,92847964,Kommunal,Stockholm,201,65,65,71,66,17,66,2014
Stockholm,Skolslussen 65458415,65458415,Kommunal,Stockholm,58,58,.,.,62,53,52,2014
Stockholm,SPRINT-gymnasiet 59409052,59409052,Kommunal,Stockholm,217,217,.,.,44,50,5,2014
Stockholm,Spånga Gymnasium 52333875,52333875,Kommunal,Stockholm,204,77,64,63,75,11,42,2014
Stockholm,Spånga Gymnasium 59316720,59316720,Kommunal,Stockholm,376,124,110,142,51,51,55,2014
Stockholm,S:t Eriks gymnasium 24663703,24663703,Kommunal,Stockholm,390,140,114,136,46,51,51,2014
Stockholm,S:t Eriks gymnasium 65666808,65666808,Kommunal,Stockholm,225,74,75,76,77,29,32,2014
Stockholm,S:t Eriks gymnasium 69543519,69543519,Kommunal,Stockholm,327,120,125,82,12,59,28,2014
Stockholm,Sthlm hotell & restaurangsk 24397215,24397215,Kommunal,Stockholm,291,130,81,80,36,15,43,2014
Stockholm,Sthlm hotell & restaurangsk 30677562,30677562,Kommunal,Stockholm,361,132,125,104,75,26,34,2014
Stockholm,Sthlm Transp&Fordon 85054102,85054102,Kommunal,Stockholm,138,48,56,34,..,48,35,2014
Stockholm,Sthlm Transp&Fordon 87274273,87274273,Kommunal,Stockholm,55,19,19,17,..,24,29,2014
Stockholm,"Stockholm Science & Innovation School 78433202, SSIS",78433202,Kommunal,Stockholm,96,67,29,.,..,27,64,2014
Stockholm,Södra Latins gymnasium 42775003,42775003,Kommunal,Stockholm,482,160,159,163,81,11,86,2014
Stockholm,Södra Latins gymnasium 56670842,56670842,Kommunal,Stockholm,218,75,66,77,72,15,89,2014
Stockholm,Södra Latins gymnasium 89370947,89370947,Kommunal,Stockholm,380,127,128,125,64,10,87,2014
Stockholm,Thorildsplans gymnasium 30312720,30312720,Kommunal,Stockholm,265,107,81,77,33,52,66,2014
Stockholm,Thorildsplans gymnasium 57143976,57143976,Kommunal,Stockholm,452,205,119,128,53,52,51,2014
Stockholm,Thorildsplans gymnasium 93367005,93367005,Kommunal,Stockholm,508,200,151,157,18,30,64,2014
Stockholm,Östra Reals gymnasium 22116645,22116645,Kommunal,Stockholm,452,135,154,163,50,42,74,2014
Stockholm,Östra Reals gymnasium 99755443,99755443,Kommunal,Stockholm,739,256,223,260,60,25,72,2014
Lidingö,Lunaskolan Östra gymnasium,57777751,Enskild,Stockholms Barn & Ungdomsstöd AB,41,16,7,18,41,..,76,2014
Stockholm,Elektrikergymnasiet,21312503,Enskild,Stockholms El-Utbildning AB,163,53,55,55,6,18,37,2014
Stockholm,Stockholms Estetiska Gymnasium,35366805,Enskild,Stockholms Estetiska Gymnasium Ek. För.,230,78,75,77,73,6,74,2014
Stockholm,Carlgrenska Waldorfgymnasiet,33233228,Enskild,Stockholms Fria Waldorfgymnasium,14,.,14,.,..,..,..,2014
Stockholm,Stockholms Idrottsgymnasium,31315191,Enskild,Stockholms Idrottsgymnasium AB,211,71,70,70,47,18,64,2014
Haninge,Berga naturbruksgymnasium,38448056,Landsting,Stockholms Läns Landsting,113,40,32,41,81,..,35,2014
Storfors,Gymnasieutbildn. i Storfors,19005839,Kommunal,Storfors,23,21,2,.,..,61,..,2014
Storuman,Luspengymnasiet,50104466,Kommunal,Storuman,151,55,51,45,45,11,44,2014
Strängnäs,Thomasgymnasiet,79845033,Kommunal,Strängnäs,416,191,99,126,47,25,43,2014
Strömstad,Strömstad gymnasium SGY 1,41099519,Kommunal,Strömstad,228,78,78,72,59,24,37,2014
Strömstad,Strömstad gymnasium SGY 2,53503167,Kommunal,Strömstad,134,28,53,53,20,15,49,2014
Strömsund,Hjalmar Strömerskolan,59386837,Kommunal,Strömsund,308,105,112,91,44,18,31,2014
Sundbyberg,Löfströms gymnasium,40308112,Kommunal,Sundbyberg,88,40,48,.,38,77,14,2014
Sundbyberg,S:t Martins gymnasium,19877892,Kommunal,Sundbyberg,243,82,76,85,57,33,33,2014
Sundsvall,Sundsvalls Gymn. Hedbergska 2,55825382,Kommunal,Sundsvall,318,107,108,103,58,14,51,2014
Sundsvall,Sundsvalls Gymn. Hedbergska 3,19306558,Kommunal,Sundsvall,209,77,81,51,56,8,46,2014
Sundsvall,Sundsvalls Gymn. Hedbergska 4,35301145,Kommunal,Sundsvall,293,104,79,110,61,11,59,2014
Sundsvall,Sundsvalls Gymn. Västermalm 1,24993048,Kommunal,Sundsvall,74,35,25,14,81,41,30,2014
Sundsvall,Sundsvalls Gymn. Västermalm 2,70132092,Kommunal,Sundsvall,263,89,87,87,5,10,33,2014
Sundsvall,Sundsvalls Gymn. Västermalm 3,36290964,Kommunal,Sundsvall,101,42,38,21,67,10,43,2014
Sundsvall,Sundsvalls Gymn. Västermalm 4,65034473,Kommunal,Sundsvall,305,267,16,22,40,58,12,2014
Sundsvall,Sundsvalls Gymn. Västermalm 5,13084253,Kommunal,Sundsvall,454,155,141,158,17,9,59,2014
Sunne,Sunne Gymnasieskola / Broby,66273269,Kommunal,Sunne,165,43,53,69,53,14,47,2014
Sunne,Sunne Gymnasieskola / Södra Viken,82888663,Kommunal,Sunne,186,64,70,52,18,..,28,2014
Svalöv,Svalöfs gymnasium,11275959,Kommunal,Svalöv,394,150,130,114,37,15,32,2014
Svedala,Nils Fredriksson-utbildning,58518163,Kommunal,Svedala,196,69,62,65,50,15,46,2014
Svenljunga,Gymnasieutbildn. i Svenljunga,11681103,Kommunal,Svenljunga,36,36,.,.,50,47,.,2014
Klippan,Segragymnasiet Klippan,75344502,Enskild,Sveriges Naturbruksgymnasium AB,76,30,25,21,62,..,28,2014
Kungsbacka,Sveriges Ridgymnasium Kungsbacka,27597104,Enskild,Sveriges Ridgymnasium AB,82,35,24,23,95,..,38,2014
Svedala,Sveriges Ridgymnasium Svedala,50615280,Enskild,Sveriges Ridgymnasium AB,72,24,25,23,100,..,46,2014
Varberg,Sveriges Ridgymnasium Varberg,23517683,Enskild,Sveriges Ridgymnasium AB,65,22,23,20,97,..,45,2014
Kalmar,SYAB Transportgymnasium,46241804,Enskild,SYAB Transportgymnasium,94,29,31,34,19,..,24,2014
Hallsberg,Alléskolan 1,70969714,Kommunal,Sydnärkes Utbildningsförbund,257,99,74,84,31,12,60,2014
Hallsberg,Alléskolan 2,85003442,Kommunal,Sydnärkes Utbildningsförbund,112,37,43,32,70,20,15,2014
Hallsberg,Alléskolan 3,22752398,Kommunal,Sydnärkes Utbildningsförbund,362,126,122,114,12,6,25,2014
Hallsberg,Alléskolan 4,68734112,Kommunal,Sydnärkes Utbildningsförbund,284,101,109,74,66,14,50,2014
Hallsberg,Alléskolan 5,71922787,Kommunal,Sydnärkes Utbildningsförbund,135,36,59,40,61,15,27,2014
Hallsberg,Alléskolan 6,71763475,Kommunal,Sydnärkes Utbildningsförbund,215,93,77,45,37,37,12,2014
Ystad,Parkgymnasiet,92816527,Kommunal,Sydskånska Gymnasieförbundet,450,185,131,134,26,17,27,2014
Ystad,Österportgymnasiet,25847233,Kommunal,Sydskånska Gymnasieförbundet,937,288,319,330,56,13,51,2014
Säffle,Herrgårdsgymnasiet A,27993549,Kommunal,Säffle,251,86,82,83,21,8,23,2014
Säffle,Herrgårdsgymnasiet B,41565332,Kommunal,Säffle,169,91,34,44,24,28,38,2014
Stockholm,Säkerhetsgymnasiet,23270781,Enskild,Säkerhetsgymnasiet i Stockholm AB,148,60,50,38,33,49,30,2014
Säter,Dahlander kunskapscentrum,69985412,Kommunal,Säter,161,96,33,32,66,43,20,2014
Sävsjö,Aleholm,37912396,Kommunal,Sävsjö,285,124,87,74,58,23,42,2014
Söderhamn,Staffangymnasiet B,45593337,Kommunal,Söderhamn,334,110,115,109,57,14,52,2014
Söderhamn,Staffangymnasiet C,90312942,Kommunal,Söderhamn,363,137,113,113,24,20,19,2014
Söderköping,Nyströmska skolan 1,10226870,Kommunal,Söderköping,176,74,55,47,22,27,15,2014
Söderköping,Nyströmska skolan 2,19839859,Kommunal,Söderköping,156,54,42,60,56,26,57,2014
Nyköping,Öknaskolan,34990065,Landsting,Södermanlands Läns Landsting,215,97,69,49,53,..,46,2014
Södertälje,Morabergs studiecentrum,97651849,Kommunal,Södertälje,198,198,.,.,38,79,22,2014
Södertälje,Torekällgymnasiet,43601850,Kommunal,Södertälje,359,111,110,138,35,63,27,2014
Södertälje,Täljegymnasiet,30615080,Kommunal,Södertälje,570,179,176,215,54,73,36,2014
Södertälje,Wendela Hebbe gymnasiet,25178582,Kommunal,Södertälje,432,247,83,102,54,45,32,2014
Tanum,Tanums Gymnasium,14586562,Kommunal,Tanum,74,30,17,27,51,30,14,2014
Malmö,TAU Hantverksskola Gymnasium,79994304,Enskild,TAU Learning AB,35,14,11,10,51,49,43,2014
Stockholm,Stift. Sthlm Intern. School gy,89693952,Enskild,The International School Of Stockholm,105,42,32,31,39,56,44,2014
Göteborg,Thoren Innovation School Göteborg,97177328,Enskild,Thoren Innovation School AB,275,87,78,110,7,16,56,2014
Lidköping,Thoren Innovation School Lidköping,69288110,Enskild,Thoren Innovation School AB,41,11,23,7,.,..,24,2014
Lund,Thoren Innovation School Lund,66824652,Enskild,Thoren Innovation School AB,123,49,48,26,12,28,59,2014
Stockholm,Thoren Innovation School Stockholm,31313926,Enskild,Thoren Innovation School AB,289,106,85,98,14,34,64,2014
Uddevalla,Thoren Innovation School Uddevalla,82931004,Enskild,Thoren Innovation School AB,84,35,26,23,..,..,58,2014
Gävle,Thoren Business School Gävle,49616977,Enskild,ThorenGruppen AB,175,66,36,73,67,31,42,2014
Gävle,Yrkesgymnasiet Gävle,90267145,Enskild,ThorenGruppen AB,146,65,43,38,44,14,25,2014
Helsingborg,Thoren Business School Helsingborg,82592568,Enskild,ThorenGruppen AB,204,45,50,109,49,41,50,2014
Huddinge,Yrkesgymnasiet Huddinge,92905347,Enskild,ThorenGruppen AB,152,83,42,27,16,55,26,2014
Karlstad,Thoren Business School Karlstad,87207941,Enskild,ThorenGruppen AB,228,78,57,93,57,17,52,2014
Linköping,Thoren Business School Linköping,37550979,Enskild,ThorenGruppen AB,86,26,28,32,64,45,48,2014
Linköping,Yrkesgymnasiet Linköping,76195214,Enskild,ThorenGruppen AB,218,85,58,75,47,34,23,2014
Malmö,Thoren Business School Malmö,10481541,Enskild,ThorenGruppen AB,460,169,146,145,51,49,45,2014
Malmö,Yrkesgymnasiet Malmö,86762103,Enskild,ThorenGruppen AB,129,69,29,31,14,36,28,2014
Skellefteå,Yrkesgymnasiet Skellefteå,97835550,Enskild,ThorenGruppen AB,85,42,22,21,19,19,19,2014
Sollentuna,Yrkesgymnasiet Sollentuna,81997762,Enskild,ThorenGruppen AB,199,72,64,63,41,36,23,2014
Stockholm,Thoren Business School Stockholm,48555205,Enskild,ThorenGruppen AB,742,300,210,232,59,24,62,2014
Stockholm,Yrkesgymnasiet Stockholm,16501673,Enskild,ThorenGruppen AB,169,75,62,32,32,44,29,2014
Sundsvall,Thoren Business School Sundsvall,59942080,Enskild,ThorenGruppen AB,245,84,80,81,71,16,38,2014
Umeå,Thoren Business School Umeå,69040241,Enskild,ThorenGruppen AB,44,15,12,17,70,..,45,2014
Umeå,Yrkesgymnasiet Umeå,91905819,Enskild,ThorenGruppen AB,96,47,28,21,25,16,32,2014
Uppsala,Thoren Business School Uppsala,90509211,Enskild,ThorenGruppen AB,301,84,110,107,58,25,47,2014
Västerås,Thoren Business School Västerås,18042101,Enskild,ThorenGruppen AB,291,123,74,94,73,47,40,2014
Västerås,Yrkesgymnasiet Västerås,90685868,Enskild,ThorenGruppen AB,166,63,72,31,52,20,30,2014
Örebro,Thoren Business School Örebro,72071234,Enskild,ThorenGruppen AB,543,167,187,189,66,26,57,2014
Örebro,Yrkesgymnasiet Örebro,47692481,Enskild,ThorenGruppen AB,196,78,55,63,32,44,20,2014
Täby,Tibble Fristående Gymnasium,31486865,Enskild,Tibble Fristående Gymnasium TFG AB,1 044,320,328,396,51,13,65,2014
Tibro,"Fågelviksgymnasiet, enhet 1",74322969,Kommunal,Tibro,256,112,70,74,48,23,29,2014
Tibro,"Fågelviksgymnasiet, enhet 3",33000808,Kommunal,Tibro,173,52,51,70,29,7,51,2014
Tidaholm,Rudbecksgymnasiet 1,90260899,Kommunal,Tidaholm,177,53,58,66,43,10,50,2014
Tidaholm,Rudbecksgymnasiet 2,69302313,Kommunal,Tidaholm,101,56,28,17,54,21,18,2014
Tierp,Högbergsskolan,31057219,Kommunal,Tierp,444,195,113,136,37,13,30,2014
Timrå,Timrå Gymnasium,27079521,Kommunal,Timrå,396,176,118,102,38,14,41,2014
Tingsryd,Wasaskolan,64579522,Kommunal,Tingsryd,247,126,71,50,28,31,30,2014
Torsby,Stjerneskolan,34381901,Kommunal,Torsby,477,170,157,150,48,10,40,2014
Torsås,Torsås korrespondensgymnasium,55150847,Kommunal,Torsås,457,96,148,213,74,14,58,2014
Tranemo,Tranemo gymnasieskola 1,96414537,Kommunal,Tranemo,86,36,31,19,15,21,30,2014
Tranemo,Tranemo gymnasieskola 2,53069733,Kommunal,Tranemo,229,111,67,51,45,25,33,2014
Tranås,Holavedsgymnasiet ASB,99394620,Kommunal,Tranås,220,60,84,76,31,13,54,2014
Tranås,Holavedsgymnasiet PKS,76342612,Kommunal,Tranås,90,33,36,21,70,..,47,2014
Tranås,Holavedsgymnasiet SEB,14853321,Kommunal,Tranås,312,87,105,120,58,27,37,2014
Tranås,Holavedsgymnasiet TSS,95368476,Kommunal,Tranås,148,49,39,60,21,16,28,2014
Trelleborg,Söderslättsgymnasiet Ro 1,76448076,Kommunal,Trelleborg,346,114,97,135,27,17,38,2014
Trelleborg,Söderslättsgymnasiet Ro 2,31537066,Kommunal,Trelleborg,137,57,34,46,39,18,39,2014
Trelleborg,Söderslättsgymnasiet Ro 3,86488203,Kommunal,Trelleborg,515,143,193,179,60,26,41,2014
Trelleborg,Söderslättsgymnasiet Ro 4,97509989,Kommunal,Trelleborg,121,66,39,16,27,42,8,2014
Trosa,Trosa Gymnasium,20862637,Kommunal,Trosa,3,1,2,.,.,.,..,2014
Ljusdal,Träutbildningar i Hälsingland,57350392,Enskild,Träutbildningar i Hälsingland AB,49,20,13,16,..,20,33,2014
Tyresö,Tyresö Gymnasium 1,91048178,Kommunal,Tyresö,510,221,144,145,30,22,35,2014
Stockholm,Tyska skolan,53175499,Enskild,Tyska Skolföreningen,100,35,38,27,49,59,83,2014
Täby,Åva gymnasium,61720981,Kommunal,Täby,705,238,241,226,52,13,67,2014
Täby,Åva gymnasium 2,34692873,Kommunal,Täby,581,240,174,167,19,22,64,2014
Täby,Täby Enskilda gymnasium,97265732,Enskild,Täby Enskilda Gymnasium AB,696,264,229,203,67,6,76,2014
Töreboda,Gymn.utb. Töreboda Kanalskolan,57446690,Kommunal,Töreboda,82,43,19,20,61,41,13,2014
Uddevalla,"Uddevalla gymnasieskola, Agneberg BF",83584125,Kommunal,Uddevalla,69,25,15,29,81,..,38,2014
Uddevalla,"Uddevalla gymnasieskola, Agneberg EK",95024660,Kommunal,Uddevalla,207,79,78,50,53,10,57,2014
Uddevalla,"Uddevalla gymnasieskola, Agneberg EKSPINT",32263814,Kommunal,Uddevalla,69,25,25,19,68,..,71,2014
Uddevalla,"Uddevalla gymnasieskola, Agneberg HA",12075195,Kommunal,Uddevalla,90,28,24,38,57,29,32,2014
Uddevalla,"Uddevalla gymnasieskola, Agneberg HT",35557948,Kommunal,Uddevalla,27,16,.,11,85,..,44,2014
Uddevalla,"Uddevalla gymnasieskola, Agneberg HU",51643587,Kommunal,Uddevalla,5,.,.,5,..,..,..,2014
Uddevalla,"Uddevalla gymnasieskola, Agneberg RL",62300682,Kommunal,Uddevalla,81,32,25,24,72,..,42,2014
Uddevalla,"Uddevalla gymnasieskola, Agneberg SA",47393891,Kommunal,Uddevalla,294,100,98,96,65,27,54,2014
Uddevalla,"Uddevalla gymnasieskola, Margaretegärde GLU",65265211,Kommunal,Uddevalla,175,71,49,55,42,15,30,2014
Uddevalla,"Uddevalla gymnasieskola, Margaretegärde IM",67785826,Kommunal,Uddevalla,246,107,75,64,36,54,16,2014
Uddevalla,"Uddevalla gymnasieskola, Sinclair ES",11533776,Kommunal,Uddevalla,306,97,99,110,72,11,55,2014
Uddevalla,"Uddevalla gymnasieskola, Sinclair SAAK",47108751,Kommunal,Uddevalla,51,12,13,26,73,..,55,2014
Uddevalla,"Uddevalla gymnasieskola, Östabo 1 VO",97191332,Kommunal,Uddevalla,137,45,37,55,85,28,28,2014
Uddevalla,"Uddevalla gymnasieskola, Östrabo 1 IN",71938440,Kommunal,Uddevalla,31,12,12,7,..,..,..,2014
Uddevalla,"Uddevalla gymnasieskola, Östrabo 1 TE",28829503,Kommunal,Uddevalla,273,76,107,90,23,12,66,2014
Uddevalla,"Uddevalla gymnasieskola, Östrabo Y BA",22811839,Kommunal,Uddevalla,157,57,44,56,..,8,33,2014
Uddevalla,"Uddevalla gymnasieskola, Östrabo Y EE",33205596,Kommunal,Uddevalla,77,31,19,27,..,..,47,2014
Uddevalla,"Uddevalla gymnasieskola, Östrabo Y ES",99622695,Kommunal,Uddevalla,8,7,1,.,..,.,..,2014
Uddevalla,"Uddevalla gymnasieskola, Östrabo Y FT",19930101,Kommunal,Uddevalla,262,79,87,96,13,9,22,2014
Uddevalla,"Uddevalla gymnasieskola, Östrabo Y HV",45132264,Kommunal,Uddevalla,107,35,29,43,93,9,35,2014
Uddevalla,"Uddevalla gymnasieskola, Östrabo Y VF",61647360,Kommunal,Uddevalla,47,15,16,16,.,..,43,2014
Uddevalla,"Uddevalla gymnasieskola,Östrabo 1 NA",98651664,Kommunal,Uddevalla,244,83,81,80,62,16,67,2014
Ulricehamn,Tingsholmsgymnasiet 2,69504751,Kommunal,Ulricehamn,98,68,13,17,51,39,18,2014
Ulricehamn,Tingsholmsgymnasiet 3,65063794,Kommunal,Ulricehamn,220,70,73,77,63,13,55,2014
Ulricehamn,Tingsholmsgymnasiet 4,33657492,Kommunal,Ulricehamn,174,70,44,60,22,18,55,2014
Umeå,Dragonskolan BA,61622991,Kommunal,Umeå,181,64,61,56,..,6,54,2014
Umeå,Dragonskolan BF,66644568,Kommunal,Umeå,174,54,54,66,60,15,41,2014
Umeå,Dragonskolan EE,93659517,Kommunal,Umeå,166,62,51,53,..,8,64,2014
Umeå,Dragonskolan EK,79309485,Kommunal,Umeå,239,94,56,89,56,4,70,2014
Umeå,Dragonskolan ES,57133340,Kommunal,Umeå,3,.,.,3,..,.,..,2014
Umeå,Dragonskolan HV,73316818,Kommunal,Umeå,96,32,32,32,99,..,54,2014
Umeå,Dragonskolan HVF,73870034,Kommunal,Umeå,5,.,.,5,.,.,..,2014
Umeå,Dragonskolan IC,37078868,Kommunal,Umeå,58,17,16,25,43,26,67,2014
Umeå,Dragonskolan IN,27859889,Kommunal,Umeå,46,15,22,9,..,24,46,2014
Umeå,Dragonskolan NA,16130958,Kommunal,Umeå,219,76,79,64,49,14,77,2014
Umeå,Dragonskolan RH,29161632,Kommunal,Umeå,11,5,.,6,..,..,..,2014
Umeå,Dragonskolan SA,82195565,Kommunal,Umeå,300,93,89,118,62,15,69,2014
Umeå,Dragonskolan TE,33596572,Kommunal,Umeå,217,90,59,68,14,13,71,2014
Umeå,Dragonskolan VF,45541222,Kommunal,Umeå,32,11,10,11,..,..,56,2014
Umeå,Dragonskolans Elitidrottsgymnasium,77713695,Kommunal,Umeå,234,79,92,63,41,8,71,2014
Umeå,Forslundagymnasiet GY,63451147,Kommunal,Umeå,131,42,43,46,67,..,37,2014
Umeå,Fridhemsgymnasiet HA,23782610,Kommunal,Umeå,23,.,13,10,65,..,..,2014
Umeå,Fridhemsgymnasiet IM,93669532,Kommunal,Umeå,168,60,62,46,38,55,22,2014
Umeå,Fridhemsgymnasiet Lärling,91740395,Kommunal,Umeå,52,12,18,22,60,..,40,2014
Umeå,Fridhemsgymnasiet RL,61197669,Kommunal,Umeå,72,25,21,26,76,..,50,2014
Umeå,Fridhemsgymnasiet SA,89318541,Kommunal,Umeå,35,8,13,14,46,..,66,2014
Umeå,Fridhemsgymnasiet VO,17812651,Kommunal,Umeå,67,30,20,17,78,43,37,2014
Umeå,Midgårdsskolan ESBIL,51131594,Kommunal,Umeå,67,14,21,32,84,.,66,2014
Umeå,Midgårdsskolan ESDAN,89680395,Kommunal,Umeå,28,8,7,13,89,..,71,2014
Umeå,Midgårdsskolan ESEST,53696633,Kommunal,Umeå,86,14,27,45,83,..,70,2014
Umeå,Midgårdsskolan ESFILVE,45580855,Kommunal,Umeå,27,9,7,11,48,..,67,2014
Umeå,Midgårdsskolan ESMUS,27440210,Kommunal,Umeå,176,58,61,57,62,..,71,2014
Umeå,Midgårdsskolan ESTEA,62758285,Kommunal,Umeå,43,12,13,18,77,..,65,2014
Umeå,Midgårdsskolan IB,52834190,Kommunal,Umeå,26,.,13,13,85,..,54,2014
Umeå,Midgårdsskolan IM,46122886,Kommunal,Umeå,39,39,.,.,28,74,..,2014
Umeå,Midgårdsskolan NA,16218090,Kommunal,Umeå,136,38,51,47,63,12,85,2014
Umeå,Midgårdsskolan SA,64667996,Kommunal,Umeå,149,31,59,59,74,9,77,2014
Stockholm,Profilgymnasiet,46282895,Enskild,Uni-Partner AB,9,7,2,.,..,..,..,2014
Upplands Väsby,Väsby Nya Gymnasium,20855811,Kommunal,Upplands Väsby,551,281,113,157,44,49,42,2014
Upplands-Bro,Upplands-Brogymnasiet,53923398,Kommunal,Upplands-Bro,831,316,270,245,42,27,42,2014
Täby,Sparre Gymnasium,12399380,Enskild,Upplevelse Utbildning i Täby AB,44,20,24,.,39,39,48,2014
Uppsala,Bolandgymnasiet,87871635,Kommunal,Uppsala,501,192,144,165,10,28,27,2014
Uppsala,Celsiusskolan,47844862,Kommunal,Uppsala,873,358,246,269,37,27,56,2014
Uppsala,Centrum för Introduktion i Skola,74261212,Kommunal,Uppsala,76,76,.,.,38,38,..,2014
Uppsala,Ekebygymnasiet,37316242,Kommunal,Uppsala,368,137,110,121,49,15,36,2014
Uppsala,Fyrisskolan,72984079,Kommunal,Uppsala,966,295,335,336,46,32,52,2014
Uppsala,Grafiskt utbildningscenter GUC,17088475,Kommunal,Uppsala,372,137,80,155,61,12,53,2014
Uppsala,Jällagymnasiet,20173336,Kommunal,Uppsala,215,74,65,76,67,7,33,2014
Uppsala,Katedralskolan,32550660,Kommunal,Uppsala,1 112,357,363,392,62,25,76,2014
Uppsala,Linnégymnasiet,45600034,Kommunal,Uppsala,64,7,30,27,63,31,63,2014
Uppsala,Lundellska skolan,59599256,Kommunal,Uppsala,951,427,322,202,52,27,61,2014
Uppsala,Rosendalsgymnasiet,26957025,Kommunal,Uppsala,762,286,244,232,55,21,86,2014
Uppsala,Uven,34672151,Kommunal,Uppsala,130,69,61,.,42,33,32,2014
Uppvidinge,Uppvidinge gymnasieskola,11953769,Kommunal,Uppvidinge,102,41,35,26,33,31,20,2014
Täby,Täby Yrkesgymnasium,10373112,Enskild,Utbildningscentret för yrkestrafik i Sverige AB,68,20,26,22,19,..,19,2014
Sollentuna,Häggviks Gymnasium Gymnasieskola,43623146,Enskild,Utvecklingspedagogik Sverige AB,14,8,6,.,..,..,..,2014
Södertälje,Vackstanäsgymnasiet,89630851,Enskild,Vackstanäsgymnasiet,185,67,65,53,56,12,44,2014
Vadstena,Vadstenagymnasiet,28646435,Kommunal,Vadstena,124,46,36,42,77,8,39,2014
Vaggeryd,Fenix kunskapscentrum/gymn,80426743,Kommunal,Vaggeryd,281,114,69,98,46,32,43,2014
Vallentuna,Vallentuna gymnasium,85788659,Kommunal,Vallentuna,330,138,100,92,37,29,38,2014
Vansbro,Vansbro utbildningscenter gy.,95340745,Kommunal,Vansbro,143,47,46,50,38,10,37,2014
Vara,Lagmansgymnasiet,59521477,Kommunal,Vara,261,127,.,134,31,15,28,2014
Varberg,Peder Skrivares skola Enhet 1,54599691,Kommunal,Varberg,545,185,188,172,61,14,47,2014
Varberg,Peder Skrivares skola Enhet 2,54004368,Kommunal,Varberg,512,144,179,189,49,8,68,2014
Varberg,Peder Skrivares skola Enhet 3,54467211,Kommunal,Varberg,303,105,98,100,7,6,38,2014
Varberg,Peder Skrivares skola Enhet 4,54361562,Kommunal,Varberg,68,55,8,5,22,44,21,2014
Varberg,Peder Skrivares skola Enhet 5,54443734,Kommunal,Varberg,57,1,12,44,86,..,30,2014
Vellinge,Sundsgymnasiet,31975673,Kommunal,Vellinge,655,236,225,194,45,6,68,2014
