skolverket_skolnamn,school_unit,skolverket_kommunnamn,skolverket_kommun,huvudman,skolverket_huvudman_namn,skolverket_huvudman_kod,skolverket_helttj_larare_o_adm_tcv17,skolverket_helttj_adm_tcv17,skolverket_helttj_larare_tcv17,skolverket_helttj_andel_kvi_tcv17,skolverket_helttj_andel_ped_tcv17,skolverket_helttj_andel_specped_tcv17,skolverket_elever_per_helttj_tcv17,skolverket_helttj_syv_tcv17,skolverket_elever_per_syvhelttj_tcv17,skolverket_helttj_andel_tillsv_tcv17,year
MediaGymnasiet i Nacka Strand,29449669,Nacka,0182,5566765995,MediaGymnasiet Nacka Strand AB,Enskild,"33,0","1,0","32,0","41,7","59,2",.,"16,1","0,2","2 580,0","72,2",2015
Nacka Enskilda Gymnasium,62855448,Nacka,0182,5567841977,Nacka Enskilda Gymnasium AB,Enskild,"7,4","0,0","7,4","29,3","42,9",.,"20,4",.,.,"42,9",2015
"Nacka gymnasium, Natur & Teknik",36252055,Nacka,0182,2120000167,Nacka,Kommunal,"49,8","1,0","48,8","39,7","83,6",.,"18,4","1,5","599,3","77,7",2015
"Nacka gymnasium, Samhälle",91812793,Nacka,0182,2120000167,Nacka,Kommunal,"74,3","1,0","73,3","57,4","94,2","1,4","16,5","2,8","439,6","80,8",2015
Nya DesignGymnasiet,14355031,Nacka,0182,5569320681,Nya Designgymnasiet i Nacka AB,Enskild,"12,0",.,"12,0","72,6","79,3",.,"12,9",.,.,"64,3",2015
Praktiska Nacka,72891848,Nacka,0182,5562575786,Praktiska Sverige AB,Enskild,"20,8","1,0","19,8","62,0","43,3","5,1","12,5",.,.,"77,7",2015
Rytmus Stockholm,46611859,Nacka,0182,5564648979,Rytmus AB,Enskild,"54,1","1,0","53,1","46,6","88,5","1,9","10,9","0,5","1 160,0","69,9",2015
Sjölins gymnasium Nacka,58907711,Nacka,0182,5563758399,Sjölins Gymnasium AB,Enskild,"18,2","0,8","17,4","65,4","94,2",.,"19,9","0,2","1 730,0","72,3",2015
"YBC, Young Business Creatives",68285560,Nacka,0182,2120000167,Nacka,Kommunal,"27,6","2,0","25,6","49,3","90,4","2,0","16,1","0,5","826,0","89,6",2015
IV-programmet i Nora,71728074,Nora,1884,2120002007,Nora,Kommunal,"2,5","0,3","2,3","13,3","100,0",.,"9,8","0,1","220,0","100,0",2015
Gymnasieutbildn. i Nordanstig RO9,16374064,Nordanstig,2132,2220003111,Nordanstig,Kommunal,"4,2","0,2","4,0","50,0","75,0",.,"11,0","0,2","220,0","75,0",2015
De Geergymnasiet 1,58544422,Norrköping,0581,2120000456,Norrköping,Kommunal,"23,5","1,0","22,5","53,7","87,9",.,"14,5","0,8","407,5","88,6",2015
De Geergymnasiet 2,40549870,Norrköping,0581,2120000456,Norrköping,Kommunal,"6,7","1,0","5,7","82,5","100,0",.,"6,1","0,4","100,0","83,9",2015
De Geergymnasiet 3,65150019,Norrköping,0581,2120000456,Norrköping,Kommunal,"34,0","1,0","33,0","45,5","73,3","1,2","10,0","1,0","329,0","83,4",2015
Ebersteinska gymnasiet 1,83805032,Norrköping,0581,2120000456,Norrköping,Kommunal,"21,6","1,0","20,6","20,9","52,3",.,"6,9","0,4","405,7","61,1",2015
Ebersteinska gymnasiet 2,48862305,Norrköping,0581,2120000456,Norrköping,Kommunal,"27,5","1,0","26,5","20,4","72,4",.,"12,0","0,5","636,0","65,1",2015
Ebersteinska gymnasiet 3,32887559,Norrköping,0581,2120000456,Norrköping,Kommunal,"22,8","1,0","21,8","11,0","86,3","1,4","9,3",.,.,"86,5",2015
Ebersteinska gymnasiet 5,71541108,Norrköping,0581,2120000456,Norrköping,Kommunal,"19,2","1,0","18,2","58,6","100,0",.,"15,4","0,5","562,0","90,9",2015
Ebersteinska gymnasiet 6,62956050,Norrköping,0581,2120000456,Norrköping,Kommunal,"16,5","1,0","15,5","78,5","77,1","2,3","13,3","0,4","588,6","74,8",2015
Film & Musikgymnasiet,47537928,Norrköping,0581,8220049426,Föreningen Q,Enskild,"14,5","0,5","14,0","35,9","45,3",.,"7,6",.,.,"85,7",2015
Fria Läroverken Norrköping,69471748,Norrköping,0581,5569172041,Fria Läroverken i Sverige AB,Enskild,"26,9","1,0","25,9","40,3","80,7","3,1","16,4","0,2","2 120,0","66,0",2015
Hagagymnasiet skolenhet grön,76485705,Norrköping,0581,2120000456,Norrköping,Kommunal,"20,5","1,0","19,5","62,4","96,8","0,7","18,9",.,.,"85,2",2015
Hagagymnasiet skolenhet gul,31771188,Norrköping,0581,2120000456,Norrköping,Kommunal,"6,8","1,0","5,8","47,8","82,7",.,"17,3",.,.,"100,0",2015
Hagagymnasiet skolenhet röd,93239262,Norrköping,0581,2120000456,Norrköping,Kommunal,"31,3","1,0","30,3","69,0","93,5","6,2","11,0",.,.,"96,9",2015
Kungsgårdsgymnasiet 1,99976753,Norrköping,0581,2120000456,Norrköping,Kommunal,"33,1",.,"33,1","81,0","88,7",.,"12,9",.,.,"86,3",2015
Kungsgårdsgymnasiet 2,58037626,Norrköping,0581,2120000456,Norrköping,Kommunal,"24,8",.,"24,8","69,7","71,7",.,"10,5",.,.,"75,8",2015
Kunskapsgymnasiet Norrköping,75575321,Norrköping,0581,5565661815,Kunskapsskolan i Sverige Aktiebolag,Enskild,"27,2","1,0","26,2","50,0","80,2",.,"15,2","0,9","443,3","83,2",2015
Plusgymnasiet i Norrköping,28023078,Norrköping,0581,5565789129,Plusgymnasiet AB,Enskild,"17,8","1,0","16,8","59,4","59,6",.,"17,2","0,3","963,3","52,9",2015
Realgymnasiet Norrköping,43284031,Norrköping,0581,5565715892,Lärande i Sverige AB,Enskild,"19,1","1,0","18,1","47,1","59,0",.,"15,5","3,1","90,0","72,6",2015
Rytmus Norrköping,61490754,Norrköping,0581,5564648979,Rytmus AB,Enskild,"6,6","1,0","5,6","58,9","69,6",.,"5,7","0,1","640,0","35,7",2015
Carl Wahren Gymnasium,13963517,Norrtälje,0188,5568027378,Roslagen Education AB,Enskild,"18,4","0,5","17,9","55,3","39,7",.,"8,0","1,0","143,0","55,9",2015
"Ekebyholmsskolan, gy",24194577,Norrtälje,0188,5562512425,Ekebyholmsskolan Aktiebolag,Enskild,"4,8","0,5","4,4","58,0","70,5",.,"5,7",.,.,"80,8",2015
Friluftsgymnasiet,70847078,Norrtälje,0188,5568111198,Energy Outdoor Sweden AB,Enskild,"1,4",.,"1,4","42,9",.,.,"9,3",.,.,"100,0",2015
Norrtelje Teknik- och Naturbruksgymnasium,26267406,Norrtälje,0188,5567916761,Norrtelje teknikgymnasium AB,Enskild,"11,6","1,0","10,6","38,4","49,8",.,"10,3","0,5","218,0","42,2",2015
Rodens högskoleförberedande gy,85749199,Norrtälje,0188,2120000217,Norrtälje,Kommunal,"48,1","1,0","47,1","62,7","87,7",.,"14,9","2,7","260,7","99,5",2015
Rodens Yrkesgymnasium,40520688,Norrtälje,0188,2120000217,Norrtälje,Kommunal,"36,4","0,5","35,9","17,3","49,6","2,8","8,5","1,2","255,8","86,4",2015
Norsjö gymnasium,25985417,Norsjö,2417,2120002858,Norsjö,Kommunal,"5,2","0,3","4,9","24,1","83,3",.,"5,3","0,2","130,0","68,5",2015
Åkrahällskolan Akra01,35035671,Nybro,0881,2120000753,Nybro,Kommunal,"17,8","0,7","17,1","56,7","76,6","2,3","11,5","1,1","174,3","100,0",2015
Åkrahällskolan Akra02,12130801,Nybro,0881,2120000753,Nybro,Kommunal,"16,1","0,7","15,4","56,4","88,3","2,5","6,4","0,3","297,0","100,0",2015
Åkrahällskolan Akra03,51736304,Nybro,0881,2120000753,Nybro,Kommunal,"13,3","0,6","12,7","32,8","54,1","3,2","5,8","0,3","217,6","100,0",2015
Praktiska Nykvarn,53180719,Nykvarn,0140,5562575786,Praktiska Sverige AB,Enskild,"20,5","1,0","19,5","39,3","38,0","2,6","11,1","0,3","720,0","62,5",2015
Elteknikbranschens gymnasium,27489137,Nyköping,0480,5567106637,Elteknikbranschens Gymnasium i Nyköping AB,Enskild,"6,9","1,0","5,9","26,6","60,5",.,"13,2","0,1","1 560,0","83,1",2015
Framtidsgymnasiet Nyköping,15609112,Nyköping,0480,5565304481,Framtidsgymnasiet Öst AB,Enskild,"9,4","1,0","8,4","16,7","40,5",.,"10,0","0,1","1 680,0","76,2",2015
LBS Ljud & Bildskolan Nyköping,44285075,Nyköping,0480,5564851649,Ljud & Bildskolan Lbs AB,Enskild,"12,8",.,"12,8","45,9","38,0",.,"11,1",.,.,"41,2",2015
Nyköping Strand Utbildn.center,60424371,Nyköping,0480,5564710795,Nyköping Strand Utbildningscentrum AB,Enskild,"19,6","2,0","17,6","62,2","52,3",.,"10,2",.,.,"80,1",2015
Nyköpings Enskilda Gymnasium,95785055,Nyköping,0480,5564418449,Erastos AB,Enskild,"25,5","0,7","24,9","71,7","89,6","1,4","17,7","0,8","548,8","59,2",2015
Nyköpings gymnasium Gripen1,68655578,Nyköping,0480,2120002940,Nyköping,Kommunal,"28,8","1,0","27,8","52,8","69,5","2,9","12,4","0,8","430,0","81,9",2015
Nyköpings gymnasium Gripen2,99946034,Nyköping,0480,2120002940,Nyköping,Kommunal,"24,6","0,8","23,8","66,3","80,2",.,"9,9","0,8","295,0","95,8",2015
Nyköpings gymnasium Skavsta,17062663,Nyköping,0480,2120002940,Nyköping,Kommunal,"21,2","1,0","20,2","21,8","53,8",.,"8,8","0,2","885,0","95,0",2015
Nyköpings gymnasium Tessin,68741484,Nyköping,0480,2120002940,Nyköping,Kommunal,"49,6","1,0","48,6","55,8","91,2",.,"12,4",.,.,"91,1",2015
Realgymnasiet Nyköping,56267421,Nyköping,0480,5565715892,Lärande i Sverige AB,Enskild,"6,8","1,0","5,8","43,1","62,1",.,"12,1","1,0","70,0","69,0",2015
Nynäshamns gymnasium,37054246,Nynäshamn,0192,2120000233,Nynäshamn,Kommunal,"32,7","0,8","31,9","31,3","80,4","3,1","12,3","1,8","217,2","86,5",2015
Brinellgymnasiet 1,96383883,Nässjö,0682,2120000548,Nässjö,Kommunal,"32,9","1,0","31,9","63,2","80,2",.,"10,6","1,0","337,0","92,7",2015
Brinellgymnasiet 2,39199869,Nässjö,0682,2120000548,Nässjö,Kommunal,"34,3","1,0","33,3","32,3","71,7","5,4","8,7","1,0","291,0","71,5",2015
Brinellgymnasiet 3,62216381,Nässjö,0682,2120000548,Nässjö,Kommunal,"23,3","1,0","22,3","48,8","63,7","4,5","8,2","0,5","368,0","78,9",2015
Brinellgymnasiet 4,31179045,Nässjö,0682,2120000548,Nässjö,Kommunal,"28,7","1,0","27,7","37,5","78,8","3,6","12,0","1,0","332,0","88,9",2015
Klaragymnasiet med internat,15763669,Olofström,1060,2220000711,Olofström,Kommunal,"10,3","1,0","9,3","43,0","91,4","5,4","3,7",.,.,"89,2",2015
Nordenbergsskolan 1,59655752,Olofström,1060,2120000811,Olofström,Kommunal,"22,5","1,0","21,5","63,6","69,8","4,0","10,9","0,9","260,0","87,8",2015
Nordenbergsskolan 2,88750078,Olofström,1060,2120000811,Olofström,Kommunal,"18,6","1,0","17,6","28,8","70,9","6,5","9,8","0,8","216,3","79,4",2015
Nordenbergsskolan 3,50108759,Olofström,1060,2120000811,Olofström,Kommunal,"6,2","0,6","5,6","57,7","80,2","18,0","11,5","0,3","213,3","82,0",2015
Gymnasieutbildningen i Orust,41878314,Orust,1421,2120001314,Orust,Kommunal,"5,5","0,2","5,3","62,1","98,1",.,"5,3","0,5","56,0","77,4",2015
Ekbackeskolan gymnasium,41555549,Osby,1273,2120000902,Osby,Kommunal,"32,7","1,0","31,7","52,6","77,4","3,2","11,1","1,0","350,0","95,3",2015
Naturbruksgymnasiet Osby,32003298,Osby,1273,2120000902,Osby,Kommunal,"18,9","0,9","18,0","11,7","56,5",.,"5,8","0,2","525,0","85,5",2015
Elajo Technical Edu. Center,22383788,Oskarshamn,0882,5562216027,Elajo Technical Education Center AB,Enskild,"7,5","1,0","6,5","29,5","60,5",.,"12,1",.,.,"100,0",2015
Oscarsgymnasiet A,85459854,Oskarshamn,0882,2120000761,Oskarshamn,Kommunal,"30,2","1,0","29,2","34,0","85,3",.,"11,8","1,0","345,0","72,2",2015
Oscarsgymnasiet B,81876614,Oskarshamn,0882,2120000761,Oskarshamn,Kommunal,"23,0","1,0","22,0","39,5","78,9",.,"12,2","0,5","536,0","77,8",2015
Oscarsgymnasiet C,44963095,Oskarshamn,0882,2120000761,Oskarshamn,Kommunal,"10,3","0,4","9,9","61,4","93,4",.,"7,4",.,.,"80,7",2015
Oscarsgymnasiet D,18711877,Oskarshamn,0882,2120000761,Oskarshamn,Kommunal,"10,2","0,8","9,4","73,6","67,3","10,6","8,5","0,8","100,0","56,7",2015
Oscarsgymnasiet E,48239840,Oskarshamn,0882,2120000761,Oskarshamn,Kommunal,"12,0","1,0","11,0","32,6","72,8",.,"7,3","0,1","810,0","90,9",2015
Voxnadalens gymnasium,67071618,Ovanåker,2121,2120002304,Ovanåker,Kommunal,"32,3","0,8","31,5","59,8","73,4","3,2","9,5","0,5","598,0","84,4",2015
Nat. Språkutv.center Oxelösund,36929920,Oxelösund,0481,5564948403,Nationellt Språkutvecklingscenter i Oxelösund AB,Enskild,"1,5","0,1","1,4",.,"53,6",.,"2,1",.,.,"100,0",2015
Laestadiusskolan,75324351,Pajala,2521,2220000760,Pajala,Kommunal,"17,7","1,0","16,8","50,8","67,6",.,"8,4","0,5","280,0","59,8",2015
Partille gymnasium Nat.Prg.,61229217,Partille,1402,2120001272,Partille,Kommunal,"11,9",.,"11,9","55,7","97,5",.,"22,6",.,.,"97,5",2015
Partille gymnasium/IM,21862642,Partille,1402,2120001272,Partille,Kommunal,"5,1",.,"5,1","61,8","93,1","5,9","12,7",.,.,"100,0",2015
Artur Lundkvists utb.c/gymnutb,64857547,Perstorp,1275,2120000910,Perstorp,Kommunal,"1,0",.,"1,0","100,0",.,.,"37,0",.,.,"100,0",2015
Perstorp Gymnasium,58929357,Perstorp,1275,5560246513,Perstorp Aktiebolag,Enskild,"9,1","0,9","8,2","73,7","89,2",.,"8,8","0,1","720,0","99,0",2015
Strömbacka Frigg,70376604,Piteå,2581,2120002759,Piteå,Kommunal,"26,6","1,0","25,6","70,4","89,5","2,9","11,0","0,9","314,4","95,4",2015
Strömbacka Hugin,59575030,Piteå,2581,2120002759,Piteå,Kommunal,"24,2","1,0","23,2","58,6","89,7","8,6","14,1","1,0","326,0","85,3",2015
Strömbacka Magne,93503103,Piteå,2581,2120002759,Piteå,Kommunal,"20,7","0,5","20,2","26,0","82,0","4,9","8,8","0,3","712,0","86,6",2015
Strömbacka Mjölner,41697930,Piteå,2581,2120002759,Piteå,Kommunal,"30,3","1,0","29,3","32,1","87,3","2,0","9,8","1,0","288,0","78,0",2015
Strömbacka Munin,28025244,Piteå,2581,2120002759,Piteå,Kommunal,"20,2","1,0","19,2","77,6","94,6",.,"13,7","0,8","350,7","86,2",2015
"Jämtlands Gymn, Bispgården",17184072,Ragunda,2303,2220001636,Ragunda,Kommunal,"9,4","0,5","8,9","49,7","88,1","4,5","8,9",.,.,"82,5",2015
Lärcentrum,34838015,Robertsfors,2409,2120002551,Robertsfors,Kommunal,"3,7","0,2","3,5","52,3","86,2","30,2","5,2","0,2","120,0","65,8",2015
Gymnasieskolan Knut Hahn 1,40338843,Ronneby,1081,2120000837,Ronneby,Kommunal,"30,9","1,0","29,9","53,2","97,0",.,"9,3",.,.,"93,0",2015
Gymnasieskolan Knut Hahn 2,77440824,Ronneby,1081,2120000837,Ronneby,Kommunal,"25,4","1,0","24,4","38,3","79,5",.,"7,5",.,.,"97,3",2015
Gymnasieskolan Knut Hahn 3,13883567,Ronneby,1081,2120000837,Ronneby,Kommunal,"12,1","1,0","11,1","55,0","82,0","9,0","12,4",.,.,"82,0",2015
Gymnasieskolan Knut Hahn 4,71069359,Ronneby,1081,2120000837,Ronneby,Kommunal,"4,3","0,9","3,4",.,.,.,"10,3",.,.,"100,0",2015
Naturbruksgymnasiet i Blekinge,86896907,Ronneby,1081,2120000837,Ronneby,Kommunal,"17,1","1,0","16,1","61,1","41,4",.,"6,7","0,2","540,0","87,5",2015
Sjöarpsskolan gy,56336528,Ronneby,1081,2120000837,Ronneby,Kommunal,"1,6","0,1","1,5","50,0","100,0","20,0","4,7",.,.,"100,0",2015
Stiernhööksgymnasiet,14292382,Rättvik,2031,2120002171,Rättvik,Kommunal,"46,7","1,0","45,7","54,1","88,6",.,"9,4","2,0","214,0","82,7",2015
ABB Industrigymnasium Sala,51981332,Sala,1981,5566081740,Industritekniska Gymnasiet Bergslagen AB,Enskild,"7,2","0,5","6,7","33,9","100,0","11,9","11,6",.,.,"79,2",2015
Kungsängsgymnasiet,87859089,Sala,1981,2120002098,Sala,Kommunal,"37,2","1,0","36,2","49,8","74,6","2,8","9,3","1,2","281,7","78,6",2015
Västmanland naturbruksgy. Ösby,54764253,Sala,1981,2120002098,Sala,Kommunal,"20,3","1,0","19,3","51,7","66,3",.,"9,8","0,2","940,0","84,4",2015
Rönninge gymnasium,98908403,Salem,0128,2120002874,Salem,Kommunal,"42,2","1,0","41,2","57,7","95,6","3,6","14,3","2,0","295,0","71,2",2015
Bessemerskolan,16493131,Sandviken,2181,2120002346,Sandviken,Kommunal,"98,2","1,0","97,2","40,9","65,9","1,0","8,2","2,0","397,5","95,0",2015
Bessemerskolan_IM,33528519,Sandviken,2181,2120002346,Sandviken,Kommunal,"26,2",.,"26,2","77,1","78,2",.,"9,2","1,0","241,0","63,0",2015
Göranssonska skolan,41119610,Sandviken,2181,5563048791,Sandvik Utbildningsaktiebolag,Enskild,"20,0","1,0","19,0","39,5","70,0",.,"10,1",.,.,"93,7",2015
Arlandagymnasiet 1,83272868,Sigtuna,0191,2120000225,Sigtuna,Kommunal,"19,0","1,0","18,0","59,2","71,0","0,9","13,2","1,0","238,0","75,2",2015
Arlandagymnasiet 2,11526364,Sigtuna,0191,2120000225,Sigtuna,Kommunal,"10,7","0,4","10,2","32,5","83,4","1,7","7,6","0,4","195,0","81,0",2015
Arlandagymnasiet 3,48304166,Sigtuna,0191,2120000225,Sigtuna,Kommunal,"8,7","0,5","8,2","45,1","98,5","2,1","14,9","0,4","305,0","99,0",2015
Arlandagymnasiet 4,66912789,Sigtuna,0191,2120000225,Sigtuna,Kommunal,"19,0","1,0","18,0","60,1","83,6","0,9","12,6","1,0","227,0","91,2",2015
Arlandagymnasiet 5,66494337,Sigtuna,0191,2120000225,Sigtuna,Kommunal,"12,7","1,0","11,7","65,1","69,6","1,4","12,1","0,4","352,5","92,1",2015
Arlandagymnasiet 6,43318533,Sigtuna,0191,2120000225,Sigtuna,Kommunal,"6,5","1,0","5,5","42,2","76,6","2,9","4,7","0,2","130,0","98,5",2015
Praktiska Märsta,24982097,Sigtuna,0191,5562575786,Praktiska Sverige AB,Enskild,"10,6","1,0","9,6","22,9","68,8",.,"9,3",.,.,"79,2",2015
"Sigtunaskolan hum. läroverket, gy",45552626,Sigtuna,0191,8148002879,Sigtuna Skolstiftelse,Enskild,"39,0","0,5","38,5","54,1","75,9","1,0","9,4","0,5","726,0","75,4",2015
Sveriges Ridgymnasium Sigtuna,97104132,Sigtuna,0191,5566814504,Sveriges Ridgymnasium AB,Enskild,"3,0","0,8","2,2","100,0","45,5",.,"6,8",.,.,"90,9",2015
Nova Academy,16748680,Simrishamn,1291,2120000969,Simrishamn,Kommunal,"10,9","1,0","9,9","52,3","82,2",.,"12,0",.,.,"69,0",2015
Österlengymnasiet,68597767,Simrishamn,1291,2120000969,Simrishamn,Kommunal,"18,2","0,8","17,4","69,8","87,6","2,9","8,6","1,0","149,0","83,9",2015
Malenagymnasiet,27964873,Sjöbo,1265,2120001090,Sjöbo,Kommunal,"29,5","1,5","28,0","21,4","42,9","3,6","6,5","1,0","181,0","92,9",2015
Katedralskolan Skara Ro A,77986149,Skara,1495,2120001702,Skara,Kommunal,"4,0",.,"4,0","50,0","50,0","50,0",.,"1,8",.,"100,0",2015
Katedralskolan Skara Ro B,30706655,Skara,1495,2120001702,Skara,Kommunal,"26,3","1,0","25,3","31,6","90,1",.,"9,1",.,.,"94,1",2015
Katedralskolan Skara Ro C,65674821,Skara,1495,2120001702,Skara,Kommunal,"31,4","1,7","29,7","38,9","54,7",.,"6,1",.,.,"63,6",2015
Katedralskolan Skara Ro D,92332557,Skara,1495,2120001702,Skara,Kommunal,"8,8",.,"8,8","42,9","100,0",.,"41,9",.,.,"100,0",2015
Katedralskolan Skara Ro E,25535510,Skara,1495,2120001702,Skara,Kommunal,"5,0",.,"5,0","100,0","60,0",.,"11,0",.,.,"100,0",2015
Anderstorpsskolan,78690637,Skellefteå,2482,2120002643,Skellefteå,Kommunal,"81,6","3,5","78,1","51,7","95,9","2,6","16,2","2,0","633,5","97,0",2015
Balderskolan,38048202,Skellefteå,2482,2120002643,Skellefteå,Kommunal,"100,6","3,8","96,8","58,6","96,3","2,8","10,4","4,0","252,3","97,1",2015
Guldstadsgymnasiet i Skellefteå,90990441,Skellefteå,2482,5569173635,Honesta Skolutveckling AB,Enskild,"10,4","1,0","9,4","45,9","74,3","5,3","10,2","0,7","137,1","55,2",2015
Naturbruksgymnasiet i Burträsk,86319615,Skellefteå,2482,2120002643,Skellefteå,Kommunal,"5,8","1,0","4,8","43,8","47,9","16,7","11,7","0,3","224,0","89,6",2015
Praktiska Skellefteå,87303004,Skellefteå,2482,5562575786,Praktiska Sverige AB,Enskild,"15,8","1,8","14,1","46,6","34,2",.,"10,0","1,0","140,0","44,8",2015
Yrkesgymnasiet Skellefteå,97835550,Skellefteå,2482,5566139290,Thorengruppen AB,Enskild,"8,0","1,0","7,0","64,3","42,9",.,"14,9","0,5","208,0","42,9",2015
Nils Holgerssongy i Skurup,22446331,Skurup,1264,2120001082,Skurup,Kommunal,"26,8","0,3","26,6","31,1","64,2","3,8","6,7","1,0","179,0","68,0",2015
IT-Gymnasiet Skövde,26671095,Skövde,1496,5565970471,IT Gymnasiet Sverige AB,Enskild,"17,0","1,0","16,0","49,7","52,5",.,"12,7","0,5","406,0","88,4",2015
Kavelbro enhet 876,42911621,Skövde,1496,2120001710,Skövde,Kommunal,"24,2","1,0","23,2","18,5","52,4",.,"10,8","0,2","1 250,0","73,0",2015
Kavelbro enhet 877,40575001,Skövde,1496,2120001710,Skövde,Kommunal,"22,2","1,0","21,2","54,7","84,4",.,"9,8","0,3","693,3","78,9",2015
Kavelbro enhet 878,43998440,Skövde,1496,2120001710,Skövde,Kommunal,"24,1","1,0","23,1","72,1","85,3",.,"7,1","1,8","93,1","77,3",2015
Lichron Teknikgymnasium Skövde,75027822,Skövde,1496,5567560635,Lichron Teknik AB,Enskild,"10,9","0,9","10,0","32,0","21,0",.,"9,6",.,.,"99,0",2015
Plusgymnasiet i Skövde,26508763,Skövde,1496,5565789129,Plusgymnasiet AB,Enskild,"15,6","1,0","14,6","51,4","53,4","1,4","13,3","0,2","970,0","39,0",2015
Praktiska Skövde,14504503,Skövde,1496,5562575786,Praktiska Sverige AB,Enskild,"10,9","1,0","9,9","71,8","64,8",.,"11,9",.,.,"58,7",2015
Volvogymnasiet Skövde,21850904,Skövde,1496,5560743089,Volvo Personvagnar Aktiebolag,Enskild,"13,7","0,8","12,9","33,4","71,4",.,"11,1","0,1","1 430,0","94,1",2015
Västerhöjd enhet 871,65320354,Skövde,1496,2120001710,Skövde,Kommunal,"25,6",.,"25,6","29,8","97,1","7,5","13,5","0,6","576,7","92,3",2015
Västerhöjd enhet 872,77544055,Skövde,1496,2120001710,Skövde,Kommunal,"17,8",.,"17,8","55,9","81,7","5,6","15,5","1,0","264,4","84,3",2015
Västerhöjd enhet 873,49112879,Skövde,1496,2120001710,Skövde,Kommunal,"20,6","1,0","19,6","52,4","94,6","1,9","8,7","0,4","427,5","86,5",2015
Västerhöjd enhet 874,30279258,Skövde,1496,2120001710,Skövde,Kommunal,"23,9",.,"23,9","65,2","95,0","2,1","14,3","0,6","568,3","88,8",2015
Västerhöjd enhet 875,16198647,Skövde,1496,2120001710,Skövde,Kommunal,"25,7","0,5","25,2","52,6","92,1","1,9","11,3","0,4","715,0","89,6",2015
VBU Smeden,12496135,Smedjebacken,2061,2220000802,Smedjebacken,Kommunal,"10,1","0,5","9,6","47,7","71,3",.,"6,8","0,5","130,0","100,0",2015
VBU Stegelbacken,29220606,Smedjebacken,2061,2220000802,Smedjebacken,Kommunal,"20,0","1,0","19,0","48,8","69,5","10,5","8,6","0,5","328,0","85,3",2015
Sollefteå gymnasium,76903284,Sollefteå,2283,2120002437,Sollefteå,Kommunal,"74,7","1,0","73,7","41,6","73,3","4,1","8,0","1,0","590,0","83,3",2015
Consensum Gymnasium Sollentuna,68649663,Sollentuna,0163,5566023684,Consensum Lund AB,Enskild,"11,4","0,8","10,6","57,1","90,6",.,"12,7",.,.,"59,0",2015
Häggviks Gymnasium Gymnasieskola,43623146,Sollentuna,0163,5564715729,Utvecklingspedagogik Sverige Aktiebolag,Enskild,"4,2","0,2","4,0","87,5","87,5","17,5","5,0",.,.,"77,5",2015
Rudbecksskolan,61394069,Sollentuna,0163,2120000134,Sollentuna,Kommunal,"142,5","5,0","137,5","64,5","90,8","0,7","14,6","8,1","248,7","90,2",2015
Yrkesgymnasiet Sollentuna,81997762,Sollentuna,0163,5566139290,Thorengruppen AB,Enskild,"14,4","1,0","13,4","49,2","47,7",.,"14,4","0,4","521,6","55,2",2015
Andreasgymnasiet,69747871,Solna,0184,8024142781,Johan Movingers Gymnasium,Enskild,"3,5","0,7","2,9","54,7","89,5",.,"12,9","0,1","370,0","100,0",2015
Peabskolan Solna,70119254,Solna,0184,5564427432,Peabskolan AB,Enskild,"7,2","0,8","6,5","31,0","96,9","3,1","11,2",.,.,"100,0",2015
Psykologigymnasiet,31151740,Solna,0184,5567295885,Psykologigymnasiet Sverige AB,Enskild,"6,4","0,5","5,9","74,6","91,4","3,4","15,3","0,3","364,0","80,8",2015
Solna Gymnasium,79346084,Solna,0184,2120000183,Solna,Kommunal,"47,7",.,"47,7","47,7","85,2",.,"14,7","2,5","280,0","92,8",2015
Sorsele gymnasieskola,98927766,Sorsele,2422,2120002585,Sorsele,Kommunal,"7,3","0,4","6,9","81,7","69,2","2,9","4,8","0,4","82,5","85,5",2015
Gymnasieutb. i Staffanstorp,43827700,Staffanstorp,1230,2120001017,Staffanstorp,Kommunal,"4,7","1,0","3,7","47,9","72,6",.,"8,5","1,0","31,0","72,6",2015
Hvilan Utbildning,34222422,Staffanstorp,1230,5566066980,Hvilan Utbildning AB,Enskild,"10,0","1,0","9,0","46,4","51,4",.,"6,4","0,4","162,9","79,3",2015
"Munkeröds utb.c., Stenungsund",84230226,Stenungsund,1415,5562067495,Munkeröds Utbildningscenter Aktiebolag,Enskild,"1,0",.,"1,0",.,"100,0",.,"11,0",.,.,"100,0",2015
Nösnäsgymnasiet 1,42060237,Stenungsund,1415,2120001298,Stenungsund,Kommunal,"27,3","0,9","26,4","52,5","90,9","9,2","10,9","0,8","375,3","84,2",2015
Nösnäsgymnasiet 2,89816391,Stenungsund,1415,2120001298,Stenungsund,Kommunal,"24,4","1,0","23,4","52,3","87,3","3,8","11,9","0,8","357,7","92,5",2015
Nösnäsgymnasiet 3,14448619,Stenungsund,1415,2120001298,Stenungsund,Kommunal,"24,8","1,0","23,8","35,0","96,4","4,2","12,2","0,9","333,3","97,6",2015
Nösnäsgymnasiet 4,12546590,Stenungsund,1415,2120001298,Stenungsund,Kommunal,"24,7","1,0","23,7","29,6","81,8","3,8","10,5","0,9","283,0","83,6",2015
Atleticagymnasiet,43565270,Stockholm,0180,5567799035,Atleticagymnasiet AB,Enskild,"21,2","1,0","20,2","36,4","71,5",.,"17,2",.,.,"73,5",2015
