skolverket_kommunnamn,skolverket_skolnamn,huvudman,skolverket_huvudman_namn,school_unit,skolverket_foraldr_utb_tcv95,skolverket_and_utl_bakgr_tcv95,skolverket_andel_pojkar_tcv95,skolverket_ver_and_uppn_malen_tcv95,skolverket_ber_and_uppn_malen_tcv95,skolverket_sal_and_uppn_malen_tcv95,skolverket_ver_meritvarde_tcv95,skolverket_ber_meritvarde_tcv95,skolverket_sal_meritvarde_tcv95,year
Karlskrona,Lyckeby kunskapscentrum F-9,Kommunal,Karlskrona,55709634,"2,34",5,54,67,79,-13,204,233,-29,2017
Karlskrona,Musikugglan,Enskild,Tant Grön AB,93919365,"2,65",0,48,100,93,7,263,262,0,2017
Karlskrona,Nättraby kunskapscentrum 7-9,Kommunal,Karlskrona,26209081,"2,48",4,32,88,85,3,231,252,-21,2017
Karlskrona,Piggelinen,Enskild,Friskolan PANEA AB,99469094,"2,17",7,50,86,73,13,224,221,3,2017
Karlskrona,Rosenholmskolan Sport College 7-9,Kommunal,Karlskrona,89523926,"2,55",4,74,93,87,6,236,241,-5,2017
Karlskrona,Rödebyskolan F-9,Kommunal,Karlskrona,32421136,"2,22",18,62,62,66,-4,196,206,-10,2017
Karlskrona,Sunnadalskolan F-9,Kommunal,Karlskrona,21608206,"1,62",54,62,23,21,2,131,121,11,2017
Karlskrona,Wämöskolan 7-9,Kommunal,Karlskrona,63323984,"2,46",19,40,71,73,-3,207,229,-22,2017
Karlstad,Engelska Skolan i Karlstad,Enskild,Internationella Engelska Skolan i Sverige AB,93730568,"2,59",1,49,96,91,5,281,257,24,2017
Karlstad,Frödingskolan,Kommunal,Karlstad,22049068,"1,77",27,55,44,45,-2,174,167,7,2017
Karlstad,Hultsbergsskolan 7-9,Kommunal,Karlstad,99406709,"2,43",0,45,82,86,-5,246,249,-2,2017
Karlstad,Ilandaskolan,Kommunal,Karlstad,27418903,"2,54",4,54,90,87,3,225,248,-23,2017
Karlstad,Mariebergsskolan,Kommunal,Karlstad,81424988,"2,4",9,52,76,79,-3,216,233,-17,2017
Karlstad,Norrstrandsskolan Terra Ignis,Kommunal,Karlstad,83999935,"2,45",0,48,80,87,-7,222,249,-27,2017
Karlstad,Norrstrandsskolan Ventus Aqua,Kommunal,Karlstad,57635312,"2,6",2,42,79,90,-12,222,259,-36,2017
Karlstad,Nyeds skola,Kommunal,Karlstad,41081474,"2,1",3,39,61,74,-12,210,225,-15,2017
Karlstad,Rudsskolan 7-9,Kommunal,Karlstad,23345056,"2,43",10,56,89,79,10,234,233,1,2017
Karlstad,Thoren Framtid Karlstad,Enskild,Thorengruppen AB,85092070,"2,13",10,70,80,69,11,216,207,9,2017
Karlstad,Vålbergsskolan 4-9,Kommunal,Karlstad,80659104,"2,11",2,46,70,75,-5,204,225,-21,2017
Katrineholm,Järvenskolan Södra,Kommunal,Katrineholm,99117726,"2,05",13,49,64,65,-1,197,206,-9,2017
Katrineholm,Järvenskolan Tallås,Kommunal,Katrineholm,99013754,"2,22",9,58,68,73,-5,206,219,-14,2017
Katrineholm,Kunskapsskolan Katrineholm,Enskild,Kunskapsskolan i Sverige Aktiebolag,16603772,"2,27",2,39,88,80,8,240,238,2,2017
Kil,Sannerudsskolan 7-9,Kommunal,Kil,17665080,"2,24",1,61,70,79,-9,206,228,-22,2017
Kinda,Värgårdsskolan 7-9,Kommunal,Kinda,75296593,"2,27",2,41,86,80,7,230,237,-7,2017
Kiruna,Friluftsskolan Vargen,Enskild,Vargen i Kiruna AB,73281949,"2,66",0,59,91,93,-2,259,259,0,2017
Kiruna,Högalidskolan 7-9,Kommunal,Kiruna,80693905,"2,31",1,49,80,82,-2,224,238,-14,2017
Kiruna,Karesuando skola,Kommunal,Kiruna,79467784,"2,07",4,61,96,71,24,236,213,23,2017
Kiruna,Nya Raketskolan 6-9,Kommunal,Kiruna,43351950,"2,14",6,49,57,73,-16,206,220,-14,2017
Kiruna,Triangelskolan,Kommunal,Kiruna,14938538,"2,27",0,50,88,81,7,261,236,24,2017
Klippan,Ljungbyhedsskolan,Kommunal,Klippan,75091646,"2,19",18,44,47,66,-19,189,211,-22,2017
Klippan,PeterSvenskolan Klippan,Enskild,Pysslingen Förskolor Och Skolor AB,39391255,"2,14",0,39,47,77,-30,196,232,-36,2017
Klippan,Snyggatorpsskolan 2,Kommunal,Klippan,71644999,"2,06",5,48,71,71,0,210,217,-7,2017
Knivsta,Alsike skola,Kommunal,Knivsta,49742321,"2,44",4,52,88,83,5,246,241,4,2017
Knivsta,Thunmanskolan,Kommunal,Knivsta,92364234,"2,28",4,55,77,79,-1,230,230,0,2017
Kramfors,Gudmundråskolan,Kommunal,Kramfors,11159060,"2,15",12,53,62,69,-7,205,212,-8,2017
Kramfors,Högakustenskolan,Kommunal,Kramfors,75515918,"2,29",18,66,72,68,4,220,209,11,2017
Kramfors,Ytterlännässkolan,Kommunal,Kramfors,30403490,"2,12",12,59,75,68,7,214,208,6,2017
Kristianstad,Antonskolan Blekedamm,Enskild,Anton Utbildning AB,14555807,"2,39",0,45,86,85,1,236,246,-10,2017
Kristianstad,Antonskolan Österäng,Enskild,Anton Utbildning AB,57538739,"1,86",0,45,73,68,5,217,211,7,2017
Kristianstad,Degebergaskolan MH,Kommunal,Kristianstad,58419840,"2,16",0,63,77,78,-1,215,224,-10,2017
Kristianstad,Fjälkinge skola MH,Kommunal,Kristianstad,13867770,"2,16",17,58,69,65,3,202,205,-3,2017
Kristianstad,Fröknegårdskolan H1,Kommunal,Kristianstad,80871896,"2,06",22,53,60,58,2,196,193,3,2017
Kristianstad,Kristianstads Montessoriskola,Enskild,Pysslingen Förskolor Och Skolor AB,72491525,"2,5",3,41,79,87,-7,227,251,-25,2017
Kristianstad,Norretullskolan,Kommunal,Kristianstad,59782586,"1,99",26,61,45,53,-8,177,181,-4,2017
Kristianstad,Nosabyskolan,Kommunal,Kristianstad,69725960,"2,45",9,59,73,80,-6,226,233,-7,2017
Kristianstad,Rönnowskolan MH,Kommunal,Kristianstad,13756290,"2,61",4,62,91,89,2,257,250,7,2017
Kristianstad,Slättängsskolan H,Kommunal,Kristianstad,63356940,"2,14",15,58,51,66,-15,192,206,-14,2017
Kristianstad,Spängerskolan MH,Kommunal,Kristianstad,63749463,"2,13",3,64,78,74,4,238,218,20,2017
Kristianstad,Sånnaskolan H,Kommunal,Kristianstad,85853304,"2,44",4,57,81,83,-2,229,239,-10,2017
Kristianstad,Tollarps skola MH,Kommunal,Kristianstad,45430802,"2,06",8,50,52,69,-17,180,213,-33,2017
Kristianstad,Väskolan MH,Kommunal,Kristianstad,75922665,"2,39",0,59,87,85,2,234,241,-7,2017
Kristianstad,Öllsjöskolan MH,Kommunal,Kristianstad,46211392,"2,17",0,40,83,78,5,236,233,2,2017
Kristianstad,Önnestads skola MH,Kommunal,Kristianstad,18636287,"2,26",10,59,78,73,5,227,220,7,2017
Kristinehamn,Djurgårdsskolan 7-9,Kommunal,Kristinehamn,41433169,"2,32",15,60,62,71,-9,187,217,-30,2017
Kristinehamn,Stenstalidskolan,Kommunal,Kristinehamn,14885908,"2,25",15,59,70,69,1,212,213,-1,2017
Kristinehamn,Södermalmsskolan F-9,Kommunal,Kristinehamn,27777261,"2,08",23,55,65,58,7,214,193,21,2017
Krokom,Cederbergsskolan 4-9,Kommunal,Krokom,64778601,"2,03",0,59,65,73,-9,208,217,-9,2017
Krokom,Nyhedens skola,Kommunal,Krokom,40025257,"2,35",9,54,78,77,0,211,229,-18,2017
Krokom,Ås skola 4-9,Kommunal,Krokom,54952732,"2,43",5,31,86,83,3,231,248,-17,2017
Krokom,Änge skola 4-9,Kommunal,Krokom,25036714,"2,29",5,28,75,79,-4,227,240,-12,2017
Kumla,Kumlaby skola 7-9,Kommunal,Kumla,75692870,"2,08",10,58,64,68,-4,210,209,2,2017
Kumla,Skogstorpsskolan 7-9,Kommunal,Kumla,44243725,"2,26",6,57,68,76,-8,208,225,-17,2017
Kumla,Vialundskolan,Kommunal,Kumla,99992013,"2,11",16,50,61,64,-4,229,206,24,2017
Kungsbacka,Frillesåsskolan 4-9,Kommunal,Kungsbacka,10927868,"2,29",4,53,78,79,-1,233,232,1,2017
Kungsbacka,Fullriggaren Malevik 4-9,Kommunal,Kungsbacka,33170625,"2,82",2,51,92,97,-5,265,270,-5,2017
Kungsbacka,Hedeskolan 4-9,Kommunal,Kungsbacka,11231816,"2,26",5,49,79,77,2,229,230,-1,2017
Kungsbacka,Hålabäcksskolan 6-9,Kommunal,Kungsbacka,99688470,"2,28",19,69,76,67,8,214,206,8,2017
Kungsbacka,Kapareskolan A-D,Kommunal,Kungsbacka,28803215,"2,4",12,52,79,76,2,215,229,-14,2017
Kungsbacka,Kapareskolan E-H,Kommunal,Kungsbacka,84111198,"2,51",9,61,77,82,-5,224,237,-13,2017
Kungsbacka,KMS Kullaviks Montessoriskola,Enskild,Kullaviks Montesoriskola Ekonomisk Förening,10902849,"2,77",0,46,96,97,-1,273,271,1,2017
Kungsbacka,Kullaviksskolan 7-9,Kommunal,Kungsbacka,75835202,"2,62",1,42,93,91,2,268,261,8,2017
Kungsbacka,Nova Montessoriskola,Enskild,Montenova Montessoriskola Ekonomisk Förening,47832100,"2,69",0,45,100,95,5,269,266,3,2017
Kungsbacka,Smedingeskolan A,Kommunal,Kungsbacka,68861484,"2,27",4,50,77,78,-1,229,231,-2,2017
Kungsbacka,Smedingeskolan B,Kommunal,Kungsbacka,29293076,"2,26",4,55,77,77,-1,228,228,0,2017
Kungsbacka,Särö skola 4-9,Kommunal,Kungsbacka,72090315,"2,48",9,56,82,81,1,251,236,15,2017
Kungsbacka,Toråsskolan 4-9,Kommunal,Kungsbacka,14101582,"2,39",5,57,79,81,-2,220,235,-16,2017
Kungsbacka,Varlaskolan norra,Kommunal,Kungsbacka,37101902,"2,27",4,57,79,78,1,219,228,-9,2017
Kungsbacka,Varlaskolan södra,Kommunal,Kungsbacka,70143574,"2,57",6,51,77,86,-9,225,249,-24,2017
Kungsbacka,Vittra Forsgläntan,Enskild,Vittraskolorna AB,42568760,"2,41",0,41,93,86,7,248,249,-1,2017
Kungsbacka,Åsa Gårdsskola 4-9,Kommunal,Kungsbacka,16824824,"2,34",3,66,89,81,8,223,231,-8,2017
Kungsbacka,Åsaskolan 6-9,Kommunal,Kungsbacka,18035112,"2,45",4,59,77,84,-7,219,241,-22,2017
Kungsör,Kung Karls skola,Kommunal,Kungsör,46834580,"2,07",15,57,70,64,6,214,202,12,2017
Kungälv,"Fredkullaskolan ,waldorfskola,",Enskild,Föreningen För Waldorfpedagogik i Kungälv,38353942,"2,53",0,50,88,89,-2,240,254,-13,2017
Kungälv,Munkegärdeskolan,Kommunal,Kungälv,51596946,"2,3",1,60,87,81,6,233,234,0,2017
Kungälv,Strandskolan,Enskild,"Strandskolan, Montessoriföreningen i Kungälv",21917957,"2,46",0,38,96,88,9,272,254,18,2017
Kungälv,Thorildskolan,Kommunal,Kungälv,73505986,"2,33",4,60,79,80,-1,236,232,5,2017
Kungälv,Ytterbyskolan 1,Kommunal,Kungälv,63621283,"2,41",1,48,83,85,-2,231,245,-14,2017
Kävlinge,Björkenässkolan,Enskild,AcadeMedia fria grundskolor AB,19504051,"2,36",2,38,82,83,0,231,244,-13,2017
Kävlinge,Korsbackaskolan,Kommunal,Kävlinge,46107605,"2,31",7,48,74,77,-4,223,231,-7,2017
Kävlinge,Tolvåkerskolan,Kommunal,Kävlinge,13578112,"2,42",1,53,88,85,3,238,244,-6,2017
Köping,Karlbergsskolan,Kommunal,Köping,31319179,"2,16",4,42,75,75,0,215,227,-13,2017
Köping,Malmaskolan 3-9,Kommunal,Köping,49665496,"2,11",5,59,84,72,11,216,216,-1,2017
Köping,Scheeleskolan,Kommunal,Köping,24379201,"2,04",10,59,56,66,-11,197,205,-8,2017
Laholm,Lagaholmsskolan,Kommunal,Laholm,50150550,"2,2",17,55,67,66,0,218,208,9,2017
Laholm,Veingeskolan 7-9,Kommunal,Laholm,95134514,"2,15",18,58,68,64,3,212,203,9,2017
Laholm,Våxtorpsskolan,Kommunal,Laholm,35795213,"2,15",14,52,70,67,3,203,210,-7,2017
Landskrona,Asmundtorps skola,Kommunal,Landskrona,70803452,"2,14",15,50,74,66,7,195,209,-14,2017
Landskrona,Glumslövs skola,Kommunal,Landskrona,30917121,"2,37",4,58,91,82,10,250,235,14,2017
Landskrona,Kunskapsskolan Landskrona,Enskild,Kunskapsskolan i Sverige Aktiebolag,60956248,"2,25",0,42,96,81,15,276,238,38,2017
Landskrona,Landskrona School of Sports AB,Enskild,Landskrona School of Sports AB,70072964,"1,93",6,94,61,65,-4,194,190,4,2017
Landskrona,PeterSvenskolan Landskrona,Enskild,Pysslingen Förskolor Och Skolor AB,94830241,"2,06",23,45,73,58,15,198,195,2,2017
Landskrona,Sandåkerskolan,Kommunal,Landskrona,77747055,"2,15",19,65,63,63,0,206,198,8,2017
Landskrona,Seminarieskolan 7-9,Kommunal,Landskrona,22078228,"1,69",29,41,45,42,3,203,165,38,2017
Landskrona,Säbyholms Montessoriskola,Enskild,Landskrona Montessoriförening Ek.Förening,42908219,"2,52",0,52,91,89,2,266,252,14,2017
Landskrona,Västervångskolan,Kommunal,Landskrona,29541747,"2,16",3,58,73,76,-2,227,222,5,2017
Lekeberg,Lekebergsskolan 7-9,Kommunal,Lekeberg,97648883,"2,27",6,58,92,76,16,224,226,-1,2017
Leksand,Sammilsdalskolan F-9,Kommunal,Leksand,61834375,"2,35",0,59,85,84,1,241,238,3,2017
Leksand,Åkerö skola F-9,Kommunal,Leksand,69345097,"2,3",22,48,60,66,-6,190,212,-21,2017
Lerum,Alléskolan skolenhet Ask,Kommunal,Lerum,51403955,"2,31",8,46,63,77,-14,207,231,-23,2017
Lerum,Alléskolan skolenhet Bok,Kommunal,Lerum,57470446,"2,53",10,66,71,82,-10,220,235,-14,2017
Lerum,Lekstorpsskolan,Kommunal,Lerum,10867785,"2,27",0,60,87,81,6,233,232,1,2017
Lerum,Ljungviksskolan skolenhet A,Kommunal,Lerum,44095064,"2,17",0,51,84,78,6,217,230,-12,2017
Lerum,Montessoriskolan Floda säteri,Enskild,Montessoriskolan Floda Säteri,82651095,"2,75",0,36,89,97,-7,258,274,-16,2017
Lerum,Rydsbergsskolan grundskola,Kommunal,Lerum,24103764,"2,43",11,57,73,78,-5,223,231,-7,2017
Lerum,Röselidsskolan skolenhet B,Kommunal,Lerum,38539206,"2,13",8,63,71,71,0,194,212,-18,2017
Lerum,Torpskolan skolenhet 1,Kommunal,Lerum,21176313,"2,64",2,52,91,91,0,245,257,-12,2017
Lerum,Torpskolan skolenhet 2,Kommunal,Lerum,20361674,"2,51",6,52,83,85,-2,240,245,-4,2017
Lessebo,Bikupan,Kommunal,Lessebo,74218950,"1,97",25,52,57,53,4,190,184,6,2017
Lidingö,Bodals skola,Kommunal,Lidingö,98780182,"2,18",5,58,74,74,-1,222,221,1,2017
Lidingö,Christinaskolan,Enskild,Lidingö Skola AB,46097781,"2,76",0,49,94,97,-3,270,270,0,2017
Lidingö,Futuraskolan International Lidingö,Enskild,Futuraskolan AB,36276828,"2,73",2,48,94,94,0,269,265,4,2017
Lidingö,Högsätra skola,Kommunal,Lidingö,49631077,"2,55",1,41,93,89,4,264,257,8,2017
Lidingö,Källängens skola,Kommunal,Lidingö,69329486,"2,65",0,52,99,93,6,273,261,12,2017
Lidingö,Käppala skola,Kommunal,Lidingö,20137688,"2,66",4,44,92,91,1,270,259,10,2017
Lidingö,Torsviks skola 7-9,Kommunal,Lidingö,45104329,"2,68",2,56,93,93,0,265,259,6,2017
Lidköping,Broholmskolan,Enskild,Broholmskolans ekonomiska förening,98083121,"2,47",0,42,100,88,12,252,253,-1,2017
Lidköping,Dalängskolan,Kommunal,Lidköping,37707717,"2,44",10,59,82,79,3,224,232,-7,2017
Lidköping,Fredriksdalskolan,Kommunal,Lidköping,25486432,"2,19",18,57,69,65,3,200,205,-5,2017
Lidköping,Rudenschöldskolan,Kommunal,Lidköping,52152242,"2,29",12,53,70,73,-3,208,221,-13,2017
Lilla Edet,Fuxernaskolan 7-9,Kommunal,Lilla Edet,22512947,"1,96",19,59,58,57,0,179,189,-10,2017
Lindesberg,Fröviskolan,Kommunal,Lindesberg,58663719,"2,13",26,58,59,57,2,188,191,-3,2017
Lindesberg,Stadsskogsskolan,Kommunal,Lindesberg,16882306,"2,16",4,45,69,75,-5,209,226,-17,2017
Lindesberg,Storåskolan,Kommunal,Lindesberg,88486410,"2,03",3,46,51,72,-20,199,218,-19,2017
Linköping,Arenaskolan,Kommunal,Linköping,46165416,"2,32",2,59,80,81,-1,222,234,-12,2017
Linköping,Berzeliusskolan 5,Kommunal,Linköping,20474564,"2,49",1,53,87,87,0,249,249,0,2017
Linköping,Björkö friskola,Enskild,Stiftelsen Waldorfpedagogik i Vreta Kloster,78992223,"2,44",0,71,65,86,-21,215,240,-25,2017
Linköping,Ekholmsskolan,Kommunal,Linköping,96360048,"2,4",12,47,78,76,1,213,231,-18,2017
Linköping,Elsa Brändströms skola,Kommunal,Linköping,95720059,"2,12",23,57,56,59,-3,190,194,-4,2017
Linköping,Engelska Skolan i Linköping,Enskild,Internationella Engelska Skolan i Sverige AB,82086591,"2,57",4,54,86,88,-2,256,250,6,2017
Linköping,Folkungaskolan grundskola,Kommunal,Linköping,65857121,"2,68",0,26,90,95,-4,260,273,-13,2017
Linköping,Kunskapsskolan Linköping,Enskild,Kunskapsskolan i Sverige Aktiebolag,67505597,"2,12",0,57,90,76,14,254,224,30,2017
Linköping,Linghemsskolan,Kommunal,Linköping,93274980,"2,28",7,61,74,77,-3,210,225,-15,2017
Linköping,Ljungsbro skola 7-9,Kommunal,Linköping,85992138,"2,34",12,54,76,75,1,213,225,-11,2017
Linköping,Malmslättsskolan - Tokarp,Kommunal,Linköping,68326694,"2,35",11,63,72,75,-3,214,223,-9,2017
Linköping,Nya Munken,Enskild,Nya Munken Aktiebolag,76521863,"2,59",1,53,87,91,-4,245,256,-11,2017
Linköping,Skäggetorpskolan,Kommunal,Linköping,46577157,"1,7",51,62,37,25,12,173,130,44,2017
Linköping,Thea Privata Grundskola Linköping,Enskild,Theducation AB,31658010,"2,53",0,30,95,90,5,244,262,-17,2017
Linköping,Tornhagsskolan 6-9,Kommunal,Linköping,75688028,"2,33",7,47,74,78,-4,232,233,-1,2017
Linköping,Vittra Lambohov,Enskild,Vittraskolorna AB,26255239,"2,56",6,63,81,86,-4,215,243,-29,2017
Linköping,Ånestadsskolan,Kommunal,Linköping,59548402,"2,1",22,44,61,60,1,205,200,6,2017
Ljungby,Astradskolan 2,Kommunal,Ljungby,90628474,"2,26",11,56,77,73,4,227,220,7,2017
Ljungby,Kungshögsskolan 2,Kommunal,Ljungby,87262274,"2,19",8,48,84,73,11,231,222,10,2017
Ljungby,Kungshögsskolan 3,Kommunal,Ljungby,96958960,"2,22",15,42,69,69,0,209,217,-9,2017
Ljungby,Åbyskolan 2,Kommunal,Ljungby,75853223,"2,32",20,64,52,67,-15,186,209,-22,2017
Ljusdal,Friskolan Vintergatan,Enskild,Friskolan Vintergatan Ekonomisk Förening,62270371,"2,31",0,39,85,83,2,236,243,-7,2017
Ljusdal,Färila skola,Kommunal,Ljusdal,36425969,"2,08",4,69,81,72,9,221,211,10,2017
Ljusdal,Stenhamreskolan,Kommunal,Ljusdal,38870809,"1,99",15,55,67,62,5,226,198,28,2017
Ljusdal,Öjeskolan,Kommunal,Ljusdal,47378558,"2,32",9,65,79,76,3,224,223,1,2017
Ljusnarsberg,Kyrkbacksskolan,Kommunal,Ljusnarsberg,82038420,"2,07",22,54,54,58,-4,190,194,-4,2017
Lomma,Bjärehovskolan H,Kommunal,Lomma,41254600,"2,74",14,61,86,85,1,243,245,-2,2017
Lomma,Karstorpskolan Södra,Kommunal,Lomma,92463760,"2,55",0,50,90,90,0,263,255,8,2017
Lomma,Montessoriskolan i Bjärred,Enskild,Montessori-Bjerred Ekonomisk Förening,52025747,"2,72",0,33,89,96,-7,260,273,-12,2017
Lomma,Pilängskolan,Kommunal,Lomma,15610637,"2,64",3,60,92,91,2,258,254,5,2017
Lomma,Rutsborgskolan,Kommunal,Lomma,19570704,"2,8",0,40,96,98,-2,259,275,-16,2017
Ludvika,Kyrkskolan 7-9,Kommunal,Ludvika,28230949,"2,14",13,52,66,67,-1,187,210,-23,2017
Ludvika,Lorensbergaskolan 7-9,Kommunal,Ludvika,47736072,"2,28",16,57,67,70,-3,200,215,-15,2017
Luleå,Bergskolan,Kommunal,Luleå,72942852,"2,4",2,57,82,84,-2,237,240,-3,2017
Luleå,Björkskataskolan,Kommunal,Luleå,89477984,"2,58",6,49,87,87,0,232,250,-19,2017
Luleå,Hertsöskolan 7-9,Kommunal,Luleå,15579589,"2,27",0,53,77,81,-5,219,235,-16,2017
Luleå,Kråkbergsskolan,Kommunal,Luleå,46323920,"2,5",8,50,87,83,4,240,242,-2,2017
Luleå,Montessoriskolan,Kommunal,Luleå,35085794,"2,29",0,75,83,81,2,222,228,-6,2017
Luleå,Norrskenet Luleå,Enskild,Pysslingen Förskolor Och Skolor AB,55520065,"2,31",5,59,73,79,-6,218,230,-12,2017
Luleå,Nya Läroverket,Enskild,Nya läroverket Luleå AB,82183259,"2,64",0,51,92,93,-1,254,261,-6,2017
Luleå,Nya Läroverket Bergnäset,Enskild,Nya läroverket Luleå AB,52734580,"2,51",0,45,98,89,9,249,254,-5,2017
Luleå,Residensskolan 7-9,Kommunal,Luleå,73462793,"2,47",12,52,84,79,5,240,234,6,2017
Luleå,Råneskolan 7-9,Kommunal,Luleå,22462490,"2,17",19,39,61,64,-3,199,210,-11,2017
Luleå,Stadsöskolan 7-9,Kommunal,Luleå,95536453,"2,47",1,46,91,87,5,243,249,-6,2017
Luleå,Tunaskolan 7-9,Kommunal,Luleå,43539193,"2,32",9,40,78,77,1,236,232,3,2017
Luleå,Örnässkolan 7-9,Kommunal,Luleå,20104143,"2,36",4,43,77,81,-4,224,240,-16,2017
Lund,Fågelskolan 4-9,Kommunal,Lund,64936034,"2,29",13,43,72,72,-1,222,224,-2,2017
Lund,Fäladsgården,Kommunal,Lund,54391347,"2,7",3,43,83,93,-10,261,264,-3,2017
Lund,Genarps skola 7-9,Kommunal,Lund,19145800,"2,31",12,69,69,73,-4,219,217,2,2017
Lund,Gunnesboskolan 6-9,Kommunal,Lund,85762828,"2,46",3,53,89,85,4,247,244,3,2017
Lund,Internationella Engelska Skolan Lund,Enskild,Internationella Engelska Skolan i Sverige AB,63826797,"2,64",4,39,89,91,-1,271,261,10,2017
Lund,Järnåkraskolan 4-9,Kommunal,Lund,39307298,"2,56",1,46,85,90,-5,251,256,-5,2017
Lund,Killebäckskolan 7-9,Kommunal,Lund,42754004,"2,49",4,54,86,85,1,235,245,-10,2017
Lund,Kunskapsskolan Lund,Enskild,Kunskapsskolan i Sverige Aktiebolag,52037312,"2,61",0,47,93,92,1,249,260,-12,2017
Lund,Lerbäckskolan 7-9,Kommunal,Lund,90340546,"2,79",1,59,95,97,-1,256,266,-10,2017
Lund,Lunds Montessorigrundskola,Enskild,Föreningen Lunds Montessorigrundskola,70044059,"2,86",0,43,86,100,-14,263,278,-15,2017
Lund,Lunds Waldorfskola,Enskild,Stiftelsen Rudolf Steinerskolan i Lund,96533068,"2,65",6,67,89,89,0,258,248,9,2017
Lund,Nyvångskolan 7-9,Kommunal,Lund,70811599,"2,49",4,50,90,85,5,240,246,-6,2017
Lund,Sankt Thomas Skola,Enskild,Stiftelsen S:T Thomas Skola,28753548,"2,72",0,44,78,96,-18,257,269,-12,2017
Lund,Stiftelsen BMSL,Enskild,Stiftelsen Bmsl,75154610,"2,88",0,33,93,101,-8,297,284,13,2017
Lund,Svaleboskolan 7-9,Kommunal,Lund,27508103,"2,41",2,63,97,84,13,262,239,23,2017
Lund,Svaneskolan,Kommunal,Lund,67020135,"2,58",2,59,89,90,-1,265,252,13,2017
Lund,Tunaskolan 7-9,Kommunal,Lund,76684064,"2,85",2,55,93,98,-5,272,271,2,2017
Lund,Vikingaskolan,Kommunal,Lund,68201054,"2,19",20,72,72,64,8,225,198,27,2017
Lund,Östratornskolan,Kommunal,Lund,58622330,"2,84",3,48,95,98,-3,269,272,-4,2017
Lycksele,Finnbacksskolan,Kommunal,Lycksele,35637430,"2,24",6,51,72,76,-3,205,226,-21,2017
Lysekil,Gullmarsskolan 7-9,Kommunal,Lysekil,12247315,"2,11",11,46,68,68,0,214,214,0,2017
Malmö,Apelgårdsskolan,Kommunal,Malmö,56672773,"1,7",21,40,31,48,-17,164,176,-12,2017
Malmö,Augustenborgsskolan,Kommunal,Malmö,89876778,"2,01",8,47,49,67,-17,197,210,-13,2017
Malmö,Backaskolan,Enskild,Föreningen Backaskolan,55040455,"2,05",0,55,64,74,-10,211,220,-9,2017
Malmö,Bergaskolan,Kommunal,Malmö,40035084,"2,56",2,53,87,89,-2,252,252,0,2017
Malmö,Bladins grundskola,Enskild,"Bladins Skola, Stiftelsen",57534630,"2,57",0,49,96,91,6,280,257,23,2017
Malmö,Boukefs Privatskola,Enskild,Boukefs Privatskola AB,62868982,2,0,35,70,73,-3,211,224,-13,2017
Malmö,Bäckagårdsskolan,Kommunal,Malmö,12636945,"2,24",3,40,90,78,12,272,234,38,2017
Malmö,Europaportens grundskola,Enskild,Europaportens Skolor AB,24339301,"2,67",0,48,100,94,6,295,264,31,2017
Malmö,Gottorpskolan,Kommunal,Malmö,56363473,"2,26",6,62,86,76,10,256,223,33,2017
Malmö,Hermodsdalsskolan,Kommunal,Malmö,56666435,"1,61",7,76,59,55,4,206,174,32,2017
Malmö,Humfryskolan,Enskild,Humfry Utbildning AB,91823719,"2,48",0,59,69,88,-19,236,247,-11,2017
Malmö,Höjaskolan,Kommunal,Malmö,99835038,"1,78",2,58,49,64,-15,200,198,2,2017
Malmö,Johannesskolan,Kommunal,Malmö,82797662,"2,02",18,50,40,60,-20,195,197,-3,2017
Malmö,Kastanjeskolan,Enskild,Föreningen Kastanjeskolan,19024032,"2,47",0,42,89,88,2,273,253,20,2017
Malmö,Kirsebergsskolan,Kommunal,Malmö,25054799,"2,05",12,42,62,65,-4,207,209,-2,2017
Malmö,Kommunikationsskolan,Kommunal,Malmö,51220608,"1,82",0,71,24,67,-43,153,199,-46,2017
Malmö,Kroksbäcksskolan,Kommunal,Malmö,98745015,"1,89",7,50,52,64,-12,212,202,9,2017
Malmö,Lindeborgsskolan,Kommunal,Malmö,22509001,"1,99",11,54,61,64,-3,210,202,7,2017
Malmö,Lindängeskolan,Kommunal,Malmö,75875503,"1,93",18,57,69,57,11,241,189,52,2017
Malmö,Linnéskolan,Kommunal,Malmö,63951601,"2,44",6,57,90,82,8,254,238,17,2017
Malmö,Malmö Idrottsgrundskola,Kommunal,Malmö,71454628,"2,49",3,57,96,86,10,262,245,16,2017
Malmö,Malmö International School,Kommunal,Malmö,56446897,"2,58",28,59,62,71,-9,277,219,58,2017
Malmö,Malmö Montessoriskola,Enskild,"Hemgårdar i Malmö, Föreningen",13299659,"2,75",3,47,93,94,-1,264,265,-1,2017
Malmö,Mariaskolan,Enskild,Kristna Skolföreningen i Malmö,67272295,"2,45",0,23,91,88,3,282,259,23,2017
Malmö,Montessorigrundskolan Maria,Enskild,Åkerman Education AB,45776214,"2,5",0,42,79,89,-10,235,255,-19,2017
Malmö,Munkhätteskolan,Kommunal,Malmö,74972690,"1,76",11,53,42,57,-15,191,188,4,2017
Malmö,Möllevångsskolan,Kommunal,Malmö,88590084,"1,98",13,75,54,62,-8,208,192,16,2017
Malmö,Oxievångsskolan,Kommunal,Malmö,64402572,"2,16",8,43,63,72,-9,211,221,-10,2017
