skolverket_kommunnamn,skolverket_skolnamn,school_unit,huvudman,skolverket_huvudman_namn,skolverket_helttj_larare_tcv105,skolverket_helttj_larare_leg_tcv105,skolverket_and_helttj_larare_leg_tcv105,skolverket_helttj_forstelarare_tcv105,skolverket_ant_larare_tcv105,skolverket_ant_larare_pedex_tcv105,skolverket_and_larare_pedex_tcv105,skolverket_ant_behoriga_tcv105,skolverket_and_behoriga_tcv105,skolverket_ant_forstelarare_tcv105,year
Kalmar,Ingelstorpgymnasiet,88624631,Enskild,Hushållningssällskapet Kalmar-Kronoberg-Blekinge,"3,9","3,0","77,5",.,6,6,"100,0",5,"83,3",0,2016
Kalmar,Plusgymnasiet Kalmar,37358234,Enskild,Plusgymnasiet AB,"5,1","3,5","69,2","1,0",8,6,"75,0",6,"75,0",1,2016
Kalmar,Praktiska Kalmar,31657916,Enskild,Praktiska Sverige AB,"3,0","1,8","59,3",.,4,3,"75,0",3,"75,0",0,2016
Kalmar,SYAB Transportgymnasium,46241804,Enskild,SYAB Transportgymnasium AB,"3,0","1,8","60,0","1,0",4,4,"100,0",3,"75,0",1,2016
Kalmarsunds Gymnasieförbund,"Jenny Nyströmsskolan 1 ES, IM",62439199,Kommunal,Kalmarsunds Gymnasieförbund,"6,2","5,6","89,4","6,1",9,7,"77,8",8,"88,9",8,2016
Kalmarsunds Gymnasieförbund,"Jenny Nyströmsskolan 2 HT, RL, NA",66132676,Kommunal,Kalmarsunds Gymnasieförbund,"10,4","9,9","94,8","2,9",13,11,"84,6",12,"92,3",3,2016
Kalmarsunds Gymnasieförbund,"Jenny Nyströmsskolan 4 BF, VO",80762863,Kommunal,Kalmarsunds Gymnasieförbund,"8,6","8,0","92,3","1,3",10,10,"100,0",10,"100,0",2,2016
Kalmarsunds Gymnasieförbund,"Lars Kaggskolan 1 NA, HV",77688926,Kommunal,Kalmarsunds Gymnasieförbund,"19,5","17,1","87,7","3,8",21,19,"90,5",19,"90,5",4,2016
Kalmarsunds Gymnasieförbund,"Lars Kaggskolan 2 TE, VF",14508922,Kommunal,Kalmarsunds Gymnasieförbund,"19,4","12,2","63,1","2,0",20,17,"85,0",13,"65,0",2,2016
Kalmarsunds Gymnasieförbund,Lars Kaggskolan 3 IM,89409574,Kommunal,Kalmarsunds Gymnasieförbund,"0,5","0,5","100,0",.,1,1,"100,0",1,"100,0",0,2016
Kalmarsunds Gymnasieförbund,"Lars Kaggskolan 4 BA, EE, FT",69629086,Kommunal,Kalmarsunds Gymnasieförbund,"8,0","6,0","74,1",.,12,12,"100,0",7,"58,3",0,2016
Kalmarsunds Gymnasieförbund,Mjölnergymnasiet 1,98714145,Kommunal,Kalmarsunds Gymnasieförbund,"0,7","0,6","77,8","0,3",4,2,"50,0",3,"75,0",1,2016
Kalmarsunds Gymnasieförbund,"Stagneliusskolan 1 SASAM, SAMED, IMIND",21008461,Kommunal,Kalmarsunds Gymnasieförbund,"21,6","18,3","84,5","3,2",29,27,"93,1",26,"89,7",6,2016
Kalmarsunds Gymnasieförbund,"Stagneliusskolan 2 EK, HA",54606928,Kommunal,Kalmarsunds Gymnasieförbund,"12,2","11,5","94,3","5,2",17,17,"100,0",17,"100,0",6,2016
Kalmarsunds Gymnasieförbund,Stagneliusskolan 3 SABET,53893730,Kommunal,Kalmarsunds Gymnasieförbund,"22,9","18,6","81,0","4,7",37,33,"89,2",29,"78,4",6,2016
Kalmarsunds Gymnasieförbund,Ölands Gymnasium 1,91487291,Kommunal,Kalmarsunds Gymnasieförbund,"7,3","2,2","29,9",.,8,7,"87,5",3,"37,5",0,2016
Karlsborg,Vuxenutbildningen i Karlsborg och Karlsborgs gymnasieskola,55870331,Kommunal,Karlsborg,"0,4","0,1","28,6",.,2,1,"50,0",1,"50,0",0,2016
Karlshamn,Fria Läroverken i Karlshamn,42573391,Enskild,Gymnasieskolor i Syd AB,"4,5","1,7","36,7","1,5",10,6,"60,0",4,"40,0",2,2016
Karlshamn,Vägga gymnasieskola 1,21673083,Kommunal,Karlshamn,"20,6","4,6","22,4","0,8",29,19,"65,5",11,"37,9",1,2016
Karlshamn,Vägga gymnasieskola 2,64574972,Kommunal,Karlshamn,"17,9","15,6","87,3","3,7",40,36,"90,0",35,"87,5",4,2016
Karlshamn,Vägga gymnasieskola 3,19741742,Kommunal,Karlshamn,"11,6","10,7","92,3","3,9",28,27,"96,4",25,"89,3",6,2016
Karlshamn,Vägga gymnasieskola 4,29032715,Kommunal,Karlshamn,"17,7","16,6","93,5","2,5",34,33,"97,1",33,"97,1",4,2016
Karlskoga,Karlskoga Idrottsgymnasium,45830583,Enskild,Karlskoga Idrottsgymnasium AB,"4,9","3,3","67,5","0,5",12,7,"58,3",6,"50,0",1,2016
Karlskoga,Möckelngymnasiet Ro 2,48931433,Kommunal,Karlskoga,"22,4","22,0","97,9","3,1",31,30,"96,8",30,"96,8",4,2016
Karlskoga,Möckelngymnasiet Ro 3,97270136,Kommunal,Karlskoga,"5,4","4,8","88,5","2,7",12,11,"91,7",11,"91,7",3,2016
Karlskoga,Möckelngymnasiet Ro 4,19909435,Kommunal,Karlskoga,"10,2","8,9","87,5",.,14,14,"100,0",13,"92,9",0,2016
Karlskrona,af Chapmangymnasiet,30530571,Kommunal,Karlskrona,"34,4","27,4","79,8","3,6",38,35,"92,1",32,"84,2",4,2016
Karlskrona,Aspero Idrottsgymn. Karlskrona,78839208,Enskild,Aspero Friskolor AB,"9,6","5,5","57,3","2,0",15,12,"80,0",9,"60,0",2,2016
Karlskrona,Ehrensvärdska gymnasiet,96024712,Kommunal,Karlskrona,"39,6","32,7","82,7",.,44,40,"90,9",38,"86,4",0,2016
Karlskrona,"Mikael Elias Gymnasium, Karlskrona",30458073,Enskild,Mikael Elias Gymnasium AB,"7,0","2,2","31,7","1,0",11,7,"63,6",3,"27,3",1,2016
Karlskrona,Praktiska Karlskrona,40829056,Enskild,Praktiska Sverige AB,"2,8","1,6","57,0","1,0",5,3,"60,0",3,"60,0",1,2016
Karlskrona,Törnströmska gymnasiet,85800840,Kommunal,Karlskrona,"23,3","18,2","78,2","4,8",26,23,"88,5",21,"80,8",5,2016
Karlstad,Folkuniversitetets gymnasium i Karlstad,68920727,Enskild,Folkuniversitetet Stiftelsen Kursver Ksamheten Vid Göteborgs Universitet,"9,8","9,3","94,0","2,0",15,14,"93,3",14,"93,3",2,2016
Karlstad,Fria Läroverken Karlstad,27115998,Enskild,Fria Läroverken i Sverige AB,"21,4","16,7","77,9","6,0",27,19,"70,4",20,"74,1",6,2016
Karlstad,IT-Gymnasiet Karlstad,41867682,Enskild,IT Gymnasiet Sverige AB,"4,1","2,4","59,0","0,9",5,4,"80,0",3,"60,0",1,2016
Karlstad,Klara Gymnasium Karlstad,79516949,Enskild,Klaragymnasium AB,"15,9","15,6","98,1","4,0",21,21,"100,0",21,"100,0",4,2016
Karlstad,Lillerudsgymnasiet,65662401,Enskild,Lillerudsgymnasiet AB,"8,9","7,2","80,4","2,8",12,11,"91,7",10,"83,3",3,2016
Karlstad,Nobelgymnasiet,39583059,Kommunal,Karlstad,"19,6","17,4","88,8","8,0",25,24,"96,0",23,"92,0",8,2016
Karlstad,Plusgymnasiet Karlstad,93947551,Enskild,Plusgymnasiet AB,"1,8","1,1","62,7","0,3",6,4,"66,7",5,"83,3",1,2016
Karlstad,Praktiska Karlstad,38645259,Enskild,Praktiska Sverige AB,"4,3","1,7","39,5","1,0",6,4,"66,7",3,"50,0",1,2016
Karlstad,Sundstagymnasiet,96684210,Kommunal,Karlstad,"50,1","49,2","98,2","9,8",70,67,"95,7",69,"98,6",10,2016
Karlstad,Thoren Business School Karlstad,87207941,Enskild,Thorengruppen AB,"12,5","10,3","82,3","2,0",16,14,"87,5",13,"81,3",2,2016
Karlstad,Tingvallagymnasiet,11673760,Kommunal,Karlstad,"23,6","21,9","92,8","7,0",33,31,"93,9",30,"90,9",7,2016
Karlstad,Älvkullegymnasiet,46574937,Kommunal,Karlstad,"47,9","42,7","89,1","9,8",65,61,"93,8",59,"90,8",11,2016
Katrineholm,Duveholmsgymnasiet 1,23836342,Kommunal,Katrineholm,"27,6","17,1","61,9","2,8",45,36,"80,0",31,"68,9",4,2016
Katrineholm,Duveholmsgymnasiet 2,36680378,Kommunal,Katrineholm,"3,7","0,5","13,2","1,0",12,10,"83,3",7,"58,3",2,2016
Katrineholm,Ellwynska skolan,30602363,Kommunal,Katrineholm,"6,0","4,1","68,1","1,0",8,8,"100,0",7,"87,5",1,2016
Katrineholm,Katrineholms Tekniska College 1,63791419,Kommunal,Katrineholm,"10,9","10,0","91,7","1,9",28,22,"78,6",22,"78,6",3,2016
Katrineholm,Katrineholms Tekniska College 2,39805497,Kommunal,Katrineholm,"4,1","3,0","73,6","0,3",20,16,"80,0",17,"85,0",3,2016
Katrineholm,Lindengymnasiet,38400227,Kommunal,Katrineholm,"11,3","8,5","75,2","2,0",15,12,"80,0",11,"73,3",2,2016
Kinda,Allhamra Gymnasieskola,94660328,Kommunal,Kinda,"4,9","1,6","33,3","0,8",12,8,"66,7",4,"33,3",1,2016
Kiruna,Rymdgymnasiet,90006712,Enskild,Malmens Friskola AB,"6,1","2,2","35,2","1,0",10,4,"40,0",3,"30,0",1,2016
Klippan,"Flygteknikcenter, Ljungbyhed",43649848,Kommunal,Klippan,"2,8","2,0","73,0",.,9,9,"100,0",6,"66,7",0,2016
Klippan,Segragymnasiet Klippan,75344502,Enskild,Sveriges Naturbruksgymnasium AB,"3,9","2,5","64,6","1,0",6,3,"50,0",3,"50,0",1,2016
Klippan,Tegelbruksskolan,84247499,Kommunal,Klippan,"6,7","5,3","79,0","0,8",10,9,"90,0",8,"80,0",1,2016
Klippan,Åbyskolan 1,27041885,Kommunal,Klippan,"10,2","9,4","92,9","3,8",22,20,"90,9",19,"86,4",5,2016
Klippan,Åbyskolan 2,39149668,Kommunal,Klippan,"9,8","9,4","95,3","1,0",21,20,"95,2",19,"90,5",3,2016
Klippan,Åbyskolan 3,13509408,Kommunal,Klippan,"0,2","0,2","100,0","1,0",1,1,"100,0",1,"100,0",1,2016
Knivsta,Sjögrenska gymnasiet,97064126,Kommunal,Knivsta,"3,9","3,0","76,1","1,0",6,5,"83,3",4,"66,7",1,2016
Kommunsamverkan Cura Individutveckling,Klaragymnasiet med internat,15763669,Kommunal,Kommunsamverkan Cura Individutveckling,"10,9","7,4","67,9",.,13,10,"76,9",9,"69,2",0,2016
Kramfors,Räddningsgymnasiet Sandö,38233622,Kommunal,Kramfors,"7,0","7,0","100,0","3,0",7,7,"100,0",7,"100,0",3,2016
Kramfors,Ådalsskolan 2,48722826,Kommunal,Kramfors,"29,6","20,3","68,8","0,8",36,31,"86,1",24,"66,7",1,2016
Kristianstad,Christian 4:s Gymnasium ES,73063662,Kommunal,Kristianstad,"17,0","14,1","83,1","2,2",47,45,"95,7",37,"78,7",4,2016
Kristianstad,"Christian 4:s Gymnasium HU, SA",40766349,Kommunal,Kristianstad,"2,9","2,6","91,8","0,6",21,21,"100,0",21,"100,0",3,2016
Kristianstad,Framtidsgymnasiet Kristianstad,71571158,Enskild,Framtidsgymnasiet i Sverige AB,"6,3","1,0","15,9",.,7,2,"28,6",1,"14,3",0,2016
Kristianstad,IT-Gymnasiet Kristianstad,53691739,Enskild,IT Gymnasiet Sverige AB,"4,5","2,4","52,4","0,5",6,5,"83,3",3,"50,0",1,2016
Kristianstad,LBS Ljud & Bildskolan Kristianstad,43251309,Enskild,Ljud & Bildskolan Lbs AB,"7,2","4,7","65,3","2,0",8,5,"62,5",5,"62,5",2,2016
Kristianstad,Lejongymnasiet,52705247,Enskild,Lejonskolan AB,"0,5","0,1","21,4",.,2,2,"100,0",2,"100,0",0,2016
Kristianstad,"Milnergymnasiet BF, HV, VO",97596286,Kommunal,Kristianstad,"9,3","7,8","83,8","1,0",16,15,"93,8",16,"100,0",1,2016
Kristianstad,Plusgymnasiet Kristianstad,67554405,Enskild,Plusgymnasiet AB,"19,2","15,9","82,8","3,0",26,22,"84,6",23,"88,5",3,2016
Kristianstad,Praktiska Kristianstad,86473502,Enskild,Praktiska Sverige AB,"3,9","1,8","46,8","1,0",6,4,"66,7",3,"50,0",1,2016
Kristianstad,"Söderportgymnasiet EK, HU, SA",73944169,Kommunal,Kristianstad,"16,3","15,4","94,5","1,7",34,33,"97,1",33,"97,1",3,2016
Kristianstad,"Söderportgymnasiet HA, IB, NA",98239050,Kommunal,Kristianstad,"14,6","12,9","88,6","2,3",30,26,"86,7",28,"93,3",3,2016
Kristianstad,"Söderportgymnasiet IM, ISPEC",13520728,Kommunal,Kristianstad,"0,1","0,1","100,0","1,0",1,1,"100,0",1,"100,0",1,2016
Kristianstad,"Söderportgymnasiet IM, RG",94455820,Kommunal,Kristianstad,"4,4","3,1","70,3","1,0",15,14,"93,3",13,"86,7",1,2016
Kristianstad,"Wendesgymnasiet BA, HV",58368956,Kommunal,Kristianstad,"5,3","4,5","85,8","2,0",13,13,"100,0",11,"84,6",4,2016
Kristianstad,"Wendesgymnasiet FT, VF",73567152,Kommunal,Kristianstad,"5,7","4,8","84,1","1,9",11,11,"100,0",10,"90,9",4,2016
Kristianstad,Önnestadsgymnasiet,61547652,Enskild,Hushållningssällskapets Kompetensutveckling i Syd AB (HUSKAB),"6,2","5,2","84,3","2,0",10,4,"40,0",6,"60,0",2,2016
Kristianstad,"Österänggymnasiet EE, IN, RL",60209222,Kommunal,Kristianstad,"4,6","4,2","90,2","2,4",26,25,"96,2",25,"96,2",4,2016
Kristianstad,"Österänggymnasiet HT, SA",62104139,Kommunal,Kristianstad,"9,9","9,0","91,2","1,1",36,32,"88,9",31,"86,1",2,2016
Kristianstad,"Österänggymnasiet NA, TE",87034307,Kommunal,Kristianstad,"23,9","22,6","94,3","1,8",48,46,"95,8",44,"91,7",3,2016
Kristinehamn,Brogårdsgymnasiet,78872213,Kommunal,Kristinehamn,"27,1","17,7","65,3","3,8",32,31,"96,9",23,"71,9",4,2016
Kristinehamn,Presterudsgymnasiet,84286698,Kommunal,Kristinehamn,"8,0","4,8","60,0",.,8,7,"87,5",5,"62,5",0,2016
Krokom,Dille Gård Naturbruksgymnasium,62490359,Enskild,Dille Gård AB,"2,9","1,2","41,7","0,5",7,5,"71,4",3,"42,9",1,2016
Kumla,John Norlandergymnasiet,23350817,Kommunal,Kumla,"8,6","2,8","32,0","0,2",12,10,"83,3",6,"50,0",1,2016
Kungsbacka,Aranäsgymnasiet Enhet 1,76860623,Kommunal,Kungsbacka,"13,3","10,3","78,0","2,7",50,40,"80,0",36,"72,0",6,2016
Kungsbacka,Aranäsgymnasiet Enhet 2,58191646,Kommunal,Kungsbacka,"18,6","16,9","91,2","3,3",51,46,"90,2",45,"88,2",6,2016
Kungsbacka,Aranäsgymnasiet Enhet 3,80405898,Kommunal,Kungsbacka,"16,2","10,6","65,5","3,0",52,46,"88,5",40,"76,9",6,2016
Kungsbacka,Aranäsgymnasiet Enhet 4,56021320,Kommunal,Kungsbacka,"17,0","14,2","83,6","2,7",53,46,"86,8",45,"84,9",8,2016
Kungsbacka,Beda Hallbergs gymnasium,63179610,Kommunal,Kungsbacka,"10,1","9,1","90,1","1,9",12,12,"100,0",11,"91,7",2,2016
Kungsbacka,Drottning Blankas Gymn. Kungsbacka,64569393,Enskild,Drottning Blankas Gymnasieskola AB,"4,2","3,9","93,6","1,9",8,7,"87,5",7,"87,5",2,2016
Kungsbacka,Elof Lindälvs gymn Enhet 1,87262566,Kommunal,Kungsbacka,"7,4","6,4","86,5",.,15,13,"86,7",14,"93,3",0,2016
Kungsbacka,Elof Lindälvs gymn Enhet 2,64160122,Kommunal,Kungsbacka,"22,9","21,6","94,6","2,4",36,33,"91,7",33,"91,7",3,2016
Kungsbacka,Elof Lindälvs gymn Enhet 3,48217580,Kommunal,Kungsbacka,"18,6","17,9","96,3","3,6",33,30,"90,9",31,"93,9",5,2016
Kungsbacka,Elof Lindälvs gymn Enhet 4,41844601,Kommunal,Kungsbacka,"6,5","6,5","100,0","0,9",15,15,"100,0",15,"100,0",2,2016
Kungsbacka,Elof Lindälvs gymn Enhet 5,51620045,Kommunal,Kungsbacka,"11,2","6,9","62,0","1,6",15,15,"100,0",13,"86,7",2,2016
Kungsbacka,LBS Ljud & Bildskolan Kungsbacka,86888278,Enskild,Ljud & Bildskolan Lbs AB,"2,5","2,5","100,0",.,5,5,"100,0",5,"100,0",0,2016
Kungsbacka,Praktiska Kungsbacka,23457902,Enskild,Praktiska Sverige AB,"1,9","1,0","51,7",.,6,3,"50,0",2,"33,3",0,2016
Kungsbacka,Sveriges Ridgymnasium Kungsbacka,27597104,Enskild,Sveriges Ridgymnasium AB,"3,8","3,0","79,5","2,0",7,6,"85,7",6,"85,7",2,2016
Kungälv,Mimers Hus Gymnasium 1,82193704,Kommunal,Kungälv,"7,6","6,9","91,1","4,8",11,11,"100,0",11,"100,0",6,2016
Kungälv,Mimers Hus Gymnasium 2,66368167,Kommunal,Kungälv,"9,6","7,9","82,5","1,0",28,26,"92,9",25,"89,3",1,2016
Kungälv,Mimers Hus Gymnasium 3,55785999,Kommunal,Kungälv,"3,2","2,3","72,7","3,2",9,8,"88,9",7,"77,8",4,2016
Kungälv,Mimers Hus Gymnasium 4,51624696,Kommunal,Kungälv,"18,1","16,9","93,4","2,4",36,33,"91,7",34,"94,4",3,2016
Kungälv,Mimers Hus Gymnasium 5,78651862,Kommunal,Kungälv,"16,2","14,8","91,8","8,3",34,32,"94,1",29,"85,3",11,2016
Kunskapsförbundet Väst,Birger Sjöberggymnasiet 1,50133877,Kommunal,Kunskapsförbundet Väst,"17,3","12,6","72,9","3,0",20,17,"85,0",15,"75,0",3,2016
Kunskapsförbundet Väst,Birger Sjöberggymnasiet 2,49868916,Kommunal,Kunskapsförbundet Väst,"20,3","13,7","67,7","1,8",26,21,"80,8",19,"73,1",2,2016
Kunskapsförbundet Väst,Birger Sjöberggymnasiet 3,49951088,Kommunal,Kunskapsförbundet Väst,"9,8","1,0","10,2","1,0",11,6,"54,5",3,"27,3",1,2016
Kunskapsförbundet Väst,Magnus Åbergsgymnasiet 1,92949043,Kommunal,Kunskapsförbundet Väst,"19,9","16,7","83,9","5,0",24,21,"87,5",19,"79,2",5,2016
Kunskapsförbundet Väst,Magnus Åbergsgymnasiet 2,92818240,Kommunal,Kunskapsförbundet Väst,"0,8","0,5","56,8",.,2,2,"100,0",1,"50,0",0,2016
Kunskapsförbundet Väst,Magnus Åbergsgymnasiet 4,92608619,Kommunal,Kunskapsförbundet Väst,"12,0","11,8","98,3",.,14,14,"100,0",13,"92,9",0,2016
Kunskapsförbundet Väst,Nils Ericsonsgymnasiet 1,84329061,Kommunal,Kunskapsförbundet Väst,"25,0","24,5","98,0","3,6",27,27,"100,0",27,"100,0",4,2016
Kunskapsförbundet Väst,Nils Ericsonsgymnasiet 2,84225089,Kommunal,Kunskapsförbundet Väst,"0,1","0,1","100,0",.,1,1,"100,0",1,"100,0",0,2016
Köping,Ullvigymnasiet,72022487,Kommunal,Köping,"43,3","39,6","91,5","9,3",66,59,"89,4",57,"86,4",10,2016
Laholm,Osbecksgymnasiet RO1,71512894,Kommunal,Laholm,"15,3","15,2","99,0","3,8",18,17,"94,4",18,"100,0",4,2016
Laholm,Osbecksgymnasiet RO2,70969556,Kommunal,Laholm,"7,4","5,5","74,3","2,0",9,8,"88,9",7,"77,8",2,2016
Laholm,Osbecksgymnasiet RO3,11311971,Kommunal,Laholm,"4,1","3,9","95,1","1,9",18,17,"94,4",17,"94,4",4,2016
Landskrona,Allvar Gullstrandgymnasiet,47108212,Kommunal,Landskrona,"15,5","14,4","92,8","4,2",23,21,"91,3",21,"91,3",5,2016
Landskrona,Selma Lagerlöfgymnasiet,37132612,Kommunal,Landskrona,"6,8","4,8","70,4","2,9",8,8,"100,0",6,"75,0",3,2016
Lapplands Kommunalförbund,Bokenskolan,39555838,Kommunal,Lapplands Kommunalförbund,"15,8","6,4","40,4","1,8",21,12,"57,1",9,"42,9",2,2016
Lapplands Kommunalförbund,Hjalmar Lundbohmsskolan enhet 1,81619482,Kommunal,Lapplands Kommunalförbund,"23,1","19,9","86,2","3,0",32,30,"93,8",28,"87,5",3,2016
Lapplands Kommunalförbund,Hjalmar Lundbohmsskolan enhet 2,83829189,Kommunal,Lapplands Kommunalförbund,"6,0","6,0","100,0",.,8,8,"100,0",8,"100,0",0,2016
Lapplands Kommunalförbund,Hjalmar Lundbohmsskolan enhet 3,46145886,Kommunal,Lapplands Kommunalförbund,"5,5","5,5","100,0","1,0",6,6,"100,0",6,"100,0",1,2016
Lapplands Kommunalförbund,Hjalmar Lundbohmsskolan enhet 4,12395564,Kommunal,Lapplands Kommunalförbund,"1,5","0,5","33,3","1,0",4,4,"100,0",1,"25,0",1,2016
Lapplands Kommunalförbund,Laestadiusskolan,75324351,Kommunal,Lapplands Kommunalförbund,"9,8","5,9","60,0","3,0",17,15,"88,2",12,"70,6",3,2016
Lapplands Kommunalförbund,Välkommaskolan enhet 1,20666515,Kommunal,Lapplands Kommunalförbund,"8,7","7,4","85,5","2,0",9,8,"88,9",8,"88,9",2,2016
Lapplands Kommunalförbund,Välkommaskolan enhet 2,37906565,Kommunal,Lapplands Kommunalförbund,"6,0","3,3","54,7","1,0",9,6,"66,7",5,"55,6",1,2016
Lapplands Kommunalförbund,Välkommaskolan enhet 3,23063954,Kommunal,Lapplands Kommunalförbund,"8,5","6,2","73,0",.,12,10,"83,3",9,"75,0",0,2016
Lapplands Kommunalförbund,Välkommaskolan enhet 4,67279303,Kommunal,Lapplands Kommunalförbund,"1,5","1,5","100,0",.,2,2,"100,0",2,"100,0",0,2016
Lekeberg,Gymnasieutbildning i Lekeberg,24445686,Kommunal,Lekeberg,"1,1","0,3","29,8",.,3,3,"100,0",2,"66,7",0,2016
Leksand,Leksands gymnasium,44417214,Kommunal,Leksand,"28,7","22,0","76,9","8,9",39,36,"92,3",29,"74,4",10,2016
Lerum,"Lerums Gymnasium, skolenhet 1",25025681,Kommunal,Lerum,"10,3","10,3","100,0","3,0",13,13,"100,0",13,"100,0",3,2016
Lerum,"Lerums Gymnasium, skolenhet 2",88776535,Kommunal,Lerum,"17,7","15,6","88,2","2,3",21,19,"90,5",19,"90,5",3,2016
Lerum,"Lerums Gymnasium, skolenhet 3",29351272,Kommunal,Lerum,"1,0","0,9","85,0","1,0",1,1,"100,0",1,"100,0",1,2016
Lerum,"Lerums Gymnasium, skolenhet 4",49488344,Kommunal,Lerum,"8,0","7,0","87,4","0,9",12,11,"91,7",10,"83,3",1,2016
Lerum,"Lerums Gymnasium, skolenhet 5",74408578,Kommunal,Lerum,"11,3","10,3","91,2","1,0",14,13,"92,9",13,"92,9",1,2016
Lessebo,Lessebo Gymnasium,75395882,Kommunal,Lessebo,"8,5","1,5","17,3","1,0",11,7,"63,6",4,"36,4",1,2016
Lidingö,Hersby gymnasium,71043974,Kommunal,Lidingö,"53,5","48,2","90,2","10,9",65,57,"87,7",60,"92,3",12,2016
Lidingö,Lunaskolan Östra gymnasium,57777751,Enskild,Stockholms Barn & Ungdomsstöd AB,"9,1","6,9","76,2",.,13,10,"76,9",8,"61,5",0,2016
Lidingö,Stillerska filmgymnasiet,38732602,Enskild,Stillerska AB,"2,0","1,5","75,0",.,3,3,"100,0",3,"100,0",0,2016
Lidköping,"De la Gardiegymnasiet, enhet 1",89807183,Kommunal,Lidköping,"21,1","19,9","94,4","1,8",23,21,"91,3",22,"95,7",2,2016
Lidköping,"De la Gardiegymnasiet, enhet 2",86724994,Kommunal,Lidköping,"8,6","7,9","91,3","4,0",10,9,"90,0",9,"90,0",4,2016
Lidköping,"De la Gardiegymnasiet, enhet 3",61161774,Kommunal,Lidköping,"25,4","25,1","98,8","3,0",31,30,"96,8",31,"100,0",3,2016
Lidköping,"De la Gardiegymnasiet, enhet 4",86158933,Kommunal,Lidköping,"15,7","14,8","94,3","4,0",22,21,"95,5",21,"95,5",4,2016
Lidköping,"De la Gardiegymnasiet, enhet 5",39179525,Kommunal,Lidköping,"5,4","5,3","98,1","3,0",7,7,"100,0",7,"100,0",3,2016
Lidköping,"De la Gardiegymnasiet, enhet 6",14102256,Kommunal,Lidköping,"1,0","1,0","100,0",.,1,1,"100,0",1,"100,0",0,2016
Lilla Edet,Elfhems gymnasium,70660980,Kommunal,Lilla Edet,"1,6","1,2","78,0",.,5,4,"80,0",4,"80,0",0,2016
Lindesberg,Lindeskolan LS 1,75082280,Kommunal,Lindesberg,"18,3","13,4","73,4","1,6",54,43,"79,6",38,"70,4",3,2016
Lindesberg,Lindeskolan LS 2,75914181,Kommunal,Lindesberg,"8,8","5,9","67,2","3,6",47,38,"80,9",34,"72,3",7,2016
Lindesberg,Lindeskolan LS 3,39302565,Kommunal,Lindesberg,"15,4","11,8","76,4","1,7",50,39,"78,0",35,"70,0",4,2016
Lindesberg,Lindeskolan LS 4,96818167,Kommunal,Lindesberg,"23,9","10,3","43,2","1,1",47,38,"80,9",32,"68,1",2,2016
Linköping,Anders Ljungstedts gymnasium 3,36072799,Kommunal,Linköping,"4,8","4,8","100,0","2,0",5,5,"100,0",5,"100,0",2,2016
Linköping,Anders Ljungstedts gymnasium 4,61432781,Kommunal,Linköping,"8,7","6,8","78,0","2,0",9,7,"77,8",7,"77,8",2,2016
Linköping,Anders Ljungstedts gymnasium 7,78287294,Kommunal,Linköping,"11,1","10,9","98,2","2,0",15,13,"86,7",13,"86,7",2,2016
Linköping,Anders Ljungstedts gymnasium 8,74316305,Kommunal,Linköping,"9,2","7,4","80,3","2,9",10,10,"100,0",8,"80,0",3,2016
Linköping,Berzeliusskolan 1,79527481,Kommunal,Linköping,"21,2","19,6","92,3","6,3",30,29,"96,7",28,"93,3",7,2016
Linköping,Berzeliusskolan 2,67300857,Kommunal,Linköping,"20,0","19,6","98,0","2,0",26,25,"96,2",25,"96,2",2,2016
Linköping,Berzeliusskolan 7,67809400,Kommunal,Linköping,"3,7","2,9","76,7",.,9,8,"88,9",6,"66,7",0,2016
Linköping,Birgittaskolan 1,99279503,Kommunal,Linköping,"16,2","16,2","100,0","2,4",27,24,"88,9",27,"100,0",3,2016
Linköping,Birgittaskolan 2,63653488,Kommunal,Linköping,"11,9","10,5","88,2","0,9",18,18,"100,0",18,"100,0",1,2016
Linköping,Folkungaskolan 1,24544503,Kommunal,Linköping,"22,0","18,4","83,4","3,4",37,36,"97,3",33,"89,2",5,2016
Linköping,Folkungaskolan 2,25392789,Kommunal,Linköping,"20,5","19,8","96,5","3,5",33,33,"100,0",32,"97,0",4,2016
Linköping,Folkungaskolan 3,64394770,Kommunal,Linköping,"2,8","0,5","19,7",.,6,5,"83,3",4,"66,7",0,2016
Linköping,Framtidsgymnasiet Linköping,72109637,Enskild,Framtidsgymnasiet Öst AB,"2,6","2,0","76,9",.,5,4,"80,0",4,"80,0",0,2016
Linköping,Fria Läroverken Linköping,69240218,Enskild,Fria Läroverken i Sverige AB,"15,4","13,1","84,8","4,8",21,16,"76,2",18,"85,7",5,2016
Linköping,Hagströmska gymnasiet Linköping,14057258,Enskild,Hagströmska Gymnasiet AB,"3,4","1,2","33,5",.,6,5,"83,3",2,"33,3",0,2016
Linköping,JENSEN Gymnasium Linköping,38460895,Enskild,Jensen Education College AB,"2,9","1,4","47,4","1,0",8,4,"50,0",4,"50,0",1,2016
Linköping,Katedralskolan 1,53821161,Kommunal,Linköping,"3,1","2,6","84,0","0,8",11,11,"100,0",11,"100,0",3,2016
Linköping,Katedralskolan 2,31199511,Kommunal,Linköping,"25,4","24,9","98,0","7,5",66,65,"98,5",63,"95,5",12,2016
Linköping,Katedralskolan 3,12934438,Kommunal,Linköping,"35,7","35,1","98,3","4,6",72,72,"100,0",71,"98,6",11,2016
