skolverket_kommunnamn,skolverket_skolnamn,school_unit,huvudman,skolverket_school_subject,skolverket_tot_m_betyg_tcv199,skolverket_fli_m_betyg_tcv199,skolverket_poj_m_betyg_tcv199,skolverket_tot_andel_ae_tcv199,skolverket_fli_andel_ae_tcv199,skolverket_poj_andel_ae_tcv199,skolverket_tot_gbp_tcv199,skolverket_fli_gbp_tcv199,skolverket_poj_gbp_tcv199,year
Göteborg,Jättestensskolan 2 F-9,55124975,Kommunal,Fysik,38,27,11,"71,1","63,0",~100,"8,1","7,1","10,5",2015
Göteborg,Kunskapsskolan Krokslätt,83045482,Enskild,Fysik,44,18,26,~100,~100,~100,"12,6","12,9","12,4",2015
Göteborg,Lindåsskolan 4-9,61845870,Kommunal,Fysik,49,25,24,"100,0","100,0","100,0","16,6","17,1","16,0",2015
Göteborg,Lövgärdesskolan 4-9,31928894,Kommunal,Fysik,60,31,29,"33,3","35,5",..,"3,8","3,9","3,7",2015
Göteborg,Montessoriskolan Centrum,73995321,Enskild,Fysik,28,18,10,"100,0","100,0","100,0","13,2","13,9","12,0",2015
Göteborg,Montessoriskolan Skäret,25894254,Enskild,Fysik,15,..,..,~100,..,..,"11,8",..,"11,3",2015
Göteborg,Prolympia Göteborg,54367867,Enskild,Fysik,62,15,47,"75,8",~100,"74,5","9,3","9,2","9,4",2015
Göteborg,Rambergsskolan 7-9,42348410,Kommunal,Fysik,27,17,10,~100,~100,..,"11,9","12,9","10,0",2015
Göteborg,Römosseskolan,72408586,Enskild,Fysik,37,19,18,"83,8","100,0","66,7","11,1","13,4","8,6",2015
Göteborg,Skälltorpsskolan,21231498,Kommunal,Fysik,102,44,58,"86,3","79,5","91,4","10,4","9,3","11,2",2015
Göteborg,The English School Gothenburg,66890810,Enskild,Fysik,28,11,17,~100,..,~100,"13,1","11,8","14,0",2015
Göteborg,Toleredsskolan 7-9,27774991,Kommunal,Fysik,101,47,54,"79,2","76,6","81,5","9,4","9,2","9,5",2015
Göteborg,Torpaskolan,11465652,Kommunal,Fysik,48,23,25,"72,9","69,6","76,0","9,1","8,4","9,7",2015
Göteborg,Utmarksskolan,39000072,Kommunal,Fysik,47,23,24,"68,1","69,6","66,7","8,9","9,2","8,5",2015
Göteborg,Waldorfskolan Grenkvist,36158006,Enskild,Fysik,..,..,..,..,..,..,..,..,..,2015
Götene,Västerbyskolan,78301783,Kommunal,Fysik,47,21,26,"66,0",~100,"50,0","7,6","10,2","5,5",2015
Habo,Hagabodaskolan 7-9,38553494,Kommunal,Fysik,115,44,71,"82,6","84,1","81,7","10,9","10,7","11,0",2015
Hallsberg,Transtenskolan,63503591,Kommunal,Fysik,95,49,46,"62,1","63,3","60,9","7,3","7,4","7,2",2015
Hallstahammar,Tunboskolan,32758035,Kommunal,Fysik,37,20,17,~100,~100,~100,"12,6","13,4","11,6",2015
Halmstad,Brunnsåkersskolan 2,87737594,Kommunal,Fysik,..,.,..,..,.,..,..,.,..,2015
Halmstad,Eketånga Montessoriskola,28459364,Enskild,Fysik,23,13,10,"100,0","100,0","100,0","15,3","16,5","13,8",2015
Halmstad,Söndrumskolan 1,18751410,Kommunal,Fysik,65,32,33,"92,3",~100,~100,"12,0","12,0","11,9",2015
Halmstad,Söndrumskolan 2,67995611,Kommunal,Fysik,..,.,..,..,.,..,..,.,..,2015
Halmstad,Trönningeskolan 1,86573921,Kommunal,Fysik,54,26,28,~100,~100,~100,"11,9","12,3","11,4",2015
Halmstad,Östergårdsskolan 2,24668709,Kommunal,Fysik,79,32,47,"78,5","81,3","76,6","9,9","10,6","9,4",2015
Halmstad,Östergårdsskolan 4,90716191,Kommunal,Fysik,..,.,..,..,.,..,..,.,..,2015
Halmstad,Österledskolan 1,92337813,Kommunal,Fysik,47,22,25,"85,1",~100,~100,"12,2","11,9","12,5",2015
Halmstad,Österledskolan 2,14732915,Kommunal,Fysik,43,24,19,"100,0","100,0","100,0","12,6","12,7","12,4",2015
Hammarö,Mörmoskolan 7-9,47480841,Kommunal,Fysik,78,39,39,"100,0","100,0","100,0","14,4","14,6","14,2",2015
Haninge,Deltaskolan,73926940,Enskild,Fysik,17,..,..,~100,..,~100,"11,0",..,"10,5",2015
Haninge,Rudanskolan,17957898,Enskild,Fysik,91,42,49,"89,0","88,1","89,8","11,0","10,7","11,2",2015
Haninge,Utö skola,86577795,Kommunal,Fysik,..,..,.,..,..,.,..,..,.,2015
Helsingborg,Gläntanskolan,67721487,Kommunal,Fysik,22,..,..,"72,7",~100,..,"9,8","11,4",..,2015
Helsingborg,Högastensskolan,13175575,Kommunal,Fysik,84,39,45,"100,0","100,0","100,0","14,7","13,8","15,4",2015
Helsingborg,Laröds skola,87251726,Kommunal,Fysik,27,14,13,"100,0","100,0","100,0","16,6","17,5","15,6",2015
Helsingborg,Musikgrundskolan Synkopen,55200547,Kommunal,Fysik,16,..,..,"100,0",..,..,"14,4",..,..,2015
Helsingborg,PeterSvenskolan Helsingborg 2,49050798,Enskild,Fysik,80,37,43,"77,5","81,1","74,4","10,1","10,4","9,8",2015
Helsingborg,Rydebäcks skola,40385157,Kommunal,Fysik,48,26,22,~100,~100,"100,0","14,2","14,4","13,9",2015
Helsingborg,Sally Bauerskolans Högstadium,53515359,Enskild,Fysik,43,22,21,"79,1",~100,"66,7","9,8","11,7","7,7",2015
Helsingborg,Slottsvångsskolan,63957271,Kommunal,Fysik,19,..,..,~100,~100,..,"9,1","8,8",..,2015
Helsingborg,Västra Alléskolan,57590681,Enskild,Fysik,14,..,..,~100,..,..,"10,9",..,..,2015
Helsingborg,Ättekullaskolan,64728140,Kommunal,Fysik,12,..,..,..,..,..,"9,6",..,..,2015
Huddinge,Edboskolan,98477278,Kommunal,Fysik,76,35,41,"81,6",~100,"75,6","10,9","11,8","10,1",2015
Huddinge,Kungsklippeskolan,89510449,Kommunal,Fysik,57,29,28,~100,"100,0",~100,"13,1","14,8","11,3",2015
Huddinge,Södertörns friskola,22019000,Enskild,Fysik,91,51,40,~100,~100,~100,"13,9","14,4","13,2",2015
Huddinge,Tomtbergaskolan,28313791,Kommunal,Fysik,..,.,..,.,.,.,..,.,..,2015
Hudiksvall,Iggesunds skola,80631297,Kommunal,Fysik,26,13,13,~100,"100,0",~100,"11,2","12,9","9,4",2015
Hudiksvall,Östra skolan,50190330,Kommunal,Fysik,83,50,33,~100,~100,~100,"13,2","14,1","11,8",2015
Hultsfred,Prolympia Virserum,12289594,Enskild,Fysik,18,..,..,"61,1",..,..,"6,5","8,9",..,2015
Hylte,Örnaskolan 2,74001260,Kommunal,Fysik,44,20,24,~100,"100,0",~100,"12,5","13,1","12,0",2015
Hylte,Örnaskolan 3,80477825,Kommunal,Fysik,32,..,..,~100,~100,..,"10,6","10,4",..,2015
Håbo,Futurum,64305292,Kommunal,Fysik,77,30,47,"80,5","80,0","80,9","9,9","10,3","9,7",2015
Håbo,Potentia Education,15081255,Enskild,Fysik,23,11,12,"100,0","100,0","100,0","15,2","14,5","15,8",2015
Håbo,Västerängsskolan,29299366,Kommunal,Fysik,52,23,29,"84,6",~100,"75,9","10,5","12,0","9,4",2015
Hällefors,Klockarhagsskolan,38657898,Kommunal,Fysik,45,24,21,"84,4",~100,~100,"9,8","10,2","9,3",2015
Härjedalen,Funäsdalens skola,72295998,Kommunal,Fysik,22,10,12,"100,0","100,0","100,0","16,0","17,8","14,6",2015
Härjedalen,Ytterhogdals Centralskola,92387607,Kommunal,Fysik,..,..,..,..,..,..,..,..,..,2015
Härnösand,Gerestaskolan åk 4-9,71734314,Kommunal,Fysik,28,16,12,"82,1",~100,~100,"10,3","10,5","10,0",2015
Härnösand,Kiörningskolan,13510547,Kommunal,Fysik,51,26,25,"82,4",~100,"72,0","10,9","12,2","9,6",2015
Härnösand,Murbergsskolan,93068004,Kommunal,Fysik,63,39,24,"81,0","87,2","70,8","10,8","11,6","9,4",2015
Härryda,Rävlandaskolan,34127854,Kommunal,Fysik,31,17,14,~100,~100,"100,0","12,5","12,1","13,0",2015
Hässleholm,Hästveda skola 4-9,50909158,Kommunal,Fysik,40,28,12,"80,0",~100,..,"10,0","10,7","8,3",2015
Hässleholm,Silviaskolan 1-9,65408331,Kommunal,Fysik,..,..,..,..,..,..,..,..,..,2015
Hässleholm,T4-skolan F-9,76278008,Kommunal,Fysik,34,16,18,"79,4",~100,"72,2","9,7","10,8","8,8",2015
Hässleholm,Vannarödsskolan 6-9,93845278,Kommunal,Fysik,57,31,26,"86,0","83,9",~100,"11,4","10,8","12,0",2015
Höganäs,Brunnbyskolan,95113658,Enskild,Fysik,..,..,..,..,..,..,..,..,..,2015
Höganäs,Jonstorpsskolan,27665244,Kommunal,Fysik,44,16,28,~100,~100,~100,"13,1","12,3","13,6",2015
Höganäs,Nyhamnsskolan,28226699,Kommunal,Fysik,39,14,25,~100,"100,0",~100,"13,0","13,8","12,6",2015
Höganäs,Tornlyckeskolan,75919914,Kommunal,Fysik,41,19,22,"100,0","100,0","100,0","14,6","13,9","15,1",2015
Hörby,Frostaskolan 7-9,38299211,Kommunal,Fysik,65,37,28,"75,4","73,0","78,6","10,0","10,0","10,1",2015
Hörby,Ludvigsborgs friskola,52665905,Enskild,Fysik,14,..,..,~100,..,..,"10,4",..,..,2015
Höör,Segrande Liv Grundskola,95024923,Enskild,Fysik,..,.,..,..,.,..,..,.,..,2015
Jokkmokk,Östra skolan,86851817,Kommunal,Fysik,36,15,21,~100,~100,~100,"12,7","12,8","12,6",2015
Järfälla,Tallbohovskolan,97777849,Kommunal,Fysik,25,14,11,"60,0",..,..,"7,6","7,3","8,0",2015
Jönköping,Alfred Dalinskolan,85416841,Kommunal,Fysik,113,59,54,"72,6","69,5","75,9","9,1","9,0","9,2",2015
Jönköping,Engelska Skolan i Jönköping,86499334,Enskild,Fysik,128,67,61,~100,"100,0",~100,"15,3","15,6","15,1",2015
Jönköping,Magnus Ladulås skola grund,17890412,Enskild,Fysik,..,.,..,..,.,..,..,.,..,2015
Kalix,Norrskenets Friskola i Kalix,20525218,Enskild,Fysik,..,..,..,..,..,..,..,..,..,2015
Kalmar,Barkestorpsskolan,58215076,Kommunal,Fysik,60,34,26,"86,7","85,3",~100,"10,5","9,5","11,7",2015
Kalmar,Esplanadskolan,47360905,Kommunal,Fysik,..,..,..,..,.,..,..,..,..,2015
Kalmar,Kalmar waldorfskola,16517618,Enskild,Fysik,14,..,..,"100,0",..,"100,0","12,9",..,"13,5",2015
Kalmar,Södra skolan,13936858,Enskild,Fysik,91,50,41,~100,~100,~100,"12,7","13,1","12,3",2015
Karlshamn,Karl-Oskarskolan i Karlshamn,16249641,Enskild,Fysik,18,..,..,~100,..,~100,"11,9",..,"11,3",2015
Karlshamn,Norrevångskolan,89878714,Kommunal,Fysik,56,32,24,"83,9",~100,"75,0","11,1","12,3","9,4",2015
Karlskoga,Bregårdsskolan åk 7-9,71762216,Kommunal,Fysik,93,55,38,"91,4","87,3",~100,"12,5","12,1","13,1",2015
Karlskoga,Österledskolan,34767418,Kommunal,Fysik,82,40,42,"89,0",~100,"83,3","11,5","12,4","10,7",2015
Karlskrona,Jändelskolan 7-9,20104552,Kommunal,Fysik,61,31,30,"91,8",~100,~100,"12,6","12,2","13,1",2015
Karlskrona,Musikugglan,93919365,Enskild,Fysik,27,..,..,~100,~100,..,"15,0","15,8",..,2015
Karlskrona,Nättrabyskolan 7-9,26209081,Kommunal,Fysik,65,37,28,"92,3",~100,~100,"13,6","13,3","14,0",2015
Karlskrona,Piggelinen,99469094,Enskild,Fysik,26,14,12,~100,~100,~100,"11,3","10,2","12,7",2015
Karlstad,Mariebergsskolan,81424988,Kommunal,Fysik,81,43,38,"75,3","67,4","84,2","9,9","8,8","11,1",2015
Karlstad,Norrstrandsskolan Terra Ignis,83999935,Kommunal,Fysik,74,38,36,"82,4","78,9","86,1","10,1","10,1","10,2",2015
Katrineholm,Kunskapsskolan Katrineholm,16603772,Enskild,Fysik,57,37,20,"89,5",~100,~100,"11,7","12,8","9,8",2015
Kiruna,Högalidskolan 7-9,80693905,Kommunal,Fysik,77,34,43,"77,9","76,5","79,1","10,2","10,7","9,8",2015
Kiruna,Vittangi skola,76314428,Kommunal,Fysik,..,..,.,..,..,.,..,..,.,2015
Klippan,Snyggatorpsskolan 2,71644999,Kommunal,Fysik,86,39,47,"70,9","71,8","70,2","7,8","7,9","7,7",2015
Knivsta,Alsike skola,49742321,Kommunal,Fysik,38,19,19,~100,~100,"100,0","12,1","12,2","12,0",2015
Knivsta,Thunmanskolan,92364234,Kommunal,Fysik,92,47,45,"93,5","100,0","86,7","12,2","13,0","11,3",2015
Kramfors,Högakustenskolan,75515918,Kommunal,Fysik,49,28,21,~100,~100,"100,0","14,9","14,6","15,4",2015
Kramfors,Ytterlännässkolan,30403490,Kommunal,Fysik,51,24,27,~100,~100,~100,"12,3","13,0","11,6",2015
Kristianstad,Fjälkinge skola MH,13867770,Kommunal,Fysik,37,22,15,"100,0","100,0","100,0","13,3","13,0","13,8",2015
Kristianstad,Fröknegårdskolan H1,80871896,Kommunal,Fysik,54,31,23,"79,6","67,7",~100,"10,6","9,0","12,9",2015
Kristianstad,Kristianstads Montessoriskola,72491525,Enskild,Fysik,30,16,14,~100,~100,~100,"12,1","11,1","13,2",2015
Kristianstad,Tollarps skola MH,45430802,Kommunal,Fysik,33,17,16,"81,8",~100,~100,"10,0","11,0","8,9",2015
Kristianstad,Väskolan MH,75922665,Kommunal,Fysik,32,18,14,"84,4","72,2","100,0","12,0","10,7","13,8",2015
Kristinehamn,Södermalmsskolan 7-9,16272625,Kommunal,Fysik,81,42,39,"75,3","73,8","76,9","9,3","9,1","9,5",2015
Krokom,Nyhedens skola,40025257,Kommunal,Fysik,64,40,24,~100,~100,"100,0","13,9","14,0","13,8",2015
Krokom,Änge skola,25036714,Kommunal,Fysik,30,13,17,~100,"100,0",~100,"13,7","14,0","13,4",2015
Kumla,Kumlaby skola 6-9,75692870,Kommunal,Fysik,64,29,35,"85,9","82,8",~100,"12,0","11,4","12,5",2015
Kumla,Vialundskolan,99992013,Kommunal,Fysik,49,26,23,"77,6","76,9","78,3","10,7","10,4","11,1",2015
Kungsbacka,Hedeskolan 4-9,11231816,Kommunal,Fysik,41,24,17,~100,"100,0",~100,"13,6","14,8","11,9",2015
Kungsbacka,Kapareskolan A-D,28803215,Kommunal,Fysik,60,31,29,"85,0","77,4",~100,"11,8","10,6","13,0",2015
Kungsbacka,Kullaviks Montessoriskola,10902849,Enskild,Fysik,23,12,11,"100,0","100,0","100,0","17,2","16,5","18,0",2015
Kungsbacka,Toråsskolan 4-9,14101582,Kommunal,Fysik,47,22,25,~100,"100,0",~100,"13,8","14,8","13,0",2015
Kungsbacka,Vittra Forsgläntan,42568760,Enskild,Fysik,28,17,11,"82,1",~100,~100,"11,2","10,6","12,0",2015
Kungälv,Friskolan i Kärna,25790317,Enskild,Fysik,24,12,12,"100,0","100,0","100,0","14,1","14,4","13,8",2015
Kungälv,Strandskolan,21917957,Enskild,Fysik,26,10,16,"100,0","100,0","100,0","13,8","14,0","13,8",2015
Kungälv,Thorildskolan,73505986,Kommunal,Fysik,110,58,52,"86,4","77,6",~100,"10,4","9,3","11,6",2015
Kungälv,Tobiasskolan,31356056,Enskild,Fysik,..,.,..,..,.,..,..,.,..,2015
Kävlinge,Barsebäcks Montessoriskola,22957852,Enskild,Fysik,12,..,..,"100,0",..,..,"15,0",..,..,2015
Kävlinge,Björkenässkolan,19504051,Enskild,Fysik,36,18,18,~100,~100,"100,0","13,5","13,2","13,9",2015
Kävlinge,Korsbackaskolan,46107605,Kommunal,Fysik,136,71,65,"91,9","93,0","90,8","12,1","12,3","11,9",2015
Köping,Karlbergsskolan,31319179,Kommunal,Fysik,86,41,45,"83,7",~100,"77,8","10,8","12,1","9,5",2015
Laholm,Lagaholmsskolan,50150550,Kommunal,Fysik,100,44,56,"76,0","75,0","76,8","9,9","9,9","9,8",2015
Landskrona,Landskrona BoIS Fotbollsakademi,70072964,Enskild,Fysik,29,..,..,"69,0",..,"64,0","8,1",..,"7,5",2015
Landskrona,Västervångskolan 7-9,29541747,Kommunal,Fysik,108,49,59,"79,6","79,6","79,7","10,1","11,0","9,4",2015
Leksand,Sammilsdalskolan F-9,61834375,Kommunal,Fysik,90,47,43,"94,4",~100,~100,"12,6","12,9","12,2",2015
Lerum,Torpskolan skolenhet 2,20361674,Kommunal,Fysik,68,35,33,"91,2",~100,~100,"12,6","13,4","11,7",2015
Lidingö,Bodals skola,98780182,Kommunal,Fysik,15,..,..,"100,0",..,"100,0","14,7",..,"15,0",2015
Lidingö,Futuraskolan Lidingö/Dalénum,36276828,Enskild,Fysik,34,14,20,"100,0","100,0","100,0","14,5","14,8","14,3",2015
Lidingö,Källängens skola,69329486,Kommunal,Fysik,119,61,58,"94,1",~100,~100,"13,3","13,6","13,1",2015
Lilla Edet,Fuxernaskolan 7-9,22512947,Kommunal,Fysik,61,30,31,~100,~100,~100,"12,7","13,3","12,3",2015
Lilla Edet,Tingbergsskolan 4-9,48148032,Kommunal,Fysik,37,19,18,"78,4",~100,"61,1","9,9","12,0","7,8",2015
Lindesberg,Fröviskolan 7-9,81993942,Kommunal,Fysik,56,28,28,"91,1",~100,~100,"12,6","12,2","13,0",2015
Lindesberg,Stadsskogsskolan 2,29424201,Kommunal,Fysik,39,17,22,"59,0","70,6","50,0","6,5","7,6","5,6",2015
Linköping,Berzeliusskolan 6,39169577,Kommunal,Fysik,..,..,..,..,..,..,..,..,..,2015
Linköping,Björkö friskola,78992223,Enskild,Fysik,16,..,..,~100,..,..,"11,6","10,6",..,2015
Linköping,Kungsbergsskolan 7-9,69901106,Kommunal,Fysik,104,34,70,"63,5","67,6","61,4","7,2","7,7","7,0",2015
Linköping,Kunskapsskolan Linköping,67505597,Enskild,Fysik,36,17,19,"86,1",~100,~100,"12,6","12,2","13,0",2015
Linköping,Linghemsskolan,93274980,Kommunal,Fysik,48,19,29,"70,8",~100,"65,5","9,4","11,1","8,3",2015
Linköping,Ljungsbro skola 7-9,85992138,Kommunal,Fysik,58,31,27,"87,9",~100,~100,"10,4","10,8","10,0",2015
Linköping,Malmslättsskolorna Tokarpsskolan,68326694,Kommunal,Fysik,112,49,63,"85,7","89,8","82,5","10,3","10,7","10,0",2015
Linköping,Skäggetorpskolan,46577157,Kommunal,Fysik,61,29,32,"68,9","58,6","78,1","8,4","6,8","9,8",2015
Linköping,Ånestadsskolan,59548402,Kommunal,Fysik,69,34,35,"63,8","61,8","65,7","8,2","8,3","8,0",2015
Ljungby,Kungshögsskolan 2,87262274,Kommunal,Fysik,43,23,20,"79,1",~100,"65,0","10,3","12,1","8,3",2015
Ljungby,Kungshögsskolan 3,96958960,Kommunal,Fysik,77,33,44,"85,7",~100,"79,5","10,8","12,2","9,7",2015
Ljusdal,Friskolan Vintergatan,62270371,Enskild,Fysik,29,15,14,~100,"100,0",~100,"12,4","13,3","11,4",2015
Ludvika,Parkskolan,61260328,Kommunal,Fysik,32,13,19,"71,9",..,"73,7","8,4","8,7","8,2",2015
Luleå,Björkskataskolan,89477984,Kommunal,Fysik,76,41,35,"92,1","87,8",~100,"11,6","11,3","11,9",2015
Luleå,Råneskolan 7-9,22462490,Kommunal,Fysik,47,20,27,~100,"100,0",~100,"12,2","13,9","11,0",2015
Luleå,Stadsöskolan 7-9,95536453,Kommunal,Fysik,77,34,43,"100,0","100,0","100,0","13,9","13,9","13,8",2015
Luleå,Tunaskolan 7-9,43539193,Kommunal,Fysik,48,23,25,~100,~100,"100,0","12,3","12,3","12,4",2015
Lund,Fågelskolan 4-9,64936034,Kommunal,Fysik,47,20,27,"72,3","60,0","81,5","9,1","8,0","10,0",2015
Lund,Fågelskolan LIG,37859279,Kommunal,Fysik,..,.,..,..,.,..,..,.,..,2015
Lund,Killebäckskolan 7-9,42754004,Kommunal,Fysik,82,46,36,"100,0","100,0","100,0","16,6","16,5","16,8",2015
Lund,Kunskapsskolan Lund,52037312,Enskild,Fysik,76,47,29,~100,~100,~100,"14,0","13,9","14,1",2015
Lund,Lunds Montessorigrundskola,70044059,Enskild,Fysik,20,..,..,"100,0","100,0",..,"16,4","16,0",..,2015
Lund,Lunds Waldorfskola,96533068,Enskild,Fysik,14,..,..,"100,0",..,..,"13,4",..,..,2015
Lund,Nyvångskolan 7-9,70811599,Kommunal,Fysik,78,34,44,"92,3",~100,~100,"12,8","13,0","12,6",2015
Lund,Östratornskolan 7-9,58622330,Kommunal,Fysik,51,17,34,"88,2",~100,~100,"12,0","12,6","11,7",2015
Malmö,Augustenborgsskolan,89876778,Kommunal,Fysik,93,55,38,"92,5","100,0","81,6","12,6","14,4","9,9",2015
Malmö,Backaskolan,55040455,Enskild,Fysik,28,..,..,"82,1",~100,..,"10,4","10,3",..,2015
Malmö,Dammfriskolan,48874671,Kommunal,Fysik,70,39,31,"81,4","84,6","77,4","10,5","10,8","10,0",2015
Malmö,Kirsebergsskolan,25054799,Kommunal,Fysik,51,25,26,"68,6","72,0","65,4","8,7","9,0","8,5",2015
Malmö,Kryddgårdsskolan,66836744,Kommunal,Fysik,..,..,..,..,..,..,..,..,..,2015
Malmö,Lindeborgsskolan,22509001,Kommunal,Fysik,98,47,51,"74,5","78,7","70,6","10,2","11,0","9,5",2015
Malmö,Lindängeskolan,75875503,Kommunal,Fysik,60,27,33,"90,0",~100,~100,"10,7","10,6","10,8",2015
Malmö,Linnéskolan,63951601,Kommunal,Fysik,71,26,45,~100,"100,0",~100,"14,3","15,7","13,6",2015
Malmö,Malmö Idrottsgrundskola,71454628,Kommunal,Fysik,78,27,51,~100,"100,0",~100,"13,8","14,7","13,2",2015
Malmö,Munkhätteskolan,74972690,Kommunal,Fysik,39,17,22,"59,0","64,7","54,5","6,7","7,5","6,1",2015
Malmö,Pilbäcksskolan,85007077,Kommunal,Fysik,46,27,19,"89,1",~100,~100,"12,5","12,7","12,2",2015
Malmö,Runstyckets skola,57386343,Enskild,Fysik,20,..,..,"100,0",..,"100,0","15,1",..,"14,8",2015
Malmö,Sakura,89945429,Kommunal,Fysik,..,.,..,..,.,..,..,.,..,2015
Malmö,Strandskolan,61199979,Kommunal,Fysik,39,20,19,~100,~100,"100,0","15,2","14,5","15,9",2015
Malmö,Team Munkhättan,87253745,Kommunal,Fysik,..,..,.,..,..,.,..,..,.,2015
Malmö,Videdalsskolan,37324136,Kommunal,Fysik,67,34,33,"55,2","55,9","54,5","7,4","7,2","7,5",2015
Malmö,Vittra Västra hamnen,13495830,Enskild,Fysik,34,13,21,"82,4",~100,~100,"10,1","9,6","10,4",2015
Malmö,Värner Rydénskolan,65099615,Kommunal,Fysik,64,33,31,"45,3","39,4","51,6","5,1","4,4","5,9",2015
Malmö,Västra Hamnens skola,28640213,Kommunal,Fysik,50,18,32,"90,0",~100,~100,"13,4","13,9","13,0",2015
Malå,Nilaskolan 7-9,28454424,Kommunal,Fysik,23,11,12,~100,~100,"100,0","12,4","12,0","12,7",2015
Mariestad,Högelidsskolan 7-9,62694008,Kommunal,Fysik,61,27,34,"88,5",~100,~100,"12,3","12,4","12,2",2015
Mark,Leteboskolan,79844557,Enskild,Fysik,14,..,..,"100,0",..,..,"15,2",..,..,2015
Mjölby,Trojenborgsskolan MH,37310404,Kommunal,Fysik,54,32,22,"57,4","56,3","59,1","6,7","6,9","6,5",2015
Mora,Noretsskolan 7-9,68663553,Kommunal,Fysik,81,39,42,"74,1",~100,"59,5","9,0","11,1","7,1",2015
Motala,Karin Boye-skolan,11664326,Enskild,Fysik,59,29,30,~100,"100,0",~100,"14,1","14,7","13,4",2015
Motala,Mariebergsskolan,87531665,Kommunal,Fysik,53,24,29,"84,9",~100,"82,8","11,4","12,1","10,8",2015
Mölndal,Ekhagaskolan,92538683,Kommunal,Fysik,39,15,24,~100,~100,~100,"13,2","12,0","14,0",2015
Mölndal,Montessoriskolan Kvarnhjulet,64490264,Enskild,Fysik,14,..,..,~100,..,..,"11,6",..,..,2015
Mölndal,Skånhällaskolan 4-9,91907164,Kommunal,Fysik,50,28,22,~100,~100,~100,"12,4","12,9","11,7",2015
Mölndal,Sörgårdsskolan,53442807,Kommunal,Fysik,114,63,51,"94,7",~100,~100,"15,4","15,7","15,0",2015
Mönsterås,Krungårdsskolan 7-9,40299433,Kommunal,Fysik,49,20,29,~100,"100,0",~100,"11,3","12,5","10,5",2015
Nacka,Eklidens skola,47243834,Kommunal,Fysik,203,128,75,"95,1",~100,"90,7","13,6","14,1","12,8",2015
Nacka,Johannes Petri skola,32965692,Enskild,Fysik,45,25,20,"100,0","100,0","100,0","15,8","15,8","15,8",2015
Nacka,Kunskapsskolan Saltsjöbaden,11496096,Enskild,Fysik,41,20,21,~100,"100,0",~100,"16,5","17,8","15,2",2015
Nacka,Myrsjöskolan,84884375,Kommunal,Fysik,202,99,103,"95,0","93,9",~100,"14,5","14,4","14,5",2015
Nacka,Saltsjöbadens samskola,11777750,Kommunal,Fysik,78,35,43,~100,~100,~100,"12,9","12,4","13,4",2015
Nora,Karlsängsskolan,40684137,Kommunal,Fysik,71,30,41,"59,2","76,7","46,3","6,8","8,4","5,5",2015
Nordmaling,Artediskolan åk 7-9,58185455,Kommunal,Fysik,67,38,29,"73,1","76,3","69,0","8,6","8,7","8,4",2015
Norrköping,Borgsmoskolan,26387738,Kommunal,Fysik,24,..,..,"50,0",..,..,"5,7",..,"6,3",2015
Norrköping,Erlaskolan Norrköping Södra,72526185,Enskild,Fysik,34,24,10,~100,"100,0",..,"14,3","14,8","13,3",2015
Norrköping,Hultdalskolan,40393888,Kommunal,Fysik,75,35,40,"86,7","85,7","87,5","10,7","10,4","11,0",2015
Norrköping,"Rudolf Steinerskolan, gr",33530590,Enskild,Fysik,12,..,..,"100,0",..,..,"14,6",..,..,2015
Norrköping,Söderporten 4-9,24979620,Kommunal,Fysik,56,35,21,"53,6","48,6","61,9","5,6","4,9","6,8",2015
Norrtälje,Bålbro skola,45874608,Kommunal,Fysik,26,12,14,~100,"100,0",~100,"12,8","13,8","12,0",2015
Norrtälje,"Ekebyholmsskolan, gr",98239828,Enskild,Fysik,27,14,13,~100,~100,~100,"11,0","11,1","11,0",2015
Norrtälje,Freinetskolan Mimer,45133950,Enskild,Fysik,22,12,10,~100,"100,0",..,"13,0","13,3","12,5",2015
Norrtälje,Grindskolan,29416145,Kommunal,Fysik,25,..,..,"100,0",..,"100,0","15,7",..,"15,0",2015
Norrtälje,Lommarskolan,15312030,Kommunal,Fysik,24,..,..,~100,..,~100,"10,3",..,"9,7",2015
Norrtälje,Långsjöskolan,99749462,Kommunal,Fysik,30,12,18,~100,~100,~100,"11,3","11,0","11,5",2015
Norrtälje,Montessoriskolan i Norrtälje,99665701,Enskild,Fysik,18,..,..,~100,~100,..,"10,4","10,4",..,2015
Norrtälje,Svanbergaskolan,59975651,Kommunal,Fysik,30,17,13,"63,3","64,7",..,"7,5","7,9","6,9",2015
Nybro,Madesjöskolan Ma02,38198417,Kommunal,Fysik,73,33,40,~100,~100,~100,"14,5","14,2","14,8",2015
Nykvarn,Lillhagaskolan,99640618,Kommunal,Fysik,103,54,49,~100,~100,~100,"12,1","12,8","11,3",2015
Nyköping,Fokusskolan,18915192,Enskild,Fysik,17,..,..,"100,0","100,0",..,"13,4","13,6",..,2015
Nyköping,Kunskapsskolan Nyköping,88046003,Enskild,Fysik,93,52,41,"83,9","84,6","82,9","11,4","11,6","11,2",2015
Nyköping,Vittra Kungshagen,50698424,Enskild,Fysik,19,..,..,"100,0","100,0",..,"12,9","12,7",..,2015
Nässjö,Brinells högstadium,27489659,Kommunal,Fysik,89,38,51,~100,~100,~100,"13,2","13,2","13,2",2015
