skolverket_kommunnamn,skolverket_skolnamn,huvudman,skolverket_huvudman_namn,school_unit,skolverket_antal_fli_tcv140,skolverket_andel_fli_tcv140,skolverket_and_uppn_alla_amnen_fli_tcv140,skolverket_and_behorig_fli_tcv140,skolverket_gmv_fli_tcv140,skolverket_antal_poj_tcv140,skolverket_andel_poj_tcv140,skolverket_and_uppn_alla_amnen_poj_tcv140,skolverket_and_behorig_poj_tcv140,skolverket_gmv_poj_tcv140,year
Mark,Sätilaskolan 6-9,Kommunal,Mark,90548647,33,"55,9","66,7",~100,"208,0",26,"44,1","84,6","100,0","222,2",2013
Mark,Ängskolan,Kommunal,Mark,13666864,69,"46,6","72,5","85,5","220,5",79,"53,4","67,1","89,9","190,4",2013
Mark,Örbyskolan 6-9,Kommunal,Mark,76300443,29,"60,4","89,7",~100,"230,0",19,"39,6","63,2","73,7","176,3",2013
Mark,Leteboskolan,Enskild,,79844557,..,..,..,..,..,..,..,..,..,..,2013
Mark,Montessoriskolan Pärlan,Enskild,,80072686,..,..,.,.,.,..,..,..,..,..,2013
Mark,Skogsbrynets resursskola,Enskild,,30894215,..,..,.,.,.,..,..,.,..,..,2013
Markaryd,Huneskolan,Kommunal,Markaryd,79075195,29,"46,8","75,9","100,0","210,7",33,"53,2","72,7","84,8","194,3",2013
Markaryd,Strömsnässkolan,Kommunal,Markaryd,59001324,25,"67,6","56,0",~100,"206,1",12,"32,4",..,"100,0","216,7",2013
Mellerud,Rådaskolan,Kommunal,Mellerud,53764779,50,"49,5","70,0","84,0","220,9",51,"50,5","70,6","84,3","197,2",2013
Mjölby,Blåklintskolan,Kommunal,Mjölby,27259736,12,"32,4",..,~100,"216,0",25,"67,6","68,0","80,0","202,4",2013
Mjölby,Lagmansskolan Alfa MH,Kommunal,Mjölby,66224705,37,"49,3","86,5",~100,"210,8",38,"50,7","78,9",~100,"203,5",2013
Mjölby,Trojenborgsskolan MH,Kommunal,Mjölby,37310404,26,"43,3","76,9",~100,"221,4",34,"56,7","55,9","67,6","179,6",2013
Mjölby,Vifolkaskolan 7-9,Kommunal,Mjölby,16727370,51,"51,5","74,5","90,2","206,1",48,"48,5","79,2","87,5","190,4",2013
Mora,Morkarlbyhöjdens skola 7-9,Kommunal,Mora,95649680,52,"61,9","69,2","76,9","192,1",32,"38,1","59,4","65,6","196,4",2013
Mora,Noretsskolan 7-9,Kommunal,Mora,68663553,55,"52,4","89,1",~100,"245,1",50,"47,6","82,0",~100,"214,5",2013
Motala,Hällaskolan,Kommunal,Motala,87963970,29,"38,7","72,4","75,9","210,4",46,"61,3","63,0","69,6","169,4",2013
Motala,Mariebergsskolan,Kommunal,Motala,87531665,33,"54,1","84,8",~100,"236,7",28,"45,9","85,7",~100,"219,0",2013
Motala,Skolgårda skola 7-9,Kommunal,Motala,82224915,36,"41,4","88,9",~100,"218,3",51,"58,6","82,4",~100,"198,4",2013
Motala,Södra skolan 7-9,Kommunal,Motala,69769596,30,"46,2","53,3","70,0","186,0",35,"53,8","68,6","85,7","208,6",2013
Motala,Zederslundsskolan,Kommunal,Motala,98031467,32,"47,1","78,1",~100,"216,1",36,"52,9","77,8",~100,"202,0",2013
Motala,Karin Boye-skolan,Enskild,,11664326,31,"63,3","100,0","100,0","238,7",18,"36,7","88,9",~100,"228,1",2013
Mullsjö,Trollehöjdskolan,Kommunal,Mullsjö,28156767,38,"51,4","84,2",~100,"214,5",36,"48,6","88,9","100,0","200,0",2013
Munkedal,Hedekas skola,Kommunal,Munkedal,24798079,..,..,..,..,..,..,..,"83,3",~100,"193,1",2013
Munkedal,Kungsmarksskolan,Kommunal,Munkedal,44650086,61,"60,4","70,5","85,2","188,7",40,"39,6","67,5","82,5","190,8",2013
Munkfors,Forsnässkolan 6-9,Kommunal,Munkfors,70083827,19,"42,2","89,5","100,0","226,6",26,"57,8","46,2","69,2","166,1",2013
Mölndal,Almåsskolan,Kommunal,Mölndal,40577779,34,"60,7","94,1",~100,"243,0",22,"39,3","77,3",~100,"202,6",2013
Mölndal,Ekhagaskolan,Kommunal,Mölndal,92538683,38,"38,0","63,2","71,1","211,8",62,"62,0","50,0","54,8","159,3",2013
Mölndal,Katrinebergsskolan,Kommunal,Mölndal,13050305,17,"41,5","58,8",~100,"192,4",24,"58,5","62,5","70,8","167,2",2013
Mölndal,Kvarnbyskolan,Kommunal,Mölndal,67822057,59,"45,0","84,7",~100,"241,9",72,"55,0","91,7",~100,"220,4",2013
Mölndal,Sinntorpsskolan 4-9,Kommunal,Mölndal,90949251,32,"47,8","81,3",~100,"222,6",35,"52,2","94,3",~100,"219,1",2013
Mölndal,Skånhällaskolan 4-9,Kommunal,Mölndal,91907164,25,"46,3","92,0",~100,"238,3",29,"53,7","89,7",~100,"214,5",2013
Mölndal,Streteredsskolan,Kommunal,Mölndal,54881559,26,"42,6","88,5",~100,"216,6",35,"57,4","82,9","85,7","180,3",2013
Mölndal,Sörgårdsskolan,Kommunal,Mölndal,53442807,63,"57,8","95,2",~100,"243,8",46,"42,2","84,8","89,1","225,3",2013
Mölndal,Montessoriskolan Kvarnhjulet,Enskild,,64490264,..,..,..,..,..,..,..,"90,9","100,0","234,8",2013
Mönsterås,Krungårdsskolan,Kommunal,Mönsterås,72714150,18,"40,9","77,8",~100,"216,5",26,"59,1","88,5",~100,"208,7",2013
Mönsterås,Parkskolan,Kommunal,Mönsterås,84285512,39,"44,3","74,4","82,1","212,4",49,"55,7","73,5","81,6","188,2",2013
Mörbylånga,Skansenskolan,Kommunal,Mörbylånga,69905940,61,"52,1","93,4",~100,"233,7",56,"47,9","83,9","91,1","193,8",2013
Mörbylånga,Ölands Friskola,Enskild,,28562125,24,"52,2","87,5",~100,"251,5",22,"47,8","72,7",~100,"206,5",2013
Nacka,Björknässkolan,Kommunal,Nacka,75834458,43,"41,3","60,5","81,4","202,7",61,"58,7","80,3","86,9","219,6",2013
Nacka,Eklidens skola,Kommunal,Nacka,47243834,117,"59,4","93,2",~100,"250,2",80,"40,6","82,5","91,3","218,3",2013
Nacka,Myrsjöskolan,Kommunal,Nacka,84884375,92,"48,4","94,6",~100,"254,5",98,"51,6","90,8",~100,"232,6",2013
Nacka,Saltsjöbadens samskola,Kommunal,Nacka,11777750,48,"40,3","100,0","100,0","271,9",71,"59,7","84,5","88,7","229,3",2013
Nacka,Skuru skola,Kommunal,Nacka,85321366,51,"38,6","96,1","100,0","249,4",81,"61,4","95,1",~100,"237,3",2013
Nacka,Stavsborgsskolan,Kommunal,Nacka,14040970,36,"39,1","88,9",~100,"244,9",56,"60,9","83,9","91,1","218,4",2013
Nacka,Engelska Skolan i Nacka,Enskild,,74358019,80,"66,7","88,8",~100,"271,8",40,"33,3","82,5",~100,"250,9",2013
Nacka,Johannes Petri skola,Enskild,,32965692,46,"63,9","87,0",~100,"253,6",26,"36,1","80,8",~100,"233,9",2013
Nacka,Kunskapsskolan Nacka,Enskild,,87425546,44,"60,3","93,2",~100,"256,6",29,"39,7","96,6",~100,"265,3",2013
Nacka,Kunskapsskolan Saltsjöbaden,Enskild,,11496096,10,"43,5",..,..,"266,8",13,"56,5","100,0","100,0","261,9",2013
Nacka,Maestroskolan Nacka,Enskild,,64065898,16,"100,0","87,5",~100,"248,3",.,.,.,.,.,2013
Nacka,Montessorisk. Castello Nacka,Enskild,,34135484,20,"64,5","85,0","100,0","255,3",11,"35,5","90,9","100,0","215,9",2013
Nacka,Snitz grundskola Nacka,Enskild,,82438535,..,..,..,..,..,..,..,.,.,..,2013
Nacka,Vittra Saltsjö-Boo,Enskild,,44802890,..,..,..,..,..,..,..,..,~100,"201,3",2013
Nora,Karlsängsskolan,Kommunal,Nora,40684137,63,"46,7","84,1",~100,"216,0",72,"53,3","79,2","90,3","192,4",2013
Norberg,Centralskolan,Kommunal,Norberg,50485280,21,"47,7","85,7",~100,"213,5",23,"52,3","95,7","100,0","202,1",2013
Nordanstig,Bergsjö Centralskola år 4-9,Kommunal,Nordanstig,95045408,35,"46,7","68,6","74,3","192,1",40,"53,3","42,5","57,5","166,8",2013
Nordanstig,Hosiannaskolan,Enskild,,21342606,..,..,..,..,..,..,..,..,..,..,2013
Nordmaling,Artediskolan,Kommunal,Nordmaling,58185455,30,"51,7","80,0",~100,"227,1",28,"48,3","64,3",~100,"197,8",2013
Norrköping,Borgsmoskolan,Kommunal,Norrköping,26387738,33,"44,6","48,5","78,8","167,6",41,"55,4","53,7","75,6","178,3",2013
Norrköping,Djäkneparksskolan,Kommunal,Norrköping,59526276,88,"53,3","77,3","86,4","229,5",77,"46,7","59,7","71,4","179,6",2013
Norrköping,Ektorpsskolan,Kommunal,Norrköping,37133485,68,"47,6","66,2","77,9","202,1",75,"52,4","62,7","73,3","177,7",2013
Norrköping,Enebyskolan H,Kommunal,Norrköping,35609364,56,"50,9","78,6","85,7","219,0",54,"49,1","66,7","72,2","182,4",2013
Norrköping,Hagaskolan,Kommunal,Norrköping,76530329,47,"59,5","76,6","87,2","234,8",32,"40,5","68,8","81,3","202,2",2013
Norrköping,Hultdalskolan,Kommunal,Norrköping,40393888,44,"48,9","93,2",~100,"228,7",46,"51,1","82,6","89,1","208,5",2013
Norrköping,Mosstorpsskolan,Kommunal,Norrköping,41484780,35,"42,7","77,1","85,7","207,8",47,"57,3","66,0","87,2","183,4",2013
Norrköping,Navestadsskolan,Kommunal,Norrköping,81182971,68,"53,5","72,1","77,9","193,7",59,"46,5","81,4","91,5","200,4",2013
Norrköping,Råsslaskolan,Kommunal,Norrköping,61717116,25,"53,2","84,0",~100,"236,6",22,"46,8","68,2",~100,"200,8",2013
Norrköping,Söderporten Porten,Kommunal,Norrköping,24979620,29,"53,7","48,3","69,0","197,0",25,"46,3","44,0","80,0","193,1",2013
Norrköping,Vikbolandsskolan,Kommunal,Norrköping,34784374,41,"60,3","92,7",~100,"230,2",27,"39,7","77,8",~100,"197,6",2013
Norrköping,Johannesskolan Norrkpg Kr Sk,Enskild,,57529996,..,..,..,..,..,..,..,..,..,..,2013
Norrköping,Jönsbergska Idrottsskolan,Enskild,,61454000,19,"36,5","94,7","100,0","260,1",33,"63,5","100,0","100,0","241,4",2013
Norrköping,Kunskapsskolan Norrköping,Enskild,,77437748,51,"50,5","98,0","100,0","242,3",50,"49,5","94,0","100,0","225,7",2013
Norrköping,"Prolympia, Norrköping",Enskild,,16013826,37,"37,0","70,3",~100,"216,3",63,"63,0","88,9",~100,"208,6",2013
Norrköping,Rudolf Steinerskolan,Enskild,,33530590,14,"53,8","92,9","100,0","234,6",12,"46,2","91,7","100,0","222,1",2013
Norrköping,Stegehus Waldorfskola,Enskild,,73656861,..,..,.,.,.,..,..,.,.,..,2013
Norrköping,Vittra Röda stan,Enskild,,38936292,29,"64,4","62,1","82,8","211,0",16,"35,6",..,~100,"173,3",2013
Norrtälje,Bålbro skola,Kommunal,Norrtälje,45874608,18,"50,0","55,6",~100,"205,4",18,"50,0","61,1","72,2","194,4",2013
Norrtälje,Grindskolan,Kommunal,Norrtälje,29416145,..,..,..,..,..,..,..,"77,8",~100,"223,5",2013
Norrtälje,Hallsta skola,Kommunal,Norrtälje,24146389,22,"42,3","77,3",~100,"208,0",30,"57,7","73,3","80,0","196,4",2013
Norrtälje,Lommarskolan,Kommunal,Norrtälje,15312030,23,"45,1","78,3",~100,"199,2",28,"54,9","35,7","64,3","166,2",2013
Norrtälje,Långsjöskolan,Kommunal,Norrtälje,99749462,19,"42,2","63,2","73,7","195,1",26,"57,8","57,7","80,8","180,4",2013
Norrtälje,Länna skola,Kommunal,Norrtälje,72471883,12,"40,0","83,3",~100,"204,8",18,"60,0",..,"66,7","168,8",2013
Norrtälje,Norrsund-Elmstaskolan,Kommunal,Norrtälje,61218902,16,"42,1","75,0",~100,"208,7",22,"57,9","77,3",~100,"195,2",2013
Norrtälje,Roslagsskolan,Kommunal,Norrtälje,31851256,75,"54,7","73,3","85,3","214,6",62,"45,3","72,6","88,7","205,0",2013
Norrtälje,Rådmansö skola,Kommunal,Norrtälje,50905672,10,"50,0",..,..,"220,8",10,"50,0",..,..,"180,3",2013
Norrtälje,Svanbergaskolan,Kommunal,Norrtälje,59975651,25,"48,1","92,0",~100,"222,4",27,"51,9","70,4",~100,"197,3",2013
Norrtälje,Ekebyholmsskolan,Enskild,,98239828,17,"63,0","82,4",~100,"246,8",10,"37,0",..,..,"218,0",2013
Norrtälje,Freinetskolan Hugin,Enskild,,89692072,..,..,..,..,..,..,..,"76,9",~100,"220,0",2013
Norrtälje,Freinetskolan Mimer,Enskild,,45133950,..,..,"100,0","100,0","246,3",..,..,..,..,..,2013
Norrtälje,Montessoriskolan i Norrtälje,Enskild,,99665701,..,..,..,..,..,..,..,..,..,..,2013
Norrtälje,Viby friskola,Enskild,,54806839,10,"100,0",..,..,"240,5",.,.,.,.,.,2013
Norsjö,Norsjöskolan 6-9,Kommunal,Norsjö,65848878,19,"42,2","100,0","100,0","223,0",26,"57,8","76,9","80,8","213,2",2013
Nybro,Alsterbro skola Abro02,Kommunal,Nybro,32988493,..,..,..,..,..,..,..,..,..,..,2013
Nybro,Madesjöskolan Ma02,Kommunal,Nybro,38198417,24,"42,9","75,0","100,0","214,1",32,"57,1","78,1",~100,"212,5",2013
Nybro,Paradisskolan Pa02,Kommunal,Nybro,79650118,54,"48,2","77,8","90,7","217,2",58,"51,8","70,7","84,5","193,9",2013
Nykvarn,Lillhagaskolan,Kommunal,Nykvarn,99640618,56,"46,7","92,9","100,0","241,8",64,"53,3","90,6",~100,"212,0",2013
Nyköping,Borgmästarhagsskolan,Kommunal,Nyköping,98253969,92,"48,4","79,3","83,7","214,5",98,"51,6","80,6","86,7","205,5",2013
Nyköping,Långbergsskolan H,Kommunal,Nyköping,71976383,21,"45,7","52,4",~100,"183,6",25,"54,3","76,0",~100,"200,6",2013
Nyköping,Nicolaiskolan,Kommunal,Nyköping,92637603,34,"43,0","61,8","67,6","208,5",45,"57,0","73,3","88,9","203,3",2013
Nyköping,Oppebyskolan,Kommunal,Nyköping,11808146,49,"55,1","89,8",~100,"243,4",40,"44,9","65,0","85,0","184,2",2013
Nyköping,Båktorp skolan,Enskild,,17393295,..,..,..,..,..,..,..,.,..,..,2013
Nyköping,Fokusskolan,Enskild,,18915192,..,..,..,..,..,..,..,..,..,..,2013
Nyköping,Kunskapsskolan Nyköping,Enskild,,88046003,61,"58,7","96,7",~100,"247,4",43,"41,3","97,7",~100,"213,0",2013
Nyköping,Mikaeliskolan,Enskild,,75746018,..,..,..,..,..,..,..,..,..,..,2013
Nyköping,Vittra Kungshagen,Enskild,,50698424,..,..,..,..,..,..,..,"88,9",~100,"229,2",2013
Nynäshamn,Gröndalsskolan F-9,Kommunal,Nynäshamn,65717061,37,"46,8","89,2",~100,"226,3",42,"53,2","85,7",~100,"211,1",2013
Nynäshamn,Sunnerbyskolan F-9,Kommunal,Nynäshamn,78703073,32,"54,2","84,4","84,4","202,9",27,"45,8","48,1","70,4","163,9",2013
Nynäshamn,Vanstaskolan 4-9,Kommunal,Nynäshamn,73184416,30,"38,0","93,3",~100,"242,8",49,"62,0","55,1","77,6","186,5",2013
Nynäshamn,Viaskolan 6-9,Kommunal,Nynäshamn,34814578,28,"50,0","78,6",~100,"208,8",28,"50,0","96,4","100,0","203,3",2013
Nässjö,Centralskolan,Kommunal,Nässjö,27489659,35,"43,2","88,6",~100,"230,4",46,"56,8","69,6","84,8","189,6",2013
Nässjö,Norråsaskolan,Kommunal,Nässjö,19118399,74,"50,3","75,7","83,8","215,9",73,"49,7","68,5","86,3","190,9",2013
Nässjö,Parkskolan,Kommunal,Nässjö,97882848,35,"53,8","82,9",~100,"225,5",30,"46,2","80,0",~100,"203,7",2013
Nässjö,Rosenholmsskolan,Kommunal,Nässjö,66394964,..,..,..,..,"193,3",..,..,..,..,..,2013
Ockelbo,Perslundaskolan,Kommunal,Ockelbo,40000547,21,"40,4","71,4","76,2","202,1",31,"59,6","74,2","77,4","173,3",2013
Olofström,Högavångsskolan,Kommunal,Olofström,53603984,65,"56,0","90,8","90,8","213,7",51,"44,0","80,4","88,2","209,9",2013
Orsa,Orsaskolan,Kommunal,Orsa,19694910,34,"40,0","82,4","85,3","195,3",51,"60,0","60,8","78,4","186,8",2013
Orust,Henåns skola,Kommunal,Orust,34619290,40,"47,6","90,0",~100,"229,3",44,"52,4","75,0","88,6","205,3",2013
Orust,Ängås 7-9 skola,Kommunal,Orust,34557677,28,"51,9","85,7",~100,"238,0",26,"48,1","69,2",~100,"199,5",2013
Osby,Hasslarödsskolan 6-9,Kommunal,Osby,25927535,27,"49,1","88,9",~100,"241,6",28,"50,9","82,1",~100,"210,0",2013
Osby,Parkskolan 7-9 E,Kommunal,Osby,16078764,11,"47,8",..,..,"223,0",12,"52,2","83,3",~100,"199,0",2013
Osby,Parkskolan F-9 D,Kommunal,Osby,28242140,14,"56,0","92,9",~100,"235,8",11,"44,0",..,~100,"169,5",2013
Osby,Visslan,Kommunal,Osby,65486343,..,..,.,.,.,..,..,..,..,..,2013
Osby,Örkenedsskolan 7-9,Kommunal,Osby,99562575,19,"50,0","84,2",~100,"237,4",19,"50,0","73,7",~100,"186,0",2013
Oskarshamn,Rödsleskolan 3,Kommunal,Oskarshamn,40041600,44,"53,0","81,8",~100,"213,2",39,"47,0","84,6",~100,"205,3",2013
Oskarshamn,Vallhallaskolan 2,Kommunal,Oskarshamn,46592871,47,"42,3","85,1","89,4","219,0",64,"57,7","76,6","85,9","198,0",2013
Ovanåker,Alftaskolan F-9,Kommunal,Ovanåker,92304123,26,"44,8","76,9","80,8","206,3",32,"55,2","78,1","78,1","175,9",2013
Ovanåker,Celsiusskolan 7-9,Kommunal,Ovanåker,43362307,35,"56,5","85,7",~100,"230,1",27,"43,5","88,9",~100,"214,0",2013
Oxelösund,Breviksskolan åk 6-9,Kommunal,Oxelösund,34893654,48,"52,7","91,7","100,0","224,8",43,"47,3","76,7",~100,"197,3",2013
Pajala,Gårdbyskolan,Kommunal,Pajala,55662841,..,..,..,..,..,..,..,..,..,..,2013
Pajala,Junosuando Centralskola,Kommunal,Pajala,80594830,..,..,..,..,..,..,..,..,..,..,2013
Pajala,Pajala Centralskola,Kommunal,Pajala,12443258,25,"56,8","100,0","100,0","250,1",19,"43,2","89,5",~100,"200,0",2013
Pajala,Tärendö Centralskola,Kommunal,Pajala,37347252,..,..,..,..,..,..,..,..,..,..,2013
Pajala,Kangos Kultur- o ekologiskola,Enskild,,35837794,..,..,..,..,..,..,..,..,..,..,2013
Partille,Björndammens skola 6-9,Kommunal,Partille,98209377,12,"40,0",..,~100,"193,1",18,"60,0","61,1","100,0","210,3",2013
Partille,Furulunds skola 6-9,Kommunal,Partille,89146220,36,"43,9","69,4","77,8","196,4",46,"56,1","65,2","73,9","192,1",2013
Partille,Lexby skola 6-9,Kommunal,Partille,51610240,66,"44,9","84,8",~100,"219,6",81,"55,1","74,1","88,9","201,6",2013
Partille,Ugglums skola 4-9,Kommunal,Partille,78100490,24,"38,1","100,0","100,0","250,1",39,"61,9","94,9",~100,"240,9",2013
Partille,Vallhamra skola 6-9,Kommunal,Partille,92848832,31,"38,8","83,9",~100,"235,2",49,"61,3","81,6","100,0","214,3",2013
Partille,Öjersjö Brunn skola F-9,Kommunal,Partille,49402521,13,"48,1","100,0","100,0","268,1",14,"51,9","92,9","100,0","242,1",2013
Partille,Öjersjö Storegård skola 4-9,Kommunal,Partille,20047742,15,"50,0","100,0","100,0","232,0",15,"50,0","93,3","100,0","225,8",2013
Partille,Casa Montessori,Enskild,,68358072,..,..,..,..,"268,5",..,..,..,..,..,2013
Perstorp,Centralskolan 1,Kommunal,Perstorp,97348759,34,"44,2","76,5","82,4","213,4",43,"55,8","67,4","76,7","190,4",2013
Perstorp,Centralskolan 2,Kommunal,Perstorp,52123183,..,..,..,..,..,..,..,..,..,..,2013
Piteå,Christina skolenhet,Kommunal,Piteå,94591900,48,"48,0","95,8","100,0","230,8",52,"52,0","88,5",~100,"211,3",2013
Piteå,Hortlax skolenhet,Kommunal,Piteå,10185533,45,"46,9","93,3","100,0","222,9",51,"53,1","90,2",~100,"209,2",2013
Piteå,Pitholm skolenhet 7-9,Kommunal,Piteå,18339846,28,"45,2","92,9",~100,"233,0",34,"54,8","85,3",~100,"194,0",2013
Piteå,Porsnäs skolenhet,Kommunal,Piteå,18748381,24,"49,0","66,7",~100,"199,3",25,"51,0","76,0","76,0","175,4",2013
Piteå,Rönnskolans skolenhet gr,Kommunal,Piteå,14747413,..,..,.,.,..,..,..,.,.,..,2013
Piteå,Sjulnässkolan,Kommunal,Piteå,42296356,23,"56,1","78,3",~100,"231,0",18,"43,9","83,3",~100,"197,8",2013
Piteå,Solanderskolan 7-9 skolenhet,Kommunal,Piteå,56399220,28,"53,8","75,0",~100,"214,6",24,"46,2","70,8",~100,"212,1",2013
Ragunda,Anders-Olofskolan,Kommunal,Ragunda,78545687,16,"48,5","81,3",~100,"200,6",17,"51,5","58,8",~100,"181,0",2013
Ragunda,Hansåkerskolan,Kommunal,Ragunda,22316816,..,..,..,..,..,..,..,..,..,..,2013
Robertsfors,Tundalsskolan åk 7-9,Kommunal,Robertsfors,16553934,25,"41,0","76,0",~100,"214,8",36,"59,0","75,0","86,1","198,6",2013
Ronneby,Kallingeskolan 7-9,Kommunal,Ronneby,53155267,39,"47,6","64,1","87,2","204,0",43,"52,4","58,1","74,4","178,9",2013
Ronneby,Snäckebacksskolan,Kommunal,Ronneby,73745566,58,"46,4","69,0","89,7","213,0",67,"53,6","71,6",~100,"195,8",2013
Ronneby,Karl-Oskarskolan i Ronneby,Enskild,,38449858,28,"43,8","60,7","78,6","193,9",36,"56,3","75,0","83,3","204,2",2013
Rättvik,Rättviksskolan,Kommunal,Rättvik,73451967,59,"50,9","93,2","100,0","228,8",57,"49,1","86,0",~100,"207,4",2013
Sala,Ekebyskolan,Kommunal,Sala,36193586,56,"51,4","83,9","91,1","229,5",53,"48,6","66,0","81,1","180,5",2013
Sala,Vallaskolan,Kommunal,Sala,64954528,38,"40,4","84,2","86,8","224,5",56,"59,6","75,0","85,7","190,6",2013
Salem,Nytorpsskolan,Kommunal,Salem,36262199,15,"53,6","100,0","100,0","277,5",13,"46,4",..,"100,0","230,4",2013
Salem,Rönninge skola,Kommunal,Salem,71677992,18,"43,9","100,0","100,0","260,0",23,"56,1","87,0",~100,"205,1",2013
Salem,Skogsängsskolan,Kommunal,Salem,58385274,29,"50,9","62,1","72,4","202,7",28,"49,1","35,7","50,0","133,4",2013
Salem,Säbytorp,Kommunal,Salem,92406445,18,"42,9","66,7",~100,"237,2",24,"57,1","75,0",~100,"203,2",2013
Salem,Söderby friskola,Enskild,,56858061,..,..,..,..,..,..,..,"100,0","100,0","213,3",2013
Sandviken,Hedängskolan 7-9,Kommunal,Sandviken,23876630,22,"41,5","81,8",~100,"193,4",31,"58,5","67,7",~100,"190,9",2013
Sandviken,Jernvallsskolan 4-9,Kommunal,Sandviken,30006957,19,"43,2","78,9",~100,"205,9",25,"56,8","76,0",~100,"190,4",2013
Sandviken,Murgårdsskolan 6-9 I,Kommunal,Sandviken,93190753,16,"55,2","62,5","68,8","191,8",13,"44,8",..,..,"151,5",2013
Sandviken,Murgårdsskolan II,Kommunal,Sandviken,36589800,29,"52,7","58,6","82,8","200,1",26,"47,3",..,"46,2","137,5",2013
Sandviken,Söderskolan I,Kommunal,Sandviken,95475697,49,"50,0","67,3","81,6","199,0",49,"50,0","67,3","71,4","189,4",2013
Sandviken,Söderskolan II,Kommunal,Sandviken,58929072,24,"51,1","41,7","50,0","151,0",23,"48,9","78,3","78,3","186,6",2013
Sandviken,Österfärnebo skola,Kommunal,Sandviken,73076578,..,..,..,..,..,..,..,..,..,..,2013
Sandviken,Prosperitas utbildning,Enskild,,91119383,..,..,..,..,"162,8",..,..,..,..,..,2013
Sandviken,Sandvikens Montessoriskola,Enskild,,17233525,..,..,"85,7",~100,"211,4",..,..,..,..,..,2013
Sigtuna,Centralskolan,Kommunal,Sigtuna,61056172,17,"42,5",..,"64,7","183,4",23,"57,5","47,8","73,9","182,4",2013
Sigtuna,Ekillaskolan,Kommunal,Sigtuna,14261356,63,"47,7","60,3","73,0","194,3",69,"52,3","46,4","53,6","167,5",2013
Sigtuna,S:t Olof,Kommunal,Sigtuna,13579948,43,"50,6","93,0","100,0","231,7",42,"49,4","85,7",~100,"205,5",2013
Sigtuna,Valstaskolan,Kommunal,Sigtuna,61234191,34,"40,5","44,1","79,4","175,5",50,"59,5","54,0","70,0","176,1",2013
Sigtuna,"Josefinaskolan, grundskola",Enskild,,55508705,..,..,..,..,"208,5",..,..,..,..,..,2013
Sigtuna,Sigtunaskolan hum. läroverket,Enskild,,70883860,26,"47,3","84,6",~100,"246,5",29,"52,7","75,9",~100,"211,1",2013
Sigtuna,Skolan Bergius,Enskild,,35008423,21,"36,2","90,5","100,0","269,6",37,"63,8","81,1","100,0","238,0",2013
Simrishamn,Skolområde Korsavad,Kommunal,Simrishamn,66350640,48,"40,7","85,4","89,6","223,5",70,"59,3","65,7","85,7","188,8",2013
Simrishamn,Famn,Enskild,,68370166,..,..,.,.,.,..,..,..,..,..,2013
Simrishamn,Nils Holgerssonskolan,Enskild,,24445412,..,..,"75,0",~100,"229,2",..,..,..,..,..,2013
Simrishamn,Sophiaskolan,Enskild,,59958745,..,..,..,..,..,..,..,..,..,..,2013
Sjöbo,Emanuelskolan,Kommunal,Sjöbo,37998000,..,..,..,..,..,..,..,..,"66,7","198,5",2013
Sjöbo,"Färsinga lärcentrum, åk 6-9",Kommunal,Sjöbo,17176734,39,"55,7","92,3",~100,"248,1",31,"44,3","64,5","83,9","177,4",2013
Sjöbo,Sandbäckskolan,Kommunal,Sjöbo,47897364,27,"60,0","77,8",~100,"202,9",18,"40,0","83,3",~100,"206,5",2013
Sjöbo,Storkskolan,Kommunal,Sjöbo,55675413,10,"43,5",..,..,"203,3",13,"56,5","76,9",~100,"207,3",2013
Sjöbo,Vollsjö Friskola,Enskild,,78396564,..,..,.,.,.,..,..,.,..,..,2013
Skara,Djäkneskolan,Kommunal,Skara,25963247,53,"60,2","77,4","88,7","217,2",35,"39,8","74,3","82,9","196,4",2013
Skara,Teglaskolan,Kommunal,Skara,35308702,46,"46,9","82,6","84,8","221,8",52,"53,1","92,3",~100,"220,9",2013
Skara,Friskolan Metis,Enskild,,46013569,..,..,"100,0","100,0","230,2",..,..,..,..,..,2013
Skellefteå,Björnåkersskolan,Kommunal,Skellefteå,61150314,19,"35,8","78,9",~100,"217,9",34,"64,2","82,4","100,0","212,7",2013
Skellefteå,Bolidenskolan 1-9,Kommunal,Skellefteå,51881643,21,"44,7","66,7","71,4","186,3",26,"55,3","73,1","76,9","178,4",2013
Skellefteå,Brännanskolan,Kommunal,Skellefteå,16211359,54,"55,1","94,4",~100,"237,2",44,"44,9","97,7",~100,"226,0",2013
Skellefteå,Bureskolan 6-9,Kommunal,Skellefteå,62125265,11,"35,5",..,~100,"200,7",20,"64,5","60,0","75,0","190,3",2013
Skellefteå,Byskeskolan 6-9,Kommunal,Skellefteå,97534677,24,"42,1","70,8","75,0","196,4",33,"57,9","81,8",~100,"209,6",2013
Skellefteå,Furuskolan,Kommunal,Skellefteå,62717625,..,..,"100,0","100,0","207,8",..,..,..,..,..,2013
Skellefteå,Kanalskolan,Kommunal,Skellefteå,94485755,36,"45,6","91,7",~100,"242,1",43,"54,4","86,0",~100,"202,0",2013
Skellefteå,Kågeskolan 6-9,Kommunal,Skellefteå,66412077,33,"49,3","78,8",~100,"216,4",34,"50,7","79,4","85,3","207,4",2013
Skellefteå,Lövångersskolan,Kommunal,Skellefteå,87194036,..,..,"83,3",~100,"216,9",..,..,..,..,..,2013
