skolverket_kommunnamn,skolverket_skolnamn,huvudman,skolverket_huvudman_namn,school_unit,skolverket_antal_elever_exl_tcv110,skolverket_andel_elever_exl_tcv110,skolverket_and_uppn_alla_amnen_exl_tcv110,skolverket_and_behorig_yrkes_exl_tcv110,skolverket_gmv_exl_tcv110,skolverket_antal_elever_nyinv_tcv110,skolverket_andel_elever_nyinv_tcv110,skolverket_and_uppn_alla_amnen_nyinv_tcv110,skolverket_and_behorig_yrkes_nyinv_tcv110,skolverket_gmv_nyinv_tcv110,year
Uppsala,Uppsala Musikklasser,Enskild,Stiftelsen Uppsala Musikklasser,89387408,67,"100,0","100,0","100,0","269,4",.,.,.,.,.,2014
Uppsala,Uppsala waldorfskola,Enskild,Stiftelsen Uppsala Waldorfskola,69405762,..,..,..,..,..,..,..,..,..,..,2014
Uppsala,Almunge skola,Kommunal,Uppsala,99056007,..,..,"72,0","76,0","201,4",..,..,..,..,..,2014
Uppsala,Björkvallsskolan,Kommunal,Uppsala,89112467,..,..,"82,9","88,6","201,5",..,..,.,.,..,2014
Uppsala,Eriksbergsskolan,Kommunal,Uppsala,18733789,..,..,"77,8",~100,"229,7",..,..,..,..,..,2014
Uppsala,Gottsundaskolan 2,Kommunal,Uppsala,93042073,..,..,"87,8","93,9","230,9",..,..,.,.,..,2014
Uppsala,Gränbyskolan,Kommunal,Uppsala,60782519,..,..,"80,8","92,3","213,0",..,..,..,..,..,2014
Uppsala,Gåvsta skola,Kommunal,Uppsala,12275851,22,"100,0","77,3",~100,"212,5",.,.,.,.,.,2014
Uppsala,Kvarngärdesskolan,Kommunal,Uppsala,61003071,..,..,"94,1","100,0","255,6",..,..,..,..,..,2014
Uppsala,Luthagens skolor 1,Kommunal,Uppsala,92713811,73,"100,0","97,3","100,0","246,0",.,.,.,.,.,2014
Uppsala,Luthagens skolor 2,Kommunal,Uppsala,12733075,60,"100,0","90,0",~100,"242,7",.,.,.,.,.,2014
Uppsala,Nannaskolan,Kommunal,Uppsala,29677535,..,..,"85,0","93,3","222,4",..,..,.,.,..,2014
Uppsala,Stavby skola,Kommunal,Uppsala,72802066,13,"100,0","100,0","100,0","243,1",.,.,.,.,.,2014
Uppsala,Stordammen,Kommunal,Uppsala,95132430,..,..,"72,1","81,4","200,1",..,..,.,.,..,2014
Uppsala,Tuna skola,Kommunal,Uppsala,26666728,13,"100,0",..,~100,"205,2",.,.,.,.,.,2014
Uppsala,Tunabergsskolan 1,Kommunal,Uppsala,54742485,128,"100,0","91,4","96,1","229,4",.,.,.,.,.,2014
Uppsala,Vaksalaskolan,Kommunal,Uppsala,28006480,84,"100,0","83,3",~100,"235,2",.,.,.,.,.,2014
Uppsala,Valsätraskolan,Kommunal,Uppsala,56446888,..,..,"78,9","86,8","233,4",..,..,.,.,..,2014
Uppsala,von Bahrs skola 2,Kommunal,Uppsala,67720051,..,..,"73,8",~100,"209,6",..,..,.,.,..,2014
Uppsala,Västra Stenhagenskolan,Kommunal,Uppsala,48134074,..,..,"72,7","86,4","215,9",..,..,.,.,..,2014
Uppsala,Ärentunaskolan 1,Kommunal,Uppsala,64800741,122,"100,0","76,2","91,0","213,0",.,.,.,.,.,2014
Uppvidinge,Åsedaskolan 7-9,Kommunal,Uppvidinge,75658239,42,"100,0","97,6",~100,"224,6",.,.,.,.,.,2014
Uppvidinge,Älghultskolan,Kommunal,Uppvidinge,73077490,..,..,"84,8",~100,"214,2",..,..,.,.,..,2014
Vadstena,Petrus Magni skola H,Kommunal,Vadstena,21550555,72,"100,0","81,9","93,1","221,3",.,.,.,.,.,2014
Vaggeryd,Fågelforsskolan 6-9,Kommunal,Vaggeryd,38944084,..,..,"87,7",~100,"209,6",..,..,.,.,..,2014
Vaggeryd,Hjortsjöskolan 6-9,Kommunal,Vaggeryd,95197505,..,..,"70,2","84,5","207,9",..,..,.,.,..,2014
Valdemarsvik,Vammarskolan 7-9,Kommunal,Valdemarsvik,53620708,..,..,"72,7","81,8","204,9",..,..,.,.,..,2014
Vallentuna,Aktiviaskolan,Enskild,Aktivia AB,48184058,..,..,.,.,..,..,..,.,.,.,2014
Vallentuna,"Atlas, resursklass",Kommunal,Vallentuna,40724774,..,..,..,..,..,..,..,.,.,.,2014
Vallentuna,Bällstabergsskolan,Kommunal,Vallentuna,52293921,18,"100,0","88,9","100,0","218,8",.,.,.,.,.,2014
Vallentuna,"Clavis, resursklass",Kommunal,Vallentuna,42652939,..,..,..,..,..,..,..,.,.,.,2014
Vallentuna,Ekebyskolan,Kommunal,Vallentuna,78821726,..,..,"51,6","71,0","199,2",..,..,.,.,.,2014
Vallentuna,Hammarbacksskolan,Kommunal,Vallentuna,31772387,45,"100,0","88,9",~100,"225,0",.,.,.,.,.,2014
Vallentuna,Hjälmstaskolan,Kommunal,Vallentuna,16855764,57,"100,0","80,7",~100,"215,9",.,.,.,.,.,2014
Vallentuna,Karbyskolan,Kommunal,Vallentuna,57370453,..,..,"91,4",~100,"228,8",..,..,..,..,..,2014
Vallentuna,Lovisedalsskolan,Kommunal,Vallentuna,29278599,53,"100,0","92,5",~100,"226,3",.,.,.,.,.,2014
Vallentuna,Strix Hammarbacksskolans,Kommunal,Vallentuna,97468609,..,..,.,.,..,..,..,.,.,.,2014
Vallentuna,"Tunaskolan, resursklass",Kommunal,Vallentuna,56878797,..,..,..,..,..,..,..,.,.,.,2014
Vallentuna,"Vallen, resursklass",Kommunal,Vallentuna,48822997,..,..,.,.,..,..,..,.,.,.,2014
Vallentuna,Vallentuna Friskola,Enskild,Vallentuna Friskola AB,72378947,49,"100,0","89,8",~100,"224,8",.,.,.,.,.,2014
Vallentuna,Vittra Vallentuna,Enskild,Vittraskolorna AB,46206050,32,"100,0","96,9","100,0","250,8",.,.,.,.,.,2014
Vansbro,Smedbergsskolan 6-9,Kommunal,Vansbro,20545871,..,..,"74,2","77,4","208,2",..,..,.,.,..,2014
Vara,Alléskolan,Kommunal,Vara,45270097,..,..,"78,6","84,5","208,3",..,..,..,..,..,2014
Vara,Nästegårdsskolan,Kommunal,Vara,88862132,..,..,"72,6","91,9","217,1",..,..,..,..,..,2014
Varberg,Nyhemsskolan Varbergs Krist sk,Enskild,"Nyhemsskolan-Varbergs Kristna Skola, Ek. För.",74843338,..,..,..,..,..,..,..,.,.,.,2014
Varberg,Almers skola 7-9 och grundsärskolan äldre elever,Kommunal,Varberg,72527414,..,..,"80,4",~100,"211,4",..,..,..,..,..,2014
Varberg,Ankarskolan 4-9 och fritidshem,Kommunal,Varberg,68653982,37,"100,0","91,9",~100,"217,6",.,.,.,.,.,2014
Varberg,Bläshammar skola F-9 och fritidshem,Kommunal,Varberg,13220136,18,"100,0","100,0","100,0","218,8",.,.,.,.,.,2014
Varberg,Bosgårdsskolan 4-9 och fritidshem,Kommunal,Varberg,92184735,53,"100,0","75,5","86,8","212,1",.,.,.,.,.,2014
Varberg,Buaskolan F-9 och fritidshem,Kommunal,Varberg,11061967,19,"100,0","84,2",~100,"214,3",.,.,.,.,.,2014
Varberg,Göthriks skola F-9 och fritidshem,Kommunal,Varberg,67801661,14,"100,0","85,7",~100,"224,2",.,.,.,.,.,2014
Varberg,Hagaskolan 6-9,Kommunal,Varberg,26579492,..,..,"83,8","100,0","231,8",..,..,.,.,..,2014
Varberg,Håstensskolan 8-9,Kommunal,Varberg,75684823,..,..,"85,9","94,9","217,9",..,..,..,..,..,2014
Varberg,Lindbergs skola 1-9,Kommunal,Varberg,23521056,..,..,"87,8","89,8","208,1",..,..,.,.,..,2014
Varberg,Påskbergsskolan 6-9,Kommunal,Varberg,42127916,53,"100,0","90,6",~100,"232,5",.,.,.,.,.,2014
Varberg,Rolfstorps skola F-9 och fritidshem,Kommunal,Varberg,46202890,29,"100,0","89,7",~100,"208,1",.,.,.,.,.,2014
Varberg,Vidhögeskolan 6-9,Kommunal,Varberg,70460569,..,..,"65,0","82,5","194,0",..,..,..,..,..,2014
Varberg,Väröbackaskolan F-9 och fritidshem,Kommunal,Varberg,68613823,16,"100,0","93,8","100,0","209,7",.,.,.,.,.,2014
Varberg,Varbergs Montessoriskola,Enskild,Varbergs Montessoriskola Ek. För.,68980561,17,"100,0","70,6",~100,"218,8",.,.,.,.,.,2014
Vaxholm,Norrbergsskolan,Kommunal,Vaxholm,24710426,..,..,"84,7",~100,"221,5",..,..,..,..,..,2014
Vellinge,Framtidskomp. V Ingelstad sk,Enskild,Framtidskompassen AB,44979671,42,"100,0","95,2","100,0","235,4",.,.,.,.,.,2014
Vellinge,Framtidskompassen i Vellinge,Enskild,Framtidskompassen AB,15068529,41,"100,0","92,7","100,0","244,7",.,.,.,.,.,2014
Vellinge,Skanör Falsterbo Montessorisk.,Enskild,Skanörs Montessori Förskola,46725455,16,"100,0","100,0","100,0","275,8",.,.,.,.,.,2014
Vellinge,Herrestorpskolan,Kommunal,Vellinge,16650439,..,..,"88,2","100,0","231,2",..,..,.,.,..,2014
Vellinge,Ljungenskolan,Kommunal,Vellinge,41197162,..,..,"100,0","100,0","256,4",..,..,..,..,..,2014
Vellinge,Sandeplanskolan,Kommunal,Vellinge,71367825,48,"100,0","91,7",~100,"246,4",.,.,.,.,.,2014
Vellinge,Skanörs skola,Kommunal,Vellinge,46945514,..,..,.,..,..,..,..,.,.,.,2014
Vellinge,Stora Hammars skola,Kommunal,Vellinge,24181728,57,"100,0","96,5","100,0","240,3",.,.,.,.,.,2014
Vellinge,Södervångskolan,Kommunal,Vellinge,28023150,47,"100,0","93,6","100,0","234,3",.,.,.,.,.,2014
Vellinge,Tångvallaskolan,Kommunal,Vellinge,58994715,46,"100,0","97,8","100,0","253,9",.,.,.,.,.,2014
Vellinge,Ängdalaskolan,Enskild,Ängdala Skolor AB,11885832,48,"100,0","95,8",~100,"237,4",.,.,.,.,.,2014
Vetlanda,Landsbro skola 7-9,Kommunal,Vetlanda,69564434,..,..,"81,1","91,1","201,6",..,..,..,..,..,2014
Vetlanda,Mogärdeskolan 7-9,Kommunal,Vetlanda,28429330,..,..,"78,9","88,2","211,4",..,..,..,..,..,2014
Vetlanda,Withalaskolan,Kommunal,Vetlanda,71069662,..,..,"70,6","86,9","198,1",..,..,.,.,..,2014
Vetlanda,Vetlanda Friskola,Enskild,"Vetlanda Bibelcenter, Stiftelsen",13123046,..,..,..,..,..,..,..,.,.,.,2014
Vilhelmina,Hembergsskolan,Kommunal,Vilhelmina,99257809,52,"100,0","75,0","86,5","205,0",.,.,.,.,.,2014
Vilhelmina,Strandskolan,Enskild,Vilhelmina Fria Församling,45737019,..,..,..,..,..,..,..,.,.,.,2014
Vimmerby,Astrid Lindgrens skola 7-9,Kommunal,Vimmerby,92620495,..,..,"76,1","80,6","207,6",..,..,.,.,..,2014
Vimmerby,Vimarskolan 7-9,Kommunal,Vimmerby,39345593,81,"100,0","74,1","86,4","205,2",.,.,.,.,.,2014
Vindeln,Renforsskolan,Kommunal,Vindeln,74352559,61,"100,0","77,0","90,2","188,0",.,.,.,.,.,2014
Vingåker,Vidåkersskolan,Kommunal,Vingåker,53174138,108,"83,7","68,5","74,1","178,0",21,"16,3",..,..,"35,2",2014
Vårgårda,Gullhögskolan,Kommunal,Vårgårda,84179524,..,..,"81,7","89,7","219,8",..,..,.,.,..,2014
Vänersborg,"Fridaskolan, Vänersborg",Enskild,Fridaskolorna AB,10982633,69,"100,0","78,3","91,3","245,9",.,.,.,.,.,2014
Vänersborg,Centrala skolenheten,Kommunal,Vänersborg,33067448,..,..,"73,2","88,8","211,6",..,..,.,..,..,2014
Vänersborg,Dalboskolan,Kommunal,Vänersborg,93140467,60,"100,0","68,3","78,3","193,5",.,.,.,.,.,2014
Vännäs,Hammarskolan 7-9 AB,Kommunal,Vännäs,94348319,45,"100,0","75,6","84,4","203,1",.,.,.,.,.,2014
Vännäs,Hammarskolan 7-9 CD,Kommunal,Vännäs,59355811,40,"100,0","80,0","85,0","205,4",.,.,.,.,.,2014
Värmdö,Lemshaga Akademi,Enskild,Lemshagastiftelsen,11364996,52,"100,0","100,0","100,0","263,2",.,.,.,.,.,2014
Värmdö,Brunns skola,Kommunal,Värmdö,42434583,59,"100,0","88,1",~100,"229,0",.,.,.,.,.,2014
Värmdö,Farstavikens skola,Kommunal,Värmdö,60624757,..,..,"81,2","87,1","231,7",..,..,.,.,..,2014
Värmdö,Hemmestaskolan,Kommunal,Värmdö,24561769,84,"100,0","83,3","94,0","214,8",.,.,.,.,.,2014
Värmdö,"Kullsvedskolan, Grundskola",Kommunal,Värmdö,67362048,..,..,..,..,..,..,..,.,.,.,2014
Värmdö,Värmdö Skärgårdsskola,Kommunal,Värmdö,77630712,39,"100,0","94,9",~100,"217,4",.,.,.,.,.,2014
Värmdö,Ösbyskolan,Kommunal,Värmdö,88283203,76,"100,0","89,5",~100,"243,3",.,.,.,.,.,2014
Värnamo,Apladalsskolan,Kommunal,Värnamo,40576389,..,..,"77,2","87,7","217,6",..,..,..,..,..,2014
Värnamo,Bors skola,Kommunal,Värnamo,68702432,..,..,"81,4","89,8","227,5",..,..,..,..,..,2014
Värnamo,Forshedaskolan,Kommunal,Värnamo,23192281,..,..,"79,2","85,7","220,8",..,..,.,.,..,2014
Värnamo,Gröndalsskolan,Kommunal,Värnamo,41729877,..,..,"93,6",~100,"230,7",..,..,..,..,..,2014
Västervik,Alphaskolan,Enskild,Kunskapsnavet AB,25749057,42,"100,0","64,3","88,1","211,8",.,.,.,.,.,2014
Västervik,Gamlebyvikens friskola,Enskild,Stiftelsen Josua,80536102,..,..,..,..,..,..,..,.,.,.,2014
Västervik,AL5/Falken,Kommunal,Västervik,46345666,..,..,.,.,..,..,..,.,.,.,2014
Västervik,Ankarsrums skola,Kommunal,Västervik,72904597,..,..,"82,9","85,7","216,9",..,..,.,.,..,2014
Västervik,Ellen Keyskolan,Kommunal,Västervik,88600321,..,..,"78,5","88,8","230,6",..,..,.,.,..,2014
Västervik,Ludvigsborgsskolan,Kommunal,Västervik,16547623,..,..,"83,5","88,7","222,7",..,..,.,.,..,2014
Västervik,Åbyskolan,Kommunal,Västervik,48015765,..,..,"80,4","87,0","216,3",..,..,.,.,..,2014
Västervik,Överumsskolan 7-9,Kommunal,Västervik,75732352,17,"100,0","88,2",~100,"191,6",.,.,.,.,.,2014
Västerås,Centuriaskolan,Enskild,021 Skol AB,83896681,..,..,"62,5","100,0","201,5",..,..,..,..,..,2014
Västerås,Entréskolan Västerås,Enskild,AmiSgo AB,77743622,43,"100,0","90,7",~100,"202,3",.,.,.,.,.,2014
Västerås,Engelska Skolan i Västerås,Enskild,Internationella Engelska Skolan i Sverige AB,46042136,31,"100,0","100,0","100,0","262,8",.,.,.,.,.,2014
Västerås,Kunskapsskolan Västerås,Enskild,Kunskapsskolan i Sverige AB,30576881,102,"100,0","91,2",~100,"254,6",.,.,.,.,.,2014
Västerås,"MBC skolan, Västerås",Enskild,Magelungen Utveckling AB,82151850,..,..,.,.,..,..,..,.,.,.,2014
Västerås,Rotundaskolan,Enskild,Pysslingen Förskolor och Skolor AB,80009811,52,"100,0","65,4",~100,"215,5",.,.,.,.,.,2014
Västerås,Fryxellska skolan,Enskild,Stiftelsen Fryx,73093445,128,"100,0","93,0",~100,"240,3",.,.,.,.,.,2014
Västerås,Pilträdsskolan,Enskild,Stiftelsen Källan,81265119,..,..,..,..,..,..,..,.,.,.,2014
Västerås,"Västerås Waldorfskola, grund",Enskild,Stiftelsen Västerås Waldorfskola,14896115,10,"100,0",..,..,"224,0",.,.,.,.,.,2014
Västerås,Grundskolan Äventyret,Enskild,Stiftelsen Äventyret,57243353,10,"100,0",..,..,"218,8",.,.,.,.,.,2014
Västerås,Apalbyskolan 6-9,Kommunal,Västerås,99947080,45,"100,0","64,4","73,3","192,3",.,.,.,.,.,2014
Västerås,Bäckbyskolan 1,Kommunal,Västerås,82768033,..,..,"58,3","71,7","178,6",..,..,.,.,..,2014
Västerås,Bäckbyskolan 2,Kommunal,Västerås,36793802,..,..,.,..,..,..,..,.,.,.,2014
Västerås,Irstaskolan 7-9,Kommunal,Västerås,12507517,..,..,"89,6",~100,"230,8",..,..,..,..,..,2014
Västerås,Kristiansborgsskolan,Kommunal,Västerås,65736810,..,..,"81,4","89,9","214,1",..,..,.,.,..,2014
Västerås,Nybyggeskolan 1,Kommunal,Västerås,14086188,57,"81,4","57,9","71,9","198,3",13,"18,6",..,..,"64,2",2014
Västerås,Nybyggeskolan 2,Kommunal,Västerås,39103253,..,..,"80,6","94,6","212,8",..,..,..,..,..,2014
Västerås,Persboskolan,Kommunal,Västerås,10453232,..,..,"68,9",~100,"202,0",..,..,.,.,..,2014
Västerås,Rönnbyskolan 6-9,Kommunal,Västerås,16313755,..,..,"90,7",~100,"229,9",..,..,.,.,.,2014
Västerås,Skiljeboskolan,Kommunal,Västerås,77449846,..,..,"60,3","76,7","196,1",..,..,.,.,..,2014
Västerås,S:t Ilians skola,Kommunal,Västerås,66142210,..,..,"64,3","71,4","196,6",..,..,..,..,..,2014
Västerås,Tillbergaskolan 6-9,Kommunal,Västerås,22744262,63,"100,0","68,3","84,1","189,4",.,.,.,.,.,2014
Västerås,Viksängsskolan 1,Kommunal,Västerås,15622675,..,..,"76,5","86,3","204,9",..,..,.,.,..,2014
Västerås,Viksängsskolan 2,Kommunal,Västerås,96481822,..,..,"93,4",~100,"234,7",..,..,.,.,..,2014
Västerås,Önstaskolan,Kommunal,Västerås,84998800,..,..,"88,9","93,3","228,5",..,..,..,..,..,2014
Växjö,"Karl-Oskarskolan, Växjö",Enskild,Karl-Oskar Utbildning AB,69600902,99,"100,0","78,8","89,9","222,0",.,.,.,.,.,2014
Växjö,Kronoberg Skola,Enskild,Kronoberg Skola AB,44785862,54,"100,0","98,1","100,0","257,2",.,.,.,.,.,2014
Växjö,Växjö Internationella Grundsk.,Enskild,Lacko Internationella Grundskola AB,47516545,..,..,"74,1","100,0","254,5",..,..,.,..,..,2014
Växjö,Bergundaskolan 7-9,Kommunal,Växjö,78331744,..,..,"79,5","85,5","217,0",..,..,.,..,..,2014
Växjö,Braås skola,Kommunal,Växjö,40283052,..,..,"80,4",~100,"214,1",..,..,.,..,..,2014
Växjö,Fagrabäckskolan,Kommunal,Växjö,29751275,..,..,"80,9","89,4","211,6",..,..,.,.,..,2014
Växjö,Lammhults skola,Kommunal,Växjö,57569623,..,..,"80,8",~100,"211,1",..,..,..,..,..,2014
Växjö,Norregårdskolan,Kommunal,Växjö,12286029,..,..,"76,6","86,5","215,3",..,..,..,..,..,2014
Växjö,Ringsbergsskolan,Kommunal,Växjö,65161034,23,"100,0","95,7","100,0","245,2",.,.,.,.,.,2014
Växjö,Teleborg Centrum,Kommunal,Växjö,72833305,153,"91,1","73,9","88,2","213,9",15,"8,9",..,..,"126,9",2014
Ydre,Ydreskolan,Kommunal,Ydre,17132875,..,..,"86,0","88,4","213,5",..,..,.,.,..,2014
Ystad,Kunskapsskolan Ystad,Enskild,Kunskapsskolan i Sverige AB,58980145,85,"100,0","91,8",~100,"239,4",.,.,.,.,.,2014
Ystad,Norreportskolan,Kommunal,Ystad,89680009,119,"100,0","82,4","91,6","219,3",.,.,.,.,.,2014
Ystad,Västervångskolan,Kommunal,Ystad,24450024,..,..,"88,4","94,7","221,9",..,..,.,..,..,2014
Åmål,Kristinebergskolan 1,Kommunal,Åmål,57530972,80,"100,0","77,5","92,5","211,3",.,.,.,.,.,2014
Åmål,Kristinebergskolan 2,Kommunal,Åmål,60891289,..,..,"68,5","85,2","214,4",..,..,..,..,..,2014
Ånge,Heliås Erikslund,Enskild,Heliås Utbildning AB,65951625,13,"100,0","92,3",~100,"210,8",.,.,.,.,.,2014
Ånge,Fränstaskolan,Kommunal,Ånge,17514337,..,..,"81,3",~100,"209,8",..,..,..,..,..,2014
Ånge,Minervaskolan,Kommunal,Ånge,43954518,..,..,"64,9","78,4","203,4",..,..,..,..,..,2014
Åre,Duveds skola 4-9,Kommunal,Åre,53536862,34,"100,0","82,4",~100,"221,9",.,.,.,.,.,2014
Åre,Hallens Kyrkskola F-9,Kommunal,Åre,47003034,..,..,..,..,..,..,..,.,.,.,2014
Åre,Mörsils skola,Kommunal,Åre,99830430,..,..,"67,3","83,7","203,6",..,..,.,.,..,2014
Årjäng,Silbodalskolan H,Kommunal,Årjäng,31591948,..,..,"84,1","89,9","213,7",..,..,..,..,..,2014
Årjäng,Töcksfors skola H,Kommunal,Årjäng,44467705,36,"100,0","77,8","86,1","208,1",.,.,.,.,.,2014
Åsele,Åsele Centralskola,Kommunal,Åsele,43833784,23,"100,0","78,3",~100,"208,2",.,.,.,.,.,2014
Åstorp,"PeterSvenskolan, Åstorp",Enskild,Pysslingen Förskolor och Skolor AB,86363057,..,..,"60,0","65,0","203,6",..,..,..,..,..,2014
Åstorp,Björnekullaskolan,Kommunal,Åstorp,97128428,..,..,"81,4","92,8","201,5",..,..,..,..,..,2014
Åstorp,Hyllinge skola,Kommunal,Åstorp,11662899,38,"100,0","76,3",~100,"215,3",.,.,.,.,.,2014
Åtvidaberg,Alléskolan  7-9,Kommunal,Åtvidaberg,56528690,..,..,"74,6","82,8","208,5",..,..,..,..,..,2014
Älmhult,Karl-Oskarskolan i Älmhult,Enskild,Karl-Oskar Utbildning AB,84756527,23,"100,0","52,2",~100,"187,5",.,.,.,.,.,2014
Älmhult,Klöxhultsskolan 2,Kommunal,Älmhult,55348814,44,"100,0","81,8","88,6","207,6",.,.,.,.,.,2014
Älmhult,Linnéskolan 1,Kommunal,Älmhult,53191534,..,..,"68,0","82,0","196,0",..,..,..,..,..,2014
Älvdalen,Strandskolan,Kommunal,Älvdalen,81918902,..,..,..,..,..,..,..,.,.,..,2014
Älvdalen,Älvdalsskolan,Kommunal,Älvdalen,88076955,..,..,"88,4",~100,"229,6",..,..,.,..,..,2014
Älvkarleby,Älvboda friskola,Enskild,Friskolan i Skutskär Ek. För.,74070812,45,"100,0","84,4","84,4","210,1",.,.,.,.,.,2014
Älvkarleby,Rotskärsskolan 6-9,Kommunal,Älvkarleby,96982474,..,..,"68,9","80,0","205,0",..,..,.,..,..,2014
Älvsbyn,Vidselskolan,Kommunal,Älvsbyn,86476920,..,..,"80,0",~100,"207,7",..,..,..,..,..,2014
Älvsbyn,Älvåkraskolan,Kommunal,Älvsbyn,32970785,..,..,"85,5","91,3","212,6",..,..,..,..,..,2014
Ängelholm,AGAPE-skolan,Enskild,AGAPE-Skolan,10747241,..,..,.,.,..,..,..,.,.,.,2014
Ängelholm,Vittra Fram,Enskild,Framtidsskolan Örestad Utveckling AB,14569133,28,"100,0","85,7",~100,"238,0",.,.,.,.,.,2014
Ängelholm,Kungsgårdsskolan,Kommunal,Ängelholm,25522582,..,..,"82,0","87,7","219,7",..,..,..,..,..,2014
Ängelholm,Magnarps skola,Kommunal,Ängelholm,75244062,38,"100,0","92,1","100,0","230,7",.,.,.,.,.,2014
Ängelholm,Nyhemsskolan,Kommunal,Ängelholm,60842677,110,"100,0","81,8","94,5","207,7",.,.,.,.,.,2014
Ängelholm,Strövelstorps skola,Kommunal,Ängelholm,68323880,..,..,"93,3",~100,"233,3",..,..,.,.,..,2014
Ängelholm,Söndrebalgs skola,Kommunal,Ängelholm,53600648,32,"100,0","93,8",~100,"220,8",.,.,.,.,.,2014
Ängelholm,Toftaskolan,Kommunal,Ängelholm,51497405,71,"100,0","85,9","91,5","228,2",.,.,.,.,.,2014
Öckerö,Betelskolan,Enskild,Betelförsamlingens Skolstiftelse,65677988,23,"100,0","87,0",~100,"244,5",.,.,.,.,.,2014
Öckerö,Brattebergsskolan,Kommunal,Öckerö,85862849,..,..,"82,2","96,1","233,4",..,..,.,.,..,2014
Ödeshög,Lysingskolan,Kommunal,Ödeshög,34255565,..,..,"89,5",~100,"230,9",..,..,..,..,..,2014
Örebro,Alsalam,Enskild,Al-Risalah Skandinaviska Stiftelse,99730324,10,"100,0",..,..,"223,3",.,.,.,.,.,2014
Örebro,Viktoriaskolan,Enskild,Brickebergskyrkans Skolstiftelse,19742982,17,"100,0","82,4",~100,"228,8",.,.,.,.,.,2014
Örebro,Engelska Skolan i Örebro,Enskild,Internationella Engelska Skolan i Sverige AB,23908629,117,"100,0","86,3",~100,"247,0",.,.,.,.,.,2014
Örebro,Kunskapsskolan Örebro,Enskild,Kunskapsskolan i Sverige AB,76018506,84,"100,0","86,9",~100,"227,0",.,.,.,.,.,2014
Örebro,MBC skolan Örebro,Enskild,Magelungen Utveckling AB,27319904,..,..,.,.,..,..,..,.,.,.,2014
Örebro,Karl Johans skola,Enskild,Pysslingen Förskolor och Skolor AB,28067210,89,"100,0","91,0",~100,"237,4",.,.,.,.,.,2014
Örebro,Grenadjärskolan,Enskild,Stiftelsen Grenadjärskolan,36409468,25,"100,0","88,0",~100,"234,8",.,.,.,.,.,2014
Örebro,Hannaskolan,Enskild,Stiftelsen Hannaskolan,13390547,27,"100,0","92,6",~100,"240,2",.,.,.,.,.,2014
Örebro,Johannaskolan Örebro waldorfsk,Enskild,"Stiftelsen Johannaskolan, Örebro Waldorfskola",11909268,19,"100,0","84,2","100,0","235,7",.,.,.,.,.,2014
Örebro,Adolfsbergssk. spec.enhet 7-9,Kommunal,Örebro,68103849,..,..,..,..,..,..,..,.,.,.,2014
Örebro,Adolfsbergsskolan 7-9,Kommunal,Örebro,47684564,..,..,"90,4","96,0","218,7",..,..,..,..,..,2014
Örebro,Almby skola,Kommunal,Örebro,22049573,..,..,"73,3","78,7","207,4",..,..,..,..,..,2014
Örebro,Engelbrektsskolan,Kommunal,Örebro,82807694,..,..,"82,9","88,4","218,7",..,..,..,..,..,2014
Örebro,Glanshammars skola,Kommunal,Örebro,17183375,16,"100,0","62,5",~100,"188,9",.,.,.,.,.,2014
Örebro,Gumaeliusskolan,Kommunal,Örebro,74902204,..,..,"81,8","88,1","206,9",..,..,..,..,..,2014
Örebro,Lillåns skola 7-9,Kommunal,Örebro,84774734,..,..,"87,3","93,6","223,8",..,..,..,..,..,2014
Örebro,Mellringeskolan,Kommunal,Örebro,26290434,..,..,"73,1","84,9","205,5",..,..,.,.,..,2014
Örebro,Navet,Kommunal,Örebro,12248380,..,..,"68,5","83,3","215,0",..,..,.,.,..,2014
Örebro,Odenskolan F-9,Kommunal,Örebro,66382532,55,"100,0","72,7","83,6","200,4",.,.,.,.,.,2014
Örebro,Olaus Petriskolan,Kommunal,Örebro,65613995,..,..,"76,1","87,0","212,9",..,..,.,.,..,2014
Örebro,Vivallaskolan 7-9,Kommunal,Örebro,57981090,77,"86,5","46,8","55,8","171,0",12,"13,5",.,..,"50,2",2014
Örebro,Västra Engelbrektsskolan,Kommunal,Örebro,54656817,..,..,"38,5","48,7","170,3",..,..,.,..,..,2014
Örkelljunga,Solängskolan,Enskild,Kristna Skolföreningen i Örkelljunga,10757780,11,"100,0",..,..,"197,3",.,.,.,.,.,2014
Örkelljunga,Kungsskolan,Kommunal,Örkelljunga,45558673,..,..,"92,3",~100,"220,4",..,..,.,..,..,2014
Örnsköldsvik,Broskolan Ö-viks Kristna skola,Enskild,Broskolan AB,32866578,11,"100,0",..,~100,"228,6",.,.,.,.,.,2014
Örnsköldsvik,Bäckagårdsskolan,Enskild,Impius Vård och Utbildning AB,50936464,..,..,.,..,..,..,..,.,.,.,2014
Örnsköldsvik,Alneskolan 5-9,Kommunal,Örnsköldsvik,38278821,60,"100,0","86,7","90,0","216,3",.,.,.,.,.,2014
Örnsköldsvik,Bjästaskolan 7-9,Kommunal,Örnsköldsvik,56331671,..,..,"80,3",~100,"215,0",..,..,..,..,..,2014
Örnsköldsvik,Björnaskolan,Kommunal,Örnsköldsvik,24396451,..,..,"81,0",~100,"202,0",..,..,.,.,.,2014
