skolverket_skolnamn,school_unit,skolverket_kommunnamn,skolverket_kommun,huvudman,skolverket_huvudman_namn,skolverket_huvudman_kod,skolverket_helttj_larare_o_adm_tcv17,skolverket_helttj_adm_tcv17,skolverket_helttj_larare_tcv17,skolverket_helttj_andel_kvi_tcv17,skolverket_helttj_andel_ped_tcv17,skolverket_helttj_andel_specped_tcv17,skolverket_elever_per_helttj_tcv17,skolverket_helttj_syv_tcv17,skolverket_elever_per_syvhelttj_tcv17,skolverket_helttj_andel_tillsv_tcv17,year
Dinglegymnasiet,97090958,Munkedal,1430,5590475611,Dinglegymnasiet AB,Enskild,"7,4","0,5","6,9","88,3","94,2","11,7","7,6","0,3","173,3","100,0",2018
Lärlingsgymnasiet i Håby,15100079,Munkedal,1430,5567628176,Lärlingsgymnasiet i Sverige AB,Enskild,"8,5","1,0","7,5","26,7","26,7",.,"10,3","1,0","77,0","100,0",2018
Processtekniska Gymnasiet,55421481,Munkedal,1430,2120001330,Munkedal,Kommunal,"3,1","0,2","3,0","44,1","83,1","6,8","12,5","0,3","123,3","100,0",2018
Ungdomsgymnasiet,58583587,Munkedal,1430,2120001330,Munkedal,Kommunal,"7,2","0,3","6,9","85,5","81,9","24,6","10,4","0,5","160,0","78,3",2018
Krokslättsgymnasiet Skolenhet 1,76470241,Mölndal,1481,2120001363,Mölndal,Kommunal,"16,2",.,"16,2","73,0","96,4","6,2","7,6","1,0","123,0","96,4",2018
Krokslättsgymnasiet Skolenhet 2,99356671,Mölndal,1481,2120001363,Mölndal,Kommunal,"13,3","1,0","12,3","59,6","100,0","8,2","12,8","1,0","157,0","100,0",2018
Mönsteråsgymnasiet,16702464,Mönsterås,0861,2120000720,Mönsterås,Kommunal,"18,7","1,0","17,7","41,5","70,8","2,8","7,3","0,6","215,0","80,1",2018
Mönsteråsgymnasiet IM,43762671,Mönsterås,0861,2120000720,Mönsterås,Kommunal,"9,9","0,3","9,7","74,6","89,1","5,2","8,3","0,4","200,0","87,5",2018
Magelungens Gymnasium Danvikstull,71353314,Nacka,0182,5564891447,Magelungen Utveckling AB,Enskild,"15,7","0,7","15,0","74,3","96,7","9,0","6,2",.,.,"96,0",2018
MediaGymnasiet i Nacka Strand,29449669,Nacka,0182,5566765995,MediaGymnasiet Nacka Strand AB,Enskild,"25,6","1,0","24,6","57,1","63,8",.,"16,5","0,5","810,0","62,8",2018
Nacka Enskilda Gymnasium,62855448,Nacka,0182,5567841977,Nacka Enskilda Gymnasium AB,Enskild,"6,7","0,0","6,7","24,6","47,9",.,"24,4",.,.,"44,9",2018
"Nacka gymnasium, Natur & Teknik",36252055,Nacka,0182,2120000167,Nacka,Kommunal,"58,1","1,0","57,1","43,9","80,1","1,3","18,4","1,0","1 048,0","86,4",2018
"Nacka gymnasium, Samhälle",91812793,Nacka,0182,2120000167,Nacka,Kommunal,"65,3","1,0","64,3","58,0","96,9","3,1","17,3","2,3","482,6","89,6",2018
Nya DesignGymnasiet,14355031,Nacka,0182,5569320681,Nya Designgymnasiet i Nacka AB,Enskild,"15,1","1,0","14,1","78,6","75,8",.,"15,2","0,2","1 065,0","84,3",2018
Praktiska Nacka,72891848,Nacka,0182,5562575786,Praktiska Sverige AB,Enskild,"28,3","1,0","27,3","71,9","52,3",.,"13,4","1,0","365,0","67,0",2018
Rytmus Stockholm,46611859,Nacka,0182,5564648979,Rytmus AB,Enskild,"58,3","1,0","57,3","42,5","90,4","1,7","11,9","0,6","1 136,7","82,5",2018
Sjölins gymnasium Nacka,58907711,Nacka,0182,5563758399,Sjölins Gymnasium AB,Enskild,"19,8","1,0","18,8","46,0","87,5",.,"19,9","0,2","1 875,0","90,7",2018
"YBC, Young Business Creatives",68285560,Nacka,0182,2120000167,Nacka,Kommunal,"25,6","1,0","24,6","55,7","96,5",.,"21,2","1,0","522,0","96,5",2018
IV-programmet i Nora,71728074,Nora,1884,2120002007,Nora,Kommunal,"3,7","0,2","3,5","85,7","100,0","28,6","8,0","0,2","140,0","100,0",2018
Gymnasieutbildn. i Nordanstig RO9,16374064,Nordanstig,2132,2220003111,Nordanstig,Kommunal,"5,1","0,5","4,6","78,3","91,3",.,"5,4","0,2","125,0","100,0",2018
Nordmalings gymnasieskola,47070220,Nordmaling,2401,2120002536,Nordmaling,Kommunal,"5,3","0,2","5,1","49,0","55,1",.,"7,6","0,3","156,0","74,6",2018
De Geergymnasiet 1,58544422,Norrköping,0581,2120000456,Norrköping,Kommunal,"32,6","1,0","31,6","58,5","98,1",.,"11,3",.,.,"93,3",2018
De Geergymnasiet 2,40549870,Norrköping,0581,2120000456,Norrköping,Kommunal,"5,0",.,"5,0","80,0","100,0",.,"9,0",.,.,"100,0",2018
De Geergymnasiet 3,65150019,Norrköping,0581,2120000456,Norrköping,Kommunal,"25,8","1,0","24,8","64,9","87,9",.,"10,8",.,.,"96,0",2018
De Geergymnasiet 4,31796890,Norrköping,0581,2120000456,Norrköping,Kommunal,"9,1","0,7","8,4","31,0","57,1",.,"6,4",.,.,"81,0",2018
De Geergymnasiet 6,22426680,Norrköping,0581,2120000456,Norrköping,Kommunal,"3,6","0,7","2,9","100,0","77,9",.,"22,1",.,.,"100,0",2018
Drottning Blankas Gymnasieskola Norrköping,28023078,Norrköping,0581,5565789129,Plusgymnasiet AB,Enskild,"19,0","1,0","18,0","50,4","64,1",.,"14,2","0,2","1 275,0","82,5",2018
Ebersteinska gymnasiet 1,83805032,Norrköping,0581,2120000456,Norrköping,Kommunal,"14,8","1,0","13,8","7,3","41,8",.,"9,5",.,.,"100,0",2018
Ebersteinska gymnasiet 2,48862305,Norrköping,0581,2120000456,Norrköping,Kommunal,"28,8","1,0","27,8","15,1","49,0",.,"11,3","0,5","628,0","94,6",2018
Ebersteinska gymnasiet 3,32887559,Norrköping,0581,2120000456,Norrköping,Kommunal,"22,7","1,0","21,7","9,2","71,2","4,6","9,2","0,5","400,0","99,2",2018
Ebersteinska gymnasiet 5,71541108,Norrköping,0581,2120000456,Norrköping,Kommunal,"13,4","1,0","12,4","88,7","90,3","8,1","12,5",.,.,"98,4",2018
Ebersteinska gymnasiet 6,62956050,Norrköping,0581,2120000456,Norrköping,Kommunal,"12,4","1,0","11,4","80,6","87,7","8,8","13,0","0,5","296,0","89,4",2018
Ebersteinska gymnasiet 7,35230892,Norrköping,0581,2120000456,Norrköping,Kommunal,"1,3",.,"1,3",.,"100,0",.,"23,8",.,.,"100,0",2018
Eberstienska gymnasiet 4,53832505,Norrköping,0581,2120000456,Norrköping,Kommunal,"18,2","1,0","17,2","43,6","67,4",.,"14,2",.,.,"73,2",2018
Film & Musikgymnasiet,47537928,Norrköping,0581,8220038460,Studiefrämjandet i Östergötland,Enskild,"14,7","0,5","14,2","34,2","69,4",.,"9,9",.,.,"85,2",2018
Fria Läroverken Norrköping,69471748,Norrköping,0581,5569172041,Fria Läroverken i Sverige AB,Enskild,"27,1","1,0","26,1","56,8","77,9","3,8","15,5","0,5","808,0","73,3",2018
Hagagymnasiet skolenhet Blå,49750031,Norrköping,0581,2120000456,Norrköping,Kommunal,"27,8","1,0","26,8","74,6","96,3","3,7","12,7",.,.,"96,3",2018
Hagagymnasiet skolenhet grön,76485705,Norrköping,0581,2120000456,Norrköping,Kommunal,"13,6","1,0","12,6","51,9","88,1",.,"14,5","1,0","182,0","88,1",2018
Hagagymnasiet skolenhet gul,31771188,Norrköping,0581,2120000456,Norrköping,Kommunal,"14,6","1,0","13,6","70,7","85,3",.,"5,9","1,0","80,0","92,7",2018
Hagagymnasiet skolenhet röd,93239262,Norrköping,0581,2120000456,Norrköping,Kommunal,"10,9","1,0","9,9","73,5","100,0","10,1","17,3","1,0","171,0","100,0",2018
Kungsgårdsgymnasiet 1,99976753,Norrköping,0581,2120000456,Norrköping,Kommunal,"23,5","0,7","22,9","67,9","90,2","4,4","12,5",.,.,"93,0",2018
Kungsgårdsgymnasiet 2,58037626,Norrköping,0581,2120000456,Norrköping,Kommunal,"18,7","1,0","17,7","77,4","66,2","4,5","15,0","1,3","207,8","77,4",2018
Kungsgårdsgymnasiet 3,14278480,Norrköping,0581,2120000456,Norrköping,Kommunal,"10,3","0,7","9,6","89,6","89,6",.,"17,5",.,.,"89,6",2018
Kunskapsgymnasiet Norrköping,75575321,Norrköping,0581,5565661815,Kunskapsskolan i Sverige Aktiebolag,Enskild,"29,0","1,0","28,0","57,9","85,4",.,"15,8","0,7","631,4","77,5",2018
Norrköpings Lärlingsgymnasium,17204216,Norrköping,0581,2120000456,Norrköping,Kommunal,"18,1","0,5","17,6","67,0","38,6",.,"8,9",.,.,"50,0",2018
Realgymnasiet Norrköping,43284031,Norrköping,0581,5565715892,Lärande i Sverige AB,Enskild,"18,4","1,0","17,4","55,3","68,3","3,5","17,2","0,5","596,0","81,6",2018
Carl Wahren Gymnasium,13963517,Norrtälje,0188,5568027378,Roslagen Education AB,Enskild,"16,3","0,8","15,5","54,8","64,5",.,"9,7","0,4","377,5","85,2",2018
"Ekebyholmsskolan, gy",24194577,Norrtälje,0188,5562512425,Ekebyholmsskolan Aktiebolag,Enskild,"5,0","0,3","4,8","35,9","51,9",.,"8,8",.,.,"68,1",2018
Norrtelje Teknik- och Naturbruksgymnasium,26267406,Norrtälje,0188,5567916761,Norrtelje teknikgymnasium AB,Enskild,"16,5","1,0","15,5","44,0","69,2",.,"11,3","0,8","233,3","63,4",2018
Rodengymnasiet,42258644,Norrtälje,0188,2120000217,Norrtälje,Kommunal,"90,8","1,0","89,8","46,7","81,6",.,"13,5","4,0","302,0","92,5",2018
Norsjö gymnasium,25985417,Norsjö,2417,2120002858,Norsjö,Kommunal,"2,4","0,2","2,2","54,5","61,6",.,"5,4","0,2","80,0","93,3",2018
Åkrahällskolan Akra01,35035671,Nybro,0881,2120000753,Nybro,Kommunal,"20,1","1,0","19,1","54,4","63,3","8,2","7,3","1,1","128,7","96,3",2018
Åkrahällskolan Akra02,12130801,Nybro,0881,2120000753,Nybro,Kommunal,"20,5","0,8","19,7","55,7","78,8","2,8","10,0","0,3","597,0","95,1",2018
Åkrahällskolan Akra03,51736304,Nybro,0881,2120000753,Nybro,Kommunal,"21,9","1,0","20,9","39,4","72,0","2,7","8,9","0,3","563,6","96,9",2018
Praktiska Nykvarn,53180719,Nykvarn,0140,5562575786,Praktiska Sverige AB,Enskild,"18,8","1,0","17,8","39,4","29,3",.,"13,5","0,1","1 846,2","49,6",2018
Elteknikbranschens gymnasium,27489137,Nyköping,0480,5567106637,Elteknikbranschens Gymnasium i Nyköping AB,Enskild,"7,3","1,0","6,3","15,8","47,4",.,"12,8",.,.,"100,0",2018
Framtidsgymnasiet Nyköping,15609112,Nyköping,0480,5565304481,Framtidsgymnasiet Öst AB,Enskild,"11,2","0,5","10,7","12,7","45,5",.,"13,8",.,.,"83,1",2018
LBS Ljud & Bildskolan Nyköping,44285075,Nyköping,0480,5564851649,Ljud & Bildskolan Lbs AB,Enskild,"10,6",.,"10,6","44,1","74,4",.,"14,4",.,.,"59,2",2018
Nyköping Strand Utbildn.center,60424371,Nyköping,0480,5564710795,Nyköping Strand Utbildningscentrum AB,Enskild,"14,6","1,0","13,6","70,6","57,4",.,"10,9",.,.,"96,3",2018
Nyköpings Enskilda Gymnasium,95785055,Nyköping,0480,5564418449,Erastos AB,Enskild,"30,5","0,5","29,9","60,8","80,1",.,"17,2","0,7","734,3","91,3",2018
Nyköpings gymnasium Gripen,68655578,Nyköping,0480,2120002940,Nyköping,Kommunal,"66,3","0,3","66,0","50,4","77,2","3,0","11,4","1,7","443,5","89,5",2018
Nyköpings gymnasium Gripen2,99946034,Nyköping,0480,2120002940,Nyköping,Kommunal,"20,5","0,2","20,3","50,7","73,4","3,0","14,2","1,0","304,2","80,8",2018
Nyköpings gymnasium Nico,68741484,Nyköping,0480,2120002940,Nyköping,Kommunal,"26,0","0,2","25,8","57,9","87,2","5,2","12,2","1,0","316,0","92,8",2018
Nyköpings gymnasium Skavsta,17062663,Nyköping,0480,2120002940,Nyköping,Kommunal,"21,2","0,2","21,0","12,0","36,3","1,9","9,1","0,3","636,7","86,7",2018
Realgymnasiet Nyköping,56267421,Nyköping,0480,5565715892,Lärande i Sverige AB,Enskild,"7,5","1,0","6,5","75,4","61,5",.,"12,0","0,1","780,0","84,6",2018
Nynäshamns gymnasium,37054246,Nynäshamn,0192,2120000233,Nynäshamn,Kommunal,"36,5","1,0","35,5","30,6","76,2",.,"12,3","1,0","438,0","89,9",2018
Brinellgymnasiet 1,96383883,Nässjö,0682,2120000548,Nässjö,Kommunal,"16,4","0,7","15,7","67,2","67,2","4,7","8,5","0,8","166,3","65,3",2018
Brinellgymnasiet 2,39199869,Nässjö,0682,2120000548,Nässjö,Kommunal,"25,7","1,0","24,7","43,3","83,3","4,1","10,1","0,5","500,0","84,4",2018
Brinellgymnasiet 3,62216381,Nässjö,0682,2120000548,Nässjö,Kommunal,"27,0","1,0","26,0","24,9","72,0","3,9","7,7","0,5","400,0","79,7",2018
Brinellgymnasiet 4,31179045,Nässjö,0682,2120000548,Nässjö,Kommunal,"33,0","1,0","32,0","53,3","74,4","2,8","11,3","0,5","724,0","82,7",2018
Brinellgymnasiet 5,72421673,Nässjö,0682,2120000548,Nässjö,Kommunal,"27,7","1,0","26,7","68,8","93,8","6,2","10,5","0,7","401,4","93,8",2018
Klaragymnasiet med internat,15763669,Olofström,1060,2220000711,Olofström,Kommunal,"18,2","1,0","17,2","67,9","81,0","8,2","2,9","0,5","100,0","92,7",2018
Nordenbergsskolan 1,59655752,Olofström,1060,2120000811,Olofström,Kommunal,"24,6","1,0","23,6","43,3","69,3","2,1","8,8","0,7","318,5","86,2",2018
Nordenbergsskolan 2,88750078,Olofström,1060,2120000811,Olofström,Kommunal,"18,6","1,0","17,6","57,0","72,8","2,8","10,4","0,7","262,9","79,6",2018
Nordenbergsskolan 3,50108759,Olofström,1060,2120000811,Olofström,Kommunal,"11,5","0,5","11,0","68,4","76,7",.,"10,3","0,4","322,9","95,8",2018
Gymnasiet,41878314,Orust,1421,2120001314,Orust,Kommunal,"8,9","0,3","8,6","59,9","76,7","12,8","6,7","1,0","58,0","93,6",2018
Ekbackeskolan gymnasium,41555549,Osby,1273,2120000902,Osby,Kommunal,"44,4","1,0","43,4","54,4","71,4","2,3","9,7","1,0","422,0","89,6",2018
Naturbruksgymnasiet Osby,32003298,Osby,1273,2120000902,Osby,Kommunal,"5,2","1,0","4,2","19,8","67,0",.,"5,2",.,.,"76,4",2018
"Yrkesskolan, introduktionsprogrammet",19878579,Osby,1273,2120000902,Osby,Kommunal,"2,0","0,3","1,6","43,2","56,8",.,"14,8","0,1","240,0","100,0",2018
Elajo Technical Edu. Center,22383788,Oskarshamn,0882,5562216027,Elajo Technical Education Center AB,Enskild,"6,5","0,7","5,8","31,0","19,0",.,"13,8","0,1","800,0","74,1",2018
Oscarsgymnasiet A,85459854,Oskarshamn,0882,2120000761,Oskarshamn,Kommunal,"33,4","1,0","32,4","30,3","80,8",.,"10,8","1,1","332,4","90,2",2018
Oscarsgymnasiet B,81876614,Oskarshamn,0882,2120000761,Oskarshamn,Kommunal,"26,1","1,0","25,1","43,6","76,0",.,"12,5","0,9","350,0","83,7",2018
Oscarsgymnasiet C,44963095,Oskarshamn,0882,2120000761,Oskarshamn,Kommunal,"6,4","0,5","5,9","65,9","85,5","16,9","14,2","1,0","84,0","65,4",2018
Oscarsgymnasiet D,18711877,Oskarshamn,0882,2120000761,Oskarshamn,Kommunal,"27,4","1,0","26,4","55,6","84,9","3,8","8,8","1,0","232,0","91,2",2018
Voxnadalens gymnasium,67071618,Ovanåker,2121,2120002304,Ovanåker,Kommunal,"33,7","0,8","32,9","57,2","77,7","3,0","10,1","0,5","664,0","95,4",2018
Laestadiusskolan,75324351,Pajala,2521,2220000760,Pajala,Kommunal,"19,0","1,0","18,1","45,1","70,4","5,5","7,9","1,0","143,0","81,5",2018
Partille gymnasium/IM,21862642,Partille,1402,2120001272,Partille,Kommunal,"14,7",.,"14,7","66,3","89,8",.,"10,7",.,.,"90,1",2018
Partille Gymnasium/Nat. Prg.,61229217,Partille,1402,2120001272,Partille,Kommunal,"24,4",.,"24,4","33,5","81,5",.,"12,3",.,.,"98,2",2018
Perstorp Gymnasium,58929357,Perstorp,1275,5560246513,Perstorp Aktiebolag,Enskild,"9,9","0,9","9,0","62,7","88,9",.,"8,6","0,1","770,0","100,0",2018
Grans naturbruksgymnasium,42517257,Piteå,2581,2120002759,Piteå,Kommunal,"18,8","0,9","18,0","72,1","79,9","10,6","8,2","0,7","210,0","74,4",2018
Strömbacka Frigg,70376604,Piteå,2581,2120002759,Piteå,Kommunal,"24,0","1,0","23,0","73,8","92,8","7,3","9,7","0,8","280,0","98,8",2018
Strömbacka Hugin,59575030,Piteå,2581,2120002759,Piteå,Kommunal,"21,9","1,0","20,9","46,4","76,4","9,6","12,3","0,4","640,0","85,8",2018
Strömbacka Magne,93503103,Piteå,2581,2120002759,Piteå,Kommunal,"22,5","0,5","22,0","23,5","78,3","4,5","7,9","0,5","346,0","86,8",2018
Strömbacka Mimer,18617410,Piteå,2581,2120002759,Piteå,Kommunal,"18,4",.,"18,4","65,5","97,8","7,0","16,7","1,5","211,7","92,9",2018
Strömbacka Mjölner,41697930,Piteå,2581,2120002759,Piteå,Kommunal,"33,7","0,8","32,9","31,8","75,0","2,7","9,0","0,9","327,8","93,9",2018
Strömbacka Munin,28025244,Piteå,2581,2120002759,Piteå,Kommunal,"21,3","1,0","20,3","72,1","92,0","4,9","11,3","0,6","371,0","92,0",2018
"Jämtlands Gymn, Bispgården",17184072,Ragunda,2303,2220001636,Ragunda,Kommunal,"6,0","0,8","5,2","40,8","60,2","7,8","10,5",.,.,"80,6",2018
Lärcentrum,34838015,Robertsfors,2409,2120002551,Robertsfors,Kommunal,"2,6","0,2","2,4","97,0","91,5","32,2","5,9","0,4","35,0","91,5",2018
Gymnasieskolan Knut Hahn 1,40338843,Ronneby,1081,2120000837,Ronneby,Kommunal,"30,8","1,0","29,8","61,0","82,9","3,4","10,2","0,8","380,0","93,3",2018
Gymnasieskolan Knut Hahn 2,77440824,Ronneby,1081,2120000837,Ronneby,Kommunal,"26,2","1,0","25,2","36,1","84,4","4,0","10,1","1,0","254,0","90,9",2018
Gymnasieskolan Knut Hahn 3,13883567,Ronneby,1081,2120000837,Ronneby,Kommunal,"23,2","1,0","22,2","69,8","76,4","4,5","10,6","1,5","156,0","82,1",2018
Gymnasieskolan Knut Hahn 4,71069359,Ronneby,1081,2120000837,Ronneby,Kommunal,"7,3","1,0","6,3",.,"20,0",.,"9,0",.,.,"90,4",2018
Naturbruksgymnasiet i Blekinge,86896907,Ronneby,1081,2120000837,Ronneby,Kommunal,"18,3","1,0","17,3","54,9","57,8","5,8","6,0","0,3","416,0","80,9",2018
Stiernhööksgymnasiet,14292382,Rättvik,2031,2120002171,Rättvik,Kommunal,"50,2","0,5","49,7","61,3","92,6","6,0","8,5","1,9","225,8","82,8",2018
Kungsängsgymnasiet,87859089,Sala,1981,2120002098,Sala,Kommunal,"40,7","1,0","39,7","40,2","89,9","2,5","11,8","1,0","469,0","88,7",2018
Västmanland naturbruksgy. Ösby,54764253,Sala,1981,2120002098,Sala,Kommunal,"26,5","0,9","25,6","46,8","67,5",.,"8,0","0,5","410,0","78,1",2018
Rönninge gymnasium,98908403,Salem,0128,2120002874,Salem,Kommunal,"39,2","1,0","38,2","53,9","93,6","4,1","15,4","2,0","294,0","90,6",2018
Bessemerskolan,16493131,Sandviken,2181,2120002346,Sandviken,Kommunal,"92,0","0,8","91,2","40,8","67,2",.,"9,4","2,0","427,5","86,7",2018
Bessemerskolan_IM,33528519,Sandviken,2181,2120002346,Sandviken,Kommunal,"32,2","0,2","32,0","75,5","90,4",.,"7,6","1,8","134,4","91,7",2018
Göranssonska skolan,41119610,Sandviken,2181,5563048791,Sandvik Utbildningsaktiebolag,Enskild,"22,1","1,0","21,1","30,6","59,1",.,"9,2","0,1","1 940,0","87,6",2018
Arlandagymnasiet 1,83272868,Sigtuna,0191,2120000225,Sigtuna,Kommunal,"33,6","1,0","32,6","54,3","87,1","0,8","16,8","1,5","365,3","92,0",2018
Arlandagymnasiet 3,48304166,Sigtuna,0191,2120000225,Sigtuna,Kommunal,"29,2","1,0","28,2","39,3","63,3","2,7","10,7","2,3","134,2","94,5",2018
Arlandagymnasiet 4,66912789,Sigtuna,0191,2120000225,Sigtuna,Kommunal,"12,4","1,0","11,4","56,6","82,1","4,4","12,0","1,0","136,0","95,6",2018
Praktiska Märsta,24982097,Sigtuna,0191,5562575786,Praktiska Sverige AB,Enskild,"12,6","1,0","11,6","47,4","48,3",.,"11,6","0,2","670,0","74,1",2018
"Sigtunaskolan hum. läroverket, gy",45552626,Sigtuna,0191,8148002879,Sigtuna Skolstiftelse,Enskild,"29,9","0,3","29,6","50,4","78,4","1,7","9,9","0,3","1 176,0","76,9",2018
"Sigtunaskolan hum. läroverket, int gy*",50906954,Sigtuna,0191,8148002879,Sigtuna Skolstiftelse,Enskild,"19,4","0,3","19,2","57,5",.,.,"8,4","0,3","644,0","76,1",2018
Sveriges Ridgymnasium Sigtuna,97104132,Sigtuna,0191,5566814504,Sveriges Ridgymnasium AB,Enskild,"8,5","1,0","7,5","80,5","55,7",.,"6,7","0,0","2 500,0","66,4",2018
Nova Academy,16748680,Simrishamn,1291,2120000969,Simrishamn,Kommunal,"17,6","1,0","16,6","48,2","82,8","6,0","11,9",.,.,"84,9",2018
Österlengymnasiet,68597767,Simrishamn,1291,2120000969,Simrishamn,Kommunal,"18,6","1,0","17,6","50,1","71,8","5,7","7,2","1,0","126,0","73,5",2018
Malenagymnasiet,27964873,Sjöbo,1265,2120001090,Sjöbo,Kommunal,"27,2","0,5","26,7","28,5","57,2","3,7","8,3","0,8","297,3","96,3",2018
Katedralskolan Skara Ro B,30706655,Skara,1495,2120001702,Skara,Kommunal,"19,7","1,0","18,7","39,1","87,0","5,4","10,8","0,5","379,2","94,6",2018
Katedralskolan Skara Ro C,65674821,Skara,1495,2120001702,Skara,Kommunal,"21,8","0,7","21,1","49,1","86,6",.,"12,0","0,3","769,7","97,6",2018
Katedralskolan Skara Ro D,92332557,Skara,1495,2120001702,Skara,Kommunal,"29,4","1,0","28,4","40,0","54,3",.,"8,2","0,3","709,1","73,1",2018
Olinsgymnasiet,16555851,Skara,1495,5569998932,Olinsgymnasiet i Skara AB,Enskild,"5,4","0,2","5,3","45,9","72,5",.,"10,6","0,0","5 600,0","84,4",2018
Anderstorpsgymnasiet 1,78821574,Skellefteå,2482,2120002643,Skellefteå,Kommunal,"15,6","0,7","14,9","19,7","61,1","1,7","8,3",.,.,"81,2",2018
Anderstorpsgymnasiet 2,70408763,Skellefteå,2482,2120002643,Skellefteå,Kommunal,"24,9","1,0","23,9","66,9","99,5","2,5","14,0",.,.,"97,5",2018
Anderstorpsgymnasiet 3,99620228,Skellefteå,2482,2120002643,Skellefteå,Kommunal,"24,0","1,0","23,0","58,5","92,4","1,6","9,6",.,.,"99,6",2018
Anderstorpsgymnasiet 4,42440084,Skellefteå,2482,2120002643,Skellefteå,Kommunal,"21,0","1,0","20,0","60,9","89,2","1,4","7,8",.,.,"92,3",2018
Anderstorpsgymnasiet 5,70815774,Skellefteå,2482,2120002643,Skellefteå,Kommunal,"19,7","0,9","18,8","54,5","98,7","2,3","13,3",.,.,"96,7",2018
Anderstorpsgymnasiet 6,21080571,Skellefteå,2482,2120002643,Skellefteå,Kommunal,"8,7","1,0","7,7","87,0","92,2","13,0","7,1",.,.,"87,0",2018
Anderstorpsgymnasiet Hammarängen,24653673,Skellefteå,2482,2120002643,Skellefteå,Kommunal,"6,9","0,3","6,6","14,1","83,6","1,2","10,9",.,.,"98,2",2018
Baldergymnasiet 1,58200871,Skellefteå,2482,2120002643,Skellefteå,Kommunal,"16,6","1,0","15,6","46,4","84,4","2,9","10,3","0,5","322,0","99,0",2018
Baldergymnasiet 3,90505849,Skellefteå,2482,2120002643,Skellefteå,Kommunal,"30,6","1,0","29,6","81,3","87,9","6,1","6,4","0,6","316,7","92,3",2018
Baldergymnasiet 4,83880861,Skellefteå,2482,2120002643,Skellefteå,Kommunal,"24,3","1,0","23,3","44,5","99,8","3,0","12,2",.,.,"99,4",2018
Baldergymnasiet 5,71099568,Skellefteå,2482,2120002643,Skellefteå,Kommunal,"28,7","1,0","27,7","56,6","98,1","2,2","12,1","0,4","840,0","96,4",2018
Baldergymnasiet 6,51145165,Skellefteå,2482,2120002643,Skellefteå,Kommunal,"19,9","1,0","18,9","78,9","96,3","2,4","7,5","0,7","202,9","89,3",2018
Guldstadsgymnasiet i Skellefteå,90990441,Skellefteå,2482,5569173635,Honesta Skolutveckling AB,Enskild,"11,7","1,0","10,7","74,3","72,1",.,"13,2","0,5","282,0","60,4",2018
Naturbruksgymnasiet i Burträsk,86319615,Skellefteå,2482,2120002643,Skellefteå,Kommunal,"13,4","0,4","13,0","35,4","21,5","6,2","5,2","0,2","340,0","74,6",2018
Praktiska Skellefteå,87303004,Skellefteå,2482,5562575786,Praktiska Sverige AB,Enskild,"15,4","1,0","14,4","40,1","29,3","7,0","12,1","0,4","432,5","56,4",2018
Yrkesgymnasiet Skellefteå,97835550,Skellefteå,2482,5566139290,Thorengruppen AB,Enskild,"12,0","1,0","11,0","45,5","54,5",.,"11,8",.,.,"36,4",2018
Nils Holgerssongy i Skurup,22446331,Skurup,1264,2120001082,Skurup,Kommunal,"26,8","0,4","26,4","34,4","77,7","3,8","6,9","1,0","182,0","96,2",2018
Drottning Blankas Gymnasieskola Skövde,26508763,Skövde,1496,5565789129,Plusgymnasiet AB,Enskild,"21,1","1,0","20,1","72,1","74,9","5,0","12,9",.,.,"96,0",2018
Kavelbro enhet 876,42911621,Skövde,1496,2120001710,Skövde,Kommunal,"28,8","0,4","28,3","35,4","69,0","0,9","10,5","0,4","764,1","72,5",2018
Kavelbro enhet 877,40575001,Skövde,1496,2120001710,Skövde,Kommunal,"23,4","0,9","22,6","60,7","78,9","1,5","11,1","0,3","781,3","87,8",2018
Kavelbro enhet 878,43998440,Skövde,1496,2120001710,Skövde,Kommunal,"23,8","1,0","22,8","65,8","78,8",.,"9,6","1,0","219,0","91,2",2018
Lichron Teknikgymnasium Skövde,75027822,Skövde,1496,5567560635,Lichron Teknik AB,Enskild,"11,5","0,9","10,6","27,4","29,2","1,9","9,9","0,2","700,0","73,6",2018
NTI Gymnasiet Skövde,26671095,Skövde,1496,5565970471,IT Gymnasiet Sverige AB,Enskild,"16,7","1,0","15,7","36,9","41,7",.,"13,2","0,4","517,5","51,3",2018
Praktiska Skövde,14504503,Skövde,1496,5562575786,Praktiska Sverige AB,Enskild,"15,2","1,0","14,2","57,3","63,4",.,"10,6","0,1","1 510,0","89,5",2018
Volvogymnasiet Skövde,21850904,Skövde,1496,5560743089,Volvo Personvagnar Aktiebolag,Enskild,"15,7","0,8","14,9","41,0","69,1",.,"9,7","0,1","2 400,0","97,5",2018
Västerhöjd enhet 871,65320354,Skövde,1496,2120001710,Skövde,Kommunal,"29,0",.,"29,0","39,1","96,2","6,6","15,7","0,6","801,8","100,0",2018
Västerhöjd enhet 872,77544055,Skövde,1496,2120001710,Skövde,Kommunal,"22,6",.,"22,6","49,9","79,2",.,"16,2","1,0","351,0","98,2",2018
Västerhöjd enhet 873,49112879,Skövde,1496,2120001710,Skövde,Kommunal,"21,6",.,"21,6","45,8","91,2",.,"6,7","0,7","213,2","86,0",2018
Västerhöjd enhet 874,30279258,Skövde,1496,2120001710,Skövde,Kommunal,"26,5",.,"26,5","52,6","91,3",.,"13,0","0,4","839,0","100,0",2018
