skolverket_kommunnamn,skolverket_skolnamn,school_unit,huvudman,skolverket_huvudman_namn,skolverket_helttj_larare_tcv105,skolverket_helttj_larare_leg_tcv105,skolverket_and_helttj_larare_leg_tcv105,skolverket_helttj_forstelarare_tcv105,skolverket_ant_larare_tcv105,skolverket_ant_larare_pedex_tcv105,skolverket_and_larare_pedex_tcv105,skolverket_ant_behoriga_tcv105,skolverket_and_behoriga_tcv105,skolverket_ant_forstelarare_tcv105,year
Ljungby,Sunnerbogymnasiet 4,21901328,Kommunal,Ljungby,"2,4","2,0","84,9",.,16,13,"81,3",13,"81,3",.,2017
Ljusdal,Slottegymnasiet,23306658,Kommunal,Ljusdal,"29,0","21,7","74,8","8,1",39,32,"82,1",31,"79,5",9,2017
Ljusdal,Träutbildningar i Hälsingland,57350392,Enskild,Träutbildningar i Hälsingland AB,"2,1","1,0","48,1",.,4,2,"50,0",1,"25,0",.,2017
Ludvika,ABB Industrigymnasium Ludvika,97535124,Enskild,Industritekniska Gymnasiet Bergslagen AB,"5,8","3,1","53,8","0,8",8,5,"62,5",5,"62,5",1,2017
Luleå,"Luleå gymnasieskola, skolenhet A",31740319,Kommunal,Luleå,"3,4","3,2","92,7","2,0",9,9,"100,0",8,"88,9",3,2017
Luleå,"Luleå gymnasieskola, skolenhet B",10129345,Kommunal,Luleå,"17,9","12,2","67,9","4,1",28,24,"85,7",22,"78,6",5,2017
Luleå,"Luleå gymnasieskola, skolenhet C",17944628,Kommunal,Luleå,"22,9","21,8","95,3","4,1",38,36,"94,7",33,"86,8",7,2017
Luleå,"Luleå gymnasieskola, skolenhet D",82826083,Kommunal,Luleå,"4,0","3,4","85,0","1,0",12,12,"100,0",11,"91,7",1,2017
Luleå,"Luleå gymnasieskola, skolenhet E",94468610,Kommunal,Luleå,"8,1","6,7","82,2","1,8",16,14,"87,5",12,"75,0",3,2017
Luleå,"Luleå gymnasieskola, skolenhet F",94090461,Kommunal,Luleå,"21,7","20,9","96,4","3,7",31,30,"96,8",31,"100,0",4,2017
Luleå,"Luleå gymnasieskola, skolenhet G",12954099,Kommunal,Luleå,"14,2","12,7","89,4","1,5",20,20,"100,0",19,"95,0",2,2017
Luleå,"Luleå gymnasieskola, skolenhet H",80931789,Kommunal,Luleå,"22,3","21,4","96,0","4,9",29,29,"100,0",29,"100,0",5,2017
Luleå,"Luleå Gymnasieskola, skolenhet J",84098842,Kommunal,Luleå,"2,3","1,9","79,4",.,6,6,"100,0",4,"66,7",.,2017
Luleå,NTI-gymnasiet Luleå,90473340,Enskild,Nordens Teknikerinstitut Aktiebolag (Nti),"7,4","6,6","89,1","2,6",10,10,"100,0",9,"90,0",3,2017
Luleå,Praktiska Luleå,26167236,Enskild,Praktiska Sverige AB,"6,0","3,1","52,3","1,0",7,5,"71,4",5,"71,4",1,2017
Lund,Consensum Gymnasium Lund,69807202,Enskild,Consensum Lund AB,"11,6","7,5","64,5","3,0",17,11,"64,7",10,"58,8",3,2017
Lund,Drottning Blankas Gymn. Lund,64648904,Enskild,Drottning Blankas Gymnasieskola AB,"8,1","4,0","49,4","2,0",15,10,"66,7",8,"53,3",2,2017
Lund,Gymnasieskolan Spyken,75939593,Kommunal,Lund,"67,6","64,1","94,7","11,5",88,80,"90,9",83,"94,3",12,2017
Lund,Gymnasieskolan Vipan,63035915,Kommunal,Lund,"30,9","27,1","87,6","7,6",45,41,"91,1",39,"86,7",9,2017
Lund,JENSEN Gymnasium Lund,26324896,Enskild,Jensen Education College AB,"9,2","8,4","91,6",.,12,10,"83,3",10,"83,3",.,2017
Lund,Katedralskolan,56639389,Kommunal,Lund,"88,6","83,3","94,0","14,2",106,100,"94,3",99,"93,4",16,2017
Lund,Lars-Erik Larssongymnasiet,95700485,Enskild,Lars-Erik Larsson Gymnasiet,"13,1","11,8","89,8","0,9",24,17,"70,8",19,"79,2",1,2017
Lund,LBS Ljud & Bildskolan Lund,51449748,Enskild,Ljud & Bildskolan Lbs AB,"11,3","8,8","77,9","4,0",14,9,"64,3",11,"78,6",4,2017
Lund,Lunds Dans- o Musikalgymnasium,28267726,Enskild,Dans o Musikal i Lund AB,"8,8","6,6","75,4","1,7",13,11,"84,6",8,"61,5",2,2017
Lund,Lunds Fordonstekniska Gymn.,28848709,Enskild,Lunds Fordonstekniska Gymnasium AB,"1,5","0,7","46,6",.,5,3,"60,0",2,"40,0",.,2017
Lund,NTI-gymnasiet Lund,12613085,Enskild,Nordens Teknikerinstitut Aktiebolag (Nti),"5,5","4,4","80,5","2,8",10,8,"80,0",7,"70,0",3,2017
Lund,Polhemskolan,53896162,Kommunal,Lund,"137,4","121,7","88,6","23,2",168,147,"87,5",143,"85,1",24,2017
Lund,ProCivitas Privata Gymnasium Lund,17779637,Enskild,ProCivitas Privata Gymnasium AB,"13,3","12,0","89,9","2,0",18,17,"94,4",17,"94,4",2,2017
Lund,Realgymnasiet i Lund,11185244,Enskild,Lärande i Sverige AB,"4,4","2,0","45,2","1,6",8,4,"50,0",4,"50,0",2,2017
Lund,Sveriges Ridgymnasium Flyinge,56211717,Enskild,Sveriges Ridgymnasium AB,"3,2","2,6","81,4","0,8",6,4,"66,7",5,"83,3",1,2017
Lund,Thoren Innovation School Lund,66824652,Enskild,Thoren Innovation School AB,"5,9","5,9","100,0","2,8",9,9,"100,0",9,"100,0",3,2017
Lycksele,Tannbergsskolan 1,49168016,Kommunal,Lycksele,"10,7","9,0","84,5","2,7",28,25,"89,3",23,"82,1",6,2017
Lycksele,Tannbergsskolan 2,32042066,Kommunal,Lycksele,"5,4","3,9","71,8","1,8",22,21,"95,5",16,"72,7",7,2017
Lycksele,Tannbergsskolan 3,50821167,Kommunal,Lycksele,"17,7","10,7","60,5","1,9",36,32,"88,9",27,"75,0",4,2017
Lycksele,Tannbergsskolan 4,71929526,Kommunal,Lycksele,"9,7","7,6","78,2","0,5",26,22,"84,6",19,"73,1",3,2017
Lysekil,Gullmarsgymnasiet 1,92814975,Kommunal,Lysekil,"7,1","5,9","83,0","1,6",25,21,"84,0",21,"84,0",5,2017
Lysekil,Gullmarsgymnasiet 2,60873719,Kommunal,Lysekil,"27,5","23,6","86,0","6,1",45,39,"86,7",37,"82,2",7,2017
Malmö,4ans Gymnasium,28085125,Enskild,4ans Gymnasium AB,"5,3","2,7","51,6",.,11,6,"54,5",4,"36,4",.,2017
Malmö,Agnesfrids gymnasium,28770304,Kommunal,Malmö,"7,5","5,5","74,2","2,0",12,12,"100,0",10,"83,3",2,2017
Malmö,Bellevue gymnasium,86483208,Kommunal,Malmö,"0,8","0,0","0,0",.,1,0,"0,0",0,"0,0",.,2017
Malmö,Bladins gymnasium,21938183,Enskild,"Bladins Skola, Stiftelsen","14,5","10,3","70,7","1,4",18,13,"72,2",12,"66,7",2,2017
Malmö,Bryggeriets Gymnasium,71472793,Enskild,Bryggeriets Bildnings Byrå (Bbb),"8,4","6,2","73,2",.,10,7,"70,0",7,"70,0",.,2017
Malmö,Byggymnasiet,64123241,Kommunal,Malmö,"1,9","0,7","34,7",.,5,5,"100,0",3,"60,0",.,2017
Malmö,Cybergymnasiet Malmö,69063711,Enskild,Cybergymnasiet Malmö AB,"11,7","9,2","78,9","3,8",18,17,"94,4",17,"94,4",4,2017
Malmö,Design & Construction College Malmö,77609073,Enskild,Hermods Design & Construction College AB,"4,6","3,9","84,4","1,0",6,5,"83,3",5,"83,3",1,2017
Malmö,Drottning Blankas Gymn. Malmö,35894996,Enskild,Drottning Blankas Gymnasieskola AB,"9,0","7,0","77,2","3,5",15,14,"93,3",12,"80,0",4,2017
Malmö,Einar Hansengymnasiet,12926770,Enskild,Folkuniversitetet Stiftelsen Kurs- Verksamheten Vid Lunds Universitet,"12,7","8,5","66,5","1,4",20,14,"70,0",15,"75,0",2,2017
Malmö,Framtidsgymnasiet Burlöv/Malmö,17119840,Enskild,Framtidsgymnasiet i Sverige AB,"4,0","3,3","81,3","1,0",5,4,"80,0",4,"80,0",1,2017
Malmö,Fria Läroverken Malmö,68748767,Enskild,Fria Läroverken i Sverige AB,"11,8","9,2","78,0","2,0",14,11,"78,6",11,"78,6",2,2017
Malmö,Hermods Gymnasium Malmö,23548714,Enskild,Hermods Gymnasium AB,"12,6","9,5","75,5","3,6",18,17,"94,4",14,"77,8",4,2017
Malmö,JENSEN Gymnasium Malmö,48593439,Enskild,Jensen Education College AB,"9,4","6,9","73,1","3,0",14,12,"85,7",10,"71,4",3,2017
Malmö,Kunskapsgymnasiet Malmö,91773491,Enskild,Kunskapsskolan i Sverige Aktiebolag,"17,5","13,2","75,6","1,8",22,18,"81,8",18,"81,8",2,2017
Malmö,Malmö Borgarskola Ro 1,30361243,Kommunal,Malmö,"69,2","62,8","90,7","5,0",81,74,"91,4",73,"90,1",5,2017
Malmö,Malmö Idrottsgymnasium Ro1,25596917,Kommunal,Malmö,"19,2","18,4","96,1","1,0",26,25,"96,2",25,"96,2",1,2017
Malmö,Malmö Latinskola Ro 1,65722876,Kommunal,Malmö,"74,0","68,7","92,8","2,0",101,83,"82,2",87,"86,1",2,2017
Malmö,Malmö Lärlingscenter Ro1,20984584,Kommunal,Malmö,"3,0","2,0","66,7",.,3,3,"100,0",2,"66,7",.,2017
Malmö,NTI-gymnasiet Malmö,52129378,Enskild,Nordens Teknikerinstitut Aktiebolag (Nti),"10,0","8,4","84,2","2,0",11,9,"81,8",10,"90,9",2,2017
Malmö,Pauliskolan,65381163,Kommunal,Malmö,"44,8","38,4","85,6","2,8",54,49,"90,7",46,"85,2",3,2017
Malmö,Peabskolan Malmö,98541468,Enskild,Peabskolan AB,"3,5","1,9","54,3",.,5,2,"40,0",2,"40,0",.,2017
Malmö,Plusgymnasiet Malmö,31155312,Enskild,Plusgymnasiet AB,"5,9","3,7","62,4","4,0",8,7,"87,5",6,"75,0",4,2017
Malmö,Praktiska Malmö City,25648215,Enskild,Praktiska Sverige AB,"9,9","3,9","39,4",.,11,6,"54,5",5,"45,5",.,2017
Malmö,Praktiska Malmö Limhamn,61823258,Enskild,Praktiska Sverige AB,"4,8","3,9","82,2","1,0",6,5,"83,3",5,"83,3",1,2017
Malmö,"ProCivitas Privata Gymnasium, Malmö",84424083,Enskild,ProCivitas Privata Gymnasium AB,"21,3","20,3","95,2","7,0",28,25,"89,3",25,"89,3",7,2017
Malmö,Realgymnasiet Malmö,39178171,Enskild,Lärande i Sverige AB,"4,9","4,3","88,5","0,6",12,9,"75,0",9,"75,0",1,2017
Malmö,Rytmus Malmö,49231191,Enskild,Rytmus AB,"15,2","14,9","98,0","3,0",20,18,"90,0",19,"95,0",3,2017
Malmö,S:t Petri skola,78231062,Kommunal,Malmö,"32,3","32,0","99,1","3,0",36,34,"94,4",36,"100,0",3,2017
Malmö,Startskolan,79592087,Kommunal,Malmö,"1,0","0,0","0,0","1,0",1,1,"100,0",0,"0,0",1,2017
Malmö,Thoren Business School Malmö,10481541,Enskild,Thorengruppen AB,"19,7","17,4","88,1","5,0",23,18,"78,3",20,"87,0",5,2017
Malmö,Universitetsholmens gymnasium,68006362,Kommunal,Malmö,"12,8","10,8","84,4","7,0",14,13,"92,9",12,"85,7",7,2017
Malmö,Värnhemsskolan,11608031,Kommunal,Malmö,"9,8","8,3","85,1","6,2",21,17,"81,0",18,"85,7",7,2017
Malmö,Yrkesgymnasiet Malmö,86762103,Enskild,Thorengruppen AB,"6,0","4,4","73,3","1,0",6,6,"100,0",6,"100,0",1,2017
Malå,Malå gymnasieskola,73138140,Kommunal,Malå,"0,1","0,1","100,0",.,1,1,"100,0",1,"100,0",.,2017
Mariestad,Vadsbogymnasiet,13006857,Kommunal,Mariestad,"34,1","31,7","92,8","6,9",43,40,"93,0",41,"95,3",8,2017
Mariestad,Vänergymnasiet,76007769,Enskild,Vänergymnasiet AB,"5,7","2,3","39,2","1,0",7,5,"71,4",3,"42,9",1,2017
Mark,Marks Gymnasieskola,16956086,Kommunal,Mark,"46,6","36,0","77,3","5,6",59,49,"83,1",49,"83,1",6,2017
Mark,Strömma Naturbrukscentrum,93486713,Enskild,Strömma Naturbrukscentrum AB,"2,0","1,9","94,9",.,4,3,"75,0",3,"75,0",.,2017
Markaryd,Kunskapscentrum,58187973,Kommunal,Markaryd,"17,2","15,8","91,9","3,6",30,28,"93,3",26,"86,7",4,2017
Mellerud,Dahlstiernska gymnasiet,88894245,Kommunal,Mellerud,"8,2","3,8","47,0",.,15,9,"60,0",9,"60,0",.,2017
Mjölby,Mjölby gymnasium 1,31870541,Kommunal,Mjölby,"15,6","13,7","87,9","0,7",24,19,"79,2",20,"83,3",1,2017
Mjölby,Mjölby gymnasium 2,71160225,Kommunal,Mjölby,"10,9","6,9","63,1","2,3",17,15,"88,2",12,"70,6",3,2017
Mjölby,Mjölby gymnasium 4,67752682,Kommunal,Mjölby,"3,4","2,8","82,3","2,5",8,7,"87,5",7,"87,5",3,2017
Mjölby,Mjölby gymnasium 5,47884009,Kommunal,Mjölby,"3,7","3,3","89,4","1,4",11,10,"90,9",10,"90,9",2,2017
Mora,"Mora gymnasium, ro 1",44672598,Kommunal,Mora,"33,2","26,8","81,0","5,7",55,50,"90,9",45,"81,8",8,2017
Mora,"Mora gymnasium, ro 2",75340089,Kommunal,Mora,"11,4","9,8","86,0","1,4",36,34,"94,4",32,"88,9",5,2017
Motala,Carlsund utbildningscentrum 1,36670439,Kommunal,Motala,"5,6","5,3","95,1",.,15,15,"100,0",15,"100,0",.,2017
Motala,Carlsund utbildningscentrum 2,22220001,Kommunal,Motala,"7,7","7,5","97,8","1,2",16,16,"100,0",16,"100,0",2,2017
Motala,Platengymnasiet 1,31822012,Kommunal,Motala,"20,7","18,4","89,0","2,6",28,25,"89,3",25,"89,3",3,2017
Motala,Platengymnasiet 2,83161201,Kommunal,Motala,"23,1","16,6","72,0","1,0",27,20,"74,1",18,"66,7",1,2017
Munkedal,Dinglegymnasiet,97090958,Enskild,Dinglegymnasiet AB,"1,6","1,5","93,8",.,4,4,"100,0",3,"75,0",.,2017
Munkedal,Lärlingsgymnasiet i Håby,15100079,Enskild,Lärlingsgymnasiet i Sverige AB,"0,9","0,5","50,0","0,5",2,1,"50,0",1,"50,0",1,2017
Munkedal,Processtekniska Gymnasiet,55421481,Kommunal,Munkedal,"1,6","1,1","67,7",.,4,3,"75,0",3,"75,0",.,2017
Mölndal,Krokslättsgymnasiet Skolenhet 2,99356671,Kommunal,Mölndal,"5,1","3,6","70,8","1,0",9,9,"100,0",8,"88,9",1,2017
Mönsterås,Mönsteråsgymnasiet,16702464,Kommunal,Mönsterås,"11,4","9,5","83,8","3,6",19,19,"100,0",16,"84,2",4,2017
Nacka,Magelungens Gymnasium Danvikstull,71353314,Enskild,Magelungen Utveckling AB,"9,5","6,4","67,6","1,0",12,11,"91,7",9,"75,0",1,2017
Nacka,MediaGymnasiet i Nacka Strand,29449669,Enskild,MediaGymnasiet Nacka Strand AB,"13,2","9,4","71,6","3,8",19,11,"57,9",13,"68,4",5,2017
Nacka,Nacka Enskilda Gymnasium,62855448,Enskild,Nacka Enskilda Gymnasium AB,"5,6","3,4","60,4","2,0",9,6,"66,7",5,"55,6",2,2017
Nacka,"Nacka gymnasium, Natur & Teknik",36252055,Kommunal,Nacka,"40,0","38,5","96,2","9,0",44,39,"88,6",42,"95,5",9,2017
Nacka,"Nacka gymnasium, Samhälle",91812793,Kommunal,Nacka,"43,1","40,2","93,4","12,3",55,51,"92,7",52,"94,5",13,2017
Nacka,Nya DesignGymnasiet,14355031,Enskild,Nya Designgymnasiet i Nacka AB,"8,1","4,3","53,6","2,0",13,8,"61,5",8,"61,5",2,2017
Nacka,Praktiska Nacka,72891848,Enskild,Praktiska Sverige AB,"7,4","4,4","59,2","1,0",9,5,"55,6",5,"55,6",1,2017
Nacka,Rytmus Stockholm,46611859,Enskild,Rytmus AB,"44,6","40,3","90,3","5,8",59,51,"86,4",54,"91,5",6,2017
Nacka,Sjölins gymnasium Nacka,58907711,Enskild,Sjölins Gymnasium AB,"15,2","12,7","83,3","3,6",24,20,"83,3",20,"83,3",4,2017
Nacka,"YBC, Young Business Creatives",68285560,Kommunal,Nacka,"18,1","16,6","91,7","7,8",25,24,"96,0",22,"88,0",8,2017
Norra Västmanlands Utbildningsförbund,"NVU, Brinellskolan 1",32420077,Kommunal,Norra Västmanlands Utbildningsförbund,"15,7","12,1","77,1","2,4",22,20,"90,9",17,"77,3",3,2017
Norra Västmanlands Utbildningsförbund,"NVU, Brinellskolan 2",48434184,Kommunal,Norra Västmanlands Utbildningsförbund,"10,5","6,6","62,3",.,13,11,"84,6",9,"69,2",.,2017
Norrköping,De Geergymnasiet 1,58544422,Kommunal,Norrköping,"22,2","20,2","91,2","6,9",35,34,"97,1",31,"88,6",9,2017
Norrköping,De Geergymnasiet 3,65150019,Kommunal,Norrköping,"7,5","6,8","91,1","1,5",18,17,"94,4",17,"94,4",3,2017
Norrköping,Ebersteinska gymnasiet 1,83805032,Kommunal,Norrköping,"2,8","2,4","83,0",.,5,3,"60,0",4,"80,0",.,2017
Norrköping,Ebersteinska gymnasiet 2,48862305,Kommunal,Norrköping,"6,3","5,6","88,9","1,1",17,14,"82,4",14,"82,4",2,2017
Norrköping,Ebersteinska gymnasiet 3,32887559,Kommunal,Norrköping,"5,4","4,8","88,8",.,11,9,"81,8",9,"81,8",.,2017
Norrköping,Ebersteinska gymnasiet 5,71541108,Kommunal,Norrköping,"9,2","8,3","90,7","2,4",22,19,"86,4",19,"86,4",4,2017
Norrköping,Eberstienska gymnasiet 4,53832505,Kommunal,Norrköping,"11,4","10,6","93,0","4,5",24,21,"87,5",21,"87,5",7,2017
Norrköping,Film & Musikgymnasiet,47537928,Enskild,Föreningen Q,"4,4","3,0","68,2","2,0",6,6,"100,0",5,"83,3",2,2017
Norrköping,Fria Läroverken Norrköping,69471748,Enskild,Fria Läroverken i Sverige AB,"13,2","11,4","86,1","1,0",16,14,"87,5",14,"87,5",1,2017
Norrköping,Hagagymnasiet skolenhet Blå,49750031,Kommunal,Norrköping,"12,6","10,8","86,3","4,9",23,22,"95,7",22,"95,7",9,2017
Norrköping,Hagagymnasiet skolenhet grön,76485705,Kommunal,Norrköping,"20,4","18,2","89,1","6,2",40,37,"92,5",38,"95,0",10,2017
Norrköping,Hagagymnasiet skolenhet gul,31771188,Kommunal,Norrköping,"8,5","1,7","19,8","1,0",10,9,"90,0",4,"40,0",1,2017
Norrköping,Hagagymnasiet skolenhet röd,93239262,Kommunal,Norrköping,"8,9","8,1","90,8","1,8",31,29,"93,5",28,"90,3",8,2017
Norrköping,Himmelstalundsgymnasiet,25745773,Landsting,Östergötlands Läns Landsting,"6,5","3,8","58,0","1,3",10,8,"80,0",6,"60,0",2,2017
Norrköping,Kungsgårdsgymnasiet 1,99976753,Kommunal,Norrköping,"17,5","14,1","80,6","2,8",20,16,"80,0",16,"80,0",3,2017
Norrköping,Kungsgårdsgymnasiet 3,14278480,Kommunal,Norrköping,"0,7","0,7","100,0","2,0",1,1,"100,0",1,"100,0",2,2017
Norrköping,Kunskapsgymnasiet Norrköping,75575321,Enskild,Kunskapsskolan i Sverige Aktiebolag,"26,1","23,9","91,6","4,4",30,28,"93,3",28,"93,3",5,2017
Norrköping,Norrköpings Lärlingsgymnasium,17204216,Kommunal,Norrköping,"2,0","1,0","50,0",.,2,1,"50,0",1,"50,0",.,2017
Norrköping,Plusgymnasiet i Norrköping,28023078,Enskild,Plusgymnasiet AB,"7,4","6,1","82,3","2,4",10,9,"90,0",9,"90,0",3,2017
Norrköping,Realgymnasiet Norrköping,43284031,Enskild,Lärande i Sverige AB,"8,1","4,5","56,1","1,8",13,9,"69,2",9,"69,2",2,2017
Norrtälje,Carl Wahren Gymnasium,13963517,Enskild,Roslagen Education AB,"5,0","2,1","42,0","2,0",7,5,"71,4",4,"57,1",2,2017
Norrtälje,"Ekebyholmsskolan, gy",24194577,Enskild,Ekebyholmsskolan Aktiebolag,"4,3","2,3","53,5",.,13,6,"46,2",6,"46,2",.,2017
Norrtälje,Norrtelje Teknik- och Naturbruksgymnasium,26267406,Enskild,Norrtelje teknikgymnasium AB,"8,5","3,1","36,7","1,0",10,8,"80,0",5,"50,0",1,2017
Norrtälje,Rodengymnasiet Enhet 1,31255918,Kommunal,Norrtälje,"8,3","4,6","55,4",.,9,8,"88,9",5,"55,6",.,2017
Norrtälje,Rodengymnasiet Enhet 2,51955293,Kommunal,Norrtälje,"18,2","14,3","78,6","3,0",21,19,"90,5",17,"81,0",3,2017
Norrtälje,Rodengymnasiet Enhet 3,57690933,Kommunal,Norrtälje,"20,7","16,1","77,6","5,5",25,22,"88,0",21,"84,0",6,2017
Norsjö,Norsjö gymnasium,25985417,Kommunal,Norsjö,"0,5","0,3","62,0","0,2",2,2,"100,0",1,"50,0",1,2017
Nybro,Åkrahällskolan Akra01,35035671,Kommunal,Nybro,"2,6","2,2","82,7",.,7,6,"85,7",6,"85,7",.,2017
Nybro,Åkrahällskolan Akra02,12130801,Kommunal,Nybro,"10,1","10,0","99,0",.,14,13,"92,9",14,"100,0",.,2017
Nybro,Åkrahällskolan Akra03,51736304,Kommunal,Nybro,"9,4","8,6","92,2",.,16,15,"93,8",14,"87,5",.,2017
Nykvarn,Praktiska Nykvarn,53180719,Enskild,Praktiska Sverige AB,"4,2","1,4","31,9",.,5,2,"40,0",2,"40,0",.,2017
Nyköping,Elteknikbranschens gymnasium,27489137,Enskild,Elteknikbranschens Gymnasium i Nyköping AB,"2,2","0,7","30,4",.,4,2,"50,0",1,"25,0",.,2017
Nyköping,Framtidsgymnasiet Nyköping,15609112,Enskild,Framtidsgymnasiet Öst AB,"3,0","1,4","46,8","1,0",5,2,"40,0",2,"40,0",1,2017
Nyköping,LBS Ljud & Bildskolan Nyköping,44285075,Enskild,Ljud & Bildskolan Lbs AB,"7,0","4,1","58,2","1,0",9,6,"66,7",6,"66,7",1,2017
Nyköping,Nyköping Strand Utbildn.center,60424371,Enskild,Nyköping Strand Utbildningscentrum AB,"4,7","2,0","42,6","2,0",6,4,"66,7",2,"33,3",2,2017
Nyköping,Nyköpings Enskilda Gymnasium,95785055,Enskild,Erastos AB,"23,9","21,0","87,8","2,1",30,26,"86,7",26,"86,7",2,2017
Nyköping,Nyköpings gymnasium Gripen1,68655578,Kommunal,Nyköping,"22,4","17,2","76,8","4,7",38,34,"89,5",31,"81,6",8,2017
Nyköping,Nyköpings gymnasium Gripen2,99946034,Kommunal,Nyköping,"3,4","1,4","41,2",.,4,3,"75,0",2,"50,0",.,2017
Nyköping,Nyköpings gymnasium Skavsta,17062663,Kommunal,Nyköping,"4,9","3,9","80,1",.,15,12,"80,0",12,"80,0",.,2017
Nyköping,Nyköpings gymnasium Tessin,68741484,Kommunal,Nyköping,"27,9","23,8","85,2","9,5",46,41,"89,1",37,"80,4",11,2017
Nyköping,Realgymnasiet Nyköping,56267421,Enskild,Lärande i Sverige AB,"3,1","2,5","81,9","0,8",4,4,"100,0",4,"100,0",1,2017
Nyköping,Öknaskolan,34990065,Landsting,Södermanlands Läns Landsting,"25,4","4,1","16,2",.,32,17,"53,1",5,"15,6",.,2017
Nynäshamn,Nynäshamns gymnasium,37054246,Kommunal,Nynäshamn,"21,6","15,9","73,4","4,0",28,24,"85,7",23,"82,1",4,2017
Nässjö,Brinellgymnasiet 1,96383883,Kommunal,Nässjö,"1,4","0,0","0,0",.,5,1,"20,0",0,"0,0",.,2017
Nässjö,Brinellgymnasiet 2,39199869,Kommunal,Nässjö,"17,4","14,5","83,3","2,1",44,41,"93,2",33,"75,0",5,2017
Nässjö,Brinellgymnasiet 3,62216381,Kommunal,Nässjö,"5,9","5,0","84,0","0,6",24,21,"87,5",17,"70,8",3,2017
Nässjö,Brinellgymnasiet 4,31179045,Kommunal,Nässjö,"14,9","11,3","75,7","0,6",47,43,"91,5",33,"70,2",3,2017
Nässjö,Brinellgymnasiet 5,72421673,Kommunal,Nässjö,"13,5","10,9","80,8","2,0",43,41,"95,3",32,"74,4",4,2017
Olofström,Nordenbergsskolan 1,59655752,Kommunal,Olofström,"12,9","9,5","73,5","1,1",37,29,"78,4",23,"62,2",3,2017
Olofström,Nordenbergsskolan 2,88750078,Kommunal,Olofström,"7,3","4,0","55,1","0,8",35,28,"80,0",21,"60,0",3,2017
Orust,Gymnasieutbildningen i Orust,41878314,Kommunal,Orust,"1,4","0,8","57,1","0,2",5,5,"100,0",4,"80,0",1,2017
Osby,Ekbackeskolan gymnasium,41555549,Kommunal,Osby,"20,5","16,9","82,3","4,0",26,21,"80,8",22,"84,6",4,2017
Osby,Naturbruksgymnasiet Osby,32003298,Kommunal,Osby,"4,2","1,1","25,0",.,8,6,"75,0",4,"50,0",.,2017
Oskarshamn,Elajo Technical Edu. Center,22383788,Enskild,Elajo Technical Education Center AB,"1,9","0,0","0,0",.,4,1,"25,0",0,"0,0",.,2017
Oskarshamn,Oscarsgymnasiet A,85459854,Kommunal,Oskarshamn,"14,0","13,1","93,4","2,5",32,29,"90,6",28,"87,5",8,2017
Oskarshamn,Oscarsgymnasiet B,81876614,Kommunal,Oskarshamn,"16,1","12,5","77,6","4,1",32,26,"81,3",26,"81,3",6,2017
Oskarshamn,Oscarsgymnasiet D,18711877,Kommunal,Oskarshamn,"14,6","12,3","84,3","1,4",26,23,"88,5",23,"88,5",2,2017
Ovanåker,Voxnadalens gymnasium,67071618,Kommunal,Ovanåker,"19,8","12,3","62,1","3,0",28,25,"89,3",20,"71,4",3,2017
Partille,Partille Gymnasium/Nat. Prg.,61229217,Kommunal,Partille,"13,3","10,8","81,1","2,7",22,17,"77,3",18,"81,8",4,2017
Perstorp,Perstorp Gymnasium,58929357,Enskild,Perstorp Aktiebolag,"5,3","3,7","70,9","2,0",8,8,"100,0",7,"87,5",2,2017
Piteå,Grans naturbruksgymnasium,42517257,Kommunal,Piteå,"6,9","4,9","71,0","1,8",10,9,"90,0",8,"80,0",2,2017
Piteå,Strömbacka Frigg,70376604,Kommunal,Piteå,"12,9","11,9","92,0","1,8",22,20,"90,9",20,"90,9",2,2017
Piteå,Strömbacka Hugin,59575030,Kommunal,Piteå,"15,5","14,0","89,9","4,6",23,21,"91,3",20,"87,0",6,2017
Piteå,Strömbacka Magne,93503103,Kommunal,Piteå,"6,5","4,7","72,2","1,0",11,11,"100,0",8,"72,7",1,2017
Piteå,Strömbacka Mimer,18617410,Kommunal,Piteå,"12,7","12,0","94,6",.,29,27,"93,1",27,"93,1",.,2017
Piteå,Strömbacka Mjölner,41697930,Kommunal,Piteå,"9,0","8,1","90,4","3,0",14,14,"100,0",14,"100,0",3,2017
Piteå,Strömbacka Munin,28025244,Kommunal,Piteå,"9,5","8,0","84,0","1,6",19,16,"84,2",15,"78,9",2,2017
Robertsfors,Lärcentrum,34838015,Kommunal,Robertsfors,"3,5","1,2","34,6",.,7,6,"85,7",5,"71,4",.,2017
Ronneby,Gymnasieskolan Knut Hahn 1,40338843,Kommunal,Ronneby,"19,7","17,3","87,6","1,4",26,26,"100,0",24,"92,3",2,2017
Ronneby,Gymnasieskolan Knut Hahn 2,77440824,Kommunal,Ronneby,"12,2","10,0","82,3","4,0",15,14,"93,3",13,"86,7",4,2017
Ronneby,Naturbruksgymnasiet i Blekinge,86896907,Kommunal,Ronneby,"5,3","2,5","46,3","1,0",7,6,"85,7",4,"57,1",1,2017
Rättvik,Stiernhööksgymnasiet,14292382,Kommunal,Rättvik,"25,9","18,9","72,9","4,8",34,33,"97,1",25,"73,5",6,2017
Sala,ABB Industrigymnasium Sala,51981332,Enskild,Industritekniska Gymnasiet Bergslagen AB,"3,0","2,7","89,3","0,8",5,5,"100,0",5,"100,0",1,2017
