skolverket_kommunnamn,skolverket_skolnamn,huvudman,skolverket_huvudman_namn,school_unit,skolverket_antal_fli_tcv140,skolverket_andel_fli_tcv140,skolverket_and_uppn_alla_amnen_fli_tcv140,skolverket_and_behorig_fli_tcv140,skolverket_gmv_fli_tcv140,skolverket_antal_poj_tcv140,skolverket_andel_poj_tcv140,skolverket_and_uppn_alla_amnen_poj_tcv140,skolverket_and_behorig_poj_tcv140,skolverket_gmv_poj_tcv140,year
Södertälje,Lina grundskola,Kommunal,Södertälje,62288230,21,"51,2","57,1","61,9","195,5",20,"48,8",..,"60,0","167,0",2014
Södertälje,Pershagenskolan,Kommunal,Södertälje,38653015,27,"50,9","88,9",~100,"241,1",26,"49,1","84,6",~100,"211,8",2014
Södertälje,Ronnaskolan,Kommunal,Södertälje,51210001,31,"47,7","51,6","74,2","198,1",34,"52,3","52,9","70,6","190,0",2014
Södertälje,Rosenborgskolan,Kommunal,Södertälje,11914814,68,"54,4","70,6","85,3","210,2",57,"45,6","77,2","89,5","210,7",2014
Södertälje,Soldalaskolan,Kommunal,Södertälje,40175889,29,"54,7","51,7","72,4","174,7",24,"45,3","66,7",~100,"202,0",2014
Södertälje,Wasaskolan,Kommunal,Södertälje,56568612,26,"42,6","73,1","100,0","244,3",35,"57,4","57,1",~100,"190,9",2014
Södertälje,Södertälje friskola,Enskild,Södertälje Friskola AB,38394561,16,"59,3","81,3",~100,"228,6",11,"40,7",..,~100,"204,1",2014
Södertälje,Vittra Östertälje,Enskild,Vittraskolorna AB,12757193,36,"59,0","97,2",~100,"256,7",25,"41,0","88,0",~100,"213,9",2014
Sölvesborg,Bokelundsskolan H,Kommunal,Sölvesborg,94309839,56,"54,4","85,7",~100,"228,6",47,"45,6","63,8","78,7","184,7",2014
Sölvesborg,Mjällby skola H,Kommunal,Sölvesborg,24822447,26,"38,8","76,9",~100,"208,0",41,"61,2","73,2","82,9","202,9",2014
Tanum,Hamburgsundskolan,Kommunal,Tanum,81072495,15,"46,9","86,7",~100,"221,5",17,"53,1","76,5","100,0","211,5",2014
Tanum,Tanumskolan,Kommunal,Tanum,74079446,29,"43,9","75,9","82,8","208,7",37,"56,1","94,6",~100,"213,6",2014
Tibro,Nyboskolan arbetslag A,Kommunal,Tibro,97306690,29,"46,8","65,5","75,9","198,4",33,"53,2","48,5","60,6","184,0",2014
Tibro,Nyboskolan arbetslag B,Kommunal,Tibro,24564454,40,"58,8","65,0","70,0","194,6",28,"41,2","60,7","60,7","172,4",2014
Tidaholm,Forsenskolan 4-9,Kommunal,Tidaholm,40717964,18,"47,4","83,3",~100,"213,6",20,"52,6","80,0",~100,"192,3",2014
Tidaholm,Hökensåsskolan 7-9,Kommunal,Tidaholm,42899954,40,"52,6","70,0","85,0","199,7",36,"47,4","77,8","86,1","189,4",2014
Tierp,Aspenskolan,Kommunal,Tierp,15416514,25,"39,1","40,0","52,0","167,3",39,"60,9","25,6","56,4","155,9",2014
Tierp,Centralskolan,Kommunal,Tierp,17240817,29,"63,0","65,5",~100,"212,4",17,"37,0",..,~100,"169,0",2014
Tierp,Ol Andersskolan,Kommunal,Tierp,65153737,30,"62,5","86,7",~100,"235,8",18,"37,5","88,9",~100,"214,4",2014
Tierp,Örbyhus skola,Kommunal,Tierp,69241995,13,"34,2",..,~100,"189,8",25,"65,8","52,0","72,0","169,8",2014
Timrå,Ala skola,Kommunal,Timrå,59092675,29,"58,0","62,1",~100,"198,1",21,"42,0",..,"71,4","160,1",2014
Timrå,Arenaskolan,Kommunal,Timrå,81784662,71,"49,0","62,0","78,9","209,0",74,"51,0","47,3","81,1","167,5",2014
Tingsryd,Idekulla skola,Enskild,Idekulla Skola HB,66342347,..,..,..,..,..,..,..,"100,0","100,0","210,3",2014
Tingsryd,Dackeskolan 4-9,Kommunal,Tingsryd,56361478,50,"43,9","76,0","80,0","216,8",64,"56,1","53,1","71,9","172,1",2014
Tjörn,Bleketskolan,Kommunal,Tjörn,16656370,35,"46,7","97,1",~100,"244,6",40,"53,3","92,5",~100,"221,2",2014
Tjörn,Häggvallskolan,Kommunal,Tjörn,23228302,38,"48,1","86,8",~100,"232,2",41,"51,9","78,0","80,5","217,3",2014
Tomelilla,Kastanjeskolan,Kommunal,Tomelilla,90360196,51,"48,1","64,7","80,4","202,4",55,"51,9","61,8","83,6","180,7",2014
Torsby,Frykenskolan,Kommunal,Torsby,21568934,54,"45,8","90,7",~100,"228,7",64,"54,2","62,5","76,6","176,5",2014
Torsby,Kvistbergsskolan,Kommunal,Torsby,83025413,..,..,..,..,..,..,..,..,..,"173,8",2014
Torsås,Torskolan H,Kommunal,Torsås,99636909,34,"45,3","67,6","85,3","198,0",41,"54,7","80,5","85,4","196,8",2014
Tranemo,Tranängskolan 7-9,Kommunal,Tranemo,33759766,63,"42,9","79,4","85,7","212,8",84,"57,1","59,5","75,0","173,4",2014
Tranås,Junkaremålsskolan 7-9,Kommunal,Tranås,18476537,38,"35,2","73,7","84,2","212,8",70,"64,8","77,1","87,1","204,1",2014
Tranås,Ängarydsskolan,Kommunal,Tranås,10155751,41,"48,2","70,7","87,8","207,8",44,"51,8","72,7",~100,"199,5",2014
Trelleborg,Kunskapsskolan Trelleborg,Enskild,Kunskapsskolan i Sverige AB,65892623,37,"64,9","97,3",~100,"250,4",20,"35,1","95,0","100,0","231,4",2014
Trelleborg,Fågelbäcksskolan 6-9,Kommunal,Trelleborg,94965726,11,"29,7",..,..,..,26,"70,3","73,1",~100,"197,9",2014
Trelleborg,Liljeborgsskolan 7-9,Kommunal,Trelleborg,42096980,88,"52,7","88,6","92,0","243,3",79,"47,3","59,5","73,4","191,4",2014
Trelleborg,Vannhögskolan 6-9,Kommunal,Trelleborg,92281801,41,"55,4","90,2",~100,"229,4",33,"44,6","69,7","84,8","202,8",2014
Trelleborg,Väståkraskolan F-9,Kommunal,Trelleborg,16081769,32,"47,8","93,8",~100,"233,3",35,"52,2","94,3","100,0","214,1",2014
Trollhättan,"Fridaskolan, Trollhättan",Enskild,Fridaskolorna AB,56884611,33,"44,6","84,8",~100,"222,0",41,"55,4","92,7",~100,"213,0",2014
Trollhättan,"Nya Skolan, Trollhättan",Enskild,Nya Skolan Trollhättan AB,11588924,17,"42,5","88,2",~100,"232,9",23,"57,5","69,6",~100,"217,9",2014
Trollhättan,Hjortmosseskolan 6-9,Kommunal,Trollhättan,66644468,26,"63,4","61,5","69,2","193,4",15,"36,6",..,~100,"186,2",2014
Trollhättan,Kronan 6-9,Kommunal,Trollhättan,63750711,34,"51,5",..,"41,2","136,2",32,"48,5","43,8","50,0","163,9",2014
Trollhättan,Lyrfågelskolan 4-9,Kommunal,Trollhättan,12667629,29,"34,1","75,9","75,9","231,3",56,"65,9","85,7","87,5","204,8",2014
Trollhättan,Paradisskolan 7-9,Kommunal,Trollhättan,38786603,33,"49,3","78,8","84,8","223,5",34,"50,7","82,4",~100,"217,6",2014
Trollhättan,Sjuntorpskolan 4-9,Kommunal,Trollhättan,39396701,27,"51,9","88,9",~100,"228,4",25,"48,1","92,0",~100,"215,5",2014
Trollhättan,Skogshöjdens skola 3-9,Kommunal,Trollhättan,77954455,16,"51,6","87,5",~100,"250,3",15,"48,4","86,7",~100,"209,8",2014
Trollhättan,Stavreskolan 4-9,Kommunal,Trollhättan,49525819,27,"50,9","77,8",~100,"208,6",26,"49,1","73,1",~100,"219,7",2014
Trollhättan,Strömslundsskolan 7-9,Kommunal,Trollhättan,96091081,23,"47,9","87,0",~100,"217,1",25,"52,1","88,0",~100,"206,3",2014
Trollhättan,Sylteskolan 7-9,Kommunal,Trollhättan,66414430,16,"34,0",..,..,"204,8",31,"66,0","45,2","61,3","172,9",2014
Trosa,Hedebyskolan,Kommunal,Trosa,45500152,25,"55,6","68,0","72,0","201,9",20,"44,4","75,0",~100,"196,9",2014
Trosa,Tomtaklintskolan,Kommunal,Trosa,51044218,33,"47,8","84,8",~100,"260,3",36,"52,2","75,0","83,3","198,4",2014
Tyresö,Yggdrasil resursskola,Enskild,Skolgrunden AB,97439385,..,..,.,.,..,..,..,..,..,..,2014
Tyresö,Dalskolan,Kommunal,Tyresö,56130729,22,"27,2","90,9","100,0","233,9",59,"72,8","74,6","88,1","191,3",2014
Tyresö,Kumla skola,Kommunal,Tyresö,37147254,59,"43,4","84,7","89,8","235,6",77,"56,6","85,7","85,7","204,9",2014
Tyresö,Nyboda skola,Kommunal,Tyresö,31281674,65,"52,0","80,0","83,1","222,2",60,"48,0","53,3","63,3","178,4",2014
Tyresö,Strandskolan,Kommunal,Tyresö,87665835,23,"37,1","95,7",~100,"248,5",39,"62,9","89,7",~100,"211,2",2014
Tyresö,Tyresö skola,Kommunal,Tyresö,83020784,41,"54,7","95,1","100,0","248,5",34,"45,3","94,1","100,0","252,6",2014
Täby,Byängsskolan,Enskild,Byängsskolan AB,65839656,32,"62,7","93,8",~100,"242,4",19,"37,3","94,7","100,0","221,4",2014
Täby,Mellansjö skola,Enskild,Enigma Omsorg AB,54332921,..,..,.,..,..,..,..,.,.,..,2014
Täby,Futuraskolan Bergtorp,Enskild,Futuraskolan AB,24142153,83,"50,6","89,2",~100,"264,6",81,"49,4","90,1",~100,"233,7",2014
Täby,Engelska Skolan i Täby,Enskild,Internationella Engelska Skolan i Sverige AB,12332278,84,"47,2","97,6",~100,"264,2",94,"52,8","97,9","100,0","249,5",2014
Täby,Kunskapsskolan Täby,Enskild,Kunskapsskolan i Sverige AB,25309669,24,"55,8","91,7","100,0","259,0",19,"44,2","100,0","100,0","252,2",2014
Täby,Nya Tidens Montessorisk. Täby,Enskild,Nya Tidens Montessoriskola i Täby AB,89424201,12,"54,5",..,"100,0","230,2",10,"45,5",..,"100,0","220,3",2014
Täby,Milstensskolan,Enskild,Pysslingen Förskolor och Skolor AB,23312767,..,..,..,..,..,..,..,..,..,..,2014
Täby,Kristinaskolan,Enskild,Specialpedagogiskt Forum TRT AB,16244673,..,..,.,.,..,..,..,.,.,.,2014
Täby,Svalnäs skola,Enskild,"Svalnäs, Ek. För.",84230778,..,..,.,.,..,..,..,.,.,..,2014
Täby,Attundaskolan,Kommunal,Täby,85045274,..,..,.,..,..,..,..,.,.,..,2014
Täby,Gribby Gård,Kommunal,Täby,20587249,..,..,.,.,.,..,..,..,..,..,2014
Täby,Näsbydalskolan,Kommunal,Täby,22807677,43,"41,7","97,7","100,0","268,8",60,"58,3","93,3",~100,"239,2",2014
Täby,Näsbyparksskolan,Kommunal,Täby,96330648,19,"39,6","78,9",~100,"246,4",29,"60,4","79,3",~100,"221,0",2014
Täby,Skarpängsskolan,Kommunal,Täby,83454509,62,"49,6","93,5",~100,"232,7",63,"50,4","92,1",~100,"214,2",2014
Täby,Skolhagenskolan,Kommunal,Täby,69088221,34,"47,9","88,2","100,0","240,3",37,"52,1","97,3",~100,"222,3",2014
Täby,Vallatorpsskolan,Kommunal,Täby,57206066,38,"46,3","89,5",~100,"226,1",44,"53,7","90,9",~100,"218,5",2014
Täby,Täby Friskola-Enhagen,Enskild,Täby Friskola AB,32231541,48,"60,8","100,0","100,0","273,2",31,"39,2","96,8","100,0","266,2",2014
Täby,Helleborusskolan,Enskild,ZACU AB,45984740,..,..,..,..,..,..,..,..,..,..,2014
Töreboda,Töreboda Centralskola,Kommunal,Töreboda,94707451,37,"38,5","70,3","81,1","203,4",59,"61,5","72,9","86,4","197,8",2014
Uddevalla,"Fridaskolan, Uddevalla",Enskild,Fridaskolorna AB,27489448,27,"45,0","85,2",~100,"218,2",33,"55,0","87,9",~100,"213,5",2014
Uddevalla,Hällebergsskolan,Enskild,Hällebergsförsamlingen,52464734,..,..,..,..,..,..,..,..,..,..,2014
Uddevalla,Linnéaskolan,Enskild,Linnéaskolan AB,92086024,19,"47,5","94,7","100,0","258,0",21,"52,5","66,7","76,2","200,4",2014
Uddevalla,Stenbackeskolan,Enskild,Stiftelsen Uddevalla Kristna Skola,77005811,..,..,..,..,..,..,..,..,..,..,2014
Uddevalla,Bergiusskolan,Kommunal,Uddevalla,44018113,..,..,.,.,.,..,..,..,..,..,2014
Uddevalla,Norgårdenskolan 7-9,Kommunal,Uddevalla,10405686,44,"40,7","79,5",~100,"204,9",64,"59,3","73,4",~100,"197,0",2014
Uddevalla,Ramnerödsskolan,Kommunal,Uddevalla,83416307,66,"58,9","50,0","81,8","191,4",46,"41,1","67,4","80,4","194,8",2014
Uddevalla,Västerskolan,Kommunal,Uddevalla,62222568,70,"60,9","95,7","100,0","239,5",45,"39,1","80,0",~100,"207,7",2014
Uddevalla,Äsperödsskolan 7-9,Kommunal,Uddevalla,45535775,34,"47,9","73,5",~100,"208,9",37,"52,1","32,4","78,4","151,9",2014
Uddevalla,Östanvindsskolan,Kommunal,Uddevalla,75650987,..,..,.,.,..,..,..,.,.,..,2014
Uddevalla,Vassbo skola,Enskild,Vassbo Behandlingshem AB,29585776,..,..,.,.,.,..,..,.,.,..,2014
Ulricehamn,Stenbocksskolan ST 1 + 2,Kommunal,Ulricehamn,68980697,52,"52,0","84,6",~100,"231,8",48,"48,0","60,4","83,3","181,1",2014
Ulricehamn,Stenbocksskolan ST 3 + 4,Kommunal,Ulricehamn,53032398,35,"49,3","80,0","85,7","217,6",36,"50,7","61,1","75,0","194,2",2014
Ulricehamn,Ätradalsskolan,Kommunal,Ulricehamn,28080863,24,"36,4","66,7","70,8","208,8",42,"63,6","57,1","81,0","195,4",2014
Umeå,Minervaskolan,Enskild,Minervaskolan i Umeå AB,75713343,34,"54,8","94,1",~100,"262,3",28,"45,2","89,3","100,0","224,4",2014
Umeå,"Umeå Waldorfskola, gr",Enskild,Stiftelsen Umeå Waldorfskola R Karlsson Mfl,16183719,..,..,"76,9","100,0","231,9",..,..,..,..,..,2014
Umeå,"Prolympia, Umeå",Enskild,ULNO AB,28958120,30,"39,5","93,3",~100,"239,3",46,"60,5","91,3","100,0","213,2",2014
Umeå,Bräntbergsskolan 1,Kommunal,Umeå,44391304,..,..,..,..,..,..,..,"85,0",~100,"223,9",2014
Umeå,Bräntbergsskolan 2,Kommunal,Umeå,51963791,30,"48,4","76,7","80,0","223,6",32,"51,6","62,5","71,9","186,8",2014
Umeå,Carlshöjdsskolan 2,Kommunal,Umeå,42259280,..,..,..,..,..,..,..,"87,0",~100,"218,1",2014
Umeå,Ersängsskolan 7-9,Kommunal,Umeå,96783420,31,"47,7","64,5","77,4","216,1",34,"52,3","61,8","79,4","201,3",2014
Umeå,Grubbeskolan 1,Kommunal,Umeå,21768043,52,"50,0","92,3",~100,"242,0",52,"50,0","84,6","90,4","209,0",2014
Umeå,Grubbeskolan 2,Kommunal,Umeå,89248713,12,"46,2","83,3",~100,"226,7",14,"53,8","92,9","100,0","230,0",2014
Umeå,Hagaskolan 7-9,Kommunal,Umeå,53016523,35,"42,2","88,6",~100,"242,0",48,"57,8","68,8","83,3","198,2",2014
Umeå,Hedlunda underv för nyanlända,Kommunal,Umeå,45854948,..,..,.,.,..,..,..,.,.,..,2014
Umeå,Hörnefors Centralskola 7-9,Kommunal,Umeå,85438284,12,"29,3","83,3","100,0","227,9",29,"70,7","86,2",~100,"196,2",2014
Umeå,Linneaskolan,Kommunal,Umeå,39117429,19,"37,3","94,7","100,0","251,7",32,"62,7","78,1",~100,"197,8",2014
Umeå,Obbola skola 6-9,Kommunal,Umeå,31716818,..,..,..,..,..,..,..,"94,7",~100,"223,2",2014
Umeå,Sjöfruskolan Supra,Kommunal,Umeå,77062355,16,"53,3","100,0","100,0","264,4",14,"46,7","78,6",~100,"207,9",2014
Umeå,Storsjöskolan 2,Kommunal,Umeå,10954341,23,"46,9","91,3",~100,"240,8",26,"53,1","84,6",~100,"191,7",2014
Umeå,Sävar skola 1,Kommunal,Umeå,90639590,11,"45,8",..,~100,"223,8",13,"54,2","92,3","100,0","213,5",2014
Umeå,Sävar skola 2,Kommunal,Umeå,37864129,21,"45,7","81,0",~100,"221,3",25,"54,3","80,0",~100,"224,4",2014
Umeå,Tegs centralskola 1,Kommunal,Umeå,96517991,31,"44,3","90,3",~100,"236,2",39,"55,7","79,5",~100,"196,5",2014
Umeå,Tegs centralskola 2,Kommunal,Umeå,74820849,15,"31,3","86,7","100,0","241,7",33,"68,8","84,8",~100,"203,6",2014
Umeå,Västangårds skola,Kommunal,Umeå,36171517,13,"50,0",..,~100,"218,5",13,"50,0","76,9",~100,"189,0",2014
Umeå,Ålidhemsskolan 4-9,Kommunal,Umeå,42752416,28,"66,7","89,3",~100,"249,0",14,"33,3",..,~100,"189,6",2014
Umeå,Hannaskolan,Enskild,Umeå Kristna Skolförening,68950088,..,..,..,..,..,..,..,..,..,..,2014
Upplands Väsby,Sandbergska skolan,Enskild,Sandbergska skolan AB,97762139,..,..,"100,0","100,0","261,4",..,..,..,..,..,2014
Upplands Väsby,"Sverigefinska sk, Uppl Väsby",Enskild,Stiftelsen Språkskolan i Upplands Väsby,68403656,..,..,.,.,.,..,..,..,..,..,2014
Upplands Väsby,Södervikskolan,Enskild,Södervikskolan AB,49021135,48,"55,2","85,4","89,6","226,8",39,"44,8","84,6",~100,"224,5",2014
Upplands Väsby,Grimsta skola,Kommunal,Upplands Väsby,44227469,42,"35,3","73,8","85,7","214,3",77,"64,7","62,3","79,2","190,8",2014
Upplands Väsby,Runby skola,Kommunal,Upplands Väsby,77624936,19,"35,8","52,6","57,9","180,5",34,"64,2","73,5","79,4","220,5",2014
Upplands Väsby,Smedby skola,Kommunal,Upplands Väsby,36789655,..,..,..,..,..,..,..,..,..,..,2014
Upplands Väsby,Väsby skola,Kommunal,Upplands Väsby,31018677,40,"48,2","65,0","77,5","204,9",43,"51,8","51,2","67,4","183,0",2014
Upplands Väsby,Vittra Väsby,Enskild,Vittraskolorna AB,24374886,..,..,"77,3",~100,"210,6",..,..,..,..,..,2014
Upplands-Bro,Källskolan,Enskild,Föreningen För Kristen Skola i Upplands-Bro,69098787,..,..,..,..,..,..,..,"90,9",~100,"221,3",2014
Upplands-Bro,Broskolan,Kommunal,Upplands-Bro,16983719,41,"44,6","85,4",~100,"244,8",51,"55,4","78,4",~100,"222,1",2014
Upplands-Bro,Ekhammarskolan,Kommunal,Upplands-Bro,92284588,41,"53,2","75,6","87,8","216,2",36,"46,8","66,7",~100,"196,2",2014
Upplands-Bro,Hagnässkolan,Kommunal,Upplands-Bro,16969143,31,"59,6","90,3",~100,"243,8",21,"40,4","85,7","100,0","206,8",2014
Uppsala,Kajan Friskola,Enskild,Center för vård och omsorg i Uppsala AB,95219888,..,..,.,.,.,..,..,.,.,..,2014
Uppsala,Gluntens Montessoriskola,Enskild,Gluntens Montessoriskola Ek. För.,57484572,..,..,..,..,..,..,..,"100,0","100,0","246,7",2014
Uppsala,Katarinaskolan,Enskild,Heliga Katarinas Skolstiftelse,71951060,54,"58,1","90,7",~100,"253,7",39,"41,9","84,6","100,0","242,7",2014
Uppsala,Raoul Wallenbergskolan Uppsala,Enskild,International Swedish School AB,56867001,25,"41,0","84,0",~100,"233,5",36,"59,0","86,1",~100,"222,8",2014
Uppsala,Engelska skolan i Uppsala,Enskild,Internationella Engelska Skolan i Sverige AB,83401016,35,"59,3","80,0","85,7","243,5",24,"40,7","66,7",~100,"219,5",2014
Uppsala,JENSEN grundskola Uppsala,Enskild,JENSEN education college AB,25730446,..,..,..,..,..,..,..,"93,3","100,0","251,5",2014
Uppsala,Kunskapsskolan Uppsala,Enskild,Kunskapsskolan i Sverige AB,73947432,62,"50,4","91,9","91,9","257,0",61,"49,6","95,1",~100,"242,1",2014
Uppsala,Kunskapsskolan Uppsala Norra,Enskild,Kunskapsskolan i Sverige AB,73806643,27,"67,5","88,9",~100,"237,7",13,"32,5","100,0","100,0","225,6",2014
Uppsala,Skogstibble grundskola,Enskild,SRK Konsultation AB,49262000,..,..,.,.,..,..,..,.,.,..,2014
Uppsala,LOKS Kyrkskolan 7-9,Enskild,"Stiftelsen Livets Ord, Bibelcenter O Förlag",35561766,30,"46,9","93,3","100,0","242,3",34,"53,1","97,1","100,0","243,2",2014
Uppsala,Uppsala Musikklasser,Enskild,Stiftelsen Uppsala Musikklasser,89387408,41,"61,2","100,0","100,0","275,0",26,"38,8","100,0","100,0","260,5",2014
Uppsala,Uppsala waldorfskola,Enskild,Stiftelsen Uppsala Waldorfskola,69405762,..,..,..,..,..,..,..,..,..,..,2014
Uppsala,Almunge skola,Kommunal,Uppsala,99056007,18,"35,3","83,3",~100,"225,7",33,"64,7","66,7","72,7","188,4",2014
Uppsala,Björkvallsskolan,Kommunal,Uppsala,89112467,33,"46,5","84,8",~100,"210,1",38,"53,5","78,9","86,8","190,0",2014
Uppsala,Eriksbergsskolan,Kommunal,Uppsala,18733789,38,"50,0","81,6",~100,"243,1",38,"50,0","68,4","86,8","206,7",2014
Uppsala,Gottsundaskolan 2,Kommunal,Uppsala,93042073,40,"33,3","77,5",~100,"217,3",80,"66,7","87,5","90,0","226,1",2014
Uppsala,Gränbyskolan,Kommunal,Uppsala,60782519,65,"40,6","70,8","89,2","213,0",95,"59,4","85,3","92,6","208,8",2014
Uppsala,Gåvsta skola,Kommunal,Uppsala,12275851,..,..,..,..,..,..,..,"70,6",~100,"202,1",2014
Uppsala,Kvarngärdesskolan,Kommunal,Uppsala,61003071,..,..,..,..,..,..,..,"100,0","100,0","255,8",2014
Uppsala,Luthagens skolor 1,Kommunal,Uppsala,92713811,33,"45,2","97,0","100,0","263,6",40,"54,8","97,5","100,0","231,6",2014
Uppsala,Luthagens skolor 2,Kommunal,Uppsala,12733075,26,"43,3","92,3",~100,"245,3",34,"56,7","88,2",~100,"240,6",2014
Uppsala,Nannaskolan,Kommunal,Uppsala,29677535,82,"66,7","89,0","93,9","232,7",41,"33,3","70,7","85,4","186,6",2014
Uppsala,Stavby skola,Kommunal,Uppsala,72802066,..,..,..,..,..,..,..,..,..,..,2014
Uppsala,Stordammen,Kommunal,Uppsala,95132430,18,"39,1",..,"66,7","187,8",28,"60,9","78,6","82,1","193,8",2014
Uppsala,Tuna skola,Kommunal,Uppsala,26666728,..,..,..,"100,0","221,5",..,..,.,.,..,2014
Uppsala,Tunabergsskolan 1,Kommunal,Uppsala,54742485,57,"44,5","93,0",~100,"229,8",71,"55,5","90,1",~100,"229,1",2014
Uppsala,Vaksalaskolan,Kommunal,Uppsala,28006480,43,"51,2","95,3","100,0","262,3",41,"48,8","70,7",~100,"206,7",2014
Uppsala,Valsätraskolan,Kommunal,Uppsala,56446888,57,"47,5","84,2","87,7","250,6",63,"52,5","66,7","77,8","201,7",2014
Uppsala,von Bahrs skola 2,Kommunal,Uppsala,67720051,22,"46,8","63,6",~100,"205,5",25,"53,2","68,0","76,0","191,2",2014
Uppsala,Västra Stenhagenskolan,Kommunal,Uppsala,48134074,34,"48,6","79,4","85,3","233,3",36,"51,4","58,3","77,8","187,4",2014
Uppsala,Ärentunaskolan 1,Kommunal,Uppsala,64800741,59,"48,4","86,4",~100,"237,9",63,"51,6","66,7","85,7","189,8",2014
Uppvidinge,Åsedaskolan 7-9,Kommunal,Uppvidinge,75658239,15,"35,7","100,0","100,0","234,8",27,"64,3","96,3",~100,"218,9",2014
Uppvidinge,Älghultskolan,Kommunal,Uppvidinge,73077490,30,"63,8","76,7",~100,"213,8",17,"36,2","94,1",~100,"205,6",2014
Vadstena,Petrus Magni skola H,Kommunal,Vadstena,21550555,32,"44,4","81,3",~100,"220,2",40,"55,6","82,5",~100,"222,1",2014
Vaggeryd,Fågelforsskolan 6-9,Kommunal,Vaggeryd,38944084,44,"58,7","90,9",~100,"217,3",31,"41,3","77,4",~100,"190,9",2014
Vaggeryd,Hjortsjöskolan 6-9,Kommunal,Vaggeryd,95197505,43,"50,6","74,4","88,4","218,5",42,"49,4","64,3","78,6","191,5",2014
Valdemarsvik,Vammarskolan 7-9,Kommunal,Valdemarsvik,53620708,32,"45,7","75,0","78,1","216,0",38,"54,3","63,2","76,3","184,2",2014
Vallentuna,Aktiviaskolan,Enskild,Aktivia AB,48184058,..,..,.,.,.,..,..,.,.,..,2014
Vallentuna,"Atlas, resursklass",Kommunal,Vallentuna,40724774,..,..,.,.,..,..,..,..,..,..,2014
Vallentuna,Bällstabergsskolan,Kommunal,Vallentuna,52293921,..,..,"93,8","100,0","219,8",..,..,..,..,..,2014
Vallentuna,"Clavis, resursklass",Kommunal,Vallentuna,42652939,..,..,.,..,..,..,..,..,..,..,2014
Vallentuna,Ekebyskolan,Kommunal,Vallentuna,78821726,15,"45,5",..,"66,7","214,6",18,"54,5",..,"66,7","186,7",2014
Vallentuna,Hammarbacksskolan,Kommunal,Vallentuna,31772387,29,"64,4","89,7",~100,"234,1",16,"35,6","87,5",~100,"208,4",2014
Vallentuna,Hjälmstaskolan,Kommunal,Vallentuna,16855764,25,"43,9","80,0",~100,"221,7",32,"56,1","81,3",~100,"211,4",2014
Vallentuna,Karbyskolan,Kommunal,Vallentuna,57370453,19,"52,8","89,5",~100,"235,9",17,"47,2","94,1","100,0","218,2",2014
Vallentuna,Lovisedalsskolan,Kommunal,Vallentuna,29278599,32,"60,4","96,9","100,0","236,1",21,"39,6","85,7",~100,"210,5",2014
Vallentuna,Strix Hammarbacksskolans,Kommunal,Vallentuna,97468609,..,..,.,.,.,..,..,.,.,..,2014
Vallentuna,"Tunaskolan, resursklass",Kommunal,Vallentuna,56878797,..,..,..,..,..,..,..,.,.,..,2014
Vallentuna,"Vallen, resursklass",Kommunal,Vallentuna,48822997,..,..,.,.,..,..,..,.,.,.,2014
Vallentuna,Vallentuna Friskola,Enskild,Vallentuna Friskola AB,72378947,21,"42,9","90,5",~100,"241,4",28,"57,1","89,3",~100,"212,3",2014
Vallentuna,Vittra Vallentuna,Enskild,Vittraskolorna AB,46206050,14,"43,8","92,9","100,0","262,9",18,"56,3","100,0","100,0","241,4",2014
Vansbro,Smedbergsskolan 6-9,Kommunal,Vansbro,20545871,29,"46,0","82,8",~100,"230,8",34,"54,0","64,7","67,6","187,4",2014
Vara,Alléskolan,Kommunal,Vara,45270097,55,"52,4","85,5","87,3","227,5",50,"47,6","72,0","82,0","187,4",2014
Vara,Nästegårdsskolan,Kommunal,Vara,88862132,29,"45,3","75,9",~100,"240,6",35,"54,7","68,6",~100,"195,0",2014
Varberg,Nyhemsskolan Varbergs Krist sk,Enskild,"Nyhemsskolan-Varbergs Kristna Skola, Ek. För.",74843338,..,..,..,..,..,..,..,..,..,..,2014
Varberg,Almers skola 7-9 och grundsärskolan äldre elever,Kommunal,Varberg,72527414,24,"50,0","79,2",~100,"214,3",24,"50,0","83,3","100,0","208,2",2014
Varberg,Ankarskolan 4-9 och fritidshem,Kommunal,Varberg,68653982,13,"35,1","100,0","100,0","222,9",24,"64,9","87,5",~100,"214,8",2014
Varberg,Bläshammar skola F-9 och fritidshem,Kommunal,Varberg,13220136,..,..,..,..,..,..,..,"100,0","100,0","200,2",2014
Varberg,Bosgårdsskolan 4-9 och fritidshem,Kommunal,Varberg,92184735,29,"54,7","86,2",~100,"228,8",24,"45,3","62,5","75,0","191,9",2014
Varberg,Buaskolan F-9 och fritidshem,Kommunal,Varberg,11061967,..,..,..,..,..,..,..,"100,0","100,0","214,8",2014
Varberg,Göthriks skola F-9 och fritidshem,Kommunal,Varberg,67801661,..,..,..,..,..,..,..,..,..,..,2014
Varberg,Hagaskolan 6-9,Kommunal,Varberg,26579492,19,"48,7","84,2",~100,"240,7",20,"51,3","75,0",~100,"210,9",2014
Varberg,Håstensskolan 8-9,Kommunal,Varberg,75684823,52,"51,0","86,5",~100,"221,6",50,"49,0","82,0",~100,"211,4",2014
Varberg,Lindbergs skola 1-9,Kommunal,Varberg,23521056,28,"56,0","82,1",~100,"213,2",22,"44,0","90,9",~100,"199,9",2014
