skolverket_kommunnamn,skolverket_skolnamn,huvudman,skolverket_huvudman_namn,school_unit,skolverket_antal_elever_tcv139,skolverket_andel_natt_malen_alla_amnen_tcv139,skolverket_and_beh_yrk_tcv139,skolverket_gnm_meritvarde_tcv139,year
Malmö,Apelgårdsskolan,Kommunal,Malmö,56672773,55,"25,5","47,3","161,1",2014
Malmö,Augustenborgsskolan,Kommunal,Malmö,89876778,116,"60,3","80,2","206,0",2014
Malmö,Bergaskolan 6-9,Kommunal,Malmö,40035084,140,"92,9",~100,"245,9",2014
Malmö,Bäckagårdsskolan,Kommunal,Malmö,12636945,56,"87,5",~100,"234,4",2014
Malmö,Dammfriskolan,Kommunal,Malmö,48874671,105,"59,0","81,0","201,5",2014
Malmö,Gottorpskolan,Kommunal,Malmö,56363473,70,"78,6","80,0","213,5",2014
Malmö,Hermodsdalsskolan,Kommunal,Malmö,56666435,40,"62,5","65,0","198,3",2014
Malmö,Höjaskolan,Kommunal,Malmö,99835038,57,"71,9","89,5","211,9",2014
Malmö,Johannesskolan,Kommunal,Malmö,82797662,26,"57,7","69,2","213,4",2014
Malmö,Kirsebergsskolan,Kommunal,Malmö,25054799,79,"51,9","65,8","188,0",2014
Malmö,Kroksbäcksskolan,Kommunal,Malmö,98745015,69,"58,0","72,5","194,0",2014
Malmö,Lindeborgsskolan,Kommunal,Malmö,22509001,112,"72,3","81,3","212,2",2014
Malmö,Lindängeskolan,Kommunal,Malmö,75875503,61,"57,4","63,9","209,8",2014
Malmö,Linnéskolan,Kommunal,Malmö,63951601,51,"82,4",~100,"220,9",2014
Malmö,Malmö Idrottsgrundskola,Kommunal,Malmö,71454628,54,"94,4",~100,"253,0",2014
Malmö,Malmö International School,Kommunal,Malmö,56446897,16,"75,0",~100,"262,7",2014
Malmö,Mottagningsskolan Mosaik,Kommunal,Malmö,58937869,76,.,.,"30,6",2014
Malmö,Munkhätteskolan,Kommunal,Malmö,74972690,47,"44,7","61,7","171,6",2014
Malmö,Möllevångsskolan,Kommunal,Malmö,88590084,32,"50,0","78,1","188,7",2014
Malmö,Olympen,Kommunal,Malmö,87991089,..,..,..,..,2014
Malmö,Oxievångsskolan,Kommunal,Malmö,64402572,114,"73,7","81,6","209,0",2014
Malmö,Pilbäcksskolan,Kommunal,Malmö,85007077,48,"87,5",~100,"225,2",2014
Malmö,Rönnenskolan,Kommunal,Malmö,93599910,26,"84,6",~100,"224,1",2014
Malmö,Rörsjöskolan-Zenith,Kommunal,Malmö,83861471,52,"50,0","82,7","206,5",2014
Malmö,Sakura,Kommunal,Malmö,89945429,..,..,..,..,2014
Malmö,Slottsstadens skola,Kommunal,Malmö,92862757,136,"91,9","96,3","240,8",2014
Malmö,Sofielundsskolan,Kommunal,Malmö,65836771,31,"38,7","54,8","186,1",2014
Malmö,Sorgenfriskolan,Kommunal,Malmö,67130748,36,"61,1","83,3","197,8",2014
Malmö,Stenkulaskolan,Kommunal,Malmö,85082785,45,"53,3","68,9","187,7",2014
Malmö,Strandskolan,Kommunal,Malmö,61199979,40,"90,0",~100,"243,7",2014
Malmö,Söderkullaskolan,Kommunal,Malmö,66656783,93,"64,5","78,5","208,3",2014
Malmö,Team Munkhättan,Kommunal,Malmö,87253745,..,..,..,..,2014
Malmö,Velanderskolan,Kommunal,Malmö,71203301,..,..,..,..,2014
Malmö,Videdalsskolan,Kommunal,Malmö,37324136,74,"77,0","87,8","216,9",2014
Malmö,Värner Rydénskolan,Kommunal,Malmö,65099615,83,"26,5","49,4","155,5",2014
Malmö,Västra Hamnens skola,Kommunal,Malmö,28640213,53,"84,9","88,7","237,8",2014
Malmö,Malmö Friskola,Enskild,Malmö Friskola AB,75599504,..,..,..,..,2014
Malmö,Mariaskolan,Enskild,Mariaskolan,67272295,21,"95,2",~100,"245,2",2014
Malmö,Runstyckets skola,Enskild,Runstyckets Förskola AB,57386343,21,"95,2",~100,"235,0",2014
Malmö,Sveaskolan,Enskild,Sveaskolan AB,54725950,48,"100,0","100,0","247,7",2014
Malmö,Resursskolan UngArt,Enskild,Ungart AB,89498184,..,..,..,..,2014
Malmö,Vittra Västra hamnen,Enskild,Vittraskolorna AB,13495830,34,"64,7","82,4","230,2",2014
Malmö,Montessorigrundskolan Maria,Enskild,Åkerman Management AB,45776214,17,"94,1","100,0","244,1",2014
Malmö,Ängsdals skola,Enskild,Ängsdals skolor AB,34314029,25,"100,0","100,0","250,2",2014
Malmö,Östra Skolan,Enskild,Östra skolan AB,40470449,43,"48,8","69,8","193,5",2014
Malung-Sälen,Centralskolan,Kommunal,Malung-Sälen,83084730,48,"91,7",~100,"217,8",2014
Malung-Sälen,Ungärde skola,Kommunal,Malung-Sälen,17208837,34,"91,2",~100,"231,6",2014
Malå,Nilaskolan 7-9,Kommunal,Malå,28454424,29,"79,3",~100,"210,4",2014
Mariestad,Ekhamraskolan,Enskild,Friskolan i Mariestad AB,29289355,46,"97,8","100,0","219,1",2014
Mariestad,Högelidsskolan 7-9,Kommunal,Mariestad,62694008,86,"87,2","93,0","216,4",2014
Mariestad,Tunaholmsskolan,Kommunal,Mariestad,48016437,105,"62,9","79,0","203,1",2014
Mark,Leteboskolan,Enskild,Letebo Utbildning AB,79844557,11,..,..,"200,7",2014
Mark,Fritslaskolan 3-9,Kommunal,Mark,10100177,27,"74,1",~100,"218,7",2014
Mark,Lyckeskolan,Kommunal,Mark,10428442,72,"80,6",~100,"215,7",2014
Mark,Sätilaskolan 6-9,Kommunal,Mark,90548647,78,"84,6","92,3","227,7",2014
Mark,Ängskolan,Kommunal,Mark,13666864,158,"70,3","81,0","203,9",2014
Mark,Örbyskolan 6-9,Kommunal,Mark,76300443,48,"83,3","87,5","212,4",2014
Mark,Montessoriskolan Pärlan,Enskild,Montessoriskolan i Skene AB,80072686,..,..,..,..,2014
Mark,Skogsbrynets resursskola,Enskild,Skogsbrynets HVB AB,30894215,..,.,..,..,2014
Markaryd,Huneskolan,Kommunal,Markaryd,79075195,54,"85,2","88,9","214,6",2014
Markaryd,Strömsnässkolan,Kommunal,Markaryd,59001324,45,"62,2","71,1","185,9",2014
Mellerud,Rådaskolan,Kommunal,Mellerud,53764779,103,"77,7","82,5","208,3",2014
Mjölby,Blåklintskolan,Kommunal,Mjölby,27259736,38,"60,5","73,7","187,2",2014
Mjölby,Lagmansskolan Beta MH,Kommunal,Mjölby,10609045,87,"63,2","78,2","190,4",2014
Mjölby,Trojenborgsskolan MH,Kommunal,Mjölby,37310404,63,"61,9","76,2","194,0",2014
Mjölby,Vifolkaskolan 7-9,Kommunal,Mjölby,16727370,74,"81,1","89,2","208,4",2014
Mora,Morkarlbyhöjdens skola 7-9,Kommunal,Mora,95649680,106,"70,8","80,2","190,6",2014
Mora,Noretsskolan 7-9,Kommunal,Mora,68663553,89,"75,3","77,5","214,3",2014
Motala,Karin Boye-skolan,Enskild,AcadeMedia fria grundskolor AB,11664326,48,"89,6",~100,"224,1",2014
Motala,Fria InterMilia skolan,Enskild,Fria Intermilia Skolan,11700203,11,..,..,"181,8",2014
Motala,Hällaskolan,Kommunal,Motala,87963970,63,"57,1","76,2","191,2",2014
Motala,Mariebergsskolan,Kommunal,Motala,87531665,64,"76,6","85,9","207,5",2014
Motala,Skolgårda skola 7-9,Kommunal,Motala,82224915,80,"82,5","91,3","210,8",2014
Motala,Södra skolan 7-9,Kommunal,Motala,69769596,60,"66,7","83,3","209,7",2014
Motala,Zederslundsskolan,Kommunal,Motala,98031467,65,"64,6","83,1","202,1",2014
Mullsjö,Trollehöjdskolan,Kommunal,Mullsjö,28156767,69,"91,3",~100,"205,5",2014
Munkedal,Kungsmarksskolan,Kommunal,Munkedal,44650086,107,"72,0","86,0","198,1",2014
Munkfors,Forsnässkolan 6-9,Kommunal,Munkfors,70083827,30,"56,7","83,3","186,8",2014
Mölndal,Växthuset,Enskild,AcadeMedia fria grundskolor AB,42908622,24,"70,8","75,0","215,9",2014
Mölndal,Montessoriskolan Kvarnhjulet,Enskild,"Montessoriskolan Kvarnhjulet, Ek. För.",64490264,25,"96,0",~100,"251,8",2014
Mölndal,Almåsskolan,Kommunal,Mölndal,40577779,54,"74,1","87,0","217,4",2014
Mölndal,Ekhagaskolan,Kommunal,Mölndal,92538683,103,"62,1","77,7","192,1",2014
Mölndal,Hallenskolan,Kommunal,Mölndal,32309720,31,"96,8",~100,"243,3",2014
Mölndal,Katrinebergsskolan,Kommunal,Mölndal,13050305,57,"64,9","84,2","201,9",2014
Mölndal,Kvarnbyskolan,Kommunal,Mölndal,67822057,141,"91,5","96,5","235,7",2014
Mölndal,Sinntorpsskolan 4-9,Kommunal,Mölndal,90949251,63,"77,8","92,1","229,4",2014
Mölndal,Skånhällaskolan 4-9,Kommunal,Mölndal,91907164,52,"88,5","100,0","221,6",2014
Mölndal,Streteredsskolan,Kommunal,Mölndal,54881559,53,"88,7",~100,"209,4",2014
Mölndal,Svalan,Kommunal,Mölndal,23620456,10,.,.,"17,0",2014
Mölndal,Sörgårdsskolan,Kommunal,Mölndal,53442807,94,"81,9","93,6","236,3",2014
Mönsterås,Krungårdsskolan,Kommunal,Mönsterås,72714150,55,"74,5","85,5","202,5",2014
Mönsterås,Parkskolan,Kommunal,Mönsterås,84285512,89,"62,9","79,8","194,4",2014
Mörbylånga,Ölands Friskola,Enskild,Friskolan Öland AB,28562125,30,"96,7","100,0","234,6",2014
Mörbylånga,Skansenskolan,Kommunal,Mörbylånga,69905940,114,"92,1","95,6","212,3",2014
Nacka,Engelska Skolan i Nacka,Enskild,Internationella Engelska Skolan i Sverige AB,74358019,148,"90,5",~100,"253,3",2014
Nacka,Kunskapsskolan Nacka,Enskild,Kunskapsskolan i Sverige AB,87425546,77,"97,4",~100,"262,5",2014
Nacka,Kunskapsskolan Saltsjöbaden,Enskild,Kunskapsskolan i Sverige AB,11496096,29,"96,6","100,0","281,1",2014
Nacka,Maestroskolan Nacka,Enskild,Maestro Svindersvik AB,64065898,..,..,..,..,2014
Nacka,Alphyddeskolan,Kommunal,Nacka,30066063,..,.,.,.,2014
Nacka,Björknässkolan,Kommunal,Nacka,75834458,125,"84,8","95,2","237,6",2014
Nacka,Centrumskolan,Kommunal,Nacka,35986188,..,.,..,..,2014
Nacka,Eklidens skola,Kommunal,Nacka,47243834,207,"89,9","93,7","245,7",2014
Nacka,Myrsjöskolan,Kommunal,Nacka,84884375,166,"93,4",~100,"248,0",2014
Nacka,Saltsjöbadens samskola,Kommunal,Nacka,11777750,112,"80,4","85,7","229,9",2014
Nacka,Skuru skola,Kommunal,Nacka,85321366,123,"87,0","91,9","230,1",2014
Nacka,Stavsborgsskolan,Kommunal,Nacka,14040970,81,"79,0",~100,"218,0",2014
Nacka,Snitz Grundskola Nacka,Enskild,PPS Power Planning System AB,82438535,..,..,..,..,2014
Nacka,Johannes Petri skola,Enskild,Pysslingen Förskolor och Skolor AB,32965692,67,"95,5",~100,"249,0",2014
Nacka,Montessorisk. Castello Nacka,Enskild,Pysslingen Förskolor och Skolor AB,34135484,25,"100,0","100,0","246,0",2014
Nacka,Vittra Saltsjö-Boo,Enskild,Vittraskolorna AB,44802890,..,..,..,..,2014
Nora,Karlsängsskolan,Kommunal,Nora,40684137,132,"78,0","87,9","199,6",2014
Norberg,Norbergs skolor,Kommunal,Norberg,50485280,69,"78,3","85,5","205,6",2014
Nordanstig,Bergsjö Centralskola år 7-9,Kommunal,Nordanstig,95045408,53,"66,0","79,2","197,7",2014
Nordanstig,Hosiannaskolan,Enskild,Stiftelsen Nordanstigs Kristna Center,21342606,..,..,..,..,2014
Nordmaling,Artediskolan åk 7-9,Kommunal,Nordmaling,58185455,69,"66,7","78,3","197,8",2014
Norrköping,Jönsbergska Idrottsskolan,Enskild,Jönsbergska Idrottsskolan Norrköping AB,61454000,52,"100,0","100,0","245,0",2014
Norrköping,Kunskapsskolan Norrköping,Enskild,Kunskapsskolan i Sverige AB,77437748,97,"93,8",~100,"231,1",2014
Norrköping,Erlaskolan Norrköping Södra,Enskild,Lärande i Sverige AB,72526185,21,"85,7",~100,"210,7",2014
Norrköping,Erlaskolan Norrköping Östra,Enskild,Lärande i Sverige AB,90838156,48,"83,3",~100,"210,2",2014
Norrköping,Borgsmoskolan,Kommunal,Norrköping,26387738,67,"49,3","68,7","170,3",2014
Norrköping,Djäkneparksskolan 7 och 9,Kommunal,Norrköping,59526276,175,"65,1","73,1","187,0",2014
Norrköping,Ektorpsskolan,Kommunal,Norrköping,37133485,111,"65,8","79,3","196,3",2014
Norrköping,Enebyskolan H,Kommunal,Norrköping,35609364,109,"79,8","81,7","210,7",2014
Norrköping,Hagaskolan 7-9,Kommunal,Norrköping,17315625,108,"60,2","80,6","199,5",2014
Norrköping,Hultdalskolan,Kommunal,Norrköping,40393888,68,"89,7","91,2","224,5",2014
Norrköping,Mosstorpsskolan,Kommunal,Norrköping,41484780,59,"79,7",~100,"207,6",2014
Norrköping,Navestadsskolan 7-9,Kommunal,Norrköping,81182971,126,"66,7","69,8","192,0",2014
Norrköping,Råsslaskolan 5-9,Kommunal,Norrköping,80621158,55,"87,3","90,9","217,8",2014
Norrköping,Söderporten 4-9,Kommunal,Norrköping,24979620,65,"53,8","60,0","183,1",2014
Norrköping,Vikbolandsskolan,Kommunal,Norrköping,34784374,53,"79,2","88,7","197,3",2014
Norrköping,"Prolympia, Norrköping",Enskild,Prolympia AB,16013826,124,"79,0","87,9","198,2",2014
Norrköping,"Rudolf Steinerskolan, gr",Enskild,Rudolf Steinerskolan,33530590,14,..,~100,"206,8",2014
Norrköping,Johannesskolan Norrkpg Kr Sk,Enskild,Stiftelsen Församlingen Agape,57529996,..,..,..,..,2014
Norrköping,Stegehus Waldorfskola,Enskild,Stiftelsen Steget,73656861,..,..,..,..,2014
Norrköping,Vittra Röda stan,Enskild,Vittraskolorna AB,38936292,41,"78,0",~100,"216,8",2014
Norrtälje,"Ekebyholmsskolan, gr",Enskild,Ekebyholmsskolan AB,98239828,21,"71,4",~100,"228,0",2014
Norrtälje,Freinetskolan Hugin,Enskild,Freinetskolan Hugin Ek. För.,89692072,20,"60,0",~100,"218,5",2014
Norrtälje,Freinetskolan Mimer,Enskild,Freinetskolan Mimer Ek. För.,45133950,11,..,"100,0","214,3",2014
Norrtälje,Montessoriskolan i Norrtälje,Enskild,Montessoriskolan i Norrtälje AB,99665701,11,..,~100,"246,4",2014
Norrtälje,Bålbro skola,Kommunal,Norrtälje,45874608,34,"91,2",~100,"239,0",2014
Norrtälje,Grindskolan,Kommunal,Norrtälje,29416145,21,"71,4","76,2","190,8",2014
Norrtälje,Hallsta skola,Kommunal,Norrtälje,24146389,56,"75,0","82,1","203,8",2014
Norrtälje,Lommarskolan,Kommunal,Norrtälje,15312030,34,"47,1","64,7","187,0",2014
Norrtälje,Långsjöskolan,Kommunal,Norrtälje,99749462,32,"53,1","71,9","173,8",2014
Norrtälje,Länna skola,Kommunal,Norrtälje,72471883,18,"94,4",~100,"220,3",2014
Norrtälje,Norrsund-Elmstaskolan,Kommunal,Norrtälje,61218902,39,"87,2",~100,"240,1",2014
Norrtälje,Roslagsskolan,Kommunal,Norrtälje,31851256,168,"77,4","86,9","213,3",2014
Norrtälje,Rådmansö skola,Kommunal,Norrtälje,50905672,19,"89,5",~100,"195,8",2014
Norrtälje,Svanbergaskolan,Kommunal,Norrtälje,59975651,49,"89,8",~100,"226,1",2014
Norrtälje,Viby friskola,Enskild,Ogenholts Friskola AB,54806839,15,"66,7",~100,"199,8",2014
Norsjö,Norsjöskolan 6-9,Kommunal,Norsjö,65848878,49,"75,5","77,6","204,6",2014
Nybro,Alsterbro skola,Kommunal,Nybro,62698200,11,..,~100,"211,6",2014
Nybro,Madesjöskolan Ma02,Kommunal,Nybro,38198417,74,"85,1","86,5","214,9",2014
Nybro,Paradisskolan Pa02,Kommunal,Nybro,79650118,98,"83,7","87,8","211,5",2014
Nykvarn,Lillhagaskolan,Kommunal,Nykvarn,99640618,107,"90,7",~100,"226,1",2014
Nyköping,Båktorp skolan,Enskild,Båktorp AB,17393295,..,.,..,..,2014
Nyköping,Studiero,Enskild,HVB Lappetorp AB,98693413,..,.,..,..,2014
Nyköping,Kunskapsskolan Nyköping,Enskild,Kunskapsskolan i Sverige AB,88046003,100,"91,0","94,0","230,8",2014
Nyköping,Fokusskolan,Enskild,Nyfo AB,18915192,12,"83,3",~100,"220,2",2014
Nyköping,Borgmästarhagsskolan,Kommunal,Nyköping,98253969,238,"76,9","84,9","213,9",2014
Nyköping,Långbergsskolan H,Kommunal,Nyköping,71976383,46,"58,7","71,7","195,3",2014
Nyköping,Nicolaiskolan,Kommunal,Nyköping,92637603,55,"49,1","80,0","174,9",2014
Nyköping,Oppebyskolan,Kommunal,Nyköping,11808146,73,"76,7","86,3","207,7",2014
Nyköping,Mikaeliskolan,Enskild,Stiftelsen Mikaeliskolan i Nyköping,75746018,12,"91,7","100,0","237,3",2014
Nyköping,Vittra Kungshagen,Enskild,Vittraskolorna AB,50698424,26,"80,8",~100,"210,4",2014
Nynäshamn,Gröndalsskolan F-9,Kommunal,Nynäshamn,65717061,77,"79,2","90,9","203,6",2014
Nynäshamn,Sunnerbyskolan 1-9,Kommunal,Nynäshamn,78703073,59,"72,9","81,4","189,6",2014
Nynäshamn,Vanstaskolan 4-9,Kommunal,Nynäshamn,73184416,48,"66,7","75,0","204,8",2014
Nynäshamn,Viaskolan 6-9,Kommunal,Nynäshamn,34814578,55,"81,8",~100,"210,5",2014
Nässjö,Centralskolan,Kommunal,Nässjö,27489659,103,"78,6","89,3","205,8",2014
Nässjö,Norråsaskolan,Kommunal,Nässjö,19118399,142,"57,7","71,8","186,5",2014
Nässjö,Parkskolan,Kommunal,Nässjö,97882848,72,"73,6","80,6","203,6",2014
Nässjö,Rosenholmsskolan,Kommunal,Nässjö,66394964,17,"88,2",~100,"230,2",2014
Ockelbo,Perslundaskolan,Kommunal,Ockelbo,40000547,57,"89,5","89,5","218,6",2014
Olofström,Högavångsskolan,Kommunal,Olofström,53603984,143,"79,7","87,4","198,3",2014
Orsa,Orsaskolan,Kommunal,Orsa,19694910,56,"67,9","76,8","184,7",2014
Orust,Henåns skola år 7-9,Kommunal,Orust,76943513,105,"69,5","79,0","200,0",2014
Orust,Ängås 7-9 skola,Kommunal,Orust,34557677,67,"68,7","92,5","216,6",2014
Orust,Orust Waldorfskola,Enskild,Waldorfpedagogik På Orust Ek. För.,57712538,..,..,..,..,2014
Osby,Hasslarödsskolan 7-9,Kommunal,Osby,25927535,70,"77,1","82,9","208,5",2014
Osby,Parkskolan 7-9 E,Kommunal,Osby,16078764,20,"55,0",~100,"187,5",2014
Osby,Parkskolan F-9 D,Kommunal,Osby,28242140,22,"77,3",~100,"204,8",2014
Osby,Visslan,Kommunal,Osby,65486343,..,..,..,..,2014
Osby,Örkenedsskolan 7-9,Kommunal,Osby,99562575,44,"61,4","72,7","178,3",2014
Oskarshamn,Kristinebergskolan 7-9,Kommunal,Oskarshamn,73392316,73,"87,7","89,0","211,7",2014
Oskarshamn,Rödsleskolan 7-9,Kommunal,Oskarshamn,40041600,67,"83,6","91,0","211,6",2014
Oskarshamn,Vallhallaskolan 7-9,Kommunal,Oskarshamn,46592871,102,"70,6","78,4","190,8",2014
Ovanåker,Alftaskolan 7-9,Kommunal,Ovanåker,92304123,52,"65,4","75,0","180,3",2014
Ovanåker,Celsiusskolan 7-9,Kommunal,Ovanåker,43362307,60,"60,0","73,3","206,8",2014
Oxelösund,Breviksskolan åk 6-9,Kommunal,Oxelösund,34893654,58,"63,8","84,5","181,9",2014
Pajala,Kangos Kultur- o ekologiskola,Enskild,Kangos Kultur och Ekologiskola,35837794,..,..,..,..,2014
Pajala,Gårdbyskolan,Kommunal,Pajala,55662841,11,..,..,"191,6",2014
Pajala,Junosuando Centralskola,Kommunal,Pajala,80594830,..,..,..,..,2014
Pajala,Pajala Centralskola,Kommunal,Pajala,12443258,39,"74,4","76,9","225,6",2014
Pajala,Tärendö Centralskola,Kommunal,Pajala,37347252,..,..,..,..,2014
Partille,Casa Montessori,Enskild,Montessoristiftelsen i Partille,68358072,19,"94,7",~100,"238,7",2014
Partille,Björndammens skola 6-9,Kommunal,Partille,98209377,41,"68,3","87,8","211,7",2014
Partille,Furulunds skola 6-9,Kommunal,Partille,89146220,62,"85,5","90,3","222,2",2014
Partille,Lexby skola 6-9,Kommunal,Partille,51610240,125,"87,2","95,2","218,1",2014
Partille,Ugglums skola 5-9,Kommunal,Partille,78100490,57,"94,7",~100,"246,0",2014
Partille,Vallhamra skola 7-9,Kommunal,Partille,92848832,81,"77,8","88,9","203,0",2014
Partille,Öjersjö Brunn skola 4-9,Kommunal,Partille,49402521,63,"93,7",~100,"243,5",2014
Perstorp,Centralskolan 1,Kommunal,Perstorp,97348759,69,"71,0","84,1","206,0",2014
Piteå,Christina skolenhet,Kommunal,Piteå,94591900,78,"91,0",~100,"226,7",2014
Piteå,Hortlax skolenhet,Kommunal,Piteå,10185533,104,"91,3",~100,"217,7",2014
Piteå,Pitholm skolenhet 7-9,Kommunal,Piteå,18339846,85,"90,6",~100,"223,8",2014
Piteå,Porsnäs skolenhet,Kommunal,Piteå,18748381,55,"85,5","90,9","210,5",2014
Piteå,Sjulnässkolan,Kommunal,Piteå,42296356,54,"88,9",~100,"220,6",2014
Piteå,Solanderskolan 7-9 skolenhet,Kommunal,Piteå,56399220,48,"85,4",~100,"203,2",2014
Ragunda,Anders-Olofskolan,Kommunal,Ragunda,78545687,31,"54,8","64,5","174,7",2014
Ragunda,Hansåkerskolan,Kommunal,Ragunda,22316816,24,"75,0","79,2","204,4",2014
Robertsfors,Tundalsskolan åk 4-9,Kommunal,Robertsfors,16553934,62,"66,1","74,2","197,9",2014
Ronneby,Karl-Oskarskolan i Ronneby,Enskild,Karl-Oskar Utbildning AB,38449858,61,"82,0","86,9","212,1",2014
Ronneby,Kallingeskolan 7-9,Kommunal,Ronneby,53155267,64,"75,0","85,9","210,6",2014
Ronneby,Snäckebacksskolan,Kommunal,Ronneby,73745566,137,"77,4","85,4","212,0",2014
Rättvik,Furudals centralskola,Kommunal,Rättvik,30917018,24,"79,2",~100,"202,9",2014
Rättvik,Rättviksskolan,Kommunal,Rättvik,73451967,73,"94,5",~100,"220,2",2014
Sala,Ekebyskolan,Kommunal,Sala,36193586,98,"76,5","88,8","207,9",2014
Sala,Vallaskolan 7-9,Kommunal,Sala,64954528,116,"76,7","86,2","208,6",2014
Salem,Nytorpsskolan,Kommunal,Salem,36262199,28,"89,3",~100,"249,8",2014
Salem,Rönninge skola,Kommunal,Salem,71677992,57,"96,5",~100,"247,7",2014
Salem,Skogsängsskolan,Kommunal,Salem,58385274,59,"62,7","72,9","200,6",2014
Salem,Säbytorp,Kommunal,Salem,92406445,60,"75,0","91,7","227,4",2014
Salem,Söderby friskola,Enskild,Söderby Friskola Ek. För.,56858061,25,"84,0",~100,"218,7",2014
Sandviken,Prosperitas utbildning,Enskild,Prosperitas Utbildning AB,91119383,15,..,~100,"187,8",2014
Sandviken,Hedängskolan 7-9,Kommunal,Sandviken,23876630,65,"83,1","92,3","213,1",2014
Sandviken,Jernvallsskolan 4-9,Kommunal,Sandviken,30006957,55,"80,0","83,6","225,0",2014
Sandviken,Murgårdsskolan  I,Kommunal,Sandviken,93190753,58,"44,8","60,3","165,0",2014
Sandviken,Murgårdsskolan II,Kommunal,Sandviken,36589800,26,"46,2","69,2","159,1",2014
Sandviken,Söderskolan I,Kommunal,Sandviken,95475697,28,"67,9","78,6","198,7",2014
Sandviken,Söderskolan II,Kommunal,Sandviken,58929072,76,"51,3","64,5","171,8",2014
Sandviken,Österfärnebo skola,Kommunal,Sandviken,73076578,15,"73,3",~100,"208,4",2014
Sandviken,Sandvikens Montessoriskola,Enskild,Sandvikens Montessoriskolas Ek. För.,17233525,17,..,"64,7","169,3",2014
Sigtuna,Ekillaskolan,Kommunal,Sigtuna,14261356,146,"77,4","81,5","216,5",2014
Sigtuna,S:t Olof,Kommunal,Sigtuna,13579948,125,"87,2","95,2","228,1",2014
Sigtuna,Valstaskolan,Kommunal,Sigtuna,61234191,77,"66,2","74,0","197,7",2014
Sigtuna,Skolan Bergius,Enskild,Sigtuna Friskola AB,35008423,60,"96,7","100,0","240,5",2014
Sigtuna,"Sigtunaskolan hum. läroverket, gr",Enskild,Sigtuna Skolstiftelse,70883860,40,"90,0",~100,"240,9",2014
Sigtuna,"Josefinaskolan, grundskola",Enskild,Stiftelsen Josefinaskolan,55508705,23,"78,3",~100,"218,5",2014
Simrishamn,Famn,Enskild,"Familjebehandlingsalternativ i Nätverk, Famn AB",68370166,..,.,..,..,2014
Simrishamn,Nils Holgerssonskolan,Enskild,Föräldrakooperativet Nils Holgerssonskolan Ek. För.,24445412,26,"92,3",~100,"254,8",2014
Simrishamn,Skolområde Korsavad,Kommunal,Simrishamn,66350640,158,"79,7","86,7","213,1",2014
Simrishamn,Sophiaskolan,Enskild,"Stiftelsen Sophiaskolan, Österlens Waldorfskola",59958745,17,"94,1","100,0","245,1",2014
Sjöbo,Vollsjö Friskola,Enskild,Almaröd Friskola AB,78396564,..,..,..,..,2014
Sjöbo,Emanuelskolan,Kommunal,Sjöbo,37998000,39,"76,9","82,1","224,4",2014
Sjöbo,"Färsinga lärcentrum, åk 4-9",Kommunal,Sjöbo,17176734,75,"61,3","81,3","193,7",2014
Sjöbo,Storkskolan,Kommunal,Sjöbo,55675413,38,"71,1","81,6","208,5",2014
Skara,Friskolan Metis,Enskild,Lärocentrum i Skara Ek. För.,46013569,21,"85,7",~100,"211,2",2014
Skara,Djäkneskolan,Kommunal,Skara,25963247,78,"78,2","84,6","219,3",2014
Skara,Teglaskolan,Kommunal,Skara,35308702,85,"83,5","85,9","207,6",2014
Skellefteå,Björnåkersskolan,Kommunal,Skellefteå,61150314,49,"79,6","89,8","219,2",2014
Skellefteå,Bolidenskolan 1-9,Kommunal,Skellefteå,51881643,33,"69,7","72,7","168,6",2014
Skellefteå,Brännanskolan,Kommunal,Skellefteå,16211359,90,"96,7",~100,"229,2",2014
Skellefteå,Bureskolan 6-9,Kommunal,Skellefteå,62125265,55,"72,7","90,9","206,2",2014
Skellefteå,Byskeskolan 6-9,Kommunal,Skellefteå,97534677,58,"84,5","89,7","208,0",2014
Skellefteå,Furuskolan,Kommunal,Skellefteå,62717625,16,"75,0",~100,"205,3",2014
Skellefteå,Kanalskolan,Kommunal,Skellefteå,94485755,53,"77,4","83,0","199,1",2014
Skellefteå,Kågeskolan 6-9,Kommunal,Skellefteå,66412077,70,"78,6","90,0","207,4",2014
Skellefteå,Lövångersskolan,Kommunal,Skellefteå,87194036,23,"73,9","73,9","180,5",2014
Skellefteå,Norrhammarskolan 6-9,Kommunal,Skellefteå,40166272,110,"90,9","91,8","220,2",2014
Skellefteå,Sörböleskolan Öst,Kommunal,Skellefteå,83796196,106,"65,1","75,5","178,2",2014
Skellefteå,Ursviksskolan 6-9,Kommunal,Skellefteå,37579892,68,"75,0","85,3","200,2",2014
Skellefteå,Örjansskolan 6-9,Kommunal,Skellefteå,99512173,35,"74,3","82,9","213,9",2014
Skellefteå,Björkskolan,Enskild,Skellefteå Kristna Skolförening,65417636,23,"87,0",~100,"213,7",2014
Skinnskatteberg,Klockarbergsskolan,Kommunal,Skinnskatteberg,62958817,25,"88,0",~100,"226,6",2014
Skurup,Alléskolan,Kommunal,Skurup,60217642,25,"92,0",~100,"228,5",2014
Skurup,Fotbollsakademin,Kommunal,Skurup,74292006,29,"89,7",~100,"222,2",2014
Skurup,Mackleanskolan,Kommunal,Skurup,21999433,104,"72,1","87,5","212,6",2014
Skövde,Mia skola,Enskild,Mia Skola AB,94502924,..,.,..,..,2014
