skolverket_kommunnamn,skolverket_skolnamn,huvudman,skolverket_huvudman_namn,school_unit,skolverket_foraldr_utb_tcv95,skolverket_and_utl_bakgr_tcv95,skolverket_andel_pojkar_tcv95,skolverket_ver_and_uppn_malen_tcv95,skolverket_ber_and_uppn_malen_tcv95,skolverket_sal_and_uppn_malen_tcv95,skolverket_ver_meritvarde_tcv95,skolverket_ber_meritvarde_tcv95,skolverket_sal_meritvarde_tcv95,year
Mjölby,Vifolkaskolan 7-9,Kommunal,Mjölby,16727370,"2,16",0,48,77,78,-1,198,212,-14,2013
Mora,Morkarlbyhöjdens skola 7-9,Kommunal,Mora,95649680,"2,08",6,38,65,69,-4,194,204,-10,2013
Mora,Noretsskolan 7-9,Kommunal,Mora,68663553,"2,27",0,48,86,82,4,231,220,11,2013
Motala,Hällaskolan,Kommunal,Motala,87963970,"2,11",0,61,67,76,-9,185,205,-20,2013
Motala,Karin Boye-skolan,Enskild,,11664326,"2,54",0,37,96,91,5,235,240,-6,2013
Motala,Mariebergsskolan,Kommunal,Motala,87531665,"2,08",3,46,85,72,13,229,204,25,2013
Motala,Skolgårda skola 7-9,Kommunal,Motala,82224915,"2,25",0,59,85,81,4,207,215,-9,2013
Motala,Södra skolan 7-9,Kommunal,Motala,69769596,"2,04",9,54,62,64,-2,198,193,5,2013
Motala,Zederslundsskolan,Kommunal,Motala,98031467,"2,12",3,53,78,73,5,209,205,3,2013
Mullsjö,Trollehöjdskolan,Kommunal,Mullsjö,28156767,"2,15",0,49,86,77,9,207,212,-4,2013
Munkedal,Hedekas skola,Kommunal,Munkedal,24798079,"1,93",5,57,90,65,25,205,190,16,2013
Munkedal,Kungsmarksskolan,Kommunal,Munkedal,44650086,"2,1",2,40,69,74,-5,190,209,-20,2013
Munkfors,Forsnässkolan 6-9,Kommunal,Munkfors,70083827,"2,04",9,58,64,64,0,192,192,0,2013
Mölndal,Almåsskolan,Kommunal,Mölndal,40577779,"2,44",0,39,88,87,1,227,233,-6,2013
Mölndal,Katrinebergsskolan,Kommunal,Mölndal,13050305,"2,04",12,59,61,61,0,178,188,-11,2013
Mölndal,Kvarnbyskolan,Kommunal,Mölndal,67822057,"2,52",0,55,89,90,-1,230,234,-4,2013
Mölndal,Montessoriskolan Kvarnhjulet,Enskild,,64490264,"2,58",0,55,90,92,-2,244,237,6,2013
Mölndal,Sinntorpsskolan 4-9,Kommunal,Mölndal,90949251,"2,24",0,52,88,80,8,221,216,4,2013
Mölndal,Skånhällaskolan 4-9,Kommunal,Mölndal,91907164,"2,26",0,54,91,81,10,226,218,8,2013
Mölndal,Streteredsskolan,Kommunal,Mölndal,54881559,"2,34",2,57,85,82,3,196,220,-24,2013
Mölndal,Sörgårdsskolan,Kommunal,Mölndal,53442807,"2,45",0,42,91,88,3,236,233,3,2013
Mönsterås,Krungårdsskolan,Kommunal,Mönsterås,72714150,"2,17",2,59,84,76,8,212,208,4,2013
Mönsterås,Parkskolan,Kommunal,Mönsterås,84285512,"2,18",2,56,74,76,-2,199,209,-11,2013
Mörbylånga,Skansenskolan,Kommunal,Mörbylånga,69905940,"2,25",3,48,89,78,11,215,216,-1,2013
Mörbylånga,Ölands Friskola,Enskild,,28562125,"2,5",0,48,80,89,-9,230,235,-5,2013
Nacka,Björknässkolan,Kommunal,Nacka,75834458,"2,28",4,59,72,78,-6,212,213,-1,2013
Nacka,Eklidens skola,Kommunal,Nacka,47243834,"2,6",2,41,89,91,-2,237,242,-4,2013
Nacka,Engelska Skolan i Nacka,Enskild,,74358019,"2,51",2,33,87,88,-1,265,238,27,2013
Nacka,Johannes Petri skola,Enskild,,32965692,"2,53",0,36,85,91,-6,247,240,6,2013
Nacka,Kunskapsskolan Nacka,Enskild,,87425546,"2,53",0,40,95,90,5,260,239,21,2013
Nacka,Kunskapsskolan Saltsjöbaden,Enskild,,11496096,"2,87",4,57,91,97,-6,264,252,12,2013
Nacka,Maestroskolan Nacka,Enskild,,64065898,"2,37",6,0,88,80,8,248,233,15,2013
Nacka,Montessorisk. Castello Nacka,Enskild,,34135484,"2,63",0,35,87,94,-7,241,247,-5,2013
Nacka,Myrsjöskolan,Kommunal,Nacka,84884375,"2,47",1,52,93,87,6,243,231,12,2013
Nacka,Saltsjöbadens samskola,Kommunal,Nacka,11777750,"2,56",0,60,91,91,0,247,235,12,2013
Nacka,Skuru skola,Kommunal,Nacka,85321366,"2,45",0,61,95,87,8,242,227,15,2013
Nacka,Stavsborgsskolan,Kommunal,Nacka,14040970,"2,46",5,61,86,82,4,229,223,6,2013
Nacka,Vittra Saltsjö-Boo,Enskild,,44802890,"2,29",0,76,71,81,-10,214,213,1,2013
Nora,Karlsängsskolan,Kommunal,Nora,40684137,"2,18",1,53,81,77,4,203,211,-8,2013
Norberg,Centralskolan,Kommunal,Norberg,50485280,"1,98",2,52,91,69,22,208,197,11,2013
Nordanstig,Bergsjö Centralskola år 4-9,Kommunal,Nordanstig,95045408,"2,08",7,53,55,68,-13,179,199,-20,2013
Nordmaling,Artediskolan,Kommunal,Nordmaling,58185455,"2,23",0,48,72,80,-8,213,217,-4,2013
Norrköping,Borgsmoskolan,Kommunal,Norrköping,26387738,"1,99",0,55,51,72,-21,173,199,-26,2013
Norrköping,Djäkneparksskolan,Kommunal,Norrköping,59526276,"2,22",5,47,69,74,-5,207,211,-4,2013
Norrköping,Ektorpsskolan,Kommunal,Norrköping,37133485,"2,05",4,52,64,70,-6,189,200,-10,2013
Norrköping,Enebyskolan H,Kommunal,Norrköping,35609364,"2,16",0,49,73,78,-5,201,212,-11,2013
Norrköping,Hagaskolan,Kommunal,Norrköping,76530329,"2,31",5,41,73,78,-5,221,219,3,2013
Norrköping,Hultdalskolan,Kommunal,Norrköping,40393888,"2,25",0,51,88,81,7,218,217,1,2013
Norrköping,Jönsbergska Idrottsskolan,Enskild,,61454000,"2,37",0,63,98,84,14,248,221,27,2013
Norrköping,Kunskapsskolan Norrköping,Enskild,,77437748,"2,49",0,50,96,89,7,234,234,0,2013
Norrköping,Mosstorpsskolan,Kommunal,Norrköping,41484780,"2,14",0,57,71,77,-6,194,208,-15,2013
Norrköping,Navestadsskolan,Kommunal,Norrköping,81182971,"2,02",8,46,76,65,11,197,196,1,2013
Norrköping,"Prolympia, Norrköping",Enskild,,16013826,"2,28",0,63,82,81,1,211,216,-4,2013
Norrköping,Rudolf Steinerskolan,Enskild,,33530590,"2,6",0,46,92,93,-1,229,242,-13,2013
Norrköping,Råsslaskolan,Kommunal,Norrköping,61717116,"2,31",0,47,77,83,-6,220,222,-3,2013
Norrköping,Söderporten Porten,Kommunal,Norrköping,24979620,"1,72",4,46,46,59,-13,195,180,15,2013
Norrköping,Vikbolandsskolan,Kommunal,Norrköping,34784374,"2,13",0,40,87,77,10,218,213,5,2013
Norrköping,Vittra Röda stan,Enskild,,38936292,"2,16",0,36,56,78,-22,197,216,-19,2013
Norrtälje,Bålbro skola,Kommunal,Norrtälje,45874608,"1,93",0,50,58,70,-12,200,197,3,2013
Norrtälje,Ekebyholmsskolan,Enskild,,98239828,"2,43",4,37,81,83,-2,236,229,7,2013
Norrtälje,Freinetskolan Hugin,Enskild,,89692072,"2,2",0,59,73,79,-6,232,212,20,2013
Norrtälje,Freinetskolan Mimer,Enskild,,45133950,"2,5",0,36,100,90,10,238,238,0,2013
Norrtälje,Grindskolan,Kommunal,Norrtälje,29416145,"2,08",0,75,75,74,1,210,200,10,2013
Norrtälje,Hallsta skola,Kommunal,Norrtälje,24146389,"2,02",8,58,75,65,10,201,192,9,2013
Norrtälje,Lommarskolan,Kommunal,Norrtälje,15312030,"2,08",14,55,55,60,-5,181,190,-9,2013
Norrtälje,Långsjöskolan,Kommunal,Norrtälje,99749462,"1,89",9,58,60,59,1,187,183,4,2013
Norrtälje,Länna skola,Kommunal,Norrtälje,72471883,"2,1",0,60,63,75,-12,184,205,-21,2013
Norrtälje,Montessoriskolan i Norrtälje,Enskild,,99665701,"2,14",0,50,83,77,6,232,210,21,2013
Norrtälje,Norrsund-Elmstaskolan,Kommunal,Norrtälje,61218902,"1,99",0,58,76,72,4,201,198,2,2013
Norrtälje,Roslagsskolan,Kommunal,Norrtälje,31851256,"2,24",0,45,73,81,-8,210,218,-8,2013
Norrtälje,Rådmansö skola,Kommunal,Norrtälje,50905672,"1,98",0,50,90,72,18,201,200,1,2013
Norrtälje,Svanbergaskolan,Kommunal,Norrtälje,59975651,"2,1",0,52,81,76,5,210,207,2,2013
Norsjö,Norsjöskolan 6-9,Kommunal,Norsjö,65848878,"2,07",4,58,87,70,17,218,199,19,2013
Nybro,Alsterbro skola Abro02,Kommunal,Nybro,32988493,"2,3",0,53,93,82,11,250,220,30,2013
Nybro,Madesjöskolan Ma02,Kommunal,Nybro,38198417,"2,12",0,57,77,76,1,213,207,6,2013
Nybro,Paradisskolan Pa02,Kommunal,Nybro,79650118,"2,02",6,52,74,66,8,205,195,10,2013
Nykvarn,Lillhagaskolan,Kommunal,Nykvarn,99640618,"2,2",3,53,92,76,16,226,211,15,2013
Nyköping,Borgmästarhagsskolan,Kommunal,Nyköping,98253969,"2,24",4,52,80,76,4,210,212,-2,2013
Nyköping,Kunskapsskolan Nyköping,Enskild,,88046003,"2,4",0,41,97,86,11,233,230,3,2013
Nyköping,Långbergsskolan H,Kommunal,Nyköping,71976383,"1,9",13,54,65,55,10,193,180,13,2013
Nyköping,Nicolaiskolan,Kommunal,Nyköping,92637603,"2,19",0,57,68,79,-11,206,212,-6,2013
Nyköping,Oppebyskolan,Kommunal,Nyköping,11808146,"2,17",0,45,79,78,1,217,214,3,2013
Nyköping,Vittra Kungshagen,Enskild,,50698424,"2,43",0,78,87,86,1,221,222,0,2013
Nynäshamn,Gröndalsskolan F-9,Kommunal,Nynäshamn,65717061,"2,12",4,53,87,72,15,218,204,14,2013
Nynäshamn,Sunnerbyskolan F-9,Kommunal,Nynäshamn,78703073,"2,09",0,46,68,76,-8,185,209,-24,2013
Nynäshamn,Vanstaskolan 4-9,Kommunal,Nynäshamn,73184416,"1,99",1,62,70,70,0,208,196,12,2013
Nynäshamn,Viaskolan 6-9,Kommunal,Nynäshamn,34814578,"2,15",0,50,88,78,10,206,211,-5,2013
Nässjö,Centralskolan,Kommunal,Nässjö,27489659,"2,21",9,57,78,70,8,207,204,3,2013
Nässjö,Norråsaskolan,Kommunal,Nässjö,19118399,"2,11",7,50,72,68,4,203,200,3,2013
Nässjö,Parkskolan,Kommunal,Nässjö,97882848,"2,12",2,46,82,75,7,215,209,7,2013
Nässjö,Rosenholmsskolan,Kommunal,Nässjö,66394964,"2,06",0,47,84,74,10,202,206,-4,2013
Ockelbo,Perslundaskolan,Kommunal,Ockelbo,40000547,"2,09",8,60,73,67,6,185,197,-12,2013
Olofström,Högavångsskolan,Kommunal,Olofström,53603984,"2,2",0,44,86,79,7,212,216,-4,2013
Orsa,Orsaskolan,Kommunal,Orsa,19694910,"2,23",4,60,69,76,-7,190,210,-19,2013
Orust,Henåns skola,Kommunal,Orust,34619290,"2,15",5,52,82,73,9,217,206,11,2013
Orust,Ängås 7-9 skola,Kommunal,Orust,34557677,"2,1",0,48,78,76,2,219,209,11,2013
Osby,Hasslarödsskolan 6-9,Kommunal,Osby,25927535,"2,06",2,51,85,73,12,226,203,22,2013
Osby,Parkskolan 7-9 E,Kommunal,Osby,16078764,"2,05",0,52,83,74,9,210,204,7,2013
Osby,Parkskolan F-9 D,Kommunal,Osby,28242140,"2,18",0,44,80,79,1,205,215,-9,2013
Osby,Örkenedsskolan 7-9,Kommunal,Osby,99562575,"2,05",3,50,79,71,8,212,202,10,2013
Oskarshamn,Rödsleskolan 3,Kommunal,Oskarshamn,40041600,"2,22",1,47,83,79,4,209,215,-6,2013
Oskarshamn,Vallhallaskolan 2,Kommunal,Oskarshamn,46592871,"2,22",2,58,80,78,2,207,212,-5,2013
Ovanåker,Alftaskolan F-9,Kommunal,Ovanåker,92304123,"1,99",3,55,78,68,10,190,196,-6,2013
Ovanåker,Celsiusskolan 7-9,Kommunal,Ovanåker,43362307,"2,08",0,44,87,75,12,223,209,15,2013
Oxelösund,Breviksskolan åk 6-9,Kommunal,Oxelösund,34893654,"2,11",0,47,85,76,9,212,210,2,2013
Pajala,Pajala Centralskola,Kommunal,Pajala,12443258,"2,32",0,43,95,83,12,229,224,5,2013
Partille,Björndammens skola 6-9,Kommunal,Partille,98209377,"2,2",0,60,60,79,-19,203,212,-8,2013
Partille,Casa Montessori,Enskild,,68358072,"2,76",0,47,95,98,-3,265,252,14,2013
Partille,Furulunds skola 6-9,Kommunal,Partille,89146220,"2,19",16,56,67,62,5,194,196,-2,2013
Partille,Lexby skola 6-9,Kommunal,Partille,51610240,"2,3",0,55,79,82,-3,210,220,-10,2013
Partille,Ugglums skola 4-9,Kommunal,Partille,78100490,"2,56",0,62,97,91,6,244,234,10,2013
Partille,Vallhamra skola 6-9,Kommunal,Partille,92848832,"2,45",0,61,83,87,-4,222,227,-5,2013
Partille,Öjersjö Brunn skola F-9,Kommunal,Partille,49402521,"2,61",0,52,96,93,3,255,241,14,2013
Partille,Öjersjö Storegård skola 4-9,Kommunal,Partille,20047742,"2,37",0,50,97,85,12,229,225,4,2013
Perstorp,Centralskolan 1,Kommunal,Perstorp,97348759,"2,11",5,56,71,71,0,201,202,-1,2013
Piteå,Christina skolenhet,Kommunal,Piteå,94591900,"2,38",1,52,92,84,8,221,225,-4,2013
Piteå,Hortlax skolenhet,Kommunal,Piteå,10185533,"2,27",1,53,92,80,12,216,217,-1,2013
Piteå,Pitholm skolenhet 7-9,Kommunal,Piteå,18339846,"2,25",3,55,89,77,12,212,213,-1,2013
Piteå,Porsnäs skolenhet,Kommunal,Piteå,18748381,"2,23",2,51,71,78,-7,187,214,-27,2013
Piteå,Sjulnässkolan,Kommunal,Piteå,42296356,"2,16",10,44,80,68,12,216,203,12,2013
Piteå,Solanderskolan 7-9 skolenhet,Kommunal,Piteå,56399220,"2,21",6,46,73,73,0,213,210,4,2013
Ragunda,Anders-Olofskolan,Kommunal,Ragunda,78545687,"2,11",0,52,70,76,-6,191,208,-18,2013
Ragunda,Hansåkerskolan,Kommunal,Ragunda,22316816,2,0,53,73,72,1,188,200,-13,2013
Robertsfors,Tundalsskolan åk 7-9,Kommunal,Robertsfors,16553934,"2,16",2,59,75,76,-1,205,208,-2,2013
Ronneby,Kallingeskolan 7-9,Kommunal,Ronneby,53155267,"1,99",2,52,61,69,-8,191,197,-6,2013
Ronneby,Karl-Oskarskolan i Ronneby,Enskild,,38449858,"2,27",2,56,69,79,-10,200,215,-16,2013
Ronneby,Snäckebacksskolan,Kommunal,Ronneby,73745566,"2,23",4,54,70,76,-6,204,211,-7,2013
Rättvik,Rättviksskolan,Kommunal,Rättvik,73451967,"2,13",3,49,90,73,17,218,206,12,2013
Sala,Ekebyskolan,Kommunal,Sala,36193586,"2,17",3,49,75,75,0,206,210,-4,2013
Sala,Vallaskolan,Kommunal,Sala,64954528,"2,21",0,60,79,79,0,204,212,-8,2013
Salem,Nytorpsskolan,Kommunal,Salem,36262199,"2,55",0,46,86,91,-5,256,238,17,2013
Salem,Rönninge skola,Kommunal,Salem,71677992,"2,41",2,56,93,83,10,229,224,5,2013
Salem,Skogsängsskolan,Kommunal,Salem,58385274,2,16,49,49,56,-7,169,185,-16,2013
Salem,Säbytorp,Kommunal,Salem,92406445,"2,12",2,57,71,74,-3,218,205,13,2013
Salem,Söderby friskola,Enskild,,56858061,"2,31",0,57,100,83,17,225,220,5,2013
Sandviken,Hedängskolan 7-9,Kommunal,Sandviken,23876630,"2,13",0,58,74,77,-3,192,208,-16,2013
Sandviken,Jernvallsskolan 4-9,Kommunal,Sandviken,30006957,"2,34",0,57,77,83,-6,197,221,-24,2013
Sandviken,Murgårdsskolan 6-9 I,Kommunal,Sandviken,93190753,"2,05",14,45,52,60,-8,174,192,-18,2013
Sandviken,Murgårdsskolan II,Kommunal,Sandviken,36589800,"2,1",5,47,44,70,-26,169,203,-34,2013
Sandviken,Sandvikens Montessoriskola,Enskild,,17233525,"2,48",0,33,86,89,-3,212,237,-25,2013
Sandviken,Söderskolan I,Kommunal,Sandviken,95475697,"2,17",4,50,67,74,-7,194,208,-14,2013
Sandviken,Söderskolan II,Kommunal,Sandviken,58929072,"1,94",15,49,60,55,5,169,182,-13,2013
Sandviken,Österfärnebo skola,Kommunal,Sandviken,73076578,"1,93",0,60,53,70,-17,160,194,-34,2013
Sigtuna,Centralskolan,Kommunal,Sigtuna,61056172,"1,92",0,58,45,70,-25,183,194,-11,2013
Sigtuna,Ekillaskolan,Kommunal,Sigtuna,14261356,"2,08",19,52,53,55,-2,181,186,-5,2013
Sigtuna,"Josefinaskolan, grundskola",Enskild,,55508705,"2,33",0,44,94,84,10,225,225,1,2013
Sigtuna,Sigtunaskolan hum. läroverket,Enskild,,70883860,"2,62",2,53,80,91,-11,228,239,-11,2013
Sigtuna,Skolan Bergius,Enskild,,35008423,"2,25",0,64,84,80,4,249,214,36,2013
Sigtuna,S:t Olof,Kommunal,Sigtuna,13579948,"2,32",1,49,89,82,7,219,221,-3,2013
Sigtuna,Valstaskolan,Kommunal,Sigtuna,61234191,"2,02",15,60,50,56,-6,176,184,-8,2013
Simrishamn,Nils Holgerssonskolan,Enskild,,24445412,"2,3",0,30,70,83,-13,216,226,-10,2013
Simrishamn,Skolområde Korsavad,Kommunal,Simrishamn,66350640,"2,08",5,59,74,70,4,203,199,4,2013
Sjöbo,Emanuelskolan,Kommunal,Sjöbo,37998000,"1,93",4,65,61,65,-4,204,188,16,2013
Sjöbo,"Färsinga lärcentrum, åk 6-9",Kommunal,Sjöbo,17176734,"2,03",0,44,80,74,6,217,205,12,2013
Sjöbo,Sandbäckskolan,Kommunal,Sjöbo,47897364,"2,06",4,40,80,70,10,204,203,1,2013
Sjöbo,Storkskolan,Kommunal,Sjöbo,55675413,"2,17",0,57,74,78,-4,206,211,-5,2013
Skara,Djäkneskolan,Kommunal,Skara,25963247,"2,24",6,40,76,75,1,209,214,-5,2013
Skara,Friskolan Metis,Enskild,,46013569,"2,32",5,37,84,78,6,217,220,-3,2013
Skara,Teglaskolan,Kommunal,Skara,35308702,"2,15",0,53,88,77,11,221,211,11,2013
Skellefteå,Björnåkersskolan,Kommunal,Skellefteå,61150314,"2,08",0,64,81,74,7,215,202,12,2013
Skellefteå,Bolidenskolan 1-9,Kommunal,Skellefteå,51881643,"2,16",15,55,70,62,8,182,195,-13,2013
Skellefteå,Bruksskolan,Enskild,,90056405,"2,35",0,58,92,84,8,214,222,-8,2013
Skellefteå,Brännanskolan,Kommunal,Skellefteå,16211359,"2,49",2,45,96,87,9,232,233,-1,2013
Skellefteå,Bureskolan 6-9,Kommunal,Skellefteå,62125265,"2,12",6,65,68,69,-1,194,198,-4,2013
Skellefteå,Byskeskolan 6-9,Kommunal,Skellefteå,97534677,"2,2",2,58,77,77,0,204,210,-6,2013
Skellefteå,Furuskolan,Kommunal,Skellefteå,62717625,"1,91",0,44,83,70,13,192,197,-5,2013
Skellefteå,Kanalskolan,Kommunal,Skellefteå,94485755,"2,45",1,54,89,86,3,220,228,-8,2013
Skellefteå,Kågeskolan 6-9,Kommunal,Skellefteå,66412077,"2,27",3,51,79,78,1,212,215,-3,2013
Skellefteå,Lövångersskolan,Kommunal,Skellefteå,87194036,"2,26",0,40,85,82,3,212,221,-9,2013
Skellefteå,Norrhammarskolan 7-9,Kommunal,Skellefteå,40166272,"2,29",5,51,82,77,5,215,215,0,2013
Skellefteå,Sörböleskolan,Kommunal,Skellefteå,83796196,"2,29",10,58,64,71,-7,187,207,-21,2013
Skellefteå,Ursviksskolan 6-9,Kommunal,Skellefteå,37579892,"2,38",0,64,85,85,0,211,222,-12,2013
Skellefteå,Örjansskolan 6-9,Kommunal,Skellefteå,99512173,2,7,36,80,66,14,219,198,21,2013
Skinnskatteberg,Klockarbergsskolan,Kommunal,Skinnskatteberg,62958817,2,0,63,63,72,-9,206,198,8,2013
Skurup,Alléskolan,Kommunal,Skurup,60217642,"2,16",0,56,88,77,11,222,210,13,2013
Skurup,Mackleanskolan,Kommunal,Skurup,21999433,"2,06",0,47,84,74,10,221,206,15,2013
Skövde,Eriksdalskolan 483,Kommunal,Skövde,97361837,"2,17",0,57,84,78,6,192,211,-19,2013
Skövde,Helenaskolan 475,Kommunal,Skövde,54790414,"2,35",1,52,79,83,-4,219,222,-3,2013
Skövde,Rydskolan 459,Kommunal,Skövde,79244614,"1,84",6,61,34,60,-26,165,181,-16,2013
Skövde,Stöpenskolan,Kommunal,Skövde,89477299,"2,23",2,51,79,78,1,217,214,3,2013
Skövde,Vasaskolan 477,Kommunal,Skövde,96989994,"2,35",1,55,82,83,-1,218,222,-4,2013
Smedjebacken,Bergaskolan,Kommunal,Smedjebacken,81136807,"1,92",5,52,75,65,10,196,190,6,2013
Smedjebacken,Kyrkskolan,Kommunal,Smedjebacken,68814096,"1,89",0,67,89,68,21,200,189,11,2013
Sollefteå,Junsele skola,Kommunal,Sollefteå,49748045,"2,14",0,68,93,77,16,199,206,-7,2013
Sollefteå,Ramsele skola,Kommunal,Sollefteå,20197159,"2,03",0,71,88,73,15,199,198,1,2013
Sollefteå,Vallaskolan 4-9,Kommunal,Sollefteå,74074564,"2,16",9,49,64,68,-4,185,202,-17,2013
Sollentuna,Edsbergsskolan,Kommunal,Sollentuna,38076081,"2,48",1,47,90,88,2,234,233,2,2013
Sollentuna,Futuraskolan Hertig Karl,Enskild,,40467992,"2,55",0,45,95,91,4,258,239,20,2013
Sollentuna,Gärdesskolan,Kommunal,Sollentuna,77585025,"2,46",0,68,92,87,5,240,226,13,2013
Sollentuna,Helenelundsskolan,Kommunal,Sollentuna,15572902,"2,59",0,62,98,92,6,249,236,13,2013
Sollentuna,Häggviksskolan,Kommunal,Sollentuna,96594250,"2,45",0,53,98,87,11,248,230,18,2013
Sollentuna,Mikaelskolan,Enskild,,85777315,"2,47",0,53,95,88,7,253,231,22,2013
Sollentuna,Norrvikens skola,Enskild,,47462120,"2,38",0,53,93,85,8,239,225,14,2013
Sollentuna,Runbacka skolor/Runan,Kommunal,Sollentuna,62737044,"2,4",3,62,95,83,12,240,221,19,2013
Sollentuna,Sofielundsskolan,Kommunal,Sollentuna,68288321,"2,12",7,30,80,70,10,232,208,24,2013
Sollentuna,Sollentuna internat. school,Kommunal,Sollentuna,27740655,"2,21",7,44,85,72,13,255,209,46,2013
Sollentuna,Sollentuna musikklasser,Kommunal,Sollentuna,21871265,"2,75",0,28,100,98,2,275,257,18,2013
Sollentuna,Utbildning Rotebro/Gillboskola,Kommunal,Sollentuna,59955409,"2,28",0,40,85,82,3,233,222,10,2013
Sollentuna,Vibyskolan,Enskild,,15547680,"2,57",0,44,93,92,1,246,240,6,2013
Sollentuna,Vittra Sollentuna,Enskild,,58102266,"2,36",0,58,86,84,2,245,223,22,2013
Solna,Alfaskolan,Enskild,,27323097,"2,4",0,58,94,86,8,263,226,37,2013
Solna,Bagartorpsskolan 4-9,Kommunal,Solna,39508236,"2,31",19,52,58,63,-5,199,201,-2,2013
Solna,Bergshamraskolan,Kommunal,Solna,43133926,"2,39",0,56,80,85,-5,216,225,-9,2013
Solna,Råsunda skola,Kommunal,Solna,69725476,"2,24",0,60,91,80,11,220,214,5,2013
Solna,Skytteholmsskolan,Kommunal,Solna,84278529,"2,07",18,42,55,56,-1,196,190,7,2013
Solna,Tallbackaskolan,Kommunal,Solna,73581523,"2,24",6,62,80,74,6,225,208,18,2013
Solna,Vittra Frösunda,Enskild,,48760074,"2,08",0,60,92,75,17,227,204,23,2013
Solna,Ängkärrsskolan i Solna,Enskild,,98515782,"2,46",0,82,71,87,-16,193,222,-29,2013
Sorsele,Vindelälvsskolan,Kommunal,Sorsele,69943442,"2,08",21,67,64,53,11,199,180,19,2013
Sotenäs,Sotenässkolan,Kommunal,Sotenäs,78294346,"2,14",1,51,88,76,12,222,209,13,2013
Staffanstorp,Centralskolan,Kommunal,Staffanstorp,38539511,"2,23",3,51,75,77,-2,220,213,7,2013
Staffanstorp,Hagalidskolan,Kommunal,Staffanstorp,28784410,"2,27",0,46,90,82,8,227,220,7,2013
Staffanstorp,Hjärupslundsskolan,Kommunal,Staffanstorp,46191968,"2,56",0,43,96,91,5,247,240,7,2013
Stenungsund,Kristinedalskolan,Kommunal,Stenungsund,36819548,"2,3",6,59,80,76,4,212,212,0,2013
Stenungsund,Stenungskolan,Kommunal,Stenungsund,30707344,"2,32",1,52,86,82,4,210,221,-11,2013
Stenungsund,Stora Högaskolan,Kommunal,Stenungsund,59097955,"2,34",0,52,86,84,2,207,223,-16,2013
Stockholm,Abrahamsbergsskolan,Kommunal,Stockholm,44673074,"2,6",0,50,92,92,0,242,240,2,2013
Stockholm,Adolf Fredriks musikklasser,Kommunal,Stockholm,99648792,"2,71",0,37,98,97,1,270,252,18,2013
Stockholm,Akalla grundskola F-9,Kommunal,Stockholm,37796564,"2,05",15,44,44,58,-14,180,190,-10,2013
Stockholm,Al-Azharskolan,Enskild,,90711097,"2,04",0,42,58,74,-16,216,207,9,2013
Stockholm,Alviksskolan,Kommunal,Stockholm,72627865,"2,33",13,46,66,70,-4,212,210,2,2013
Stockholm,Alzahraa Idealiska akademi,Enskild,,77656740,"1,9",4,44,64,65,-1,191,192,-1,2013
Stockholm,Aspuddens skola,Kommunal,Stockholm,72672270,"2,18",1,61,77,77,0,213,209,4,2013
Stockholm,Bagarmossens skola,Kommunal,Stockholm,13679897,"2,1",24,63,71,50,21,195,178,17,2013
Stockholm,Björkhagens skola,Kommunal,Stockholm,43088454,"2,41",2,64,88,83,5,226,222,4,2013
Stockholm,Blommensbergsskolan,Kommunal,Stockholm,82140090,"2,46",0,49,86,88,-2,224,232,-8,2013
Stockholm,Bredbyskolan,Kommunal,Stockholm,27287797,"1,57",9,43,30,49,-19,165,166,-1,2013
Stockholm,Bredängsskolan,Kommunal,Stockholm,14121892,"1,85",5,42,56,63,-7,184,189,-5,2013
Stockholm,Bäckahagens skola,Kommunal,Stockholm,20683111,"2,03",7,60,64,66,-2,212,194,18,2013
Stockholm,Carlssons skola,Enskild,,35547286,"2,58",0,53,100,92,8,265,238,27,2013
Stockholm,Ellen Key skolan,Enskild,,16394249,"2,5",0,54,88,89,-1,247,233,14,2013
Stockholm,Enbacksskolan,Kommunal,Stockholm,43632318,"1,81",5,38,51,61,-10,200,187,14,2013
Stockholm,Engelbrektsskolan,Kommunal,Stockholm,87521048,"2,4",2,58,80,84,-4,231,223,8,2013
Stockholm,Engelska Skolan i Bromma,Enskild,,90732940,"2,67",1,53,89,94,-5,263,244,20,2013
Stockholm,Engelska Skolan i Enskede gr,Enskild,,38935587,"2,51",0,44,91,90,1,259,236,23,2013
Stockholm,Engelska skolan i Hässelby,Enskild,,74482611,"2,62",7,41,93,86,7,253,237,15,2013
Stockholm,Engelska Skolan Norr,Enskild,,29725531,"2,36",0,53,73,84,-11,260,224,36,2013
Stockholm,Enskede skola,Kommunal,Stockholm,72248694,"2,47",0,49,93,88,5,237,232,5,2013
Stockholm,Enskilda gymnasiet,Enskild,,92750123,"2,78",0,48,98,98,0,286,253,33,2013
Stockholm,Eriksdalsskolan,Kommunal,Stockholm,59249600,"2,47",7,49,70,80,-10,209,225,-16,2013
Stockholm,Estniska Skolan i Stockholm,Enskild,,34540901,"2,62",12,71,71,80,-9,241,223,17,2013
Stockholm,Europaskolan på Södermalm,Enskild,,79969356,"2,65",0,35,91,95,-4,274,248,26,2013
Stockholm,Farsta grundskola,Kommunal,Stockholm,38758770,"1,98",10,46,56,61,-5,205,191,14,2013
Stockholm,Franska Skolan/Ecole francaise,Enskild,,42328518,"2,6",0,44,98,93,5,270,242,28,2013
