skolverket_kommunnamn,skolverket_skolnamn,school_unit,huvudman,skolverket_school_subject,skolverket_tot_m_betyg_tcv200,skolverket_fli_m_betyg_tcv200,skolverket_poj_m_betyg_tcv200,skolverket_tot_andel_ae_tcv200,skolverket_fli_andel_ae_tcv200,skolverket_poj_andel_ae_tcv200,skolverket_tot_gbp_tcv200,skolverket_fli_gbp_tcv200,skolverket_poj_gbp_tcv200,year
Falköping,Flobyskolan,19044601,Kommunal,Religionskunskap,37,16,21,~100,"100,0",~100,"11,9","14,7","9,8",2014
Falköping,Stenstorpsskolan,48923792,Kommunal,Religionskunskap,33,20,13,"81,8",~100,..,"10,0","10,6","9,0",2014
Finspång,Grosvadskolan,40732962,Kommunal,Religionskunskap,86,36,50,~100,~100,~100,"13,1","13,0","13,2",2014
Gislaved,Nordinskolan,40991541,Kommunal,Religionskunskap,84,43,41,~100,~100,~100,"12,4","14,1","10,7",2014
Gislaved,Ölmestadskolan,85013151,Kommunal,Religionskunskap,41,18,23,~100,~100,~100,"11,0","12,4","9,9",2014
Gnosjö,Bäckaskolan 7-9,43172419,Kommunal,Religionskunskap,78,40,38,"93,6",~100,~100,"12,2","13,8","10,7",2014
Gnosjö,Hillerstorpsskolan 7-9,33877675,Kommunal,Religionskunskap,40,25,15,"87,5",~100,~100,"10,4","11,6","8,5",2014
Gotland,Solbergaskolan,96609581,Kommunal,Religionskunskap,134,68,66,~100,~100,~100,"13,9","14,3","13,5",2014
Grästorp,Centralskolan 4-9 Norr,24376988,Kommunal,Religionskunskap,37,19,18,~100,~100,~100,"11,2","10,9","11,5",2014
Gullspång,Gullstensskolan åk 7-9,89624871,Kommunal,Religionskunskap,52,23,29,"86,5",~100,"79,3","11,2","12,9","9,7",2014
Gällivare,Hakkas Centralskola,73575145,Kommunal,Religionskunskap,..,..,..,..,..,..,..,..,..,2014
Gävle,Friskolan Lyftet,11476454,Enskild,Religionskunskap,14,..,..,~100,..,..,"10,5",..,..,2014
Gävle,Milboskolan,93378411,Kommunal,Religionskunskap,52,27,25,"90,4",~100,~100,"12,0","14,2","9,7",2014
Gävle,"Prolympia, Gävle",57578095,Enskild,Religionskunskap,99,30,69,~100,~100,"100,0","13,3","14,8","12,6",2014
Gävle,Stigslunds skola,91652716,Kommunal,Religionskunskap,60,37,23,~100,"100,0",~100,"13,8","14,9","12,2",2014
Gävle,Sörbyskolan,23223141,Kommunal,Religionskunskap,60,27,33,~100,~100,"100,0","11,4","10,9","11,8",2014
Gävle,Trädgårdsskolan GKS,87088456,Enskild,Religionskunskap,10,..,..,"100,0",..,..,"13,5",..,..,2014
Göteborg,Assaredsskolan,25852980,Enskild,Religionskunskap,22,..,..,~100,~100,..,"13,9","14,6",..,2014
Göteborg,Bergsjöskolan 7-9,35416997,Kommunal,Religionskunskap,55,26,29,~100,"100,0",~100,"13,2","14,2","12,2",2014
Göteborg,Centrina Kviberg,17517182,Enskild,Religionskunskap,31,..,..,~100,~100,..,"13,1","13,9",..,2014
Göteborg,Frölundaskolan 7-9,97820269,Kommunal,Religionskunskap,60,19,41,~100,~100,~100,"12,1","12,1","12,1",2014
Göteborg,Gamlestadsskolan H,90710178,Kommunal,Religionskunskap,66,39,27,~100,"100,0",~100,"13,6","14,7","11,9",2014
Göteborg,Gathenhielmsskolan,22061272,Kommunal,Religionskunskap,..,.,..,..,.,..,..,.,..,2014
Göteborg,Göteborgs Högre Samskola gr.,52538248,Enskild,Religionskunskap,160,73,87,"100,0","100,0","100,0","17,0","17,6","16,4",2014
Göteborg,ISGR/Swedish-English,80498460,Enskild,Religionskunskap,47,20,27,~100,~100,"100,0","14,7","15,0","14,5",2014
Göteborg,Katolska skolan av Notre Dame,45045293,Enskild,Religionskunskap,43,24,19,~100,~100,~100,"14,4","14,3","14,5",2014
Göteborg,Kristinaskolan,46512685,Enskild,Religionskunskap,20,..,..,~100,..,..,"10,0",..,"8,5",2014
Göteborg,Kärralundsskolan 7-9,77176658,Kommunal,Religionskunskap,71,34,37,~100,"100,0",~100,"15,0","16,3","13,9",2014
Göteborg,Montessoriskolan Centrum,73995321,Enskild,Religionskunskap,28,17,11,"100,0","100,0","100,0","14,1","14,4","13,6",2014
Göteborg,Montessoriskolan Skäret,25894254,Enskild,Religionskunskap,26,..,..,~100,~100,..,"14,7","15,0",..,2014
Göteborg,Prolympia Göteborg,54367867,Enskild,Religionskunskap,19,.,19,~100,.,~100,"9,6",.,"9,6",2014
Göteborg,Römosseskolan,72408586,Enskild,Religionskunskap,27,15,12,~100,"100,0",~100,"12,7","14,8","10,0",2014
Göteborg,Skälltorpssk. Sv. Balettskolan,24937512,Kommunal,Religionskunskap,11,..,..,"100,0",..,..,"15,5",..,..,2014
Göteborg,Skälltorpsskolan,21231498,Kommunal,Religionskunskap,104,38,66,~100,~100,~100,"13,3","14,3","12,8",2014
Göteborg,Torpaskolan 7-9,50118397,Kommunal,Religionskunskap,35,14,21,"100,0","100,0","100,0","12,9","13,9","12,1",2014
Göteborg,Vasaskolan,56168083,Enskild,Religionskunskap,42,20,22,"100,0","100,0","100,0","14,2","14,1","14,3",2014
Göteborg,Ånässkolan 4-6,18504905,Kommunal,Religionskunskap,..,.,..,..,.,..,..,.,..,2014
Göteborg,Önneredsskolan 2,26855170,Kommunal,Religionskunskap,98,46,52,"100,0","100,0","100,0","13,9","15,1","12,9",2014
Hallstahammar,Tunboskolan,32758035,Kommunal,Religionskunskap,29,14,15,~100,"100,0",~100,"10,8","13,0","8,7",2014
Halmstad,Centrumskolan,82520235,Kommunal,Religionskunskap,..,.,..,.,.,.,..,.,..,2014
Halmstad,Eketånga Montessoriskola,28459364,Enskild,Religionskunskap,25,13,12,"100,0","100,0","100,0","17,3","18,1","16,5",2014
Halmstad,Söndrumskolan 2,67995611,Kommunal,Religionskunskap,40,14,26,"100,0","100,0","100,0","13,7","13,9","13,6",2014
Halmstad,Trönningeskolan 1,86573921,Kommunal,Religionskunskap,63,24,39,"85,7",~100,"82,1","11,7","14,2","10,2",2014
Halmstad,Vallåsskolan 1,19274764,Kommunal,Religionskunskap,68,37,31,~100,"100,0",~100,"13,2","14,5","11,8",2014
Halmstad,Östergårdsskolan 4,90716191,Kommunal,Religionskunskap,24,..,..,~100,~100,..,"14,3","14,3",..,2014
Haninge,Brandbergsskolan,73184968,Kommunal,Religionskunskap,53,31,22,"81,1",~100,"72,7","10,8","12,2","9,0",2014
Haparanda,Marielundsskolan,13768276,Kommunal,Religionskunskap,28,11,17,"78,6",..,~100,"8,5","9,1","8,1",2014
Helsingborg,Elinebergsskolan,41811292,Kommunal,Religionskunskap,123,64,59,"95,9","100,0","91,5","12,8","14,5","11,1",2014
Helsingborg,Gläntanskolan,67721487,Kommunal,Religionskunskap,11,..,..,..,..,..,"11,4",..,..,2014
Helsingborg,Holstagårdsskolan,28754789,Kommunal,Religionskunskap,33,19,14,"100,0","100,0","100,0","16,8","18,3","14,8",2014
Helsingborg,Kubikskolan,82943624,Enskild,Religionskunskap,75,29,46,~100,"100,0",~100,"14,3","16,4","13,0",2014
Helsingborg,Kunskapsskolan Helsingborg,48798589,Enskild,Religionskunskap,80,41,39,~100,"100,0",~100,"14,6","16,2","13,0",2014
Helsingborg,Musikgrundskolan Synkopen,55200547,Kommunal,Religionskunskap,15,..,..,"100,0",..,..,"14,7",..,..,2014
Helsingborg,Rydebäcks skola,40385157,Kommunal,Religionskunskap,36,19,17,"100,0","100,0","100,0","14,9","16,7","12,9",2014
Helsingborg,Tågaborgsskolan,87948789,Kommunal,Religionskunskap,70,39,31,~100,~100,~100,"13,3","14,6","11,6",2014
Helsingborg,Västra Ramlösa skola,49010566,Kommunal,Religionskunskap,41,17,24,"100,0","100,0","100,0","15,5","16,8","14,6",2014
Helsingborg,Ättekullaskolan,64728140,Kommunal,Religionskunskap,24,11,13,~100,"100,0",~100,"12,2","12,7","11,7",2014
Huddinge,Segeltorpsskolan,15483394,Kommunal,Religionskunskap,73,32,41,~100,"100,0",~100,"13,5","15,8","11,8",2014
Huddinge,Vistaskolan,50783450,Kommunal,Religionskunskap,45,24,21,~100,~100,~100,"14,9","15,4","14,4",2014
Huddinge,Vårbyskolan,64949601,Kommunal,Religionskunskap,29,13,16,"75,9","100,0",..,"9,1","12,5","6,3",2014
Hudiksvall,Iggesunds skola,80631297,Kommunal,Religionskunskap,40,22,18,~100,~100,~100,"12,3","13,3","11,1",2014
Hudiksvall,Östra skolan,50190330,Kommunal,Religionskunskap,98,53,45,~100,~100,~100,"11,9","12,3","11,4",2014
Hultsfred,Albäcksskolan 1,77239653,Kommunal,Religionskunskap,100,56,44,"92,0",~100,~100,"12,2","13,2","11,0",2014
Håbo,Resursskolan,44553894,Kommunal,Religionskunskap,..,..,.,..,..,.,..,..,.,2014
Håbo,Västerängsskolan,29299366,Kommunal,Religionskunskap,54,27,27,"90,7",~100,~100,"12,2","12,8","11,7",2014
Härjedalen,Södra Skolan,79022806,Kommunal,Religionskunskap,42,15,27,"88,1",~100,~100,"11,4","12,3","10,9",2014
Härryda,Djupedalskolan,91978548,Kommunal,Religionskunskap,37,12,25,~100,~100,~100,"14,5","15,0","14,2",2014
Härryda,Landvetterskolan 1,98934110,Kommunal,Religionskunskap,73,44,29,~100,"100,0",~100,"14,1","14,9","12,8",2014
Härryda,Pixbo Montessoriskola,54688919,Enskild,Religionskunskap,..,..,..,..,..,..,..,..,..,2014
Hässleholm,Furutorpskolan 7-9,78602001,Kommunal,Religionskunskap,69,34,35,"87,0",~100,"82,9","10,3","11,0","9,6",2014
Hässleholm,Hästveda skola 4-9,50909158,Kommunal,Religionskunskap,31,20,11,~100,~100,~100,"12,8","13,3","12,0",2014
Hässleholm,Läredaskolan 7-9,29689372,Kommunal,Religionskunskap,69,38,31,~100,"100,0",~100,"12,2","14,0","10,0",2014
Hässleholm,Silviaskolan 1-9,65408331,Kommunal,Religionskunskap,..,..,..,..,..,..,..,..,..,2014
Hässleholm,T4 skolan Grundsärskola,31764864,Kommunal,Religionskunskap,..,.,..,..,.,..,..,.,..,2014
Hässleholm,Vannarödsskolan 6-9,93845278,Kommunal,Religionskunskap,50,35,15,~100,~100,~100,"12,9","13,6","11,0",2014
Höganäs,Jonstorpsskolan,27665244,Kommunal,Religionskunskap,43,17,26,~100,~100,"100,0","13,8","15,4","12,8",2014
Höganäs,"PeterSvenskolan, Höganäs",40689020,Enskild,Religionskunskap,18,..,..,~100,..,..,"11,0",..,"9,8",2014
Höganäs,Tornlyckeskolan,75919914,Kommunal,Religionskunskap,35,22,13,~100,~100,~100,"11,4","11,9","10,6",2014
Hörby,Georgshillsskolan 4-9,90834434,Kommunal,Religionskunskap,61,31,30,~100,~100,"100,0","12,3","13,3","11,2",2014
Hörby,Ludvigsborgs friskola,52665905,Enskild,Religionskunskap,..,..,..,..,..,..,..,..,..,2014
Höör,Emiliaskolan Höörs waldorfsk.,63846783,Enskild,Religionskunskap,17,..,..,~100,..,..,"15,1",..,..,2014
Höör,Segrande Liv Grundskola,95024923,Enskild,Religionskunskap,..,..,..,..,..,..,..,..,..,2014
Höör,Sätoftaskolan,35670754,Kommunal,Religionskunskap,52,25,27,"90,4",~100,~100,"11,3","13,2","9,5",2014
Jokkmokk,Östra skolan,86851817,Kommunal,Religionskunskap,39,23,16,~100,~100,"100,0","12,4","12,7","12,0",2014
Järfälla,Björkebyskolan,40847752,Kommunal,Religionskunskap,75,29,46,~100,"100,0",~100,"12,2","14,3","10,9",2014
Järfälla,Fjällenskolan,15080815,Kommunal,Religionskunskap,103,49,54,"92,2",~100,~100,"11,4","11,7","11,1",2014
Järfälla,Tallbohovskolan,97777849,Kommunal,Religionskunskap,51,34,17,~100,~100,"100,0","12,9","13,5","11,8",2014
Jönköping,Attarpsskolan 6-9,40546319,Kommunal,Religionskunskap,102,51,51,~100,"100,0",~100,"13,5","14,3","12,7",2014
Jönköping,Ribbaskolan,83919671,Kommunal,Religionskunskap,75,46,29,"93,3",~100,~100,"12,2","14,0","9,4",2014
Kalix,Norrskenets Friskola i Kalix,20525218,Enskild,Religionskunskap,..,..,..,..,..,..,..,..,..,2014
Kalmar,Barkestorpsskolan,58215076,Kommunal,Religionskunskap,53,26,27,"83,0",~100,"74,1","11,1","13,2","9,2",2014
Kalmar,Kalmarsundsskolan,24092221,Kommunal,Religionskunskap,64,28,36,~100,~100,~100,"12,4","12,4","12,4",2014
Kalmar,Vasa skolområde,51627420,Kommunal,Religionskunskap,34,14,20,"100,0","100,0","100,0","12,2","12,5","12,0",2014
Karlshamn,Karl-Oskarskolan i Karlshamn,16249641,Enskild,Religionskunskap,25,..,..,"100,0",..,"100,0","14,0",..,"13,8",2014
Karlshamn,Österslättsskolan B,56399024,Kommunal,Religionskunskap,67,36,31,"91,0",~100,"83,9","11,5","12,8","10,0",2014
Karlskoga,Skranta skola,65654358,Kommunal,Religionskunskap,115,66,49,"90,4",~100,"83,7","11,4","12,7","9,7",2014
Karlskoga,Österledskolan,34767418,Kommunal,Religionskunskap,81,45,36,"74,1","82,2","63,9","9,2","10,7","7,4",2014
Karlskrona,Friskolan Svettpärlan,93964634,Enskild,Religionskunskap,25,14,11,~100,"100,0",~100,"10,5","10,7","10,2",2014
Karlskrona,Vedebyskolan 7-9,55709634,Kommunal,Religionskunskap,65,33,32,"92,3",~100,~100,"11,9","12,7","11,2",2014
Karlstad,Norrstrandsskolan Ventus Aqua,57635312,Kommunal,Religionskunskap,68,46,22,~100,~100,"100,0","15,2","15,9","13,8",2014
Karlstad,Nyeds skola 4-9,32255602,Kommunal,Religionskunskap,31,..,..,~100,~100,..,"12,1","13,3",..,2014
Katrineholm,Nyhemsskolan 7-9,19216121,Kommunal,Religionskunskap,55,26,29,"61,8","73,1","51,7","7,3","8,8","6,0",2014
Kiruna,Friluftsskolan Vargen,73281949,Enskild,Religionskunskap,22,12,10,"100,0","100,0","100,0","16,0","16,7","15,3",2014
Klippan,Snyggatorpsskolan 2,71644999,Kommunal,Religionskunskap,100,45,55,"86,0","88,9","83,6","11,1","12,5","10,0",2014
Knivsta,Alsike skola,49742321,Kommunal,Religionskunskap,26,13,13,~100,"100,0",~100,"12,9","14,6","11,2",2014
Kristianstad,Axonaskolan i Tollarp,81452013,Enskild,Religionskunskap,..,..,..,..,..,..,..,..,..,2014
Kristianstad,Degebergaskolan,54930405,Kommunal,Religionskunskap,47,24,23,~100,"100,0",~100,"12,5","13,9","11,1",2014
Kristianstad,Fröknegårdskolan H1,80871896,Kommunal,Religionskunskap,55,26,29,~100,"100,0",~100,"13,7","14,3","13,1",2014
Kristianstad,Fröknegårdskolan H2,97438636,Kommunal,Religionskunskap,50,29,21,"100,0","100,0","100,0","14,1","14,1","14,2",2014
Kristianstad,Nosabyskolan,69725960,Kommunal,Religionskunskap,73,41,32,"93,2","100,0","84,4","14,0","15,8","11,6",2014
Kristinehamn,Södermalmsskolan 7-9,16272625,Kommunal,Religionskunskap,77,45,32,"90,9",~100,"84,4","11,5","12,3","10,3",2014
Krokom,Cederbergskolan,64778601,Kommunal,Religionskunskap,14,..,..,~100,..,..,"12,1",..,..,2014
Kumla,Vialundskolan,99992013,Kommunal,Religionskunskap,86,33,53,"84,9",~100,"77,4","11,3","13,6","9,9",2014
Kungsbacka,Nova Montessoriskola,47832100,Enskild,Religionskunskap,27,12,15,"100,0","100,0","100,0","13,2","13,3","13,2",2014
Kungsbacka,Toråsskolan 4-9,14101582,Kommunal,Religionskunskap,62,33,29,~100,~100,~100,"13,2","14,8","11,4",2014
Kungsbacka,Åsaskolan 4-9,18035112,Kommunal,Religionskunskap,43,23,20,~100,"100,0",~100,"14,7","17,4","11,5",2014
Kungälv,Munkegärdeskolan,51596946,Kommunal,Religionskunskap,77,45,32,"84,4",~100,"71,9","11,2","12,9","8,8",2014
Kungälv,Thorildskolan,73505986,Kommunal,Religionskunskap,114,55,59,~100,"100,0",~100,"13,3","14,7","12,0",2014
Landskrona,Möllebackskolan,29167021,Enskild,Religionskunskap,..,.,..,..,.,..,..,.,..,2014
Landskrona,Säbyholms Montessoriskola,42908219,Enskild,Religionskunskap,19,..,..,"100,0","100,0",..,"13,7","14,8",..,2014
Landskrona,Västervångskolan 7-9,29541747,Kommunal,Religionskunskap,125,57,68,"88,8",~100,"83,8","11,9","13,1","10,9",2014
Leksand,Åkerö skola 7-9,28235575,Kommunal,Religionskunskap,81,38,43,~100,"100,0",~100,"13,1","14,6","11,8",2014
Lerum,Ljungviksskolan skolenhet A,44095064,Kommunal,Religionskunskap,26,..,..,~100,~100,..,"11,5","11,6",..,2014
Lerum,Rydsbergsskolan grundskola,24103764,Kommunal,Religionskunskap,61,38,23,~100,~100,~100,"13,3","14,3","11,6",2014
Lidingö,"Futuraskolan, Lidingö",47937226,Enskild,Religionskunskap,33,14,19,"100,0","100,0","100,0","16,3","16,6","16,1",2014
Lidingö,Högsätra skola 6-9,49631077,Kommunal,Religionskunskap,69,29,40,~100,"100,0",~100,"13,8","14,8","13,1",2014
Lidingö,Torsviks skola 7-9,45104329,Kommunal,Religionskunskap,116,55,61,"100,0","100,0","100,0","15,8","16,9","14,8",2014
Lilla Edet,"Nya Skolan, Lilla Edet",74771085,Enskild,Religionskunskap,13,..,..,~100,..,..,"12,7",..,..,2014
Lilla Edet,Tingbergsskolan 4-9,48148032,Kommunal,Religionskunskap,54,21,33,"88,9","100,0","81,8","11,4","14,3","9,5",2014
Lindesberg,Stadsskogsskolan 1,11576148,Kommunal,Religionskunskap,65,27,38,~100,"100,0",~100,"11,3","13,0","10,2",2014
Linköping,Ekholmsskolan,96360048,Kommunal,Religionskunskap,67,30,37,"92,5",~100,~100,"12,4","13,0","11,8",2014
Linköping,Kärna skola 7-9,61094173,Kommunal,Religionskunskap,54,28,26,~100,"100,0",~100,"12,5","14,9","9,8",2014
Linköping,Linghemsskolan,93274980,Kommunal,Religionskunskap,68,31,37,~100,"100,0",~100,"14,9","16,2","13,9",2014
Linköping,Tokarpsskolan 6-9,68326694,Kommunal,Religionskunskap,58,32,26,~100,~100,~100,"13,2","14,4","11,8",2014
Linköping,Tornhagsskolan 6-9,75688028,Kommunal,Religionskunskap,79,40,39,"100,0","100,0","100,0","15,0","14,9","15,1",2014
Linköping,Ånestadsskolan 7-9,94866114,Kommunal,Religionskunskap,82,38,44,"84,1","81,6","86,4","11,1","11,4","10,8",2014
Ljungby,Kungshögsskolan 3,96958960,Kommunal,Religionskunskap,86,44,42,~100,"100,0",~100,"13,4","15,1","11,6",2014
Ljusdal,Färila skola,36425969,Kommunal,Religionskunskap,27,12,15,~100,~100,~100,"11,3","12,7","10,2",2014
Ljusdal,Tallbacken,84673347,Enskild,Religionskunskap,18,..,..,"100,0","100,0",..,"12,4","13,0",..,2014
Lomma,Rutsborgskolan,19570704,Kommunal,Religionskunskap,45,31,14,"100,0","100,0","100,0","15,3","16,1","13,6",2014
Ludvika,Fredriksbergs skola,88233361,Kommunal,Religionskunskap,..,..,..,..,..,.,..,..,..,2014
Ludvika,Kyrkskolan 7-9,28230949,Kommunal,Religionskunskap,115,46,69,"95,7",~100,~100,"11,2","12,2","10,5",2014
Ludvika,Lorensbergaskolan 7-9,47736072,Kommunal,Religionskunskap,93,43,50,"93,5",~100,~100,"11,6","12,7","10,6",2014
Ludvika,Parkskolan,61260328,Kommunal,Religionskunskap,40,19,21,"75,0",~100,"61,9","10,2","12,9","7,7",2014
Luleå,Nya Läroverket Bergnäset,52734580,Enskild,Religionskunskap,..,..,..,..,..,..,..,..,..,2014
Luleå,Tunaskolan 7-9,43539193,Kommunal,Religionskunskap,42,20,22,"88,1","100,0","77,3","11,1","13,6","8,9",2014
Luleå,Örnässkolan 7-9,20104143,Kommunal,Religionskunskap,56,19,37,~100,"100,0",~100,"11,7","12,9","11,0",2014
Lund,Freinetskolan i Lund,60492534,Enskild,Religionskunskap,16,..,..,"100,0",..,..,"15,9",..,..,2014
Lund,Fäladsgården LIG,52748045,Kommunal,Religionskunskap,..,.,..,..,.,..,..,.,..,2014
Lund,Järnåkraskolan 4-9,39307298,Kommunal,Religionskunskap,80,29,51,~100,"100,0",~100,"14,0","15,3","13,2",2014
Lund,Lunds Montessorigrundskola,70044059,Enskild,Religionskunskap,20,..,..,"100,0","100,0",..,"16,3","17,5",..,2014
Lund,Maria Montessori-skolan,40248457,Enskild,Religionskunskap,21,11,10,"100,0","100,0","100,0","16,2","17,3","15,0",2014
Lund,Nyvångskolan,29004993,Kommunal,Religionskunskap,72,36,36,~100,~100,~100,"14,3","14,9","13,8",2014
Lund,Nyvångskolan LIG,83378388,Kommunal,Religionskunskap,..,.,..,..,.,..,..,.,..,2014
Lund,Sankt Thomas Skola,28753548,Enskild,Religionskunskap,..,..,..,..,..,..,..,..,..,2014
Lund,Tunaskolan,46811001,Kommunal,Religionskunskap,70,27,43,"100,0","100,0","100,0","15,7","15,6","15,7",2014
Lund,Värpingeskolan,15421898,Kommunal,Religionskunskap,..,..,..,..,.,..,..,..,..,2014
Malmö,Apelgårdsskolan,56672773,Kommunal,Religionskunskap,44,26,18,"70,5","65,4",~100,"7,4","7,2","7,8",2014
Malmö,Augustenborgsskolan,89876778,Kommunal,Religionskunskap,111,51,60,~100,~100,~100,"13,5","15,5","11,8",2014
Malmö,Kirsebergsskolan,25054799,Kommunal,Religionskunskap,69,37,32,"89,9",~100,"84,4","11,6","11,7","11,5",2014
Malmö,Kroksbäcksskolan,98745015,Kommunal,Religionskunskap,64,30,34,"92,2",~100,~100,"11,2","11,8","10,6",2014
Malmö,Lindängeskolan,75875503,Kommunal,Religionskunskap,57,33,24,~100,"100,0",~100,"13,0","14,4","11,1",2014
Malmö,Linnéskolan,63951601,Kommunal,Religionskunskap,50,27,23,~100,~100,~100,"13,2","14,5","11,5",2014
Malmö,Malmö Friskola,75599504,Enskild,Religionskunskap,..,..,.,..,..,.,..,..,.,2014
Malmö,Malmö International School,56446897,Kommunal,Religionskunskap,16,..,..,"100,0",..,..,"15,2",..,..,2014
Malmö,Rörsjöskolan-Zenith,83861471,Kommunal,Religionskunskap,49,18,31,~100,~100,~100,"13,2","14,4","12,4",2014
Malmö,Team Munkhättan,87253745,Kommunal,Religionskunskap,..,..,..,..,..,..,..,..,..,2014
Malmö,Videdals privatskolor,31996111,Enskild,Religionskunskap,14,..,..,"100,0",..,..,"17,0",..,..,2014
Malmö,Vittra Västra hamnen,13495830,Enskild,Religionskunskap,33,20,13,"100,0","100,0","100,0","15,6","16,5","14,2",2014
Malmö,Östra Skolan,40470449,Enskild,Religionskunskap,41,21,20,~100,"100,0",~100,"13,0","13,9","12,1",2014
Malung-Sälen,Centralskolan,83084730,Kommunal,Religionskunskap,44,21,23,~100,~100,"100,0","13,4","14,2","12,6",2014
Mariestad,Ekhamraskolan,29289355,Enskild,Religionskunskap,46,19,27,"100,0","100,0","100,0","12,4","12,9","12,0",2014
Mark,Lyckeskolan,10428442,Kommunal,Religionskunskap,67,37,30,~100,~100,~100,"13,5","14,5","12,3",2014
Mark,Sätilaskolan 6-9,90548647,Kommunal,Religionskunskap,75,43,32,~100,~100,~100,"13,5","14,1","12,6",2014
Mark,Ängskolan,13666864,Kommunal,Religionskunskap,151,64,87,"89,4",~100,"85,1","11,1","12,5","10,1",2014
Mellerud,Rådaskolan,53764779,Kommunal,Religionskunskap,97,44,53,"82,5",~100,"75,5","9,7","11,5","8,3",2014
Mjölby,Blåklintskolan,27259736,Kommunal,Religionskunskap,35,17,18,~100,~100,~100,"11,1","11,5","10,7",2014
Mjölby,Lagmansskolan Beta MH,10609045,Kommunal,Religionskunskap,81,46,35,"88,9",~100,"82,9","11,4","12,6","9,9",2014
Motala,Södra skolan 7-9,69769596,Kommunal,Religionskunskap,60,22,38,"80,0",~100,"73,7","10,2","12,0","9,1",2014
Mullsjö,Trollehöjdskolan,28156767,Kommunal,Religionskunskap,65,26,39,"87,7",~100,"87,2","10,8","12,3","9,7",2014
Mölndal,Kvarnbyskolan,67822057,Kommunal,Religionskunskap,130,66,64,"96,2","100,0","92,2","14,4","15,5","13,3",2014
Mölndal,Montessoriskolan Kvarnhjulet,64490264,Enskild,Religionskunskap,25,14,11,"100,0","100,0","100,0","14,9","15,2","14,5",2014
Mölndal,Skånhällaskolan 4-9,91907164,Kommunal,Religionskunskap,50,23,27,~100,"100,0",~100,"13,6","13,7","13,4",2014
Mölndal,Växthuset,42908622,Enskild,Religionskunskap,21,..,..,~100,~100,..,"13,9","14,1",..,2014
Nacka,Johannes Petri skola,32965692,Enskild,Religionskunskap,60,32,28,"100,0","100,0","100,0","15,6","16,7","14,4",2014
Nacka,Maestroskolan Nacka,64065898,Enskild,Religionskunskap,..,.,..,..,.,..,..,.,..,2014
Nacka,Myrsjöskolan,84884375,Kommunal,Religionskunskap,165,62,103,"95,2",~100,"93,2","13,9","15,5","12,9",2014
Nacka,Saltsjöbadens samskola,11777750,Kommunal,Religionskunskap,107,50,57,~100,"100,0",~100,"14,8","16,2","13,6",2014
Norberg,Norbergs skolor,50485280,Kommunal,Religionskunskap,64,34,30,"100,0","100,0","100,0","12,7","13,2","12,3",2014
Norrköping,Ektorpsskolan,37133485,Kommunal,Religionskunskap,96,38,58,"93,8",~100,~100,"12,4","12,7","12,2",2014
Norrköping,Råsslaskolan 5-9,80621158,Kommunal,Religionskunskap,52,22,30,~100,~100,~100,"14,8","15,7","14,2",2014
Norrtälje,Bålbro skola,45874608,Kommunal,Religionskunskap,34,17,17,~100,"100,0",~100,"14,9","16,5","13,2",2014
Norrtälje,"Ekebyholmsskolan, gr",98239828,Enskild,Religionskunskap,21,..,..,"100,0","100,0",..,"13,5","14,0",..,2014
Norrtälje,Freinetskolan Hugin,89692072,Enskild,Religionskunskap,19,..,..,~100,..,..,"11,2","10,9",..,2014
Norrtälje,Montessoriskolan i Norrtälje,99665701,Enskild,Religionskunskap,11,..,..,~100,..,..,"14,3",..,..,2014
Norrtälje,Norrsund-Elmstaskolan,61218902,Kommunal,Religionskunskap,39,15,24,~100,"100,0",~100,"14,2","15,3","13,5",2014
Nyköping,Oppebyskolan,11808146,Kommunal,Religionskunskap,66,30,36,"92,4",~100,~100,"12,4","14,5","10,7",2014
Nyköping,Vittra Kungshagen,50698424,Enskild,Religionskunskap,26,12,14,"80,8",..,~100,"10,2","9,6","10,7",2014
Nynäshamn,Sunnerbyskolan 1-9,78703073,Kommunal,Religionskunskap,52,24,28,~100,~100,~100,"11,8","12,3","11,3",2014
Orust,Ängås 7-9 skola,34557677,Kommunal,Religionskunskap,65,33,32,~100,~100,~100,"12,7","13,2","12,1",2014
Oskarshamn,Rödsleskolan 7-9,40041600,Kommunal,Religionskunskap,65,33,32,~100,"100,0",~100,"12,7","14,0","11,3",2014
Pajala,Tärendö Centralskola,37347252,Kommunal,Religionskunskap,..,..,.,..,..,.,..,..,.,2014
Partille,Björndammens skola 6-9,98209377,Kommunal,Religionskunskap,38,19,19,"100,0","100,0","100,0","14,4","15,4","13,4",2014
Partille,Lexby skola 6-9,51610240,Kommunal,Religionskunskap,113,54,59,~100,~100,~100,"12,4","13,7","11,2",2014
Partille,Vallhamra skola 7-9,92848832,Kommunal,Religionskunskap,73,30,43,~100,"100,0",~100,"13,4","14,8","12,4",2014
Piteå,Christina skolenhet,94591900,Kommunal,Religionskunskap,74,32,42,"93,2",~100,~100,"12,7","14,7","11,2",2014
Piteå,Hortlax skolenhet,10185533,Kommunal,Religionskunskap,103,42,61,~100,"100,0",~100,"12,6","14,0","11,6",2014
Ragunda,Anders-Olofskolan,78545687,Kommunal,Religionskunskap,19,..,..,"68,4",..,..,"7,5","8,0",..,2014
Robertsfors,Tundalsskolan åk 4-9,16553934,Kommunal,Religionskunskap,57,27,30,"86,0",~100,"76,7","11,6","13,9","9,5",2014
