skolverket_kommunnamn,skolverket_skolnamn,huvudman,skolverket_huvudman_namn,school_unit,skolverket_antal_fli_tcv140,skolverket_andel_fli_tcv140,skolverket_and_uppn_alla_amnen_fli_tcv140,skolverket_and_behorig_fli_tcv140,skolverket_gmv_fli_tcv140,skolverket_antal_poj_tcv140,skolverket_andel_poj_tcv140,skolverket_and_uppn_alla_amnen_poj_tcv140,skolverket_and_behorig_poj_tcv140,skolverket_gmv_poj_tcv140,year
Gislaved,Ölmestadskolan,Kommunal,Gislaved,85013151,13,"46,4","76,9",~100,"242,3",15,"53,6","86,7",~100,"220,8",2015
Gislaved,Montessorifriskolan i Gislaved,Enskild,Montessorifriskolan i Gislaved Ekonomiska förening,93436580,..,..,.,.,..,..,..,..,..,..,2015
Gnesta,Frejaskolan 6-9,Kommunal,Gnesta,71986467,38,"40,4","76,3",~100,"227,7",56,"59,6","57,1","78,6","187,2",2015
Gnesta,Gnesta Waldorfskola,Enskild,Gnesta Waldorfskoleförening,35159342,..,..,..,..,..,..,..,..,..,..,2015
Gnosjö,Bäckaskolan 7-9,Kommunal,Gnosjö,43172419,27,"37,0","55,6","59,3","193,2",46,"63,0","76,1","76,1","208,3",2015
Gnosjö,Hillerstorpsskolan 7-9,Kommunal,Gnosjö,33877675,21,"51,2","71,4",~100,"241,7",20,"48,8","70,0",~100,"180,1",2015
Gotland,Fårösundsskolan,Kommunal,Gotland,68188627,11,"45,8","100,0","100,0","260,5",13,"54,2","84,6",~100,"214,6",2015
Gotland,Högby skola,Kommunal,Gotland,94163432,20,"29,9","100,0","100,0","255,1",47,"70,1","74,5","85,1","204,4",2015
Gotland,Klinteskolan,Kommunal,Gotland,24429776,13,"39,4","100,0","100,0","245,4",20,"60,6","60,0","75,0","186,3",2015
Gotland,Romaskolan,Kommunal,Gotland,60700608,17,"38,6","82,4",~100,"226,9",27,"61,4","59,3","77,8","186,3",2015
Gotland,Solbergaskolan,Kommunal,Gotland,96609581,94,"50,3","68,1","72,3","220,5",93,"49,7","82,8","87,1","225,9",2015
Gotland,Solklintsskolan,Kommunal,Gotland,10979668,..,..,"83,3",~100,"220,2",..,..,..,..,..,2015
Gotland,Södervärnsskolans 7-9,Kommunal,Gotland,80013231,65,"53,3","89,2","92,3","250,7",57,"46,7","82,5","89,5","229,2",2015
Gotland,"Guteskolan, grundskola",Enskild,Guteskolan AB,42518434,..,..,"56,5","69,6","190,0",..,..,..,..,..,2015
Gotland,Atheneskolan,Enskild,Pysslingen Förskolor och Skolor AB,52229866,33,"64,7","87,9",~100,"243,9",18,"35,3","94,4",~100,"254,2",2015
Gotland,Orionskolan,Enskild,Stiftelsen Orionskolan,27928506,..,..,..,..,..,..,..,..,..,..,2015
Grums,Jättestenskolan,Kommunal,Grums,16891307,46,"53,5","60,9","78,3","193,6",40,"46,5","52,5","62,5","178,2",2015
Grästorp,Centralskolan 4-9 Norr,Kommunal,Grästorp,24376988,26,"59,1","80,8",~100,"241,3",18,"40,9","72,2",~100,"204,3",2015
Grästorp,Centralskolan Söder 4-9,Kommunal,Grästorp,31381375,..,..,..,..,..,..,..,"90,9","100,0","195,7",2015
Gullspång,Gullstensskolan åk 7-9,Kommunal,Gullspång,89624871,29,"42,0","69,0","79,3","190,6",40,"58,0","85,0","87,5","195,4",2015
Gällivare,Hakkas Centralskola,Kommunal,Gällivare,73575145,..,..,..,..,..,..,..,..,..,..,2015
Gällivare,Hedskolan LMH,Kommunal,Gällivare,13185131,21,"45,7","85,7",~100,"238,8",25,"54,3","84,0",~100,"207,6",2015
Gällivare,Myranskolan LMH,Kommunal,Gällivare,82657877,..,..,..,..,..,..,..,..,..,..,2015
Gällivare,Sjöparksskolan LMH,Kommunal,Gällivare,24426745,22,"64,7","81,8",~100,"253,1",12,"35,3","91,7","100,0","225,6",2015
Gällivare,Tallbackaskolan MH,Kommunal,Gällivare,68699648,18,"46,2","83,3",~100,"241,3",21,"53,8","90,5",~100,"238,8",2015
Gällivare,Malmens friskola,Enskild,Malmens Friskola AB,37140962,..,..,"85,7",~100,"252,0",..,..,..,..,..,2015
Gävle,Friskolan Lyftet,Enskild,Friskolan Lyftet AB,11476454,..,..,..,..,..,..,..,..,"100,0","182,3",2015
Gävle,Trädgårdsskolan GKS,Enskild,Föreningen För Gefle Kristna Skola,87088456,..,..,..,..,..,..,..,..,..,..,2015
Gävle,Bergby Centralskola 1-9,Kommunal,Gävle,55373417,17,"45,9","58,8",~100,"200,1",20,"54,1","55,0","75,0","183,4",2015
Gävle,Lillhagsskolan,Kommunal,Gävle,51387807,47,"54,7","83,0",~100,"220,7",39,"45,3","74,4","79,5","198,9",2015
Gävle,Milboskolan,Kommunal,Gävle,93378411,..,..,..,..,..,..,..,"80,0",~100,"210,5",2015
Gävle,Nynäs Montessori,Kommunal,Gävle,40944032,.,.,.,.,.,12,"100,0",.,..,"55,3",2015
Gävle,Sofiedalskolan,Kommunal,Gävle,80177526,41,"47,7","87,8",~100,"240,7",45,"52,3","77,8",~100,"203,9",2015
Gävle,Solängsskolan,Kommunal,Gävle,58984764,64,"54,7","93,8",~100,"261,0",53,"45,3","84,9",~100,"226,2",2015
Gävle,Stenebergsskolan,Kommunal,Gävle,17248313,29,"55,8","41,4","72,4","186,4",23,"44,2",..,"52,2","137,4",2015
Gävle,Stigslunds skola,Kommunal,Gävle,91652716,29,"58,0","93,1",~100,"265,8",21,"42,0","95,2","100,0","218,9",2015
Gävle,Stora Sätraskolan,Kommunal,Gävle,49779956,44,"48,4","56,8","70,5","190,3",47,"51,6","38,3","63,8","175,9",2015
Gävle,Sörbyskolan,Kommunal,Gävle,23223141,31,"39,2","41,9","48,4","154,0",48,"60,8","29,2","50,0","130,6",2015
Gävle,Engelska Skolan i Gävle,Enskild,Internationella Engelska Skolan i Sverige AB,53952728,92,"49,2","87,0",~100,"270,7",95,"50,8","74,7","89,5","214,1",2015
Gävle,Kunskapsskolan Gävle,Enskild,Kunskapsskolan i Sverige Aktiebolag,21423670,40,"67,8","77,5",~100,"230,6",19,"32,2",..,"73,7","176,4",2015
Gävle,Magelungens grundskola Gävle,Enskild,Magelungen Utveckling AB,64745639,..,..,.,..,..,..,..,.,.,..,2015
Gävle,"Prolympia, Gävle",Enskild,Ulno AB,57578095,24,"23,3","95,8","100,0","248,3",79,"76,7","79,7",~100,"215,2",2015
Göteborg,Assaredsskolan,Enskild,Assareds Skolkooperativ Ek För.,25852980,..,..,..,..,..,..,..,..,~100,"220,8",2015
Göteborg,Freinetskolan Bild & Form,Enskild,Bild och Form i Göteborg Aktiebolag,31872640,12,"48,0",..,"100,0","247,9",13,"52,0","92,3",~100,"238,3",2015
Göteborg,Böskolans friskola,Enskild,Böskolans Friskola Ek.För.,83071620,27,"61,4","96,3","100,0","275,9",17,"38,6","100,0","100,0","270,7",2015
Göteborg,Centrina Kviberg,Enskild,Centrina utbildning Aktiebolag,17517182,12,"34,3","100,0","100,0","240,4",23,"65,7","73,9","78,3","210,0",2015
Göteborg,Centrina Lindholmen,Enskild,Centrina utbildning Aktiebolag,79866556,34,"47,2","91,2",~100,"273,8",38,"52,8","94,7",~100,"271,7",2015
Göteborg,Ebba Petterssons Grundskola,Enskild,Ebba Petterssons Privatskolas Stiftelse,88247874,51,"52,0","100,0","100,0","255,8",47,"48,0","83,0","100,0","233,0",2015
Göteborg,Römosseskolan,Enskild,Föreningen Islamiska Skolan i Göteborg,72408586,19,"51,4","68,4","100,0","257,4",18,"48,6",..,~100,"200,4",2015
Göteborg,Sverigefinska skolan i Gbg,Enskild,Föreningen Sverigefinska Skolan i Göteborg Ek F,56289245,..,..,..,..,..,..,..,..,..,..,2015
Göteborg,Prolympia Göteborg,Enskild,Gothenburg Association AB,54367867,17,"25,8",..,"58,8","205,6",49,"74,2","81,6","89,8","216,4",2015
Göteborg,Änglagårdskolan,Enskild,Gothenburg Association AB,87427999,..,..,..,..,..,..,..,"86,8",~100,"243,8",2015
Göteborg,Bergsjöskolan 7-9,Kommunal,Göteborg,35416997,38,"48,1",..,"31,6","141,0",41,"51,9",..,"24,4","117,1",2015
Göteborg,Bergums skola 4-9,Kommunal,Göteborg,98771543,35,"49,3","62,9","80,0","207,0",36,"50,7","61,1",~100,"213,9",2015
Göteborg,Brunnsboskolan 6-9,Kommunal,Göteborg,47880725,..,..,"65,9","77,3","226,7",..,..,..,..,..,2015
Göteborg,Bräckeskolan 4-9,Kommunal,Göteborg,83564098,17,"36,2","58,8",~100,"205,3",30,"63,8","70,0","76,7","200,3",2015
Göteborg,Ekåsa skola och internat,Kommunal,Göteborg,93540606,..,..,.,.,.,..,..,..,..,..,2015
Göteborg,Fiskebäcksskolan 6-9,Kommunal,Göteborg,99641533,28,"48,3","85,7",~100,"239,1",30,"51,7","90,0",~100,"260,5",2015
Göteborg,Fjällskolan,Kommunal,Göteborg,53332364,44,"53,7","63,6","75,0","212,8",38,"46,3","68,4",~100,"221,4",2015
Göteborg,Flatåsskolan 3,Kommunal,Göteborg,98780126,..,..,.,.,..,..,..,..,..,..,2015
Göteborg,Frölundaskolan 7-9,Kommunal,Göteborg,97820269,25,"42,4","60,0","80,0","207,3",34,"57,6","47,1","52,9","170,5",2015
Göteborg,Gamlestadsskolan H,Kommunal,Göteborg,90710178,54,"52,4","64,8","75,9","218,0",49,"47,6","67,3","79,6","210,0",2015
Göteborg,Gathenhielmsskolan,Kommunal,Göteborg,22061272,..,..,.,.,..,..,..,..,..,..,2015
Göteborg,Glöstorpsskolan 7-9,Kommunal,Göteborg,85656343,40,"52,6","67,5","77,5","207,7",36,"47,4","58,3","80,6","204,6",2015
Göteborg,Guldhedsskolan 7-9,Kommunal,Göteborg,98423378,42,"61,8","76,2",~100,"258,8",26,"38,2","61,5",~100,"202,9",2015
Göteborg,Gårdstensskolan 4-9,Kommunal,Göteborg,55886598,22,"44,9",..,..,"166,3",27,"55,1",..,"44,4","158,7",2015
Göteborg,Herrgårdsskolan 7-9,Kommunal,Göteborg,63232687,15,"41,7","73,3",~100,"237,8",21,"58,3","52,4","61,9","190,1",2015
Göteborg,Hjällboskolan 6-9,Kommunal,Göteborg,63925456,43,"47,8","39,5","44,2","174,6",47,"52,2","42,6","44,7","158,6",2015
Göteborg,Hovåsskolan 7-9,Kommunal,Göteborg,32603156,46,"46,9","87,0",~100,"267,2",52,"53,1","75,0","88,5","230,8",2015
Göteborg,Johannebergsskolan 3-9,Kommunal,Göteborg,69180213,..,..,..,..,..,..,..,..,..,..,2015
Göteborg,Jättestensskolan 2 F-9,Kommunal,Göteborg,55124975,29,"70,7","75,9",~100,"228,7",12,"29,3",..,~100,"211,7",2015
Göteborg,Kannebäcksskolan döva och hörsel,Kommunal,Göteborg,61201931,..,..,.,.,..,..,..,..,..,..,2015
Göteborg,Klarebergsskolan 7-9,Kommunal,Göteborg,20429308,40,"42,6","75,0","77,5","220,9",54,"57,4","74,1","85,2","219,4",2015
Göteborg,Kålltorpsskolan,Kommunal,Göteborg,16954837,45,"43,3","93,3",~100,"269,1",59,"56,7","91,5",~100,"243,1",2015
Göteborg,Kärralundsskolan,Kommunal,Göteborg,14037390,34,"44,2","94,1",~100,"267,0",43,"55,8","97,7",~100,"254,4",2015
Göteborg,Kärraskolan 6-9,Kommunal,Göteborg,85930744,27,"46,6","81,5",~100,"230,7",31,"53,4","67,7","80,6","205,7",2015
Göteborg,Lindåsskolan 4-9,Kommunal,Göteborg,61845870,25,"50,0","100,0","100,0","299,3",25,"50,0","92,0",~100,"261,5",2015
Göteborg,Lundenskolan,Kommunal,Göteborg,37379026,38,"46,9","57,9","60,5","196,9",43,"53,1","58,1","72,1","212,7",2015
Göteborg,Lövgärdesskolan 4-9,Kommunal,Göteborg,31928894,35,"48,6","37,1","62,9","203,1",37,"51,4","29,7","64,9","172,3",2015
Göteborg,Nordhemsskolan,Kommunal,Göteborg,19560147,72,"52,2","90,3",~100,"255,8",66,"47,8","83,3","90,9","226,9",2015
Göteborg,Nordlyckeskolan,Kommunal,Göteborg,93002896,53,"48,6","98,1","100,0","281,5",56,"51,4","98,2",~100,"242,5",2015
Göteborg,Nya Påvelundsskolan 1,Kommunal,Göteborg,33511119,34,"43,0","94,1","100,0","271,2",45,"57,0","93,3",~100,"249,8",2015
Göteborg,Nya Påvelundsskolan 2,Kommunal,Göteborg,43441529,37,"49,3","91,9",~100,"267,6",38,"50,7","100,0","100,0","254,7",2015
Göteborg,Nygårdsskolan 4-9,Kommunal,Göteborg,65651613,15,"28,3","93,3",~100,"248,8",38,"71,7","86,8",~100,"250,3",2015
Göteborg,Nytorpsskolan 4-9,Kommunal,Göteborg,16396010,34,"46,6","41,2","58,8","205,5",39,"53,4","48,7","56,4","165,7",2015
Göteborg,Rambergsskolan 7-9,Kommunal,Göteborg,42348410,18,"52,9",..,"61,1","206,9",16,"47,1",..,..,"131,5",2015
Göteborg,Resursskolan Linden,Kommunal,Göteborg,52459484,..,..,.,.,..,..,..,..,..,..,2015
Göteborg,Ryaskolan F-9,Kommunal,Göteborg,28890717,31,"48,4","35,5","58,1","159,2",33,"51,6",..,"33,3","119,6",2015
Göteborg,Sandeklevsskolan 7-9,Kommunal,Göteborg,91683255,39,"65,0","41,0","59,0","180,5",21,"35,0",..,"57,1","158,9",2015
Göteborg,Sannaskolan,Kommunal,Göteborg,71588377,17,"39,5","64,7",~100,"203,1",26,"60,5","50,0","76,9","167,7",2015
Göteborg,Sjumilaskolan F-9 A,Kommunal,Göteborg,70895303,21,"41,2",..,"71,4","178,4",30,"58,8","36,7","60,0","171,8",2015
Göteborg,Skälltorpssk. Sv. Balettskolan,Kommunal,Göteborg,24937512,..,..,..,..,..,..,..,..,..,..,2015
Göteborg,Skälltorpsskolan,Kommunal,Göteborg,21231498,54,"45,0","74,1","79,6","214,9",66,"55,0","77,3","89,4","216,8",2015
Göteborg,Styrsöskolan,Kommunal,Göteborg,81179515,20,"44,4","85,0","100,0","221,4",25,"55,6","76,0",~100,"215,3",2015
Göteborg,Toleredsskolan 7-9,Kommunal,Göteborg,27774991,56,"49,1","66,1","75,0","211,7",58,"50,9","67,2","82,8","203,7",2015
Göteborg,Torpaskolan,Kommunal,Göteborg,11465652,24,"46,2","66,7",~100,"238,3",28,"53,8","60,7","82,1","205,9",2015
Göteborg,Torslandaskolan 6-9,Kommunal,Göteborg,54282652,38,"41,3","94,7",~100,"265,0",54,"58,7","72,2","87,0","188,3",2015
Göteborg,Trulsegårdsskolan 6-9,Kommunal,Göteborg,84103533,68,"51,1","77,9","85,3","242,8",65,"48,9","73,8","84,6","228,2",2015
Göteborg,Tynneredsskolan,Kommunal,Göteborg,12026626,28,"47,5","46,4","57,1","179,8",31,"52,5","35,5","48,4","175,8",2015
Göteborg,Utmarksskolan,Kommunal,Göteborg,39000072,39,"52,0","35,9","56,4","166,9",36,"48,0",..,"50,0","146,7",2015
Göteborg,Vättleskolan 4-9,Kommunal,Göteborg,27760036,22,"50,0","63,6","68,2","232,6",22,"50,0","63,6","68,2","192,3",2015
Göteborg,Ånässkolan,Kommunal,Göteborg,84500401,..,..,.,..,..,..,..,..,..,..,2015
Göteborg,Önneredsskolan 2,Kommunal,Göteborg,26855170,43,"49,4","76,7","88,4","252,5",44,"50,6","81,8",~100,"233,4",2015
Göteborg,ISGR/International section,Enskild,Göteborgsregionens Internationella Skola AB,30191226,19,"45,2",.,.,.,23,"54,8",.,.,.,2015
Göteborg,ISGR/Swedish-English,Enskild,Göteborgsregionens Internationella Skola AB,80498460,27,"52,9","88,9","100,0","265,1",24,"47,1","87,5","100,0","280,3",2015
Göteborg,Internationella Engelska Skolan Johanneberg,Enskild,Internationella Engelska Skolan i Sverige AB,41921747,49,"57,0","71,4","87,8","235,9",37,"43,0","81,1",~100,"233,9",2015
Göteborg,Drakbergsskolan,Enskild,Kannebäcks Friskoleförening,60526603,..,..,..,..,..,..,..,..,..,"232,3",2015
Göteborg,Kunskapsskolan Krokslätt,Enskild,Kunskapsskolan i Sverige Aktiebolag,83045482,22,"40,0","86,4",~100,"247,8",33,"60,0","75,8",~100,"223,8",2015
Göteborg,Magelungens Grundskola Karlaskolan Göteborg,Enskild,Magelungen Utveckling AB,97205555,..,..,.,.,..,..,..,..,..,..,2015
Göteborg,Franska skolan Göteborg,Enskild,Medborgarskolan Region Väst,55860193,..,..,..,..,..,..,..,"100,0","100,0","264,5",2015
Göteborg,Fenestra Brottkärr,Enskild,Pysslingen Förskolor och Skolor AB,21497343,14,"58,3","100,0","100,0","275,5",10,"41,7",..,"100,0","264,3",2015
Göteborg,Fenestra Centrum,Enskild,Pysslingen Förskolor och Skolor AB,87139814,35,"50,0","85,7",~100,"252,9",35,"50,0","85,7",~100,"240,5",2015
Göteborg,Fenestra S:t Jörgen,Enskild,Pysslingen Förskolor och Skolor AB,27265374,32,"46,4","87,5",~100,"256,3",37,"53,6","70,3","86,5","215,3",2015
Göteborg,Montessoriskolan Skäret,Enskild,Skäret Skolkooperativ Ek.För.,25894254,..,..,..,..,..,..,..,..,"100,0","219,3",2015
Göteborg,Montessoriskolan Casa,Enskild,Stiftelsen Casa Dei Bambini,76938537,14,"50,0","92,9","100,0","283,4",14,"50,0","100,0","100,0","270,2",2015
Göteborg,The English School Gothenburg,Enskild,Stiftelsen English School In Gothenburg,66890810,12,"41,4",..,~100,"275,2",17,"58,6","88,2",~100,"267,5",2015
Göteborg,Brandströmska skolan Nylöse,Enskild,Stiftelsen För Kristen Skolverksamhet,11295861,21,"65,6","66,7",~100,"227,3",11,"34,4",..,..,"230,5",2015
Göteborg,Vasaskolan,Enskild,Stiftelsen För Kristna Skolor,56168083,22,"53,7","95,5","100,0","257,6",19,"46,3","84,2",~100,"234,1",2015
Göteborg,Kristinaskolan,Enskild,Stiftelsen För Kristna Skolor i Angeredområdet,46512685,10,"47,6",..,..,"232,5",11,"52,4",..,~100,"228,4",2015
Göteborg,Göteborgs Högre Samskola gr.,Enskild,Stiftelsen Göteborgs Högre Samskola,52538248,92,"51,1","94,6",~100,"275,4",88,"48,9","94,3",~100,"268,4",2015
Göteborg,Katolska skolan av Notre Dame,Enskild,Stiftelsen Katolska Skolan Av Notre Dame,45045293,25,"52,1","48,0",~100,"212,4",23,"47,9","60,9","78,3","215,7",2015
Göteborg,Montessoriskolan Centrum,Enskild,Stiftelsen Montessoriskolan Centrum,73995321,18,"64,3","61,1","100,0","246,3",10,"35,7",..,"100,0","218,3",2015
Göteborg,Rudolf Steinerskolan Göteborg,Enskild,Stiftelsen Rudolf Steinerskolan,42817980,..,..,..,..,..,..,..,"100,0","100,0","271,8",2015
Göteborg,Victoriaskolan,Enskild,Tyska Skolan Göteborg Ek. För.,80678068,26,"57,8","84,6",~100,"258,7",19,"42,2","78,9",~100,"237,6",2015
Göteborg,Vetenskapsskolan,Enskild,Vetenskapsskolan i Göteborg AB,71259819,..,..,..,..,"248,3",..,..,..,..,..,2015
Göteborg,Vittra Kronhusparken,Enskild,Vittraskolorna AB,67543412,28,"63,6","100,0","100,0","270,6",16,"36,4","68,8",~100,"221,3",2015
Göteborg,Martinaskolan,Enskild,"Waldorfföreningen, Martinaskolan, ekonomisk förening",47927698,..,..,..,..,..,..,..,..,..,..,2015
Göteborg,Waldorfskolan Grenkvist,Enskild,Waldorfskolan Grenkvist Ekonomisk Förening,36158006,..,..,..,..,..,..,..,..,..,..,2015
Götene,Fornängsskolan,Kommunal,Götene,34900938,44,"51,8","88,6","88,6","243,6",41,"48,2","75,6","75,6","185,4",2015
Götene,Västerbyskolan,Kommunal,Götene,78301783,25,"44,6","80,0",~100,"243,2",31,"55,4","67,7","80,6","197,2",2015
Habo,Hagabodaskolan 7-9,Kommunal,Habo,38553494,49,"40,2","69,4","75,5","216,3",73,"59,8","75,3","86,3","210,4",2015
Hagfors,Kyrkhedens skola F-9,Kommunal,Hagfors,76332227,23,"54,8","73,9","78,3","212,8",19,"45,2","84,2","100,0","211,8",2015
Hagfors,Älvstranden bildn.centrum 7-9,Kommunal,Hagfors,18315553,35,"46,1","82,9",~100,"219,0",41,"53,9","73,2","78,0","193,1",2015
Hallsberg,Folkasboskolan,Kommunal,Hallsberg,99707554,28,"52,8","78,6","82,1","243,2",25,"47,2","88,0",~100,"213,8",2015
Hallsberg,Transtenskolan,Kommunal,Hallsberg,63503591,57,"53,3","82,5","86,0","232,9",50,"46,7","76,0","88,0","217,9",2015
Hallstahammar,Lindboskolan,Kommunal,Hallstahammar,88403889,56,"48,3","73,2","78,6","227,6",60,"51,7","55,0","70,0","180,7",2015
Hallstahammar,Tunboskolan,Kommunal,Hallstahammar,32758035,21,"52,5","85,7",~100,"239,0",19,"47,5","52,6","68,4","178,0",2015
Halmstad,Brunnsåkersskolan 2,Kommunal,Halmstad,87737594,..,..,.,.,.,..,..,..,..,..,2015
Halmstad,Brunnsåkersskolan 3,Kommunal,Halmstad,61539121,30,"41,1","80,0","83,3","233,7",43,"58,9","83,7",~100,"203,5",2015
Halmstad,Furulundsskolan 1,Kommunal,Halmstad,84189577,24,"49,0","100,0","100,0","250,6",25,"51,0","84,0",~100,"209,8",2015
Halmstad,Fyllingeskolan 1,Kommunal,Halmstad,65388353,24,"50,0","70,8",~100,"195,8",24,"50,0","75,0","75,0","209,8",2015
Halmstad,Getingeskolan 1,Kommunal,Halmstad,99829869,30,"42,3","86,7",~100,"241,8",41,"57,7","78,0","87,8","208,6",2015
Halmstad,Gullbrandstorpsskolan 1,Kommunal,Halmstad,74772092,24,"51,1","87,5",~100,"231,1",23,"48,9","91,3","100,0","209,1",2015
Halmstad,Stenstorpsskolan 1,Kommunal,Halmstad,52347444,20,"40,8","100,0","100,0","251,6",29,"59,2","96,6","100,0","235,3",2015
Halmstad,Söndrumskolan 1,Kommunal,Halmstad,18751410,34,"49,3","91,2",~100,"228,0",35,"50,7","88,6",~100,"213,0",2015
Halmstad,Söndrumskolan 2,Kommunal,Halmstad,67995611,22,"42,3","95,5",~100,"251,7",30,"57,7","86,7",~100,"213,6",2015
Halmstad,Trönningeskolan 1,Kommunal,Halmstad,86573921,29,"46,8","86,2",~100,"233,0",33,"53,2","87,9","100,0","211,3",2015
Halmstad,Vallåsskolan 1,Kommunal,Halmstad,19274764,42,"54,5","88,1",~100,"229,1",35,"45,5","77,1","80,0","191,1",2015
Halmstad,Östergårdsskolan 2,Kommunal,Halmstad,24668709,63,"47,4","69,8","74,6","219,0",70,"52,6","64,3","74,3","181,9",2015
Halmstad,Östergårdsskolan 4,Kommunal,Halmstad,90716191,..,..,.,.,.,..,..,.,.,..,2015
Halmstad,Österledskolan 1,Kommunal,Halmstad,92337813,27,"50,9","70,4","74,1","213,5",26,"49,1","88,5",~100,"217,4",2015
Halmstad,Österledskolan 2,Kommunal,Halmstad,14732915,26,"56,5","84,6",~100,"220,8",20,"43,5","75,0",~100,"192,3",2015
Halmstad,Eketånga Montessoriskola,Enskild,Ideella Föreningen Eketånga Montessoriskola,28459364,13,"54,2","100,0","100,0","271,3",11,"45,8","90,9",~100,"220,5",2015
Halmstad,Engelska Skolan i Halmstad,Enskild,Internationella Engelska Skolan i Sverige AB,78323330,30,"60,0","80,0",~100,"247,7",20,"40,0","85,0",~100,"254,3",2015
Halmstad,Vittra Halmstad,Enskild,Vittraskolorna AB,61582926,12,"46,2","100,0","100,0","232,9",14,"53,8","78,6",~100,"219,8",2015
Halmstad,Wallbergsskolan,Enskild,Wallbergsskolans Ideella Förening,42422737,13,"56,5","92,3",~100,"238,8",10,"43,5",..,"100,0","202,3",2015
Hammarö,Hammarlundens skola 7-9,Kommunal,Hammarö,95243847,49,"55,1","93,9",~100,"266,1",40,"44,9","92,5",~100,"263,2",2015
Hammarö,Mörmoskolan 7-9,Kommunal,Hammarö,47480841,43,"46,2","86,0",~100,"242,6",50,"53,8","74,0","78,0","211,3",2015
Haninge,Funkis skola,Enskild,Funktionsanalys i Skolan Stockholm AB,14845171,..,..,.,.,.,..,..,.,..,..,2015
Haninge,Brandbergsskolan,Kommunal,Haninge,73184968,34,"50,7","47,1","73,5","214,3",33,"49,3","66,7","72,7","200,0",2015
Haninge,Dalarö skola,Kommunal,Haninge,74610376,..,..,..,..,..,..,..,..,..,..,2015
Haninge,HagaLyckebyskolan,Kommunal,Haninge,81680693,39,"44,3","89,7",~100,"250,2",49,"55,7","87,8",~100,"221,9",2015
Haninge,Ribbyskolan,Kommunal,Haninge,59497255,70,"46,1","71,4","74,3","228,1",82,"53,9","64,6","78,0","207,8",2015
Haninge,Söderbymalmsskolan,Kommunal,Haninge,10035236,80,"47,9","62,5","82,5","220,7",87,"52,1","58,6","77,0","193,5",2015
Haninge,Tungelsta skola,Kommunal,Haninge,38975788,56,"50,0","80,4","87,5","230,5",56,"50,0","76,8","87,5","201,2",2015
Haninge,Utö skola,Kommunal,Haninge,86577795,..,..,..,..,..,..,..,.,.,..,2015
Haninge,Vendelsömalmsskolan,Kommunal,Haninge,72266104,32,"47,8","68,8","75,0","212,7",35,"52,2","60,0","71,4","201,0",2015
Haninge,Deltaskolan,Enskild,"Lundberg, Maria",73926940,..,..,..,..,..,..,..,..,~100,"193,1",2015
Haninge,Rudanskolan,Enskild,Pysslingen Förskolor och Skolor AB,17957898,56,"48,3","78,6",~100,"239,6",60,"51,7","75,0","88,3","228,5",2015
Haparanda,Gränsskolan,Kommunal,Haparanda,29991096,21,"36,8","95,2",~100,"229,5",36,"63,2","55,6","69,4","186,3",2015
Haparanda,Marielundsskolan,Kommunal,Haparanda,13768276,..,..,..,..,..,..,..,..,..,..,2015
Haparanda,Språkskolan,Kommunal,Haparanda,98675845,14,"51,9","100,0","100,0","263,4",13,"48,1","92,3",~100,"215,6",2015
Heby,Heby skola 7-9,Kommunal,Heby,36374693,38,"50,7","86,8",~100,"242,2",37,"49,3","81,1",~100,"212,3",2015
Heby,Östervåla skola 7-9,Kommunal,Heby,88091927,34,"51,5","58,8","76,5","195,9",32,"48,5","75,0",~100,"204,2",2015
Hedemora,Vasaskolan 7-9,Kommunal,Hedemora,35494110,71,"53,0","81,7","87,3","228,5",63,"47,0","79,4","90,5","195,0",2015
Hedemora,Olympica,Enskild,Olympica AB,87686617,..,..,..,..,..,..,..,"83,3",~100,"206,7",2015
Hedemora,Annaskolan,Enskild,Stiftelsen Annaskolan,95227669,..,..,..,..,..,..,..,..,..,..,2015
Helsingborg,Dalhemsskolan,Kommunal,Helsingborg,86764194,16,"47,1","75,0",~100,"225,0",18,"52,9",..,..,"166,5",2015
Helsingborg,Elinebergsskolan,Kommunal,Helsingborg,41811292,59,"48,0","84,7","86,4","230,8",64,"52,0","79,7","85,9","224,2",2015
Helsingborg,Gantofta skola,Kommunal,Helsingborg,28424574,18,"52,9","83,3",~100,"246,5",16,"47,1","62,5","68,8","165,2",2015
Helsingborg,Gläntanskolan,Kommunal,Helsingborg,67721487,..,..,"70,6",~100,"242,8",..,..,..,..,..,2015
Helsingborg,Holstagårdsskolan,Kommunal,Helsingborg,28754789,20,"50,0","95,0",~100,"274,3",20,"50,0","90,0","100,0","251,4",2015
Helsingborg,Högastensskolan,Kommunal,Helsingborg,13175575,44,"46,8","75,0","79,5","208,5",50,"53,2","82,0","90,0","221,1",2015
Helsingborg,International school of Hbg/Gr,Kommunal,Helsingborg,47717980,11,"33,3",..,..,"303,0",22,"66,7","54,5","54,5","270,8",2015
