skolverket_kommunnamn,skolverket_skolnamn,huvudman,skolverket_huvudman_namn,school_unit,skolverket_foraldr_utb_tcv95,skolverket_and_utl_bakgr_tcv95,skolverket_andel_pojkar_tcv95,skolverket_ver_and_uppn_malen_tcv95,skolverket_ber_and_uppn_malen_tcv95,skolverket_sal_and_uppn_malen_tcv95,skolverket_ver_meritvarde_tcv95,skolverket_ber_meritvarde_tcv95,skolverket_sal_meritvarde_tcv95,year
Karlskrona,Lyckeby kunskapscentrum F-9,Kommunal,Karlskrona,55709634,"2,43",8,40,67,80,-13,198,242,-44,2018
Karlskrona,Musikugglan,Enskild,Tant Grön AB,93919365,"2,66",0,55,98,93,5,265,261,4,2018
Karlskrona,Nättraby kunskapscentrum 7-9,Kommunal,Karlskrona,26209081,"2,56",3,54,89,88,1,235,252,-17,2018
Karlskrona,Piggelinen,Enskild,Friskolan PANEA AB,99469094,"2,17",4,67,78,74,4,213,219,-6,2018
Karlskrona,Rosenholmskolan Sport College 7-9,Kommunal,Karlskrona,89523926,"2,59",0,61,96,90,6,253,255,-2,2018
Karlskrona,Rödebyskolan F-9,Kommunal,Karlskrona,32421136,"2,24",14,50,63,69,-6,194,219,-24,2018
Karlskrona,Wämöskolan 7-9,Kommunal,Karlskrona,63323984,"2,32",14,48,73,72,1,220,226,-6,2018
Karlstad,Frödingskolan,Kommunal,Karlstad,22049068,"1,91",21,54,59,54,5,181,188,-7,2018
Karlstad,Hultsbergsskolan 7-9,Kommunal,Karlstad,99406709,"2,4",4,53,81,82,-1,234,241,-6,2018
Karlstad,Ilandaskolan,Kommunal,Karlstad,27418903,"2,58",3,50,91,88,3,236,254,-18,2018
Karlstad,Internationella Engelska Skolan Karlstad,Enskild,Internationella Engelska Skolan i Sverige AB,93730568,"2,56",0,37,93,91,2,268,261,7,2018
Karlstad,Mariebergsskolan,Kommunal,Karlstad,81424988,"2,29",10,52,70,74,-4,211,227,-16,2018
Karlstad,Norrstrandsskolan Terra Ignis,Kommunal,Karlstad,83999935,"2,47",4,53,72,84,-12,218,245,-27,2018
Karlstad,Norrstrandsskolan Ventus Aqua,Kommunal,Karlstad,57635312,"2,53",1,46,82,89,-6,227,255,-28,2018
Karlstad,Nyeds skola,Kommunal,Karlstad,41081474,"2,16",3,42,61,76,-15,211,228,-17,2018
Karlstad,Rudsskolan,Kommunal,Karlstad,23345056,"2,4",8,61,85,78,7,240,233,7,2018
Karlstad,Thoren Framtid Karlstad,Enskild,Thorengruppen AB,85092070,"2,54",0,48,92,90,2,228,256,-28,2018
Karlstad,Vålbergsskolan 4-9,Kommunal,Karlstad,80659104,"2,1",8,46,58,69,-11,196,217,-20,2018
Katrineholm,Järvenskolan Södra,Kommunal,Katrineholm,99117726,"2,17",9,55,73,71,3,207,218,-11,2018
Katrineholm,Järvenskolan Tallås,Kommunal,Katrineholm,99013754,"2,17",6,50,76,73,3,211,222,-11,2018
Katrineholm,Kunskapsskolan Katrineholm,Enskild,Kunskapsskolan i Sverige Aktiebolag,16603772,"2,34",6,56,80,78,2,245,233,13,2018
Kil,Sannerudsskolan 8-9,Kommunal,Kil,83291761,"2,16",11,54,62,69,-7,201,216,-15,2018
Kinda,Värgårdsskolan 7-9,Kommunal,Kinda,75296593,"2,16",7,49,73,72,0,213,222,-8,2018
Kiruna,Friluftsskolan Vargen,Enskild,Vargen i Kiruna AB,73281949,"2,67",0,55,95,93,2,261,262,-1,2018
Kiruna,Högalidskolan 7-9,Kommunal,Kiruna,80693905,"2,24",5,57,74,76,-2,222,226,-4,2018
Kiruna,Nya Raketskolan 6-9,Kommunal,Kiruna,43351950,"2,1",7,51,45,70,-25,176,217,-41,2018
Kiruna,Triangelskolan,Kommunal,Kiruna,14938538,"2,33",5,50,100,79,21,245,235,10,2018
Kiruna,Vittangi skola,Kommunal,Kiruna,76314428,"1,73",9,45,86,57,29,236,190,46,2018
Klippan,Klippans friskola,Enskild,Klippans friskola Ekonomisk förening,39391255,"2,02",0,36,68,74,-6,220,223,-4,2018
Klippan,Ljungbyhedsskolan,Kommunal,Klippan,75091646,"2,11",17,60,66,62,4,203,204,-1,2018
Klippan,Snyggatorpsskolan 1,Kommunal,Klippan,10822811,"2,05",19,54,62,59,3,190,199,-9,2018
Knivsta,Alsike skola,Kommunal,Knivsta,49742321,"2,57",5,59,88,86,2,255,248,7,2018
Knivsta,Margarethaskolan,Enskild,Knivsta Friskola Ekonomisk Förening,51867275,"2,58",0,37,89,92,-2,254,262,-8,2018
Knivsta,Thunmanskolan,Kommunal,Knivsta,92364234,"2,32",6,58,72,78,-6,214,231,-16,2018
Kramfors,Gudmundråskolan,Kommunal,Kramfors,11159060,"2,19",19,54,71,64,7,209,210,0,2018
Kramfors,Högakustenskolan,Kommunal,Kramfors,75515918,"2,18",4,62,81,74,6,227,222,5,2018
Kramfors,Ytterlännässkolan,Kommunal,Kramfors,30403490,"2,23",7,56,69,74,-5,200,224,-24,2018
Kristianstad,Antonskolan Blekedamm,Enskild,Anton Utbildning AB,14555807,"2,71",5,59,86,91,-4,236,259,-23,2018
Kristianstad,Antonskolan Österäng,Enskild,Anton Utbildning AB,57538739,2,0,63,63,71,-9,204,212,-9,2018
Kristianstad,Degebergaskolan MH,Kommunal,Kristianstad,58419840,"2,24",0,53,75,80,-5,223,233,-10,2018
Kristianstad,Fjälkinge skola MH,Kommunal,Kristianstad,13867770,"2,18",10,57,65,70,-5,217,217,0,2018
Kristianstad,Fröknegårdskolan H2,Kommunal,Kristianstad,97438636,"2,05",18,50,56,60,-5,209,202,7,2018
Kristianstad,Kristianstads Montessoriskola,Enskild,Pysslingen Förskolor och Skolor AB,72491525,"2,64",0,53,100,92,8,256,261,-5,2018
Kristianstad,Norretullskolan,Kommunal,Kristianstad,59782586,"1,76",24,48,36,47,-10,163,176,-13,2018
Kristianstad,Nosabyskolan Bild o form,Kommunal,Kristianstad,97295152,"2,69",3,31,76,93,-17,254,269,-15,2018
Kristianstad,Nosabyskolan H,Kommunal,Kristianstad,98284563,"2,38",5,57,73,80,-7,223,236,-13,2018
Kristianstad,Rönnowskolan MH,Kommunal,Kristianstad,13756290,"2,56",8,47,87,84,3,230,249,-19,2018
Kristianstad,Slättängsskolan H,Kommunal,Kristianstad,63356940,"2,16",15,65,69,65,4,205,207,-3,2018
Kristianstad,Spängerskolan MH,Kommunal,Kristianstad,63749463,"2,32",3,47,87,80,7,240,237,3,2018
Kristianstad,Sånnaskolan H,Kommunal,Kristianstad,85853304,"2,5",5,65,81,83,-2,230,241,-11,2018
Kristianstad,Tollarps skola MH,Kommunal,Kristianstad,45430802,"2,13",4,48,56,74,-17,197,222,-26,2018
Kristianstad,Väskolan MH,Kommunal,Kristianstad,75922665,"2,23",0,60,80,79,1,217,229,-12,2018
Kristianstad,Öllsjöskolan MH,Kommunal,Kristianstad,46211392,"2,28",0,44,84,82,3,226,239,-13,2018
Kristianstad,Önnestads skola MH,Kommunal,Kristianstad,18636287,"2,22",3,65,70,76,-6,214,224,-11,2018
Kristinehamn,Djurgårdsskolan F-9,Kommunal,Kristinehamn,55509192,"2,18",10,53,74,70,5,213,217,-4,2018
Kristinehamn,Stenstalidskolan F-9,Kommunal,Kristinehamn,14885908,"2,22",6,66,68,73,-6,198,220,-22,2018
Kristinehamn,Södermalmsskolan F-9,Kommunal,Kristinehamn,27777261,"2,17",15,54,65,66,-1,208,212,-4,2018
Krokom,Cederbergsskolan 4-9,Kommunal,Krokom,64778601,"1,97",12,47,71,63,8,199,203,-4,2018
Krokom,Nyhedens skola,Kommunal,Krokom,40025257,"2,27",2,47,84,79,5,210,234,-24,2018
Krokom,Ås skola 4-9,Kommunal,Krokom,54952732,"2,59",6,42,94,87,7,239,255,-17,2018
Krokom,Änge skola 4-9,Kommunal,Krokom,25036714,"2,23",2,61,68,77,-9,202,227,-25,2018
Kumla,Kumlaby skola 7-9,Kommunal,Kumla,75692870,"2,18",8,54,68,72,-3,212,220,-8,2018
Kumla,Skogstorpsskolan 7-9,Kommunal,Kumla,44243725,"2,24",13,51,68,70,-2,220,220,0,2018
Kumla,Vialundskolan,Kommunal,Kumla,99992013,"2,13",4,56,73,73,0,222,220,2,2018
Kungsbacka,Frillesåsskolan 4-9,Kommunal,Kungsbacka,10927868,"2,27",4,45,87,78,8,241,234,7,2018
Kungsbacka,Fullriggaren Malevik 4-9,Kommunal,Kungsbacka,33170625,"2,51",2,48,98,87,11,279,251,28,2018
Kungsbacka,Hedeskolan 4-9,Kommunal,Kungsbacka,11231816,"2,34",2,44,88,82,5,231,241,-10,2018
Kungsbacka,Hålabäcksskolan 6-9,Kommunal,Kungsbacka,99688470,"2,32",6,57,74,78,-4,222,231,-9,2018
Kungsbacka,Kapareskolan A-D,Kommunal,Kungsbacka,28803215,"2,6",1,50,88,90,-2,242,257,-16,2018
Kungsbacka,Kapareskolan E-H,Kommunal,Kungsbacka,84111198,"2,45",0,51,85,86,-1,238,248,-10,2018
Kungsbacka,KMS Kullaviks Montessoriskola,Enskild,Kullaviks Montessoriskola Ekonomisk förening,10902849,"2,74",0,52,96,95,0,272,268,4,2018
Kungsbacka,Kollaskolan 6-9,Kommunal,Kungsbacka,47579620,"2,39",6,44,85,81,4,241,241,0,2018
Kungsbacka,Kullaviksskolan 7-9,Kommunal,Kungsbacka,75835202,"2,58",1,45,91,90,1,263,258,5,2018
Kungsbacka,Nova Montessoriskola,Enskild,Montenova Montessoriskola Ekonomisk Förening,47832100,"2,68",0,54,89,93,-4,261,263,-3,2018
Kungsbacka,Onsala Montessoriskola,Enskild,Montessoriskolan i Onsala Ekonomisk Förening,90784555,"2,59",0,39,94,92,2,258,263,-5,2018
Kungsbacka,Smedingeskolan A,Kommunal,Kungsbacka,68861484,"2,26",2,52,69,79,-10,205,233,-27,2018
Kungsbacka,Smedingeskolan B,Kommunal,Kungsbacka,29293076,"2,22",0,62,80,78,2,205,228,-23,2018
Kungsbacka,Särö skola 4-9,Kommunal,Kungsbacka,72090315,"2,59",10,57,83,83,0,247,245,2,2018
Kungsbacka,Toråsskolan 4-9,Kommunal,Kungsbacka,14101582,"2,53",3,60,94,86,8,248,247,0,2018
Kungsbacka,Varlaskolan norra,Kommunal,Kungsbacka,37101902,"2,46",1,55,96,86,10,250,246,4,2018
Kungsbacka,Varlaskolan södra,Kommunal,Kungsbacka,70143574,"2,54",1,47,81,89,-7,237,254,-17,2018
Kungsbacka,Vittra Forsgläntan,Enskild,Vittraskolorna AB,42568760,"2,58",0,57,90,90,0,245,255,-10,2018
Kungsbacka,Åsa Gårdsskola 4-9,Kommunal,Kungsbacka,16824824,"2,43",6,45,84,82,2,230,242,-12,2018
Kungsbacka,Åsaskolan 6-9,Kommunal,Kungsbacka,18035112,"2,46",3,48,86,84,2,240,246,-6,2018
Kungsbacka,Älvsåkersskolan 4-9,Kommunal,Kungsbacka,74587667,"2,22",10,44,82,72,10,225,224,0,2018
Kungsör,Kung Karl 79,Kommunal,Kungsör,46834580,"2,16",10,58,60,69,-9,183,215,-32,2018
Kungälv,"Fredkullaskolan ,waldorfskola,",Enskild,Föreningen För Waldorfpedagogik i Kungälv,38353942,"2,42",5,42,84,82,2,251,244,7,2018
Kungälv,Friskolan i Kärna,Enskild,Mona Hurtig Skol AB,25790317,"2,49",0,23,89,90,-1,235,261,-25,2018
Kungälv,Montessoriskolan Älvkullen,Enskild,Stiftelsen Montessori För Alla Barn,49323438,"2,67",0,47,93,94,0,244,265,-21,2018
Kungälv,Munkegärdeskolan,Kommunal,Kungälv,51596946,"2,28",5,49,70,78,-7,223,232,-9,2018
Kungälv,Strandskolan,Enskild,"Strandskolan, Montessoriföreningen i Kungälv",21917957,"2,65",0,56,93,92,0,257,260,-3,2018
Kungälv,Thorildskolan,Kommunal,Kungälv,73505986,"2,39",1,48,85,84,0,250,244,6,2018
Kungälv,Ytterbyskolan 1,Kommunal,Kungälv,63621283,"2,42",1,52,82,84,-2,239,244,-5,2018
Kävlinge,Barsebäcks Montessoriskola,Enskild,Barsebäcks Montessori Ekonomisk Förening,22957852,"2,64",0,71,96,91,5,257,254,3,2018
Kävlinge,Björkenässkolan,Enskild,AcadeMedia fria grundskolor AB,19504051,"2,47",2,52,88,85,2,250,247,4,2018
Kävlinge,Korsbackaskolan,Kommunal,Kävlinge,46107605,"2,38",3,55,86,82,4,238,239,-2,2018
Kävlinge,Tolvåkerskolan,Kommunal,Kävlinge,13578112,"2,43",1,53,94,85,9,255,245,10,2018
Köping,Karlbergsskolan,Kommunal,Köping,31319179,"2,17",6,46,71,73,-3,217,224,-6,2018
Köping,Malmaskolan 3-9,Kommunal,Köping,49665496,"2,21",11,52,65,70,-5,199,219,-20,2018
Köping,Scheeleskolan,Kommunal,Köping,24379201,"1,98",4,60,63,68,-6,200,208,-8,2018
Laholm,Lagaholmsskolan,Kommunal,Laholm,50150550,"2,27",11,51,78,73,5,243,224,19,2018
Laholm,Veingeskolan 7-9,Kommunal,Laholm,95134514,"2,06",15,59,69,62,7,216,202,14,2018
Laholm,Våxtorpsskolan,Kommunal,Laholm,35795213,"2,17",6,51,68,73,-5,211,222,-10,2018
Landskrona,Asmundtorps skola,Kommunal,Landskrona,70803452,"2,09",13,51,75,65,10,218,209,9,2018
Landskrona,Glumslövs skola,Kommunal,Landskrona,30917121,"2,41",10,52,90,78,12,248,235,13,2018
Landskrona,Kunskapsskolan Landskrona,Enskild,Kunskapsskolan i Sverige Aktiebolag,60956248,"2,07",0,51,88,75,13,249,221,28,2018
Landskrona,Landskrona School of Sports AB,Enskild,Landskrona School of Sports AB,70072964,"2,22",12,79,82,68,14,222,209,13,2018
Landskrona,PeterSvenskolan Landskrona,Enskild,Pysslingen Förskolor och Skolor AB,94830241,"2,23",20,60,73,64,10,219,209,10,2018
Landskrona,Sandåkerskolan,Kommunal,Landskrona,77747055,"2,3",14,69,73,70,2,224,217,7,2018
Landskrona,Seminarieskolan,Kommunal,Landskrona,41641029,"1,76",18,50,54,51,3,212,181,31,2018
Landskrona,Säbyholms Montessoriskola,Enskild,Landskrona Montessoriförening Ek.Förening,42908219,"2,44",0,38,88,87,1,262,252,10,2018
Landskrona,Västervångskolan,Kommunal,Landskrona,29541747,"2,1",10,58,69,67,2,224,211,14,2018
Laxå,Centralskolan,Kommunal,Laxå,24748604,"1,95",21,56,46,54,-8,174,189,-15,2018
Lekeberg,Lekebergsskolan 7-9,Kommunal,Lekeberg,97648883,"2,1",9,53,74,69,6,215,214,1,2018
Leksand,Sammilsdalskolan F-9,Kommunal,Leksand,61834375,"2,35",0,59,79,83,-4,226,238,-13,2018
Leksand,Åkerö skola F-9,Kommunal,Leksand,69345097,"2,23",22,46,66,63,3,214,212,2,2018
Lerum,Alléskolan skolenhet Ask,Kommunal,Lerum,51403955,"2,32",2,43,76,82,-5,213,240,-27,2018
Lerum,Alléskolan skolenhet Bok,Kommunal,Lerum,57470446,"2,57",5,54,76,86,-10,238,250,-12,2018
Lerum,Lekstorpsskolan,Kommunal,Lerum,10867785,"2,12",0,56,52,76,-24,166,223,-57,2018
Lerum,Ljungviksskolan skolenhet B,Kommunal,Lerum,31733366,"2,15",0,53,90,77,13,235,226,9,2018
Lerum,Montessoriskolan Floda säteri,Enskild,Montessoriskolan Floda Säteri,82651095,"2,75",0,46,96,96,0,271,271,0,2018
Lerum,Rydsbergsskolan grundskola,Kommunal,Lerum,24103764,"2,51",0,48,93,89,4,258,254,5,2018
Lerum,Röselidsskolan skolenhet B,Kommunal,Lerum,38539206,"2,21",10,63,68,71,-2,192,217,-25,2018
Lerum,Stenkulan 4-9,Kommunal,Lerum,49419497,"2,41",5,55,80,81,-1,232,239,-6,2018
Lerum,Torpskolan skolenhet 1,Kommunal,Lerum,21176313,"2,5",4,49,89,85,4,250,249,1,2018
Lerum,Torpskolan skolenhet 2,Kommunal,Lerum,20361674,"2,49",2,54,87,86,1,242,248,-6,2018
Lessebo,Bikupan,Kommunal,Lessebo,74218950,"1,93",23,54,54,52,2,181,187,-6,2018
Lidingö,Bodals skola,Kommunal,Lidingö,98780182,"2,3",4,48,74,79,-5,227,235,-7,2018
Lidingö,Christinaskolan,Enskild,Lidingö Skola AB,46097781,"2,73",0,47,98,96,2,276,270,6,2018
Lidingö,Futuraskolan International Kottla,Enskild,Futuraskolan AB,36276828,"2,61",0,50,92,91,1,283,259,23,2018
Lidingö,Högsätra skola,Kommunal,Lidingö,49631077,"2,53",0,36,84,90,-6,258,259,-2,2018
Lidingö,Källängens skola,Kommunal,Lidingö,69329486,"2,65",3,58,96,90,6,270,256,14,2018
Lidingö,Käppala skola,Kommunal,Lidingö,20137688,"2,71",7,54,86,89,-4,255,259,-4,2018
Lidingö,Torsviks skola,Kommunal,Lidingö,45104329,"2,66",1,62,95,91,4,267,257,10,2018
Lidköping,Broholmskolan,Enskild,Broholmskolans ekonomiska förening,98083121,"2,51",0,72,92,87,5,243,245,-2,2018
Lidköping,Dalängskolan,Kommunal,Lidköping,37707717,"2,31",9,41,73,76,-3,210,232,-22,2018
Lidköping,Fredriksdalskolan,Kommunal,Lidköping,25486432,"2,06",12,47,65,65,-1,199,210,-11,2018
Lidköping,Rudenschöldskolan,Kommunal,Lidköping,52152242,"2,34",6,42,73,79,-6,224,238,-13,2018
Lilla Edet,Fuxernaskolan 7-9,Kommunal,Lilla Edet,22512947,"2,01",11,53,67,64,3,198,205,-8,2018
Lindesberg,Fröviskolan,Kommunal,Lindesberg,58663719,"2,11",5,53,74,72,2,222,218,5,2018
Lindesberg,Stadsskogsskolan,Kommunal,Lindesberg,16882306,"2,11",14,47,63,65,-2,205,211,-6,2018
Lindesberg,Storåskolan,Kommunal,Lindesberg,88486410,"2,14",6,69,66,71,-5,189,214,-25,2018
Linköping,Arenaskolan,Kommunal,Linköping,46165416,"2,3",2,65,82,79,2,230,230,0,2018
Linköping,Berzeliusskolan 4,Kommunal,Linköping,59327275,"2,6",3,63,90,88,2,245,251,-5,2018
Linköping,Björkö friskola,Enskild,Stiftelsen Waldorfpedagogik i Vreta Kloster,78992223,"2,53",0,77,82,87,-5,237,244,-7,2018
Linköping,Ekholmsskolan,Kommunal,Linköping,96360048,"2,43",10,59,83,77,5,229,233,-4,2018
Linköping,Elsa Brändströms skola,Kommunal,Linköping,95720059,"2,09",23,41,62,59,3,211,203,7,2018
Linköping,Folkungaskolan grundskola 7-9,Kommunal,Linköping,65857121,"2,75",0,27,91,98,-7,272,278,-6,2018
Linköping,Internationella Engelska Skolan Linköping,Enskild,Internationella Engelska Skolan i Sverige AB,82086591,"2,5",2,52,88,87,2,277,249,28,2018
Linköping,Kunskapsskolan Linköping,Enskild,Kunskapsskolan i Sverige Aktiebolag,67505597,"2,26",5,48,88,77,11,242,231,12,2018
Linköping,Linghemsskolan,Kommunal,Linköping,93274980,"2,35",10,56,68,76,-8,213,230,-17,2018
Linköping,Ljungsbro skola 7-9,Kommunal,Linköping,85992138,"2,26",22,54,57,64,-6,196,211,-15,2018
Linköping,Malmslättsskolan - Tokarp,Kommunal,Linköping,68326694,"2,33",6,63,69,77,-8,220,229,-9,2018
Linköping,Nya Munken,Enskild,Nya Munken Aktiebolag,76521863,"2,53",0,49,87,89,-3,244,255,-11,2018
Linköping,Skäggetorpskolan,Kommunal,Linköping,46577157,"1,54",33,53,35,32,2,157,149,8,2018
Linköping,Thea Privata Grundskola Linköping,Enskild,Theducation AB,31658010,"2,53",0,38,82,90,-8,236,259,-23,2018
Linköping,Tornhagsskolan 6-9,Kommunal,Linköping,75688028,"2,22",4,59,75,76,-1,224,225,-1,2018
Linköping,Vittra Lambohov,Enskild,Vittraskolorna AB,26255239,"2,42",0,74,84,84,0,282,238,44,2018
Linköping,Ånestadsskolan,Kommunal,Linköping,59548402,"2,04",8,59,51,67,-15,209,208,1,2018
Ljungby,Astradskolan 2,Kommunal,Ljungby,90628474,"2,13",13,49,66,67,0,216,213,3,2018
Ljungby,Kungshögsskolan 2,Kommunal,Ljungby,87262274,"2,23",8,52,72,73,-1,218,224,-6,2018
Ljungby,Kungshögsskolan 3,Kommunal,Ljungby,96958960,"2,18",7,47,77,73,4,228,224,5,2018
Ljungby,Thoren Framtid i Ljungby,Enskild,Thoren Framtid AB,59021648,"2,25",6,56,89,76,13,230,227,3,2018
Ljungby,Åbyskolan 2,Kommunal,Ljungby,75853223,"2,22",9,57,61,72,-11,197,220,-23,2018
Ljusdal,Friskolan Vintergatan,Enskild,Friskolan Vintergatan Ekonomisk Förening,62270371,"2,33",0,71,77,81,-4,238,232,6,2018
Ljusdal,Färila skola,Kommunal,Ljusdal,36425969,"2,06",9,47,62,68,-6,218,213,5,2018
Ljusdal,Stenhamreskolan,Kommunal,Ljusdal,38870809,"2,06",8,52,65,68,-3,225,212,13,2018
Ljusdal,Öjeskolan,Kommunal,Ljusdal,47378558,"2,15",7,60,79,71,8,216,217,0,2018
Ljusnarsberg,Kyrkbacksskolan,Kommunal,Ljusnarsberg,82038420,"1,96",18,52,52,57,-5,179,195,-15,2018
Lomma,Bjärehovskolan,Kommunal,Lomma,41254600,"2,78",9,69,90,88,1,261,255,5,2018
Lomma,Karstorpskolan Södra,Kommunal,Lomma,92463760,"2,54",19,57,77,75,2,232,233,-2,2018
Lomma,Montessoriskolan i Bjärred,Enskild,Montessori-Bjerred Ekonomisk Förening,52025747,"2,7",0,41,94,95,-1,265,269,-4,2018
Lomma,Pilängskolan,Kommunal,Lomma,15610637,"2,65",0,54,94,93,2,270,261,9,2018
Lomma,Rutsborgskolan,Kommunal,Lomma,19570704,"2,69",0,53,97,94,3,273,264,9,2018
Ludvika,Kyrkskolan 7-9,Kommunal,Ludvika,28230949,"2,03",11,47,60,65,-5,202,209,-6,2018
Ludvika,Lorensbergaskolan 7-9,Kommunal,Ludvika,47736072,"2,25",8,55,73,74,-1,219,225,-6,2018
Luleå,Bergskolan,Kommunal,Luleå,72942852,"2,48",0,47,86,88,-2,251,252,-1,2018
Luleå,Björkskataskolan,Kommunal,Luleå,89477984,"2,57",4,55,89,87,2,236,252,-16,2018
Luleå,Hertsöskolan 7-9,Kommunal,Luleå,15579589,"2,17",9,57,70,71,-1,217,217,-1,2018
Luleå,Kråkbergsskolan,Kommunal,Luleå,46323920,"2,64",2,51,76,91,-15,237,260,-23,2018
Luleå,Montessoriskolan,Kommunal,Luleå,35085794,"2,36",6,55,65,79,-14,216,234,-18,2018
Luleå,Norrskenet Luleå,Enskild,Norrskenets Friskola Luleå AB,55520065,"2,28",4,54,77,78,-1,221,231,-10,2018
Luleå,Nya Läroverket,Enskild,Nya läroverket Luleå AB,82183259,"2,43",0,59,98,85,12,255,244,11,2018
Luleå,Nya Läroverket Bergnäset,Enskild,Nya läroverket Luleå AB,52734580,"2,5",3,38,83,87,-5,220,254,-34,2018
Luleå,Residensskolan 7-9,Kommunal,Luleå,73462793,"2,5",3,53,86,86,0,237,248,-11,2018
Luleå,Råneskolan 7-9,Kommunal,Luleå,22462490,"2,28",9,75,73,72,1,200,218,-18,2018
Luleå,Stadsöskolan 7-9,Kommunal,Luleå,95536453,"2,6",3,59,83,89,-5,239,253,-14,2018
Luleå,Tunaskolan 7-9,Kommunal,Luleå,43539193,"2,18",11,57,59,69,-10,203,215,-12,2018
Luleå,Örnässkolan 7-9,Kommunal,Luleå,20104143,"2,26",11,37,72,73,-2,215,229,-14,2018
Lund,Freinetskolan i Lund,Enskild,"Freinetskolan i Lund,Ideell Förening",60492534,"2,42",0,47,84,86,-2,259,247,12,2018
Lund,Fågelskolan 4-9,Kommunal,Lund,64936034,"2,37",24,57,68,66,3,221,216,4,2018
Lund,Fäladsgården,Kommunal,Lund,54391347,"2,64",5,58,74,88,-14,249,254,-5,2018
Lund,Genarps skola,Kommunal,Lund,83803124,"2,47",7,58,82,81,1,253,240,13,2018
Lund,Gunnesboskolan 7-9,Kommunal,Lund,85762828,"2,47",5,54,79,83,-4,237,243,-6,2018
Lund,Internationella Engelska Skolan Lund,Enskild,Internationella Engelska Skolan i Sverige AB,63826797,"2,7",1,58,93,93,0,272,262,10,2018
Lund,Järnåkraskolan 4-9,Kommunal,Lund,39307298,"2,68",0,57,92,93,-1,259,262,-4,2018
Lund,Killebäckskolan 7-9,Kommunal,Lund,42754004,"2,59",5,55,84,86,-3,255,251,4,2018
Lund,Kunskapsskolan Lund,Enskild,Kunskapsskolan i Sverige Aktiebolag,52037312,"2,67",0,47,89,94,-5,268,265,3,2018
Lund,Lerbäckskolan 7-9,Kommunal,Lund,90340546,"2,76",6,43,91,92,-1,260,267,-7,2018
Lund,Lunds Montessorigrundskola,Enskild,Föreningen Lunds Montessorigrundskola,70044059,"2,82",0,68,95,97,-1,256,268,-12,2018
Lund,Maria Montessori-skolan,Enskild,Pysslingen Förskolor och Skolor AB,40248457,"2,83",0,42,92,99,-8,276,279,-2,2018
Lund,Nyvångskolan 7-9,Kommunal,Lund,70811599,"2,59",4,54,88,87,0,253,252,1,2018
Lund,Sankt Thomas Skola,Enskild,Stiftelsen s:t Thomas Skola,28753548,"2,84",0,47,95,99,-4,290,277,13,2018
Lund,Stiftelsen BMSL,Enskild,Stiftelsen Bmsl,75154610,"2,88",0,50,100,100,0,289,279,10,2018
Lund,Svaleboskolan 7-9,Kommunal,Lund,27508103,"2,39",0,46,80,85,-5,242,246,-3,2018
Lund,Svaneskolan,Kommunal,Lund,67020135,"2,69",1,49,86,93,-7,258,264,-6,2018
Lund,Tunaskolan 7-9,Kommunal,Lund,76684064,"2,87",4,57,89,96,-7,264,271,-6,2018
Lund,Vikingaskolan,Kommunal,Lund,68201054,"2,22",10,32,71,73,-2,222,229,-6,2018
Lund,Östratornskolan,Kommunal,Lund,58622330,"2,73",3,52,87,93,-6,263,265,-2,2018
Lycksele,Finnbacksskolan,Kommunal,Lycksele,35637430,"2,23",9,55,77,72,4,214,222,-8,2018
Lysekil,Gullmarsskolan 7-9,Kommunal,Lysekil,12247315,"2,14",7,51,71,72,-1,215,219,-4,2018
Malmö,Al-Salamahskolan,Enskild,Kulturella Föreningen F Välgörande Ändamål,75399786,"1,48",0,36,64,57,7,235,185,50,2018
Malmö,Augustenborgsskolan,Kommunal,Malmö,89876778,"1,83",18,47,38,53,-15,202,187,15,2018
Malmö,Backaskolan,Enskild,Föreningen Backaskolan,55040455,"2,35",0,50,82,84,-1,251,242,10,2018
Malmö,Bergaskolan,Kommunal,Malmö,40035084,"2,58",1,61,93,89,4,256,253,3,2018
Malmö,Bladins grundskola,Enskild,"Bladins Skola, Stiftelsen",57534630,"2,74",0,53,95,95,-1,281,268,14,2018
Malmö,Bäckagårdsskolan,Kommunal,Malmö,12636945,"2,29",2,50,91,80,11,263,235,28,2018
Malmö,Dammfriskolan,Kommunal,Malmö,48874671,"2,09",17,59,64,62,2,214,203,11,2018
Malmö,Europaportens grundskola,Enskild,Europaportens Skolor AB,24339301,"2,64",0,48,84,93,-9,288,263,25,2018
Malmö,Gottorpskolan,Kommunal,Malmö,56363473,"2,45",13,57,79,76,3,235,233,2,2018
Malmö,Hermodsdalsskolan,Kommunal,Malmö,56666435,"1,84",19,48,65,53,11,213,187,26,2018
Malmö,Höjaskolan,Kommunal,Malmö,99835038,"2,03",5,53,62,69,-7,220,212,8,2018
Malmö,Johannesskolan,Kommunal,Malmö,82797662,"2,13",15,47,47,65,-19,212,211,1,2018
Malmö,Kastanjeskolan,Enskild,Föreningen Kastanjeskolan,19024032,"2,41",0,57,87,85,2,247,244,3,2018
Malmö,Kirsebergsskolan,Kommunal,Malmö,25054799,"1,84",15,50,55,56,-1,178,190,-12,2018
Malmö,Kroksbäcksskolan,Kommunal,Malmö,98745015,"1,69",13,50,37,53,-16,209,182,27,2018
Malmö,Kryddgårdsskolan,Kommunal,Malmö,66836744,"2,3",6,38,75,78,-3,254,236,18,2018
