system                                  model
J212912-153841/2.63780/UVES_squader     01
J212912-153841/2.76860/UVES_squader     01
J213314-464030/1.61480/UVES_squader     01
J214159-441325/2.13290/UVES_squader     01
J214159-441325/2.38280/UVES_squader     01
J214159-441325/2.85230/UVES_squader     01
J214225-442018/0.98650/UVES_squader     00
J214225-442018/1.05290/UVES_squader     01
J214225-442018/1.15430/UVES_squader     00
J214225-442018/1.75690/UVES_squader     01
J214225-442018/2.11260/UVES_squader     00
J214225-442018/2.25330/UVES_squader     00
J214225-442018/2.37980/UVES_squader     00
J214805+065738/0.79026/HIRES_sargent     02
J220734-403655/1.62700/UVES_squader     01
J220734-403655/2.83729/UVES_squader     00
J220734-403655/2.84992/UVES_squader     00
J220734-403655/2.86462/UVES_squader     00
J220734-403655/2.87355/UVES_squader     00
J220852-194400/0.94780/UVES_squader     01
J220852-194400/0.94830/UVES_squader     01
J220852-194400/0.94841/HIRES_prochaska     02
J220852-194400/1.01720/UVES_squader     01
J220852-194400/1.01720/HIRES_sargent     02
J220852-194400/1.01720/HIRES_prochaska     02
J220852-194400/1.01820/UVES_squader     01
J220852-194400/1.29700/UVES_squader     01
J220852-194400/1.92040/HIRES_prochaska     02
J220852-194400/1.92060/UVES_squader     02
J220852-194400/2.07620/UVES_squader     01
J220852-194400/2.07620/HIRES_sargent     02
J222006-280323/0.78660/UVES_squader     00
J222006-280323/0.94080/UVES_squader     01
J222006-280323/0.94240/UVES_squader     02
J222006-280323/1.55540/UVES_squader     02
J222006-280323/1.62790/UVES_squader     01
J222006-280323/2.18073/UVES_squader     00
J222756-224302/1.41290/UVES_squader     01
J222756-224302/1.43340/UVES_squader     01
J222756-224302/1.45180/UVES_squader     01
J222756-224302/1.63980/UVES_squader     00
J223235+024755/1.85850/HIRES_prochaska     02
J223235+024755/1.86400/HIRES_prochaska     02
J223408+000001/1.21280/HIRES_sargent     02
J223408+000001/2.06530/HIRES_sargent     02
J223408+000001/2.06530/HIRES_prochaska     02
J223408+000001/2.65320/HIRES_sargent     02
J223619+132620/2.54800/HIRES_sargent     02
J223619+132620/2.55480/HIRES_sargent     02
J223619+132620/3.15130/HIRES_sargent     02
J233446-090812/2.15220/UVES_squader     01
J233446-090812/2.20150/UVES_squader     01
J233446-090812/2.28750/UVES_squader     01
J234625+124744/2.17330/UVES_squader     01
J234625+124744/2.57180/UVES_squader     01
J234625+124744/2.57789/UVES_squader     00
J234628+124900/0.73117/HIRES_sargent     02
J234628+124900/1.10840/UVES_squader     01
J234628+124900/1.58990/HIRES_sargent     02
J234628+124900/1.58990/UVES_squader     01
J234628+124900/2.17110/HIRES_sargent     02
J234628+124900/2.17130/UVES_squader     01
J234628+124900/2.43000/HIRES_sargent     02
J234632+124540/1.04650/HIRES_sargent     02
J234632+124540/1.11610/HIRES_sargent     02
J234632+124540/2.53780/HIRES_sargent     02
J235034-432559/1.79620/UVES_squader     01
J235057-005209/2.42640/HIRES_prochaska     01
J235057-005209/2.61470/HIRES_prochaska     01
J235129-142756/2.27940/HIRES_prochaska     02
J000322-260318/3.38970/UVES_squader     00
J012642+255901/2.36868/HIRES_sargent     00
J013105-213446/1.42192/UVES_squader     00
J015327-431137/0.73724/UVES_squader     00
J015327-431137/2.25924/UVES_squader     00
J015733-004824/0.76707/UVES_squader     00
J015734+744243/2.01839/HIRES_sargent     00
J015734+744243/2.34551/HIRES_sargent     00
J020945+051714/1.97314/HIRES_sargent     00
J020945+051714/3.60850/HIRES_sargent     00
J020945+051714/3.70748/HIRES_sargent     00
J020945+051714/3.98784/HIRES_sargent     00
J020945+051714/4.03416/HIRES_sargent     00
J021857+081727/1.45857/HIRES_sargent     00
J021857+081727/1.45930/UVES_squader     00
J021857+081727/2.28954/HIRES_sargent     00
J021857+081727/2.72055/HIRES_sargent     00
J024401-013403/3.96501/HIRES_sargent     00
J024600+175000/4.12940/HIRES_sargent     00
J030449-000813/1.37251/HIRES_sargent     00
J034943-381031/1.52522/UVES_squader     00
J034943-381031/1.72398/UVES_squader     00
J040718-441014/0.81926/UVES_squader     00
J040718-441014/1.01735/UVES_squader     00
J043037-485523/0.55420/UVES_squader     00
J043038-133546/3.01242/HIRES_sargent     00
J044017-433308/2.78326/UVES_squader     00
J045142-132033/2.31296/HIRES_sargent     00
J045142-132033/2.95159/HIRES_sargent     00
J053007-250329/2.67283/HIRES_sargent     00
J053007-250329/2.80914/HIRES_sargent     00
J064204+675835/2.90373/HIRES_sargent     00
J064632+445116/1.49318/HIRES_sargent     00
J064632+445116/2.97118/HIRES_sargent     00
J074521+473436/2.69237/HIRES_sargent     00
J074521+473436/2.73296/HIRES_sargent     00
J074521+473436/3.01677/HIRES_sargent     00
J074521+473436/3.05354/HIRES_sargent     00
J080117+521034/3.03919/HIRES_sargent     00
J081331+254503/3.21153/UVES_squader     00
J083141+524517/1.21074/HIRES_sargent     00
J083141+524517/1.29081/HIRES_sargent     00
J083141+524517/1.54937/HIRES_sargent     00
J083141+524517/1.81192/HIRES_sargent     00
J083141+524517/2.44069/HIRES_sargent     00
J083141+524517/3.50109/HIRES_sargent     00
J083141+524517/3.89250/HIRES_sargent     00
J084424+124546/2.37348/HIRES_sargent     00
J091613+070224/1.18720/UVES_squader     00
J091613+070224/2.61828/UVES_squader     00
J093337+284532/3.24607/HIRES_sargent     00
J094253-110426/1.91771/UVES_squader     00
J094253-110426/2.82657/HIRES_sargent     00
J094253-110426/2.83397/HIRES_sargent     00
J094253-110426/2.91650/HIRES_sargent     00
J095852+120245/3.11400/HIRES_sargent     00
J095852+120245/3.22289/HIRES_sargent     00
J100523+115712/1.27844/UVES_squader     00
J101155+294141/2.40573/HIRES_sargent     00
J101155+294141/2.42856/HIRES_sargent     00
J101155+294141/2.50359/HIRES_sargent     00
J101447+430030/0.98177/HIRES_sargent     00
J101447+430030/1.30512/HIRES_sargent     00
J101447+430030/1.77024/HIRES_sargent     00
J101447+430030/2.04145/HIRES_sargent     00
J101447+430030/2.32849/HIRES_sargent     00
J101447+430030/2.44209/HIRES_sargent     00
J101447+430030/2.76953/HIRES_sargent     00
J101447+430030/2.88092/HIRES_sargent     00
J101447+430030/2.95734/HIRES_sargent     00
J101447+430030/3.01248/HIRES_sargent     00
J101447+430030/3.80045/HIRES_sargent     00
J103909-231326/1.72413/UVES_squader     00
J103921-271916/0.62506/UVES_squader     00
J103921-271916/0.69607/UVES_squader     00
J103921-271916/1.63384/UVES_squader     00
J105756+455552/1.38571/HIRES_sargent     00
J105756+455552/1.52216/HIRES_sargent     00
J105756+455552/1.56775/HIRES_sargent     00
J105756+455552/1.77025/HIRES_sargent     00
J105756+455552/2.90866/HIRES_sargent     00
J105756+455552/3.53085/HIRES_sargent     00
J105756+455552/3.82432/HIRES_sargent     00
J110325-264515/0.35892/UVES_squader     00
J110325-264515/1.26760/UVES_squader     00
J111038+483115/0.80720/HIRES_sargent     00
J111038+483115/1.93720/HIRES_sargent     00
J111038+483115/2.01671/HIRES_sargent     00
J111038+483115/2.75911/HIRES_sargent     00
J111038+483115/2.87029/HIRES_sargent     00
J111113-080402/3.48147/UVES_squader     00
J111113-080402/3.60756/UVES_squader     00
J112010-134625/1.59676/UVES_squader     00
J112442-170517/0.68131/HIRES_sargent     00
J112442-170517/0.68131/UVES_squader     00
J112442-170517/0.80620/HIRES_sargent     00
J112442-170517/1.23386/HIRES_sargent     00
J113508+222715/0.71895/HIRES_sargent     00
J113508+222715/0.89461/HIRES_sargent     00
J113508+222715/2.10508/HIRES_sargent     00
J113508+222715/2.78327/HIRES_sargent     00
J114000+350800/2.94370/HIRES_sargent     00
J114000+350800/2.97901/HIRES_sargent     00
J115411+063426/1.15365/UVES_squader     00
J120044-185944/0.50606/UVES_squader     00
J120044-185944/0.81792/UVES_squader     00
J120342+102831/0.73917/UVES_squader     00
J120342+102831/0.77495/UVES_squader     00
J120523-074232/1.75334/HIRES_sargent     00
J120523-074232/2.24132/UVES_squader     00
J120523-074232/2.34051/UVES_squader     00
J120523-074232/2.34093/HIRES_sargent     00
J120523-074232/2.44102/HIRES_sargent     00
J120523-074232/3.98086/HIRES_sargent     00
J120523-074232/4.04800/HIRES_sargent     00
J120523-074232/4.07262/HIRES_sargent     00
J120523-074232/4.41335/HIRES_sargent     00
J120523-074232/4.67207/HIRES_sargent     00
J120858+454035/0.92499/HIRES_sargent     00
J120858+454035/0.93427/HIRES_sargent     00
J122607+173650/1.42151/HIRES_sargent     00
J122607+173650/2.46531/HIRES_sargent     00
J122607+173650/2.58714/HIRES_sargent     00
J122607+173650/2.59266/HIRES_sargent     00
J122607+173650/2.95571/HIRES_sargent     00
J122824+312837/0.53045/HIRES_sargent     00
J122824+312837/1.79405/HIRES_sargent     00
J122824+312837/1.88607/HIRES_sargent     00
J122824+312837/1.89602/HIRES_sargent     00
J122824+312837/2.11968/HIRES_sargent     00
J123437+075843/0.76484/UVES_squader     00
J123437+075843/0.86095/UVES_squader     00
J124400+313300/2.75017/HIRES_sargent     00
J131011+460124/0.18235/HIRES_sargent     00
J131011+460124/1.67731/HIRES_sargent     00
J131011+460124/1.77251/HIRES_sargent     00
J131011+460124/2.07834/HIRES_sargent     00
J131011+460124/2.53021/HIRES_sargent     00
J131248+425237/0.88296/HIRES_sargent     00
J134002+110630/1.63636/HIRES_sargent     00
J134002+110630/2.13840/HIRES_sargent     00
J134002+110630/2.14962/HIRES_sargent     00
J134002+110630/2.14980/UVES_squader     00
J134002+110630/2.50726/HIRES_sargent     00
J134002+110630/2.50766/UVES_squader     00
J134002+110630/2.63987/HIRES_sargent     00
J134002+110630/2.79501/HIRES_sargent     00
J134002+110630/2.85906/HIRES_sargent     00
J135038-251216/1.43930/HIRES_sargent     00
J135646-110128/0.76476/UVES_squader     00
J135646-110128/2.96664/UVES_squader     00
J140039+112022/1.04553/HIRES_sargent     00
J140039+112022/1.07748/HIRES_sargent     00
J140039+112022/2.32275/HIRES_sargent     00
J140039+112022/2.41586/HIRES_sargent     00
J140039+112022/2.44860/HIRES_sargent     00
J140039+112022/2.47809/HIRES_sargent     00
J142656+602550/2.76932/HIRES_sargent     00
J142656+602550/2.82544/HIRES_sargent     00
J142656+602550/3.06701/HIRES_sargent     00
J142656+602550/3.09540/HIRES_sargent     00
J142656+602550/3.13360/HIRES_sargent     00
J142656+602550/3.17513/HIRES_sargent     00
J143040+014939/2.07028/UVES_squader     00
J143912+295448/1.14647/HIRES_sargent     00
J143912+295448/1.22521/HIRES_sargent     00
J143912+295448/2.49459/HIRES_sargent     00
J143912+295448/2.87393/HIRES_sargent     00
J143912+295448/2.97876/HIRES_sargent     00
J144453+291905/0.66677/HIRES_sargent     00
J144453+291905/0.72104/HIRES_sargent     00
J144453+291905/1.88530/HIRES_sargent     00
J144453+291905/2.33025/HIRES_sargent     00
J144453+291905/2.43660/HIRES_sargent     00
J144453+291905/2.46706/HIRES_sargent     00
J144453+291905/2.47365/HIRES_sargent     00
J144453+291905/2.61480/HIRES_sargent     00
J144453+291905/3.42148/HIRES_sargent     00
J152156+520238/0.86716/HIRES_sargent     00
J155152+191104/0.57686/HIRES_sargent     00
J155152+191104/1.14248/HIRES_sargent     00
J155152+191104/1.34197/HIRES_sargent     00
J155152+191104/1.80166/HIRES_sargent     00
J155152+191104/2.44452/HIRES_sargent     00
J155152+191104/2.69214/HIRES_sargent     00
J162645+642655/0.58569/HIRES_sargent     00
J162645+642655/0.98032/HIRES_sargent     00
J162645+642655/1.00117/HIRES_sargent     00
J162645+642655/1.32687/HIRES_sargent     00
J162645+642655/1.88789/HIRES_sargent     00
J162645+642655/2.05511/HIRES_sargent     00
J162645+642655/2.10915/HIRES_sargent     00
J162645+642655/2.24256/HIRES_sargent     00
J162645+642655/2.28508/HIRES_sargent     00
J163428+703132/0.65341/HIRES_sargent     00
J163428+703132/0.81816/HIRES_sargent     00
J163428+703132/0.90556/HIRES_sargent     00
J163428+703132/1.04054/HIRES_sargent     00
J164500+552000/3.54316/HIRES_sargent     00
J164500+552000/4.02985/HIRES_sargent     00
J170100+641209/0.53947/HIRES_sargent     00
J170100+641209/0.72191/HIRES_sargent     00
J170100+641209/1.15710/HIRES_sargent     00
J170100+641209/1.84503/HIRES_sargent     00
J170100+641209/2.00822/HIRES_sargent     00
J170100+641209/2.16753/HIRES_sargent     00
J170100+641209/2.31447/HIRES_sargent     00
J170100+641209/2.37991/HIRES_sargent     00
J170100+641209/2.43826/HIRES_sargent     00
J182402+104423/0.56969/HIRES_sargent     00
J182402+104423/0.83221/HIRES_sargent     00
J182402+104423/1.25054/HIRES_sargent     00
J194454+770552/1.11901/HIRES_sargent     00
J194454+770552/1.73819/HIRES_sargent     00
J194454+770552/2.84326/HIRES_sargent     00
J194454+770552/2.89240/HIRES_sargent     00
J213314-464030/0.58768/UVES_squader     00
J213314-464030/0.97639/UVES_squader     00
J213314-464030/0.97744/UVES_squader     00
J213314-464030/1.81041/UVES_squader     00
J214225-442018/0.88159/UVES_squader     00
J220734-403655/1.46967/UVES_squader     00
J220734-403655/1.81407/UVES_squader     00
J220734-403655/2.18280/UVES_squader     00
J220852-194400/0.75182/HIRES_sargent     00
J220852-194400/0.94780/HIRES_sargent     00
J220852-194400/1.01670/HIRES_sargent     00
J220852-194400/1.66786/HIRES_sargent     00
J220852-194400/1.83376/HIRES_sargent     00
J220852-194400/2.01439/HIRES_sargent     00
J220852-194400/2.12681/HIRES_sargent     00
J220852-194400/2.32996/HIRES_sargent     00
J222006-280323/0.59949/UVES_squader     00
J222006-280323/1.05430/UVES_squader     00
J222006-280323/1.08264/UVES_squader     00
J222006-280323/1.20001/UVES_squader     00
J222756-224302/0.83164/UVES_squader     00
J223408+000001/0.85483/HIRES_sargent     00
J223408+000001/0.85608/HIRES_sargent     00
J223408+000001/1.03278/HIRES_sargent     00
J223408+000001/1.08638/HIRES_sargent     00
J223408+000001/1.21241/HIRES_sargent     00
J223408+000001/1.95839/HIRES_sargent     00
J223408+000001/2.06485/HIRES_sargent     00
J223408+000001/2.28427/HIRES_sargent     00
J223408+000001/2.65123/HIRES_sargent     00
J223619+132620/2.22998/HIRES_sargent     00
J223619+132620/2.74640/HIRES_sargent     00
J223953-055219/1.51087/HIRES_sargent     00
J223953-055219/4.07852/HIRES_sargent     00
J223953-055219/4.28528/HIRES_sargent     00
J223953-055219/4.35980/HIRES_sargent     00
J224708-601545/0.82750/UVES_squader     00
J224708-601545/1.38915/UVES_squader     00
J224708-601545/1.75564/UVES_squader     00
J233446-090812/1.38388/UVES_squader     00
J233446-090812/2.22217/UVES_squader     00
J234628+124900/0.71666/HIRES_sargent     00
J234628+124900/0.73024/HIRES_sargent     00
J234628+124900/0.73091/UVES_squader     00
J234628+124900/2.11386/UVES_squader     00
J234628+124900/2.16894/HIRES_sargent     00
J234628+124900/2.42827/HIRES_sargent     00
J234628+124900/2.56883/HIRES_sargent     00
J234632+124540/1.04606/HIRES_sargent     00
